day,node_id,item_id,bb_qty,bb_demand_signal_qty,bb_demand_signal_raw_qty,target_demand_signal_qty,target_demand_signal_floor_qty,target_demand_signal_window_days,target_cutover_context_days,target_demand_signal_display_qty,target_demand_signal_display_floor_qty,bb_backlog_qty,gross_requirement_basis,mrp_demand_signal_source,mrp_demand_signal_smoothing_days,safety_floor_qty,soft_safety_target_qty,coverage_target_qty,target_stock_qty,target_stock_display_qty,backlog_target_qty,target_with_backlog_qty,stock_proj_qty,recv_prev_today_qty,recv_prev_future_qty,inventory_position_qty,bn_qty,planned_release_qty,planned_receipt_qty,planned_order_count,planned_receipt_min_day,planned_receipt_max_day,review_period_days,safety_time_days,safety_stock_qty,has_mrp_snapshot_policy
0,M-1430,item:730384,22853.6,22853.6,543.325714,22853.6,1034.833338,79,0,22853.6,1034.833338,0.0,mps_lotified_7d_avg,mps_lotified,7,228536.0,228536.0,1805434.4,1805434.4,1805434.4,0.0,1805434.4,45533.4,0.0,740000.0,785533.4,1019901.0,740000.0,740000.0,2,57,124,1,10.0,23500.0,0
0,M-1430,item:734545,862.4,862.4,20.502857,862.4,34.493786,32,0,862.4,34.493786,0.0,mps_lotified_7d_avg,mps_lotified,7,8624.0,8624.0,27596.8,27596.8,27596.8,0.0,27596.8,778.6,0.0,31600.0,32378.6,7845.4,25200.0,25200.0,4,21,46,1,10.0,0.0,0
0,M-1430,item:773474,1040778.6004,1040778.6004,24743.66299,1040778.6004,41807.102298,33,0,1040778.6004,41807.102298,0.0,mps_lotified_7d_avg,mps_lotified,7,20815572.008,20815572.008,34345693.8132,34345693.8132,34345693.8132,0.0,34345693.8132,13552221.3996,0.0,9600000.0,23152221.3996,11193472.4136,9600000.0,9600000.0,12,10,21,1,20.0,0.0,0
0,M-1810,item:001757,23.3856,23.3856,3.0856,23.3856,12.255226,40,0,23.3856,12.255226,0.0,mps_lotified_7d_avg,mps_lotified,7,467.712,467.712,935.424,8499.654,8499.654,0.0,8499.654,8476.2684,0.0,8100.0,16576.2684,0.0,100.0,100.0,1,84,84,1,20.0,0.0,0
0,M-1810,item:001848,17.5392,17.5392,2.3142,17.5392,5.676741,20,0,17.5392,5.676741,0.0,mps_lotified_7d_avg,mps_lotified,7,350.784,350.784,350.784,10262.646,10262.646,0.0,10262.646,10245.1068,0.0,10000.0,20245.1068,0.0,4000.0,4000.0,1,21,21,1,20.0,0.0,0
0,M-1810,item:001893,111.0816,111.0816,14.6566,111.0816,72.759734,84,0,111.0816,72.759734,0.0,mps_lotified_7d_avg,mps_lotified,7,1666.224,1666.224,9330.8544,9783.5,9783.5,0.0,9783.5,9672.4184,0.0,23920.0,33592.4184,0.0,23920.0,23920.0,1,28,28,1,15.0,0.0,0
0,M-1810,item:002612,29.232,29.232,3.857,29.232,9.461236,20,0,29.232,9.461236,0.0,mps_lotified_7d_avg,mps_lotified,7,584.64,584.64,467.712,153521.636719,153521.636719,0.0,153521.636719,153492.404719,0.0,67500.0,220992.404719,0.0,22500.0,22500.0,1,35,35,1,20.0,0.0,0
0,M-1810,item:007923,46.7712,46.7712,6.1712,46.7712,12.209201,15,0,46.7712,12.209201,0.0,mps_lotified_7d_avg,mps_lotified,7,701.568,701.568,420.9408,55018.98,55018.98,0.0,55018.98,54972.2088,0.0,19186.7712,74158.98,0.0,46.7712,46.7712,2,2,3,1,15.0,0.0,0
0,M-1810,item:016332,7.01568,7.01568,0.92568,7.01568,4.437999,67,0,7.01568,4.437999,0.0,mps_lotified_7d_avg,mps_lotified,7,49.10976,49.10976,470.05056,883.02,883.02,0.0,883.02,876.00432,0.0,1100.0,1976.00432,0.0,1100.0,1100.0,1,49,49,1,7.0,0.0,0
0,M-1810,item:029313,0.58464,0.58464,0.07714,0.58464,0.374822,76,0,0.58464,0.374822,0.0,mps_lotified_7d_avg,mps_lotified,7,4.09248,4.09248,44.43264,226.83,226.83,0.0,226.83,226.24536,0.0,300.0,526.24536,0.0,300.0,300.0,1,56,56,1,7.0,0.0,0
0,M-1810,item:039668,0.58464,0.58464,0.07714,0.58464,0.312138,50,0,0.58464,0.312138,0.0,mps_lotified_7d_avg,mps_lotified,7,4.09248,4.09248,29.232,459.695,459.695,0.0,459.695,459.11036,0.0,450.0,909.11036,0.0,450.0,450.0,1,35,35,1,7.0,0.0,0
0,M-1810,item:049371,21.63168,21.63168,2.85418,21.63168,13.581367,65,0,21.63168,13.581367,0.0,mps_lotified_7d_avg,mps_lotified,7,888.0,888.0,1406.0592,4138.93,4138.93,0.0,4138.93,4117.29832,0.0,21400.0,25517.29832,0.0,1600.0,1600.0,1,147,147,1,40.0,888.0,0
0,M-1810,item:055703,1.16928,1.16928,0.15428,1.16928,0.615122,47,0,1.16928,0.615122,0.0,mps_lotified_7d_avg,mps_lotified,7,35.0784,35.0784,54.95616,569.805001,569.805001,0.0,569.805001,568.635721,0.0,600.0,1168.635721,0.0,300.0,300.0,1,20,20,1,30.0,0.0,0
0,M-1810,item:099439,29.232,29.232,3.857,29.232,15.606884,50,0,29.232,15.606884,0.0,mps_lotified_7d_avg,mps_lotified,7,204.624,204.624,1461.6,4972.616,4972.616,0.0,4972.616,4943.384,0.0,4200.0,9143.384,0.0,4200.0,4200.0,1,33,33,1,7.0,0.0,0
0,M-1810,item:268091,1900.0,1900.0,1900.0,1900.0,1900.0,7,0,1900.0,1900.0,0.0,mps_lotified_7d_avg,mps_lotified,7,0.0,0.0,13300.0,13300.0,13300.0,0.0,13300.0,14400.0,0.0,1945715.0,1960115.0,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,M-1810,item:338928,14400.0,14400.0,1900.0,14400.0,9295.793852,79,0,14400.0,9295.793852,0.0,mps_lotified_7d_avg,mps_lotified,7,144000.0,144000.0,1137600.0,1137600.0,1137600.0,0.0,1137600.0,389665.0,0.0,765033.0,1154698.0,0.0,400000.0,400000.0,16,84,167,1,10.0,0.0,0
0,M-1810,item:338929,14400.0,14400.0,1900.0,14400.0,7564.660714,48,0,14400.0,7564.660714,0.0,mps_lotified_7d_avg,mps_lotified,7,144000.0,144000.0,691200.0,691200.0,691200.0,0.0,691200.0,339600.0,0.0,352600.0,692200.0,0.0,295000.0,295000.0,51,42,92,1,10.0,0.0,0
0,M-1810,item:426331,158.4,158.4,20.9,158.4,37.159934,13,0,158.4,37.159934,0.0,mps_lotified_7d_avg,mps_lotified,7,1108.8,1108.8,2059.2,24159.0,24159.0,0.0,24159.0,24000.6,0.0,38400.0,62400.6,0.0,19200.0,19200.0,1,29,29,1,7.0,0.0,0
0,M-1810,item:693055,5846.4,5846.4,771.4,5846.4,3820.096533,105,0,5846.4,3820.096533,0.0,mps_lotified_7d_avg,mps_lotified,7,116928.0,116928.0,613872.0,1010000.0,1010000.0,0.0,1010000.0,1004153.6,0.0,5847.0,1010000.6,0.0,5847.0,5847.0,84,70,153,1,20.0,0.0,0
0,SDC-1450,item:021081,0.0,0.0,221.208347,221.208347,221.208347,7,0,221.208347,221.208347,0.0,propagated_demand_zero,mps_lotified,7,900000.0,900000.0,1548.45843,1142100.0,1142100.0,0.0,1142100.0,1142100.0,0.0,1320000.0,2462100.0,0.0,0.0,0.0,0,,,1,0.0,900000.0,0
0,SDC-1450,item:693055,5846.4,5846.4,771.4,5846.4,771.4,7,0,5846.4,771.4,0.0,mps_lotified_7d_avg,mps_lotified,7,0.0,0.0,40924.8,1800000.0,1800000.0,0.0,1800000.0,1794153.0,0.0,600000.0,2394153.0,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-1450,item:773474,1040778.6004,1040778.6004,24743.66299,1040778.6004,24743.66299,7,0,1040778.6004,24743.66299,0.0,mps_lotified_7d_avg,mps_lotified,7,0.0,0.0,7285450.2028,9600000.0,9600000.0,0.0,9600000.0,0.0,0.0,3200000.0,3200000.0,6400000.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD0500655A,item:002612,29.232,29.232,3.857,29.232,3.857,7,0,29.232,3.857,0.0,mps_lotified_7d_avg,mps_lotified,7,0.0,0.0,204.624,21600.0,21600.0,0.0,21600.0,22235.294118,635.294118,17152.941176,39388.235294,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD0505677A,item:099439,29.232,29.232,3.857,29.232,3.857,7,0,29.232,3.857,0.0,mps_lotified_7d_avg,mps_lotified,7,0.0,0.0,204.624,11569.782,11569.782,0.0,11569.782,7782.9885,413.2065,14049.021,21832.0095,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD0508918A,item:730384,22853.6,22853.6,543.325714,22853.6,543.325714,7,0,22853.6,543.325714,0.0,mps_lotified_7d_avg,mps_lotified,7,0.0,0.0,159975.2,914144.0,914144.0,0.0,914144.0,206792.0,32648.0,1839170.666667,2045962.666667,0.0,43530.666667,43530.666667,1,56,56,1,0.0,0.0,0
0,SDC-VD0514881A,item:016332,7.01568,7.01568,0.92568,7.01568,0.92568,7,0,7.01568,0.92568,0.0,mps_lotified_7d_avg,mps_lotified,7,0.0,0.0,49.10976,2776.74768,2776.74768,0.0,2776.74768,1775.91724,99.16956,4760.13888,6536.05612,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD0518684A,item:001893,111.0816,111.0816,14.6566,111.0816,14.6566,7,0,111.0816,14.6566,0.0,mps_lotified_7d_avg,mps_lotified,7,0.0,0.0,777.5712,22800.0,22800.0,0.0,22800.0,23323.3949,523.3949,28786.7195,52110.1144,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD0519670A,item:001848,17.5392,17.5392,2.3142,17.5392,2.3142,7,0,17.5392,2.3142,0.0,mps_lotified_7d_avg,mps_lotified,7,0.0,0.0,122.7744,4000.0,4000.0,0.0,4000.0,153.846154,153.846154,3076.923077,3230.769231,769.230769,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD0519670A,item:029313,0.58464,0.58464,0.07714,0.58464,0.07714,7,0,0.58464,0.07714,0.0,mps_lotified_7d_avg,mps_lotified,7,0.0,0.0,4.09248,300.0,300.0,0.0,300.0,8.26413,8.26413,454.52715,462.79128,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD0520115A,item:708073,854.854,854.854,20.323457,854.854,20.323457,7,0,854.854,20.323457,0.0,mps_lotified_7d_avg,mps_lotified,7,0.0,0.0,5983.978,29309.28,29309.28,0.0,29309.28,530.5,1221.22,32972.94,33503.44,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD0520132A,item:038005,1886.411173,1886.411173,44.847888,1886.411173,44.847888,7,0,1886.411173,44.847888,0.0,mps_lotified_7d_avg,mps_lotified,7,0.0,0.0,13204.87821,75456.446912,75456.446912,0.0,75456.446912,68151.320016,2694.873104,412315.584912,480466.904928,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD0520132A,item:049371,21.63168,21.63168,2.85418,21.63168,2.85418,7,0,21.63168,2.85418,0.0,mps_lotified_7d_avg,mps_lotified,7,0.0,0.0,151.42176,8561.63868,8561.63868,0.0,8561.63868,7267.41149,305.77281,44642.83026,51910.24175,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD0525412A,item:333362,107800.0,107800.0,2562.857143,107800.0,2562.857143,7,0,107800.0,2562.857143,0.0,mps_lotified_7d_avg,mps_lotified,7,0.0,0.0,754600.0,4312000.0,4312000.0,0.0,4312000.0,3296000.0,154000.0,9086000.0,12382000.0,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD0901566A,item:338928,14400.0,14400.0,1900.0,14400.0,1900.0,7,0,14400.0,1900.0,0.0,mps_lotified_7d_avg,mps_lotified,7,0.0,0.0,100800.0,5699400.0,5699400.0,0.0,5699400.0,5502950.0,203550.0,14044950.0,19547900.0,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD0910216A,item:001893,111.0816,111.0816,14.6566,111.0816,14.6566,7,0,111.0816,14.6566,0.0,mps_lotified_7d_avg,mps_lotified,7,0.0,0.0,777.5712,23920.0,23920.0,0.0,23920.0,703.529412,703.529412,18995.294118,19698.823529,4221.176471,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD0910216A,item:002612,29.232,29.232,3.857,29.232,3.857,7,0,29.232,3.857,0.0,mps_lotified_7d_avg,mps_lotified,7,0.0,0.0,204.624,22500.0,22500.0,0.0,22500.0,535.714286,535.714286,18214.285714,18750.0,3750.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD0914320A,item:055703,1.16928,1.16928,0.15428,1.16928,0.15428,7,0,1.16928,0.15428,0.0,mps_lotified_7d_avg,mps_lotified,7,0.0,0.0,8.18496,300.0,300.0,0.0,300.0,11.538462,11.538462,230.769231,242.307692,57.692308,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD0914360C,item:338929,14400.0,14400.0,1900.0,14400.0,1900.0,7,0,14400.0,1900.0,0.0,mps_lotified_7d_avg,mps_lotified,7,0.0,0.0,100800.0,5699400.0,5699400.0,0.0,5699400.0,5607950.0,203550.0,8345550.0,13953500.0,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD0914690A,item:042342,6504867.6,6504867.6,154647.925723,6504867.6,154647.925723,7,0,6504867.6,154647.925723,0.0,mps_lotified_7d_avg,mps_lotified,7,0.0,0.0,45534073.2,185853360.0,185853360.0,0.0,185853360.0,165146028.0,9292668.0,185853360.0,350999388.0,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD0949099A,item:021081,0.0,0.0,221.208347,221.208347,221.208347,7,0,221.208347,221.208347,0.0,propagated_demand_zero,mps_lotified,7,0.0,0.0,1548.45843,20000.0,20000.0,0.0,20000.0,20138.888889,138.888889,16527.777778,36666.666667,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD0951020A,item:001757,23.3856,23.3856,3.0856,23.3856,3.0856,7,0,23.3856,3.0856,0.0,mps_lotified_7d_avg,mps_lotified,7,0.0,0.0,163.6992,9255.8256,9255.8256,0.0,9255.8256,9486.3908,330.5652,27436.9116,36923.3024,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD0951020A,item:001848,17.5392,17.5392,2.3142,17.5392,2.3142,7,0,17.5392,2.3142,0.0,mps_lotified_7d_avg,mps_lotified,7,0.0,0.0,122.7744,6000.0,6000.0,0.0,6000.0,6123.96195,123.96195,6817.90725,12941.8692,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD0951020A,item:007923,46.7712,46.7712,6.1712,46.7712,6.1712,7,0,46.7712,6.1712,0.0,mps_lotified_7d_avg,mps_lotified,7,0.0,0.0,327.3984,4627.9128,4627.9128,0.0,4627.9128,4949.12376,330.5652,661.1304,5610.25416,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD0956464A,item:007923,46.7712,46.7712,6.1712,46.7712,6.1712,7,0,46.7712,6.1712,0.0,mps_lotified_7d_avg,mps_lotified,7,0.0,0.0,327.3984,4627.9128,4627.9128,0.0,4627.9128,4921.06104,330.5652,661.1304,5582.19144,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD0960508A,item:021081,0.0,0.0,221.208347,221.208347,221.208347,7,0,221.208347,221.208347,0.0,propagated_demand_zero,mps_lotified,7,0.0,0.0,1548.45843,20000.0,20000.0,0.0,20000.0,20138.888889,138.888889,16527.777778,36666.666667,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD0964290A,item:055703,1.16928,1.16928,0.15428,1.16928,0.15428,7,0,1.16928,0.15428,0.0,mps_lotified_7d_avg,mps_lotified,7,0.0,0.0,8.18496,300.0,300.0,0.0,300.0,308.26413,8.26413,338.82933,647.09346,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD0972460A,item:021081,0.0,0.0,221.208347,221.208347,221.208347,7,0,221.208347,221.208347,0.0,propagated_demand_zero,mps_lotified,7,0.0,0.0,1548.45843,20000.0,20000.0,0.0,20000.0,20138.888889,138.888889,16527.777778,36666.666667,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD0975221A,item:021081,0.0,0.0,221.208347,221.208347,221.208347,7,0,221.208347,221.208347,0.0,propagated_demand_zero,mps_lotified,7,0.0,0.0,1548.45843,20000.0,20000.0,0.0,20000.0,20138.888889,138.888889,16527.777778,36666.666667,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD0989480A,item:426331,158.4,158.4,20.9,158.4,20.9,7,0,158.4,20.9,0.0,mps_lotified_7d_avg,mps_lotified,7,0.0,0.0,1108.8,53737.2,53737.2,0.0,53737.2,36776.25,2239.05,60454.35,97230.6,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD0990780A,item:002612,29.232,29.232,3.857,29.232,3.857,7,0,29.232,3.857,0.0,mps_lotified_7d_avg,mps_lotified,7,0.0,0.0,204.624,23750.0,23750.0,0.0,23750.0,24315.47619,565.47619,19226.190476,43541.666667,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD0993480A,item:344135,107800.0,107800.0,2562.857143,107800.0,2562.857143,7,0,107800.0,2562.857143,0.0,mps_lotified_7d_avg,mps_lotified,7,0.0,0.0,754600.0,4312000.0,4312000.0,0.0,4312000.0,26000.0,154000.0,5441333.333333,5467333.333333,0.0,205333.333333,205333.333333,1,35,35,1,0.0,0.0,0
0,SDC-VD1091642A,item:001893,111.0816,111.0816,14.6566,111.0816,14.6566,7,0,111.0816,14.6566,0.0,mps_lotified_7d_avg,mps_lotified,7,0.0,0.0,777.5712,20900.0,20900.0,0.0,20900.0,21423.3949,523.3949,21459.1909,42882.5858,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD1091642A,item:002612,29.232,29.232,3.857,29.232,3.857,7,0,29.232,3.857,0.0,mps_lotified_7d_avg,mps_lotified,7,0.0,0.0,204.624,22500.0,22500.0,0.0,22500.0,23035.714286,535.714286,18214.285714,41250.0,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD1095770A,item:734545,862.4,862.4,20.502857,862.4,20.502857,7,0,862.4,20.502857,0.0,mps_lotified_7d_avg,mps_lotified,7,0.0,0.0,6036.8,24640.0,24640.0,0.0,24640.0,672.0,1232.0,24640.0,25312.0,0.0,0.0,0.0,0,,,1,0.0,0.0,0
0,SDC-VD1096202A,item:039668,0.58464,0.58464,0.07714,0.58464,0.07714,7,0,0.58464,0.07714,0.0,mps_lotified_7d_avg,mps_lotified,7,0.0,0.0,4.09248,450.0,450.0,0.0,450.0,10.714286,10.714286,364.285714,375.0,75.0,0.0,0.0,0,,,1,0.0,0.0,0
1,C-XXXXX,item:268091,4257.530612,2357.530612,1900.0,3891.77551,3891.77551,14,0,3891.77551,3891.77551,1900.0,mps_lotified_7d_avg,mps_lotified,7,0.0,0.0,54484.857145,54484.857145,54484.857145,0.0,54484.857145,46661.46939,50919.000002,7823.387755,54484.857145,0.0,7823.387755,7823.387755,1,2,2,1,0.0,0.0,0
1,C-XXXXX,item:268967,5653.408164,3090.551021,2562.857143,4524.571429,4524.571429,14,0,4524.571429,4524.571429,2562.857143,mps_lotified_7d_avg,mps_lotified,7,0.0,0.0,63344.000003,63344.000003,63344.000003,5653.408164,68997.408167,0.0,0.0,82239.857147,82239.857147,0.0,17940.000001,17940.000001,1,3,3,1,0.0,0.0,0
1,DC-1920,item:268091,2357.530612,2357.530612,1900.0,6281.542857,6281.542857,25,0,6281.542857,6281.542857,0.0,mps_lotified_7d_avg,mps_lotified,7,125630.857146,125630.857146,157038.571433,430538.0,430538.0,0.0,430538.0,371795.612243,0.0,14400.0,386195.612243,44342.387757,14400.0,14400.0,1,3,3,1,20.0,0.0,0
1,DC-1920,item:268967,3090.551021,3090.551021,2562.857143,4349.666667,4349.666667,30,0,4349.666667,4349.666667,0.0,mps_lotified_7d_avg,mps_lotified,7,108741.666672,108741.666672,130490.000006,1101534.0,1101534.0,0.0,1101534.0,1019294.142853,0.0,64299.857146,1083593.999999,17940.000001,64299.857146,64299.857146,1,4,4,1,25.0,0.0,0
1,M-1430,item:038005,0.0,0.0,44.847888,83.999684,83.999684,68,0,83.999684,83.999684,0.0,propagated_demand_zero,mps_lotified,7,1679.993687,1679.993687,5711.978535,37598.5325,37598.5325,0.0,37598.5325,35712.121327,0.0,110000.0,145712.121327,0.0,10000.0,10000.0,1,168,168,1,20.0,0.0,0
1,M-1430,item:042342,0.0,0.0,154647.925723,186490.029683,186490.029683,7,0,186490.029683,186490.029683,0.0,propagated_demand_zero,mps_lotified,7,932450.148417,932450.148417,1305430.207783,78749996.0,78749996.0,0.0,78749996.0,72245128.4,0.0,120000000.0,192245128.4,0.0,30000000.0,30000000.0,1,22,22,1,5.0,0.0,0
1,M-1430,item:268967,3090.551021,3090.551021,2562.857143,3090.551021,3090.551021,7,0,3090.551021,3090.551021,0.0,mps_lotified_7d_avg,mps_lotified,7,0.0,0.0,21633.857144,21633.857144,21633.857144,0.0,21633.857144,43500.142854,0.0,0.0,43500.142854,0.0,0.0,0.0,0,,,1,0.0,0.0,0
1,M-1430,item:333362,0.0,0.0,2562.857143,4461.97479,4461.97479,17,0,4461.97479,4461.97479,0.0,propagated_demand_zero,mps_lotified,7,110000.0,110000.0,75853.571432,142250.0,142250.0,0.0,142250.0,34450.0,0.0,1909000.0,1943450.0,75550.0,110000.0,110000.0,22,58,129,1,10.0,110000.0,0
1,M-1430,item:344135,0.0,0.0,2562.857143,4667.687332,4667.687332,53,0,4667.687332,4667.687332,0.0,propagated_demand_zero,mps_lotified,7,46676.873316,46676.873316,247387.428577,754600.0,754600.0,0.0,754600.0,646800.0,0.0,4560000.0,5206800.0,0.0,120000.0,120000.0,1,38,38,1,10.0,0.0,0
1,M-1430,item:708073,0.0,0.0,20.323457,36.025411,36.025411,45,0,36.025411,36.025411,0.0,propagated_demand_zero,mps_lotified,7,2000.0,2000.0,1621.143494,10326.88,10326.88,0.0,10326.88,9472.026,0.0,30000.0,39472.026,0.0,0.0,0.0,0,,,1,10.0,2000.0,0
1,M-1430,item:730384,0.0,0.0,543.325714,1040.505201,1040.505201,79,0,1040.505201,1040.505201,0.0,propagated_demand_zero,mps_lotified,7,23500.0,23500.0,82199.910859,82199.910859,82199.910859,0.0,82199.910859,45533.4,0.0,740000.0,785533.4,0.0,0.0,0.0,0,,,1,10.0,23500.0,0
1,M-1430,item:734545,0.0,0.0,20.502857,35.083643,35.083643,32,0,35.083643,35.083643,0.0,propagated_demand_zero,mps_lotified,7,350.836429,350.836429,1122.676571,1641.0,1641.0,0.0,1641.0,778.6,0.0,31600.0,32378.6,0.0,0.0,0.0,0,,,1,10.0,0.0,0
1,M-1430,item:773474,0.0,0.0,24743.66299,42497.393737,42497.393737,33,0,42497.393737,42497.393737,0.0,propagated_demand_zero,mps_lotified,7,849947.874746,849947.874746,1402413.99333,14593000.0,14593000.0,0.0,14593000.0,13552221.3996,0.0,10640779.0,24193000.3996,0.0,1040779.0,1040779.0,12,11,22,1,20.0,0.0,0
1,M-1810,item:001757,0.0,0.0,3.0856,12.561536,12.561536,40,0,12.561536,12.561536,0.0,propagated_demand_zero,mps_lotified,7,251.230712,251.230712,502.461424,8499.654,8499.654,0.0,8499.654,8476.2684,0.0,8200.0,16676.2684,0.0,100.0,100.0,1,85,85,1,20.0,0.0,0
