day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty,estimated_source_ordered_qty,estimated_source_arrived_qty,estimated_source_rejected_qty,supplier_capacity_binding_qty
43,47.5,87.552,449.3204,659.6584,235.1436,168.1533,1004847.7231,39757.9054,70.3961,27.5051,0.0,0.0,0.0,256.8606,88.5087,0.0,0.0
44,47.5,0.0,496.8204,329.7737,187.4058,212.0706,1005188.5273,39756.2204,72.0604,34.729,0.0,0.0,0.0,83.0097,180.9366,0.0,0.0
45,47.5,109.44,434.8804,800.3122,145.127,246.7986,1005826.6199,39754.6786,89.4118,32.2519,0.0,0.0,0.0,174.3568,195.2023,0.0,0.0
46,47.5,0.0,482.3804,20.6554,112.3959,211.542,1005807.9917,39753.859,60.0241,29.5192,0.0,0.0,0.0,187.7319,204.4112,0.0,0.0
47,47.5,0.0,529.8804,352.5878,88.1205,211.325,1006097.4973,39753.2783,58.1618,26.8612,0.0,0.0,0.0,196.6062,204.4449,0.0,0.0
48,47.5,65.664,511.7164,537.6047,70.3913,233.0545,1006466.1603,39754.3011,72.0293,25.1389,0.0,0.0,0.0,196.3802,204.455,0.0,0.0
49,47.5,0.0,559.2164,236.7703,57.5172,254.8274,1006563.6922,39755.5911,86.2692,23.9482,0.0,0.0,0.0,196.2151,203.9334,0.0,0.0
50,47.5,65.664,541.0524,305.325,48.1889,204.2025,1006690.1238,39756.9745,54.8499,20.1159,0.0,0.0,0.0,196.0952,186.453,0.0,0.0
51,47.5,9.3606,579.1918,108.8723,41.4355,174.7944,1006611.7492,39756.6007,56.6884,6.3792,0.0,0.0,0.0,179.2102,97.8558,0.0,0.0
52,47.5,65.664,561.0278,401.2618,36.5477,131.9905,1006810.3809,39755.2571,25.9983,5.4164,0.0,0.0,0.0,89.9275,99.0327,0.0,0.0
53,47.5,0.0,608.5278,160.0859,33.0106,110.8323,1006852.8596,39753.889,10.6042,4.8179,0.0,0.0,0.0,90.9401,99.8572,0.0,0.0
54,47.5,21.888,634.1398,68.4225,30.4511,154.5854,1006733.689,39752.3222,40.8628,4.9754,0.0,0.0,0.0,91.7003,99.8722,0.0,0.0
55,47.5,0.0,681.6398,87.0304,28.5989,110.7928,1006698.8062,39750.7435,10.2658,4.3348,0.0,0.0,0.0,91.6765,99.8824,0.0,0.0
56,47.5,0.0,729.1398,239.0938,27.2587,132.6689,1006791.8786,39751.2233,25.3905,4.407,0.0,0.0,0.0,91.6592,99.89,0.0,0.0
57,47.5,43.776,732.8638,396.0682,26.2889,153.7821,1006974.4029,39749.6454,40.4381,4.512,0.0,0.0,0.0,91.6467,99.0974,0.0,0.0
58,47.5,21.888,758.4758,99.9397,25.5872,108.9887,1006927.6017,39748.0852,9.7902,3.9873,0.0,0.0,0.0,90.8396,98.0483,0.0,0.0
59,47.5,0.0,805.9758,22.4954,25.0794,109.9999,1006824.7487,39747.3858,9.891,3.9418,0.0,0.0,0.0,89.7799,99.1093,0.0,0.0
60,47.5,43.776,809.6998,455.5445,24.712,176.4221,1007042.4102,39746.8887,55.6501,4.5659,0.0,0.0,0.0,90.8333,99.9046,0.0,0.0
61,47.5,0.0,857.1998,350.5104,27.1666,161.7403,1007019.5644,39745.0581,39.8193,4.6933,0.0,0.0,0.0,91.623,99.4391,0.0,0.0
62,47.5,0.0,904.6998,50.7698,29.7257,100.6529,1006949.5521,39745.4867,8.9556,4.3567,0.0,0.0,0.0,91.849,89.3343,0.0,0.0
63,47.5,65.664,886.5358,246.446,29.5865,289.2069,1006983.8911,39743.9298,102.2675,6.227,0.0,0.0,0.0,81.0968,260.2219,0.0,0.0
64,47.5,21.888,912.1478,93.2819,28.3913,144.417,1006884.0344,39742.4391,39.3082,4.6483,0.0,0.0,0.0,252.0955,85.776,0.0,0.0
65,47.5,0.0,959.6478,198.6382,27.224,122.5185,1006930.3099,39743.4871,23.9912,4.3017,0.0,0.0,0.0,81.0844,83.0097,0.0,0.0
66,47.5,43.776,963.3718,137.9411,26.2958,188.7422,1006893.5563,39741.8949,44.4738,16.8697,0.0,0.0,0.0,81.0735,174.3568,0.0,0.0
67,47.5,21.888,988.9838,232.4181,25.601,223.842,1006949.2919,39740.9476,65.0152,18.9458,0.0,0.0,0.0,172.8565,187.7319,0.0,0.0
68,47.5,21.888,1014.5958,28.1778,25.0918,210.7615,1006822.7826,39739.3014,53.3268,19.9601,0.0,0.0,0.0,186.6188,196.6062,0.0,0.0
69,47.5,21.888,1040.2078,124.6334,24.7216,210.7582,1006792.1394,39738.0472,53.2984,19.9195,0.0,0.0,0.0,195.7932,196.3802,0.0,0.0
70,47.5,2.5072,1085.2006,134.8879,24.4533,232.6438,1006767.9029,39737.435,68.5053,20.109,0.0,0.0,0.0,195.7898,196.2151,0.0,0.0
71,47.5,21.888,1110.8126,154.1664,24.2589,298.306,1006674.8534,39736.7549,114.1728,20.7444,0.0,0.0,0.0,195.7873,196.0952,0.0,0.0
72,47.5,0.0,1158.3126,277.1414,24.1183,194.6266,1006817.6419,39736.672,46.4912,17.3868,0.0,0.0,0.0,195.7855,179.2102,0.0,0.0
73,47.5,87.552,1118.2606,136.5659,24.0165,130.8626,1006709.3401,39735.7971,24.8972,4.0342,0.0,0.0,0.0,178.9861,89.9275,0.0,0.0
74,47.5,21.888,1143.8726,370.4035,26.6633,139.5347,1006698.6324,39734.4318,24.5101,4.4162,0.0,0.0,0.0,89.7653,90.9401,0.0,0.0
75,47.5,0.0,1191.3726,23.1984,29.3615,132.6877,1006569.6841,39732.5174,25.5518,4.6372,0.0,0.0,0.0,91.5182,91.7003,0.0,0.0
76,47.5,0.0,1238.8726,133.418,29.323,135.1945,1006548.2821,39731.824,27.2931,4.658,0.0,0.0,0.0,91.6663,91.6765,0.0,0.0
77,47.5,0.0,1286.3726,202.3797,28.2007,154.5653,1006574.5343,39729.999,40.6902,4.729,0.0,0.0,0.0,91.6659,91.6592,0.0,0.0
78,47.5,24.3952,1309.4774,141.056,27.0861,132.6673,1006536.761,39728.3345,25.3772,4.388,0.0,0.0,0.0,91.6555,91.6467,0.0,0.0
79,47.5,65.664,1291.3134,93.0943,26.1959,110.0052,1006431.6743,39726.4515,9.976,4.064,0.0,0.0,0.0,91.6451,90.8396,0.0,0.0
80,47.5,21.888,1316.9254,215.7539,25.5287,108.9882,1006492.3616,39725.7052,9.7857,3.9809,0.0,0.0,0.0,90.8388,89.7799,0.0,0.0
81,47.5,0.0,1364.4254,232.2414,25.0395,197.5516,1006499.7393,39725.9995,70.7979,4.813,0.0,0.0,0.0,89.7793,90.8333,0.0,0.0
82,47.5,0.0,1411.9254,121.8443,24.6838,132.6458,1006464.79,39724.9495,25.1929,4.125,0.0,0.0,0.0,90.8329,91.6457,0.0,0.0
83,47.5,87.552,1371.8734,97.7868,24.4259,110.3071,1006341.4257,39723.4558,9.884,3.8734,0.0,0.0,0.0,91.6227,91.8263,0.0,0.0
84,47.5,0.0,1419.3734,96.6886,24.2391,264.7639,1006303.7081,39721.9377,84.8855,5.3975,0.0,0.0,0.0,91.1533,252.0968,0.0,0.0
85,47.5,21.888,1444.9854,180.586,24.1039,144.3786,1006282.266,39721.0455,38.9793,4.1789,0.0,0.0,0.0,252.0457,81.0955,0.0,0.0
86,47.5,0.0,1492.4854,199.5144,24.0061,122.4898,1006324.3331,39723.1033,23.7443,3.9493,0.0,0.0,0.0,81.0444,81.0844,0.0,0.0
87,47.5,65.664,1474.3214,308.756,23.9353,122.4891,1006409.8974,39723.4463,23.7389,3.9416,0.0,0.0,0.0,81.0435,81.0735,0.0,0.0
88,47.5,21.888,1499.9334,139.1063,23.8841,210.6087,1006369.5291,39725.294,59.5163,16.8246,0.0,0.0,0.0,81.0429,172.8565,0.0,0.0
89,47.5,21.888,1525.5454,336.6975,23.847,223.8264,1006526.7091,39728.8802,64.8806,18.7538,0.0,0.0,0.0,172.834,186.6188,0.0,0.0
90,47.5,21.888,1551.1574,71.4037,23.8202,254.5261,1006395.7642,39727.1074,83.6842,20.2586,0.0,0.0,0.0,186.6025,195.7932,0.0,0.0
91,47.5,0.0,1598.6574,125.0294,23.8008,232.6379,1006363.1105,39725.4444,68.4552,20.0376,0.0,0.0,0.0,195.7814,195.7898,0.0,0.0
92,47.5,43.776,1602.3814,199.6116,23.7868,210.7498,1006384.0468,39723.5831,53.2266,19.8172,0.0,0.0,0.0,195.7812,195.7873,0.0,0.0
93,47.5,0.0,1649.8814,176.1693,23.7766,232.6377,1006402.505,39724.3307,68.4533,20.0349,0.0,0.0,0.0,195.7811,195.7855,0.0,0.0
94,47.5,21.888,1675.4934,111.1573,23.7693,194.6235,1006356.8547,39722.5143,46.4644,17.3486,0.0,0.0,0.0,195.781,178.9861,0.0,0.0
95,47.5,0.0,1722.9934,124.3621,23.7639,108.9724,1006346.3136,39722.4774,9.6503,3.7876,0.0,0.0,0.0,178.9828,89.7879,0.0,0.0
96,47.5,21.888,1748.6054,165.5486,23.7601,153.7641,1006310.1167,39720.6032,40.2448,4.2351,0.0,0.0,0.0,89.7629,91.4955,0.0,0.0
97,47.5,0.0,1796.1054,69.655,23.7573,154.5256,1006199.2891,39719.6377,40.3493,4.2424,0.0,0.0,0.0,90.821,91.6663,0.0,0.0
98,47.5,43.776,1799.8294,233.8158,23.7553,154.5255,1006208.844,39719.9994,40.3492,4.2422,0.0,0.0,0.0,91.6141,91.6659,0.0,0.0
99,47.5,0.0,1847.3294,98.936,23.7538,110.7495,1006172.8832,39718.9461,9.8941,3.8043,0.0,0.0,0.0,91.6141,91.6555,0.0,0.0
100,47.5,43.776,1851.0534,168.6373,23.7528,132.6375,1006140.0363,39718.0174,25.1215,4.0231,0.0,0.0,0.0,91.6141,91.6451,0.0,0.0
101,47.5,43.776,1854.7774,215.3022,23.752,153.7594,1006131.0453,39718.043,40.2435,4.2342,0.0,0.0,0.0,91.6141,90.8388,0.0,0.0
102,47.5,0.0,1902.2774,208.2784,23.7514,108.9723,1006204.3997,39717.8744,9.6494,3.7863,0.0,0.0,0.0,90.816,89.7793,0.0,0.0
103,47.5,0.0,1949.7774,128.3014,23.751,153.764,1006152.1722,39716.1705,40.2441,4.2342,0.0,0.0,0.0,89.7628,90.8329,0.0,0.0
104,47.5,0.0,1997.2774,98.0389,1.6967,17.3336,1006315.8388,39716.0894,2.0035,0.366,0.0,0.0,0.0,90.8209,91.6227,0.0,0.0
105,47.5,109.44,1935.3374,209.6463,23.0005,315.0603,1006242.3305,39716.1859,116.3696,5.7619,0.0,0.0,0.0,16.3599,262.1533,0.0,0.0
106,47.5,0.0,1982.8374,102.0468,0.0004,0.0,1006425.4234,39717.3135,0.0,0.0,0.0,0.0,0.0,259.5878,81.0457,0.0,0.0
107,47.5,0.0,2030.3374,33.5521,23.7503,102.1625,1006322.4089,39716.6607,9.5846,3.7181,0.0,0.0,0.0,0.0,81.0444,0.0,0.0
108,47.5,0.0,2077.8374,51.7613,22.4102,116.1204,1006229.3369,39716.0288,22.7644,3.7055,0.0,0.0,0.0,81.0411,81.0435,0.0,0.0
109,47.5,22.7598,2102.5776,96.0076,0.0002,0.0,1006383.6277,39716.0809,0.0,0.0,0.0,0.0,0.0,76.4687,81.0429,0.0,0.0
110,47.5,43.776,2106.3016,189.585,23.7501,188.7195,1006394.4961,39716.9009,44.2785,16.591,0.0,0.0,0.0,0.0,172.834,0.0,0.0
111,47.5,0.0,2153.8016,162.4219,21.2501,213.2361,1006421.912,39717.2743,63.9787,18.3534,0.0,0.0,0.0,172.8328,186.6025,0.0,0.0
112,47.5,0.0,2201.3016,140.6546,0.0001,110.15,1006568.9922,39719.3589,44.7266,16.1108,0.0,0.0,0.0,178.0709,121.1651,0.0,0.0
113,47.5,0.0,2248.8016,229.6202,2.7205,201.82,1006587.8131,39719.1451,102.6533,17.3308,0.0,0.0,0.0,114.7396,193.2437,0.0,0.0
114,47.5,21.888,2274.4136,192.2773,8.1925,139.7439,1006539.6722,39719.1437,59.8527,17.3087,0.0,0.0,0.0,115.4351,115.4269,0.0,0.0
115,47.5,62.1251,2259.7885,95.0419,10.944,112.755,1006661.763,39719.1927,47.3104,17.3341,0.0,0.0,0.0,115.4861,195.781,0.0,0.0
116,47.5,0.0,2307.2885,78.9008,33.5996,194.7114,1006610.8582,39720.4119,47.2185,18.4249,0.0,0.0,0.0,114.8415,174.4492,0.0,0.0
117,47.5,2.5072,2352.2813,52.6776,31.4108,111.548,1006450.6418,39719.6258,11.9812,4.65,0.0,0.0,0.0,179.0744,9.4087,0.0,0.0
118,47.5,0.0,2399.7813,132.544,29.1909,108.98,1006456.1045,39718.8823,10.1362,4.3804,0.0,0.0,0.0,89.8341,90.821,0.0,0.0
119,47.5,0.0,2447.2813,123.1385,4.1587,53.7328,1006610.5486,39718.9384,32.0103,0.9923,0.0,0.0,0.0,90.0208,83.1558,0.0,0.0
120,47.5,2.5072,2492.2741,102.2428,3.0205,32.065,1006691.1367,39718.9912,16.8558,0.6511,0.0,0.0,0.0,10.6116,11.2599,0.0,0.0
121,47.5,0.0,2539.7741,25.2033,2.1888,10.1696,1006719.1758,39720.0253,1.5645,0.3412,0.0,0.0,0.0,10.601,11.2599,0.0,0.0
122,47.5,43.5456,2543.7285,108.7921,1.5847,10.1642,1006786.6651,39722.2559,1.5182,0.275,0.0,0.0,0.0,10.5933,11.2599,0.0,0.0
123,47.5,21.888,2569.3405,98.5235,24.1469,106.8168,1006655.951,39722.3998,9.6081,3.8049,0.0,0.0,0.0,10.5877,10.4619,0.0,0.0
124,47.5,0.0,2616.8405,2.4906,0.83,8.3802,1006740.2975,39722.5296,1.2158,0.1746,0.0,0.0,0.0,88.2675,89.7628,0.0,0.0
125,47.5,0.0,2664.3405,101.9899,0.6006,9.3939,1006923.8973,39723.6534,1.3379,0.1596,0.0,0.0,0.0,8.7294,90.8,0.0,0.0
126,47.5,0.0,2711.8405,31.6396,0.4346,195.5107,1007013.4612,39723.717,92.5274,2.0027,0.0,0.0,0.0,9.7853,261.1505,0.0,0.0
127,47.5,21.1968,2738.1437,31.5543,0.3145,9.7044,1007024.7709,39723.7512,1.3591,0.1315,0.0,0.0,0.0,181.577,10.7493,0.0,0.0
128,47.5,0.0,2785.6437,0.8366,0.2276,0.002,1007025.8534,39723.7854,0.0175,0.0249,0.0,0.0,0.0,10.1088,0.0225,0.0,0.0
129,47.5,0.0,2833.1437,21.0049,0.1647,0.0015,1007047.7057,39723.8722,0.0126,0.018,0.0,0.0,0.0,0.0021,0.6857,0.0,0.0
130,47.5,0.0,2880.6437,30.1766,0.1192,0.0011,1007078.6262,39724.7292,0.0091,0.013,0.0,0.0,0.0,0.0015,0.627,0.0,0.0
131,47.5,0.0,2928.1437,21.2865,0.0862,0.0008,1007177.8366,39724.7735,0.0066,0.0094,0.0,0.0,0.0,0.0011,77.8392,0.0,0.0
132,47.5,0.0,2975.6437,32.5225,0.0624,88.1206,1007211.1049,39725.7671,35.7861,12.8954,0.0,0.0,0.0,0.0008,92.4763,0.0,0.0
133,47.5,0.0,3023.1437,85.0567,23.7951,178.6638,1007105.0612,39727.7968,41.8279,15.2335,0.0,0.0,0.0,91.7922,106.1549,0.0,0.0
134,47.5,0.0,3070.6437,110.5821,22.4427,176.9618,1007041.1843,39730.7312,51.1719,12.7465,0.0,0.0,0.0,162.3581,114.7623,0.0,0.0
135,47.5,21.888,3096.2557,207.4796,0.0236,60.1502,1007279.5779,39733.8693,27.926,9.0331,0.0,0.0,0.0,139.1253,115.4351,0.0,0.0
136,47.5,0.0,3143.7557,46.6441,23.7671,181.4027,1007141.5493,39735.0262,50.791,12.9413,0.0,0.0,0.0,62.6565,115.4634,0.0,0.0
137,47.5,0.0,3191.2557,91.0862,1.2624,65.4448,1007273.4879,39737.1667,28.3723,9.2267,0.0,0.0,0.0,143.6975,114.864,0.0,0.0
138,47.5,0.0,3238.7557,28.5969,0.009,51.7039,1007346.9556,39739.0018,23.7448,7.6523,0.0,0.0,0.0,66.9217,98.7202,0.0,0.0
139,47.5,20.6531,3265.6027,50.0239,0.0065,8.3728,1007377.0908,39740.0447,1.1526,0.0844,0.0,0.0,0.0,53.8583,9.4797,0.0,0.0
140,47.5,0.0,3313.1027,44.7551,0.0047,25.2862,1007406.001,39740.9516,15.6954,0.2534,0.0,0.0,0.0,8.7217,10.4902,0.0,0.0
141,47.5,0.0,3360.6027,1.9305,0.0034,1.152,1007497.7006,39740.986,0.8017,0.0119,0.0,0.0,0.0,3.5398,90.9658,0.0,0.0
142,47.5,21.888,3386.2147,83.7641,0.0025,0.0,1007646.0007,39743.0925,0.0002,0.0003,0.0,0.0,0.0,0.0,86.4215,0.0,0.0
143,47.5,1.152,3432.5627,61.4069,0.0018,0.0,1007716.8506,39745.0983,0.0001,0.0002,0.0,0.0,0.0,0.0,10.5933,0.0,0.0
144,47.5,0.0,3480.0627,73.1594,0.0013,0.0,1007880.9749,39748.0298,0.0001,0.0001,0.0,0.0,0.0,0.0,90.9636,0.0,0.0
145,47.5,0.0,3527.5627,1.518,0.0009,0.0,1007897.152,39748.1172,0.0001,0.0001,0.0,0.0,0.0,0.0,14.6582,0.0,0.0
146,47.5,0.0,3575.0627,10.1047,0.0007,0.0,1007915.9868,39748.1469,0.0001,0.0001,0.0,0.0,0.0,0.0,8.7294,0.0,0.0
147,47.5,0.0,3622.5627,95.2523,0.0005,164.16,1008021.0249,39751.9576,76.3509,1.6417,0.0,0.0,0.0,0.0,180.7853,0.0,0.0
148,47.5,0.0,3670.0627,51.2286,0.0004,0.0,1008082.8309,39753.6017,0.0,0.0,0.0,0.0,0.0,171.0,10.577,0.0,0.0
149,47.5,0.0,3717.5627,212.4465,26.4707,145.2279,1007849.1015,39753.0718,26.3587,5.1681,0.0,0.0,0.0,0.0,10.1088,0.0,0.0
150,47.5,0.0,3765.0627,147.7024,6.7222,5.8511,1007990.2821,39755.0296,0.9368,0.7991,0.0,0.0,0.0,97.4486,0.0021,0.0,0.0
151,47.5,0.0,3812.5627,25.1425,29.2221,110.2909,1007794.771,39754.0707,10.2438,4.398,0.0,0.0,0.0,4.8449,0.0015,0.0,0.0
152,47.5,0.0,3860.0627,134.2317,5.6277,27.7293,1007898.6054,39754.7714,16.0804,0.8981,0.0,0.0,0.0,91.1364,0.0011,0.0,0.0
153,47.5,0.0,3907.5627,51.6256,3.2833,2.3334,1007951.0551,39755.7972,1.8548,0.3825,0.0,0.0,0.0,4.8347,0.0008,0.0,0.0
154,47.5,21.888,3933.1747,57.0532,2.4077,40.0215,1008038.7322,39758.4951,21.4067,7.4068,0.0,0.0,0.0,0.0306,91.8147,0.0,0.0
155,47.5,2.304,3978.3707,53.6041,25.5011,180.6528,1007874.3983,39758.5432,51.3354,12.4492,0.0,0.0,0.0,41.6891,82.0027,0.0,0.0
156,47.5,0.0,4025.8707,31.3025,2.5195,77.7016,1007883.4512,39758.4702,42.3694,9.4868,0.0,0.0,0.0,139.0184,63.2835,0.0,0.0
157,47.5,0.0,4073.3707,86.4233,0.9193,50.0082,1008061.7269,39758.5139,26.598,9.0297,0.0,0.0,0.0,56.8891,143.0331,0.0,0.0
158,47.5,46.2832,4074.5875,80.3602,0.6654,51.1579,1008110.7251,39758.644,27.38,9.0134,0.0,0.0,0.0,52.0919,67.5512,0.0,0.0
159,47.5,0.0,4122.0875,30.3258,0.4815,50.0043,1008232.4857,39759.4561,26.5644,8.9817,0.0,0.0,0.0,52.0895,143.0455,0.0,0.0
160,47.5,1.152,4168.4355,77.0056,24.0985,152.5651,1008096.6581,39760.5296,32.3036,11.3945,0.0,0.0,0.0,52.0878,58.0874,0.0,0.0
161,47.5,0.0,4215.9355,51.0426,1.5022,27.6925,1008121.9738,39760.431,15.7639,0.4464,0.0,0.0,0.0,135.172,8.7217,0.0,0.0
162,47.5,0.0,4263.4355,137.5782,0.1825,0.0016,1008263.2709,39762.3649,0.014,0.02,0.0,0.0,0.0,4.7963,3.5398,0.0,0.0
163,47.5,21.888,4289.0475,74.9267,0.132,1.1532,1008395.5934,39764.4416,0.8116,0.026,0.0,0.0,0.0,0.0017,80.3542,0.0,0.0
164,47.5,0.0,4336.5475,18.1095,0.0955,0.0009,1008418.0259,39764.4565,0.0073,0.0105,0.0,0.0,0.0,0.0012,4.2292,0.0,0.0
