day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty
0,44.0,44.0,0.0,0.0,44.0,418.071,53175.1506,1764.3668,60.395,45.437,1147.9344,0.0,0.0
1,44.0,44.0,0.0,77.952,44.0,0.0,51565.4006,1708.4659,0.0,0.0,0.0,0.0,0.0
2,44.0,44.0,0.0,0.0,35.2,0.0,50078.6431,1658.7392,0.0,0.0,0.0,0.0,0.0
3,48.0,48.0,0.0,0.0,29.6,0.0,48795.1477,1615.6731,0.0,0.0,0.0,0.0,0.0
4,52.0,52.0,0.0,4.24,25.76,1544.7672,46895.9409,1558.3866,191.3309,140.6209,3499.8359,1147.9344,1556.7294
5,56.0,48.8,7.2,24.0,48.104,0.0,44981.9197,1494.8443,0.0,0.0,0.0,0.0,0.0
6,56.0,4.8,58.4,40.1851,45.1696,0.0,43290.278,1438.594,0.0,0.0,0.0,0.0,0.0
7,56.0,0.0,114.4,204.7565,35.1792,0.0,42278.6797,1398.8734,0.0,0.0,0.0,0.0,0.0
8,52.0,0.0,166.4,101.0073,22.9453,3285.6859,41022.9443,1365.189,256.8375,190.9694,3699.8359,3499.8359,3456.5338
9,48.0,0.0,214.4,354.739,42.9891,0.0,39876.5465,1320.1456,0.0,0.0,0.0,0.0,0.0
10,44.0,0.0,258.4,29.2301,35.2,0.0,38676.0123,1279.9432,0.0,0.0,0.0,0.0,0.0
11,44.0,0.0,302.4,22.5328,26.6022,0.0,37662.5116,1246.5712,0.0,0.0,0.0,0.0,0.0
12,44.0,12.8,333.6,99.4822,19.5622,3321.8441,36400.1472,1214.1061,256.9752,205.226,3699.8359,3699.8359,5008.9178
13,48.0,0.0,381.6,153.1676,42.3124,0.0,34809.7636,1156.7803,0.0,0.0,0.0,0.0,0.0
14,52.0,0.0,433.6,236.4858,41.6,0.0,33360.5355,1100.8068,0.0,0.0,0.0,0.0,0.0
15,56.0,0.0,489.6,59.6728,36.3375,0.0,31961.7262,1052.4587,0.0,0.0,0.0,0.0,0.0
16,56.0,0.0,545.6,141.5869,28.0175,3468.1481,30453.1212,1015.7857,264.9094,209.7313,3718.1036,3699.8359,7822.9181
17,56.0,0.0,601.6,171.9374,48.4552,0.0,28837.0123,959.8615,0.0,0.0,0.0,0.0,0.0
18,52.0,15.36,638.24,900.22,41.9897,0.0,28247.3272,947.0091,0.0,0.0,0.0,0.0,0.0
19,48.0,40.3456,645.8944,330.66,28.709,0.0,27544.0083,914.5744,0.0,0.0,0.0,0.0,0.0
20,44.0,0.0,689.8944,2903.9019,17.111,3518.5588,29190.5693,987.6563,267.4134,208.9422,3720.1359,3718.1036,9559.1565
21,44.0,0.0,733.8944,2802.7567,38.6222,0.0,30541.6159,1036.4839,0.0,0.0,0.0,0.0,0.0
22,44.0,0.0,777.8944,335.0215,35.2,0.0,29433.8799,990.1728,0.0,0.0,0.0,0.0,0.0
23,48.0,0.0,825.8944,15.3143,30.6756,0.0,28175.3004,948.3806,0.0,0.0,0.0,0.0,0.0
24,52.0,181.9549,695.9395,222.5762,26.8356,3344.0302,26649.1994,906.9781,259.0298,206.6297,3720.1359,3720.1359,11771.112
25,56.0,0.0,751.9395,105.768,48.2189,0.0,24865.2084,847.6312,0.0,0.0,0.0,0.0,0.0
26,56.0,0.0,807.9395,41.2377,45.1896,0.0,23177.9909,792.2055,0.0,0.0,0.0,0.0,0.0
27,56.0,90.3797,773.5598,2666.6971,35.1562,0.0,24538.0611,853.5132,0.0,0.0,0.0,0.0,0.0
28,52.0,0.0,825.5598,239.2498,22.9183,3404.4986,23492.7456,824.113,262.032,209.6145,3725.5598,3720.1359,14255.7194
29,48.0,0.0,873.5598,0.0996,42.9837,0.0,21991.787,775.0336,0.0,0.0,0.0,0.0,0.0
