day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty
0,40.0,0.0,40.0,0.0,40.0,468.5439,1067772.4675,42324.1876,228.0145,41.7193,1026.84,0.0,0.0
1,47.5,0.0,87.5,64.96,82.0,264.6474,1065862.2082,42260.7715,184.4992,75.6033,2504.706,0.0,0.0
2,52.5,0.0,140.0,20.0,93.2,311.7661,1063715.158,42191.8353,228.5825,88.7503,3017.1,0.0,996.156
3,60.0,0.0,200.0,178.904,94.64,316.219,1061723.9861,42122.9042,231.4983,88.9505,3017.1,0.0,2504.706
4,55.0,0.0,255.0,149.2,94.928,874.9296,1059658.1049,42053.97,501.7622,94.5687,3017.1,1026.84,2986.416
5,50.0,43.0,262.0,174.2,94.9856,1595.9207,1057592.2228,41985.0357,832.9505,101.7848,3017.1,2504.706,2503.68
6,45.0,43.0,264.0,199.2,91.223,1858.3963,1055688.3449,41921.3025,964.2894,102.8543,3017.1,3017.1,2133.6152
7,40.0,0.0,304.0,205.002,86.2446,1756.734,1054124.0121,41865.515,912.0237,104.3664,3044.0422,3017.1,1869.4737
8,47.5,75.0,276.5,141.9822,91.2489,1691.0158,1052297.4222,41805.4493,876.8436,125.5501,3136.5403,3017.1,1756.3034
9,52.5,25.0,304.0,148.1839,95.0,1750.2452,1050325.4107,41740.5148,915.4732,152.3574,3217.1,3017.1,1775.7436
10,60.0,48.113,315.887,210.9041,95.0,1789.6149,1048353.6367,41675.5882,942.8627,152.7511,3217.1,3017.1,1875.7436
11,55.0,75.0,295.887,307.3971,95.0,1754.0744,1046513.9514,41610.659,911.0676,156.4395,3217.1,3044.0422,1948.8014
12,50.0,25.0,320.887,119.7943,95.0,1846.5725,1044536.6633,41546.7294,951.147,171.2478,3217.1,3136.5403,1929.3612
13,45.0,0.0,365.887,748.9445,91.226,1964.0721,1043319.854,41507.2342,1017.5869,184.0906,3217.1,3217.1,1707.9478
14,40.0,160.6072,245.2799,292.0665,86.2452,1901.1865,1041737.526,41454.683,979.4574,166.2531,3165.1002,3217.1,1378.2969
15,47.5,0.0,292.7799,1793.791,91.249,1961.6385,1041567.1221,41458.7433,1009.4782,132.9987,3057.5983,3217.1,1265.1267
16,52.5,25.0,320.2799,190.2574,95.0,1865.7435,1039721.6859,41396.1936,950.9586,110.5631,3017.1,3217.1,1265.1267
17,60.0,25.0,355.2799,96.5359,95.0,1873.3697,1037774.9019,41335.268,966.8909,104.5609,3017.1,3217.1,1265.1267
18,55.0,23.113,387.1669,216.5823,95.0,1867.4809,1035903.9402,41272.2685,964.8267,104.57,3020.4984,3165.1002,1265.1267
19,50.0,141.8601,295.3067,313.2435,95.0,1816.9822,1033953.8895,41205.7637,933.8688,104.268,3030.6484,3057.5983,1265.1267
20,45.0,0.0,340.3067,196.7519,91.226,1799.0157,1032149.9439,41142.0564,929.0269,102.6668,3037.4,3017.1,1153.8936
21,40.0,0.0,380.3067,1804.821,86.2452,1773.3619,1032168.8022,41146.6138,929.0765,104.9388,3064.3422,3017.1,898.1253
22,47.5,118.7471,309.0596,285.148,91.249,1806.2517,1030329.7934,41086.5575,961.1684,127.1084,3156.8403,3020.4984,790.9453
23,52.5,98.113,263.4466,330.7617,95.0,1705.5306,1028525.5097,41021.6519,883.2806,152.3162,3237.4,3030.6484,806.9872
24,60.0,0.0,323.4466,125.187,84.1528,1742.5199,1027356.3078,40983.9944,908.0024,151.4765,3237.4,3037.4,220.5981
25,55.0,25.0,353.4466,285.0062,79.3219,1802.5983,1026632.9516,40958.7105,910.623,138.9154,2404.0525,3064.3422,139.4473
26,50.0,87.2658,316.1809,1797.2119,74.6594,1831.3898,1027755.4031,41007.2589,857.7769,125.7759,1159.3095,3156.8403,86.5289
27,45.0,43.7471,317.4337,151.1295,68.113,1883.4058,1027644.6176,41005.6589,843.3236,91.0954,100.0,3237.4,32.7549
28,40.0,68.7471,288.6866,1727.3331,70.2835,1560.7169,1029351.5635,41079.1479,716.5495,67.8351,74.0001,3237.4,0.0
29,47.5,0.0,336.1866,1655.991,68.1245,258.3254,1033089.6157,41229.2032,92.7022,34.1496,20.2491,2404.0525,0.0
