product_code,family,variant,weeks,real_mean_eur,sim_mean_eur,bias_eur,mae_eur,max_abs_error_eur,corr
268091,Cos,net_lead_safety,52,930695.2119230769,615781.4060114264,-314913.80591165065,314913.80591165065,843592.6980789042,0.32969248900495013
268091,Cos,gross_lead_safety,52,930695.2119230769,605631.3680113389,-325063.8439117382,325063.8439117382,843592.6980789042,0.4017080235097002
268091,Cos,existing_target_stock,52,930695.2119230769,1026475.7116253595,95780.49970228247,175269.2745831127,501765.48951868503,0.3655739588693734
268967,Pharma,net_lead_safety,52,259678.40000000002,756449.8672044552,496771.4672044552,496771.4672044552,731464.314512679,0.10243035527789007
268967,Pharma,gross_lead_safety,52,259678.40000000002,652886.8832194643,393208.4832194643,393208.4832194643,590951.4913632758,0.25682746371769394
268967,Pharma,existing_target_stock,52,259678.40000000002,810615.1903351444,550936.7903351444,577118.1187097951,795136.5441163109,0.34363421932027716
