case_id,case_input,case_output_dir,direction,factor_value,kpi::avg_inventory,kpi::cost_share_holding,kpi::cost_share_inventory_risk,kpi::cost_share_purchase,kpi::cost_share_transport,kpi::cost_share_warehouse_operating,kpi::ending_backlog,kpi::ending_inventory,kpi::fill_rate,kpi::measured_required_total,kpi::measurement_starting_backlog,kpi::total_arrived,kpi::total_cost,kpi::total_demand,kpi::total_estimated_source_ordered_qty,kpi::total_estimated_source_rejected_qty,kpi::total_estimated_source_replenished_qty,kpi::total_explicit_initialization_pipeline_qty,kpi::total_explicit_initialization_stock_qty,kpi::total_external_procured_arrived_qty,kpi::total_external_procured_ordered_qty,kpi::total_external_procured_qty,kpi::total_external_procured_rejected_qty,kpi::total_external_procurement_cost,kpi::total_holding_cost,kpi::total_inventory_cost_legacy_raw_holding,kpi::total_inventory_risk_cost,kpi::total_logistics_cost,kpi::total_opening_stock_bootstrap_qty,kpi::total_produced,kpi::total_purchase_cost,kpi::total_served,kpi::total_shipped,kpi::total_supplier_capacity_binding_qty,kpi::total_transport_cost,kpi::total_unreliable_loss_qty,kpi::total_warehouse_operating_cost,notes,parameter_group,parameter_key,parameter_label,status,study
local_capacity_scale_low,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\local\local_capacity_scale_low\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\local\local_capacity_scale_low\simulation_output,low,0.95,4435950.6145,0.272727,0.155844,0.001939,0.218841,0.350649,862.8689,4579601.782,0.952868,18307.4,907.4,1313427.0386,12968782.3847,17400.0,766386.4456,28230375.4976,769188.0585,744715.9899,159743.4957,0.0,0.0,0.0,0.0,0.0,3536937.4896,10105535.6845,2021107.1369,12943632.165,0.0,101091.3678,25150.2197,17444.5311,769814.6391,315838.844,2838096.4805,0.0,4547491.058,,capacity_global,capacity_scale,Capacite globale,ok,local
local_capacity_scale_high,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\local\local_capacity_scale_high\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\local\local_capacity_scale_high\simulation_output,high,1.05,4877952.5651,0.275821,0.157612,0.001878,0.210063,0.354627,597.1,5042514.6418,0.966866,18020.85,620.85,1467551.2045,14154792.6878,17400.0,770273.093,38903825.5759,771070.2186,820605.8371,176737.5479,0.0,0.0,0.0,0.0,0.0,3904184.1729,11154811.9226,2230962.3845,14128213.4333,0.0,108658.9289,26579.2545,17423.75,804984.9533,1166362.896,2973401.5107,0.0,5019665.3652,,capacity_global,capacity_scale,Capacite globale,ok,local
local_supplier_capacity_scale_low,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\local\local_supplier_capacity_scale_low\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\local\local_supplier_capacity_scale_low\simulation_output,low,0.95,4610786.9343,0.272465,0.155694,0.001923,0.219604,0.350313,731.4689,4752793.6463,0.959756,18176.0,776.0,1433701.1998,13646436.3513,17400.0,734713.1785,42787489.4235,735431.0455,781474.5914,168240.5218,0.0,0.0,0.0,0.0,0.0,3718180.7467,10623373.562,2124674.7124,13620187.5946,0.0,105496.3329,26248.7567,17444.5311,812180.3364,1610145.251,2996814.0326,0.0,4780518.1029,,supplier_capacity_global,supplier_capacity_scale,Debit fournisseur global,ok,local
local_supplier_capacity_scale_high,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\local\local_supplier_capacity_scale_high\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\local\local_supplier_capacity_scale_high\simulation_output,high,1.05,4702169.6349,0.27618,0.157817,0.0019,0.209013,0.355089,731.4689,4839885.6302,0.959756,18176.0,776.0,1338247.6239,13485165.4769,17400.0,762096.5576,23020184.6725,773900.8666,783847.2355,168240.5218,0.0,0.0,0.0,0.0,0.0,3724337.4402,10640964.1148,2128192.823,13459543.39,0.0,105496.3329,25622.0869,17444.5311,763243.0516,224876.3079,2818579.2752,0.0,4788433.8517,,supplier_capacity_global,supplier_capacity_scale,Debit fournisseur global,ok,local
local_safety_stock_days_scale_low,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\local\local_safety_stock_days_scale_low\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\local\local_safety_stock_days_scale_low\simulation_output,low,0.9,4656378.6437,0.274266,0.156723,0.001912,0.214471,0.352628,728.5,4811244.0255,0.959867,18152.25,752.25,1391548.2649,13564231.005,17400.0,769341.5861,33770742.3662,770134.1804,782660.9135,168240.5218,0.0,0.0,0.0,0.0,0.0,3720206.135,10629160.3857,2125832.0771,13538290.1678,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4783122.1736,,safety_stock,safety_stock_days_scale,Safety stock global,ok,local
local_safety_stock_days_scale_high,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\local\local_safety_stock_days_scale_high\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\local\local_safety_stock_days_scale_high\simulation_output,high,1.1,4656833.3637,0.274268,0.156725,0.001912,0.214464,0.35263,728.5,4811698.7455,0.959867,18152.25,752.25,1391548.2649,13564622.0642,17400.0,769341.5861,33770742.3662,770134.1804,782660.9135,168240.5218,0.0,0.0,0.0,0.0,0.0,3720343.0057,10629551.4449,2125910.289,13538681.227,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4783298.1502,,safety_stock,safety_stock_days_scale,Safety stock global,ok,local
local_supplier_reliability_scale_adverse,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\local\local_supplier_reliability_scale_adverse\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\local\local_supplier_reliability_scale_adverse\simulation_output,adverse,0.95,4603604.9911,0.273019,0.156011,0.001924,0.218021,0.351025,3550.1969,4745479.2391,0.81601,19295.5487,1895.5487,1434307.4238,13612213.9502,17400.0,773229.3081,42581519.2743,773984.9576,782660.9135,168240.5218,0.0,0.0,0.0,0.0,0.0,3716398.4652,10618281.3292,2123656.2658,13586023.3404,0.0,105498.175,26190.6098,15745.3518,805375.3822,1178209.1873,2967742.0112,42388.178,4778226.5982,One-sided local sensitivity because reliability is upper bounded.,supplier_reliability_global,supplier_reliability_scale,Fiabilite fournisseur globale,ok,local
local_demand_item_item_268091_low,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\local\local_demand_item_item_268091_low\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\local\local_demand_item_item_268091_low\simulation_output,low,0.9,4657832.918,0.274487,0.15685,0.001889,0.213862,0.352912,527.425,4813089.7284,0.969118,17078.8,548.8,1385628.1828,13553829.183,16530.0,765104.9698,33764023.6674,765917.8841,782659.1135,168226.5218,0.0,0.0,0.0,0.0,0.0,3720354.1026,10629583.1503,2125916.6301,13528226.0415,0.0,104629.3017,25603.1415,16551.375,782158.6839,687516.2492,2898642.8912,0.0,4783312.4176,,demand_item,demand_item::item:268091,Demande 268091,ok,local
local_demand_item_item_268091_high,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\local\local_demand_item_item_268091_high\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\local\local_demand_item_item_268091_high\simulation_output,high,1.1,4655395.2604,0.274047,0.156598,0.001936,0.215072,0.352346,943.45,4809866.9802,0.950963,19239.575,969.575,1397462.7188,13575019.9565,18270.0,773572.5495,33778048.2014,774344.8236,782662.7135,168254.5218,0.0,0.0,0.0,0.0,0.0,3720195.8528,10629131.008,2125826.2016,13548741.48,0.0,106369.3017,26278.4765,18296.125,794119.6357,687516.2492,2919610.472,0.0,4783108.9536,,demand_item,demand_item::item:268091,Demande 268091,ok,local
local_demand_item_item_268967_low,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\local\local_demand_item_item_268967_low\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\local\local_demand_item_item_268967_low\simulation_output,low,0.9,4718832.2536,0.281744,0.160996,0.001792,0.193226,0.362242,593.925,4851431.63,0.965364,17147.675,617.675,1301513.5869,13211727.9707,16530.0,703586.4024,20407500.1635,716352.9872,782659.1135,168226.5218,0.0,0.0,0.0,0.0,0.0,3722319.5352,10635198.6719,2127039.7344,13188053.3333,0.0,96653.2978,23674.6374,16553.75,694073.3485,295163.5783,2552854.6615,0.0,4785839.4023,,demand_item,demand_item::item:268967,Demande 268967,ok,local
local_demand_item_item_268967_high,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\local\local_demand_item_item_268967_high\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\local\local_demand_item_item_268967_high\simulation_output,high,1.1,4590183.1881,0.268667,0.153524,0.001957,0.230424,0.345428,1042.575,4728660.5351,0.945577,19156.825,886.825,1468713.6585,13837635.6599,18270.0,770710.8839,43979038.4436,771484.1162,782662.7135,168254.5218,0.0,0.0,0.0,0.0,0.0,3717709.4164,10622026.9041,2124405.3808,13810550.3792,0.0,106213.5517,27085.2807,18114.25,863131.4345,1315955.551,3188523.4751,0.0,4779912.1068,,demand_item,demand_item::item:268967,Demande 268967,ok,local
local_capacity_node_M-1430_low,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\local\local_capacity_node_M-1430_low\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\local\local_capacity_node_M-1430_low\simulation_output,low,0.95,4651045.7868,0.275685,0.157534,0.001865,0.210465,0.354452,779.8,4802373.7747,0.957162,18203.55,803.55,1373527.6565,13489159.9502,17400.0,766860.0346,28323538.1257,769482.5,780196.468,166085.7057,0.0,0.0,0.0,0.0,0.0,3718753.1152,10625008.9005,2125001.7801,13464004.9705,0.0,101094.3367,25154.9797,17423.75,770179.3906,329678.5393,2838996.0699,0.0,4781254.0052,,capacity_node,capacity_node::M-1430,Capacite M-1430,ok,local
local_capacity_node_M-1430_high,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\local\local_capacity_node_M-1430_high\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\local\local_capacity_node_M-1430_high\simulation_output,high,1.05,4662096.5708,0.27299,0.155994,0.001949,0.218078,0.350988,677.2,4819532.2134,0.962588,18100.95,700.95,1408408.6499,13633379.2458,17400.0,769982.349,38853509.2206,770779.4746,785125.359,170395.3379,0.0,0.0,0.0,0.0,0.0,3721780.2131,10633657.7518,2126731.5504,13606802.3254,0.0,108658.9289,26576.9204,17423.75,804751.5439,1153587.896,2973144.5736,0.0,4785145.9883,,capacity_node,capacity_node::M-1430,Capacite M-1430,ok,local
local_capacity_node_M-1810_low,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\local\local_capacity_node_M-1810_low\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\local\local_capacity_node_M-1810_low\simulation_output,low,0.95,4655425.3304,0.274268,0.156725,0.001912,0.214465,0.35263,808.6,4810200.9571,0.95565,18232.35,832.35,1391314.8339,13563704.4981,17400.0,769050.8422,33722244.1558,769843.4364,782421.9154,168156.3118,0.0,0.0,0.0,0.0,0.0,3720090.2707,10628829.3448,2125765.869,13537765.4207,0.0,105499.3017,25939.0775,17423.75,787966.0078,674741.2492,2908936.0759,0.0,4782973.2052,,capacity_node,capacity_node::M-1810,Capacite M-1810,ok,local
local_capacity_node_M-1810_high,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\local\local_capacity_node_M-1810_high\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\local\local_capacity_node_M-1810_high\simulation_output,high,1.05,4657778.0269,0.274265,0.156723,0.001912,0.214474,0.352626,648.4,4812741.8139,0.964122,18072.15,672.15,1391781.6959,13565204.9251,17400.0,769632.3301,33821058.7214,770424.9243,782899.9116,168324.7318,0.0,0.0,0.0,0.0,0.0,3720456.2621,10629875.0346,2125975.0069,13539261.7538,0.0,105499.3017,25943.1712,17423.75,788375.3858,700291.2492,2909386.7192,0.0,4783443.7656,,capacity_node,capacity_node::M-1810,Capacite M-1810,ok,local
local_capacity_node_SDC-1450_low,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\local\local_capacity_node_SDC-1450_low\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\local\local_capacity_node_SDC-1450_low\simulation_output,low,0.95,4442688.9518,0.271269,0.155011,0.001988,0.222957,0.348775,731.4689,4589969.8213,0.959756,18176.0,776.0,1331690.6366,13044768.1153,17400.0,769337.8886,33730278.2631,770130.4829,747419.4335,161982.5218,0.0,0.0,0.0,0.0,0.0,3538642.2328,10110406.3795,2022081.2759,13018830.2785,0.0,105496.3329,25937.8368,17444.5311,787953.1936,685634.2607,2908423.899,0.0,4549682.8708,,capacity_node,capacity_node::SDC-1450,Capacite SDC-1450,ok,local
local_capacity_node_SDC-1450_high,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\local\local_capacity_node_SDC-1450_high\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\local\local_capacity_node_SDC-1450_high\simulation_output,high,1.05,4871288.6589,0.277066,0.158324,0.001842,0.20654,0.356228,728.5,5033183.3855,0.959867,18152.25,752.25,1450453.031,14085058.3949,17400.0,769341.5861,33770742.3662,770134.1804,817902.3935,174498.5218,0.0,0.0,0.0,0.0,0.0,3902495.7214,11149987.7756,2229997.5551,14059117.5577,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,5017494.499,,capacity_node,capacity_node::SDC-1450,Capacite SDC-1450,ok,local
local_supplier_stock_node_SDC-VD0914690A_low,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\local\local_supplier_stock_node_SDC-VD0914690A_low\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\local\local_supplier_stock_node_SDC-VD0914690A_low\simulation_output,low,0.9,4656606.0037,0.274267,0.156724,0.001912,0.214468,0.352629,728.5,4811471.3855,0.959867,18152.25,752.25,1391548.2649,13564426.5346,17400.0,769341.5861,33770742.3662,770134.1804,782660.9135,168258.5218,0.0,0.0,0.0,0.0,0.0,3720274.5703,10629355.9153,2125871.1831,13538485.6974,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4783210.1619,,supplier_stock_node,supplier_stock_node::SDC-VD0914690A,Stock fournisseur SDC-VD0914690A,ok,local
