baseline::avg_inventory,baseline::ending_backlog,baseline::fill_rate,baseline::total_cost,baseline::total_external_procured_ordered_qty,case_id,case_input,case_output_dir,delta::avg_inventory,delta::ending_backlog,delta::fill_rate,delta::total_cost,delta::total_external_procured_ordered_qty,delta_pct::avg_inventory,delta_pct::ending_backlog,delta_pct::fill_rate,delta_pct::total_cost,delta_pct::total_external_procured_ordered_qty,direction,factor_value,kpi::avg_inventory,kpi::cost_share_holding,kpi::cost_share_inventory_risk,kpi::cost_share_purchase,kpi::cost_share_transport,kpi::cost_share_warehouse_operating,kpi::ending_backlog,kpi::ending_inventory,kpi::fill_rate,kpi::measured_required_total,kpi::measurement_starting_backlog,kpi::total_arrived,kpi::total_cost,kpi::total_demand,kpi::total_estimated_source_ordered_qty,kpi::total_estimated_source_rejected_qty,kpi::total_estimated_source_replenished_qty,kpi::total_explicit_initialization_pipeline_qty,kpi::total_explicit_initialization_stock_qty,kpi::total_external_procured_arrived_qty,kpi::total_external_procured_ordered_qty,kpi::total_external_procured_qty,kpi::total_external_procured_rejected_qty,kpi::total_external_procurement_cost,kpi::total_holding_cost,kpi::total_inventory_cost_legacy_raw_holding,kpi::total_inventory_risk_cost,kpi::total_logistics_cost,kpi::total_opening_stock_bootstrap_qty,kpi::total_produced,kpi::total_purchase_cost,kpi::total_served,kpi::total_shipped,kpi::total_supplier_capacity_binding_qty,kpi::total_transport_cost,kpi::total_unreliable_loss_qty,kpi::total_warehouse_operating_cost,notes,parameter_group,parameter_key,parameter_label,status,study
4656606.0037,728.5,0.959867,13564426.5346,0.0,stress_supplier_lead_time_node_SDC-VD0525412A_stress,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\stress\stress_supplier_lead_time_node_SDC-VD0525412A_stress\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\stress\stress_supplier_lead_time_node_SDC-VD0525412A_stress\simulation_output,-662.6729000005871,0.0,0.0,2464.798699999228,0.0,-0.014230813160358572,0.0,0.0,0.018171049794932684,nan,stress,1.5,4655943.3308,0.274216,0.156695,0.001929,0.214596,0.352564,728.5,4812115.1355,0.959867,18152.25,752.25,1393512.015,13566891.3333,17400.0,770161.5863,33838746.5003,770954.1805,782840.9135,168240.5218,0.0,0.0,0.0,0.0,0.0,3720261.8969,10629319.7055,2125863.9411,13540726.464,0.0,105499.3017,26164.8694,17423.75,788961.9765,687516.2492,2911406.7585,0.0,4783193.8675,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0525412A,Lead time fournisseur SDC-VD0525412A,ok,stress
4656606.0037,728.5,0.959867,13564426.5346,0.0,stress_supplier_reliability_node_SDC-VD0525412A_stress,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\stress\stress_supplier_reliability_node_SDC-VD0525412A_stress\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\stress\stress_supplier_reliability_node_SDC-VD0525412A_stress\simulation_output,-2868.052199999802,0.0,0.0,5153.316599998623,0.0,-0.061591042869440386,0.0,0.0,0.037991407796367914,nan,stress,0.85,4653737.9515,0.274159,0.156662,0.001947,0.214742,0.35249,728.5,4808865.687,0.959867,18152.25,752.25,1392259.6512,13569579.8512,17400.0,772050.1316,34067510.6897,772386.9304,782660.9135,168240.5218,0.0,0.0,0.0,0.0,0.0,3720219.7197,10629199.1992,2125839.8398,13543163.3586,0.0,105499.3017,26416.4926,17423.75,789882.9651,687516.2492,2913964.1594,2435.5849,4783139.6396,,supplier_reliability_node,supplier_reliability_node::SDC-VD0525412A,Fiabilite fournisseur SDC-VD0525412A,ok,stress
4656606.0037,728.5,0.959867,13564426.5346,0.0,stress_supplier_stock_node_SDC-VD0901566A_stress,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\stress\stress_supplier_stock_node_SDC-VD0901566A_stress\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\stress\stress_supplier_stock_node_SDC-VD0901566A_stress\simulation_output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,stress,0.75,4656606.0037,0.274267,0.156724,0.001912,0.214468,0.352629,728.5,4811471.3855,0.959867,18152.25,752.25,1391548.2649,13564426.5346,17400.0,769341.5861,33770742.3662,770134.1804,782660.9135,168285.5218,0.0,0.0,0.0,0.0,0.0,3720274.5703,10629355.9153,2125871.1831,13538485.6974,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4783210.1619,,supplier_stock_node,supplier_stock_node::SDC-VD0901566A,Stock fournisseur SDC-VD0901566A,ok,stress
4656606.0037,728.5,0.959867,13564426.5346,0.0,stress_supplier_capacity_node_SDC-VD0901566A_stress,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\stress\stress_supplier_capacity_node_SDC-VD0901566A_stress\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\stress\stress_supplier_capacity_node_SDC-VD0901566A_stress\simulation_output,-2746.8519999999553,0.0,0.0,-16442.49210000038,0.0,-0.05898828455354369,0.0,0.0,-0.1212177459773846,nan,stress,0.75,4653859.1517,0.274598,0.156913,0.001885,0.21355,0.353054,728.5,4807260.8777,0.959867,18152.25,752.25,1388618.5774,13547984.0425,17400.0,766490.0236,33776288.6552,767282.6179,782653.5307,168240.5218,0.0,0.0,0.0,0.0,0.0,3720247.3993,10629278.2837,2125855.6567,13522446.1597,0.0,105499.3017,25537.8828,17423.75,785290.4139,744704.3352,2893167.8759,0.0,4783175.2277,,supplier_capacity_node,supplier_capacity_node::SDC-VD0901566A,Debit fournisseur SDC-VD0901566A,ok,stress
4656606.0037,728.5,0.959867,13564426.5346,0.0,stress_supplier_lead_time_node_SDC-VD0901566A_stress,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\stress\stress_supplier_lead_time_node_SDC-VD0901566A_stress\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\stress\stress_supplier_lead_time_node_SDC-VD0901566A_stress\simulation_output,-643.845900000073,0.0,0.0,-18.196400001645088,0.0,-0.01382650581750941,0.0,0.0,-0.00013414794908748922,nan,stress,1.5,4655962.1578,0.274267,0.156724,0.001912,0.214468,0.352629,728.5,4810656.1355,0.959867,18152.25,752.25,1391142.0149,13564408.3382,17400.0,769341.5861,33770742.3662,770134.1804,782876.9135,168240.5218,0.0,0.0,0.0,0.0,0.0,3720268.2016,10629337.7189,2125867.5438,13538467.5011,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4783201.9735,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0901566A,Lead time fournisseur SDC-VD0901566A,ok,stress
4656606.0037,728.5,0.959867,13564426.5346,0.0,stress_supplier_reliability_node_SDC-VD0901566A_stress,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\stress\stress_supplier_reliability_node_SDC-VD0901566A_stress\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\stress\stress_supplier_reliability_node_SDC-VD0901566A_stress\simulation_output,-1742.1189999999478,0.0,0.0,-9868.15210000053,0.0,-0.03741177584308641,0.0,0.0,-0.0727502344078384,nan,stress,0.85,4654863.8847,0.274465,0.156837,0.001896,0.213917,0.352884,728.5,4808851.073,0.959867,18152.25,752.25,1389790.4524,13554558.3825,17400.0,769341.5861,33770742.3662,770134.1804,782660.9135,168240.5218,0.0,0.0,0.0,0.0,0.0,3720257.3378,10629306.6795,2125861.3359,13528859.3179,0.0,105499.3017,25699.0646,17423.75,786431.0389,687516.2492,2899552.6384,1710.9375,4783188.0058,,supplier_reliability_node,supplier_reliability_node::SDC-VD0901566A,Fiabilite fournisseur SDC-VD0901566A,ok,stress
4656606.0037,728.5,0.959867,13564426.5346,0.0,stress_supplier_stock_node_SDC-VD0993480A_stress,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\stress\stress_supplier_stock_node_SDC-VD0993480A_stress\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\stress\stress_supplier_stock_node_SDC-VD0993480A_stress\simulation_output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,stress,0.75,4656606.0037,0.274267,0.156724,0.001912,0.214468,0.352629,728.5,4811471.3855,0.959867,18152.25,752.25,1391548.2649,13564426.5346,17400.0,769341.5861,33770742.3662,770134.1804,782660.9135,168285.5218,0.0,0.0,0.0,0.0,0.0,3720274.5703,10629355.9153,2125871.1831,13538485.6974,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4783210.1619,,supplier_stock_node,supplier_stock_node::SDC-VD0993480A,Stock fournisseur SDC-VD0993480A,ok,stress
4656606.0037,728.5,0.959867,13564426.5346,0.0,stress_supplier_capacity_node_SDC-VD0993480A_stress,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\stress\stress_supplier_capacity_node_SDC-VD0993480A_stress\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\stress\stress_supplier_capacity_node_SDC-VD0993480A_stress\simulation_output,-3030.328000000678,0.0,0.0,-7445.020600000396,0.0,-0.06507589427992984,0.0,0.0,-0.05488636457287534,nan,stress,0.75,4653575.6757,0.274418,0.15681,0.001911,0.214038,0.352823,728.5,4806956.1902,0.959867,18152.25,752.25,1388649.8274,13556981.514,17400.0,766490.0236,33776288.6552,767282.6179,782653.5307,168240.5218,0.0,0.0,0.0,0.0,0.0,3720273.7155,10629353.4728,2125870.6946,13531069.1925,0.0,105499.3017,25912.3215,17423.75,785290.4139,744704.3352,2901715.7197,0.0,4783209.0628,,supplier_capacity_node,supplier_capacity_node::SDC-VD0993480A,Debit fournisseur SDC-VD0993480A,ok,stress
4656606.0037,728.5,0.959867,13564426.5346,0.0,stress_supplier_lead_time_node_SDC-VD0993480A_stress,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\stress\stress_supplier_lead_time_node_SDC-VD0993480A_stress\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\stress\stress_supplier_lead_time_node_SDC-VD0993480A_stress\simulation_output,-314.17470000032336,0.0,0.0,-0.25320000015199184,0.0,-0.006746860261544341,0.0,0.0,-1.8666472888192645e-06,nan,stress,1.5,4656291.829,0.274267,0.156724,0.001912,0.214468,0.352629,728.5,4811110.6355,0.959867,18152.25,752.25,1391517.0149,13564426.2814,17400.0,769341.5861,33770742.3662,770134.1804,782768.9135,168240.5218,0.0,0.0,0.0,0.0,0.0,3720274.4817,10629355.662,2125871.1324,13538485.4442,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4783210.0479,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0993480A,Lead time fournisseur SDC-VD0993480A,ok,stress
4656606.0037,728.5,0.959867,13564426.5346,0.0,stress_supplier_reliability_node_SDC-VD0993480A_stress,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\stress\stress_supplier_reliability_node_SDC-VD0993480A_stress\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\stress\stress_supplier_reliability_node_SDC-VD0993480A_stress\simulation_output,-1912.2045999998227,0.0,0.0,-4467.088100001216,0.0,-0.041064341678906095,0.0,0.0,-0.03293237711602929,nan,stress,0.85,4654693.7991,0.274357,0.156776,0.001912,0.21421,0.352745,728.5,4808668.2605,0.959867,18152.25,752.25,1389809.2024,13559959.4465,17400.0,769341.5861,33770742.3662,770134.1804,782660.9135,168240.5218,0.0,0.0,0.0,0.0,0.0,3720274.0309,10629354.374,2125870.8748,13534035.7187,0.0,105499.3017,25923.7278,17423.75,786431.0389,687516.2492,2904681.3447,1710.9375,4783209.4683,,supplier_reliability_node,supplier_reliability_node::SDC-VD0993480A,Fiabilite fournisseur SDC-VD0993480A,ok,stress
4656606.0037,728.5,0.959867,13564426.5346,0.0,stress_supplier_stock_node_SDC-VD0914360C_stress,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\stress\stress_supplier_stock_node_SDC-VD0914360C_stress\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\stress\stress_supplier_stock_node_SDC-VD0914360C_stress\simulation_output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,stress,0.75,4656606.0037,0.274267,0.156724,0.001912,0.214468,0.352629,728.5,4811471.3855,0.959867,18152.25,752.25,1391548.2649,13564426.5346,17400.0,769341.5861,33770742.3662,770134.1804,782660.9135,168285.5218,0.0,0.0,0.0,0.0,0.0,3720274.5703,10629355.9153,2125871.1831,13538485.6974,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4783210.1619,,supplier_stock_node,supplier_stock_node::SDC-VD0914360C,Stock fournisseur SDC-VD0914360C,ok,stress
4656606.0037,728.5,0.959867,13564426.5346,0.0,stress_supplier_capacity_node_SDC-VD0914360C_stress,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\stress\stress_supplier_capacity_node_SDC-VD0914360C_stress\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\stress\stress_supplier_capacity_node_SDC-VD0914360C_stress\simulation_output,-280.12190000060946,0.0,0.0,-12.0929000005126,0.0,-0.006015580871090081,0.0,0.0,-8.915157577554904e-05,nan,stress,0.75,4656325.8818,0.274267,0.156724,0.001912,0.214468,0.352629,728.5,4811471.3855,0.959867,18152.25,752.25,1392458.8915,13564414.4417,17400.0,770857.9757,33817514.5723,772174.5472,782645.5726,168240.5218,0.0,0.0,0.0,0.0,0.0,3720270.3378,10629343.8224,2125868.7645,13538473.6046,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4783204.7201,,supplier_capacity_node,supplier_capacity_node::SDC-VD0914360C,Debit fournisseur SDC-VD0914360C,ok,stress
4656606.0037,728.5,0.959867,13564426.5346,0.0,stress_supplier_lead_time_node_SDC-VD0914360C_stress,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\stress\stress_supplier_lead_time_node_SDC-VD0914360C_stress\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\stress\stress_supplier_lead_time_node_SDC-VD0914360C_stress\simulation_output,301.59609999973327,0.0,0.0,13.019899999722838,0.0,0.0064767364849011065,0.0,0.0,9.598562804341054e-05,nan,stress,1.5,4656907.5998,0.274267,0.156724,0.001912,0.214467,0.352629,728.5,4811862.6355,0.959867,18152.25,752.25,1391548.2649,13564439.5545,17400.0,769341.5861,33770742.3662,770134.1804,782786.9135,168240.5218,0.0,0.0,0.0,0.0,0.0,3720279.1273,10629368.9352,2125873.787,13538498.7173,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4783216.0208,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0914360C,Lead time fournisseur SDC-VD0914360C,ok,stress
4656606.0037,728.5,0.959867,13564426.5346,0.0,stress_supplier_reliability_node_SDC-VD0914360C_stress,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\stress\stress_supplier_reliability_node_SDC-VD0914360C_stress\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\stress\stress_supplier_reliability_node_SDC-VD0914360C_stress\simulation_output,-97.0738000003621,0.0,0.0,-4.190700000151992,0.0,-0.0020846470567454094,0.0,0.0,-3.089478194645677e-05,nan,stress,0.85,4656508.9299,0.274267,0.156724,0.001912,0.214468,0.352629,728.5,4811379.1796,0.959867,18152.25,752.25,1391642.5993,13564422.3439,17400.0,770876.8803,33770742.3662,771866.2774,782660.9135,168240.5218,0.0,0.0,0.0,0.0,0.0,3720273.1036,10629351.7246,2125870.3449,13538481.5068,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,1535.2941,4783208.2761,,supplier_reliability_node,supplier_reliability_node::SDC-VD0914360C,Fiabilite fournisseur SDC-VD0914360C,ok,stress
4656606.0037,728.5,0.959867,13564426.5346,0.0,stress_supplier_stock_node_SDC-VD0508918A_stress,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\stress\stress_supplier_stock_node_SDC-VD0508918A_stress\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\stress\stress_supplier_stock_node_SDC-VD0508918A_stress\simulation_output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,stress,0.75,4656606.0037,0.274267,0.156724,0.001912,0.214468,0.352629,728.5,4811471.3855,0.959867,18152.25,752.25,1391548.2649,13564426.5346,17400.0,769341.5861,33770742.3662,770134.1804,782660.9135,168253.9218,0.0,0.0,0.0,0.0,0.0,3720274.5703,10629355.9153,2125871.1831,13538485.6974,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4783210.1619,,supplier_stock_node,supplier_stock_node::SDC-VD0508918A,Stock fournisseur SDC-VD0508918A,ok,stress
4656606.0037,728.5,0.959867,13564426.5346,0.0,stress_supplier_capacity_node_SDC-VD0508918A_stress,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\stress\stress_supplier_capacity_node_SDC-VD0508918A_stress\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\stress\stress_supplier_capacity_node_SDC-VD0508918A_stress\simulation_output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,stress,0.75,4656606.0037,0.274267,0.156724,0.001912,0.214468,0.352629,728.5,4811471.3855,0.959867,18152.25,752.25,1391548.2649,13564426.5346,17400.0,769341.5861,33770742.3662,770134.1804,782655.1422,168240.5218,0.0,0.0,0.0,0.0,0.0,3720274.5703,10629355.9153,2125871.1831,13538485.6974,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4783210.1619,,supplier_capacity_node,supplier_capacity_node::SDC-VD0508918A,Debit fournisseur SDC-VD0508918A,ok,stress
4656606.0037,728.5,0.959867,13564426.5346,0.0,stress_supplier_lead_time_node_SDC-VD0508918A_stress,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\stress\stress_supplier_lead_time_node_SDC-VD0508918A_stress\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\stress\stress_supplier_lead_time_node_SDC-VD0508918A_stress\simulation_output,82.08629999961704,0.0,0.0,70.59419999830425,0.0,0.0017627924701895269,0.0,0.0,0.000520436303136246,nan,stress,1.5,4656688.09,0.274267,0.156724,0.001912,0.214466,0.35263,728.5,4811561.4855,0.959867,18152.25,752.25,1391528.1249,13564497.1288,17400.0,769341.5861,33770742.3662,770134.1804,782695.2575,168240.5218,0.0,0.0,0.0,0.0,0.0,3720299.2783,10629426.5095,2125885.3019,13538556.2917,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4783241.9293,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0508918A,Lead time fournisseur SDC-VD0508918A,ok,stress
4656606.0037,728.5,0.959867,13564426.5346,0.0,stress_supplier_reliability_node_SDC-VD0508918A_stress,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\stress\stress_supplier_reliability_node_SDC-VD0508918A_stress\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\stress\stress_supplier_reliability_node_SDC-VD0508918A_stress\simulation_output,-19.618100000545382,0.0,0.0,-16.871600000187755,0.0,-0.000421296111050783,0.0,0.0,-0.0001243812258273643,nan,stress,0.85,4656586.3856,0.274267,0.156724,0.001912,0.214468,0.352629,728.5,4811451.8379,0.959867,18152.25,752.25,1391548.2649,13564409.663,17400.0,769667.0685,33770742.3662,770459.6627,782660.9135,168240.5218,0.0,0.0,0.0,0.0,0.0,3720268.6653,10629339.0437,2125867.8087,13538468.8259,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,325.4824,4783202.5697,,supplier_reliability_node,supplier_reliability_node::SDC-VD0508918A,Fiabilite fournisseur SDC-VD0508918A,ok,stress
4656606.0037,728.5,0.959867,13564426.5346,0.0,stress_supplier_stock_node_SDC-VD0949099A_stress,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\stress\stress_supplier_stock_node_SDC-VD0949099A_stress\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\stress\stress_supplier_stock_node_SDC-VD0949099A_stress\simulation_output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,stress,0.75,4656606.0037,0.274267,0.156724,0.001912,0.214468,0.352629,728.5,4811471.3855,0.959867,18152.25,752.25,1391548.2649,13564426.5346,17400.0,769341.5861,33770742.3662,770134.1804,782660.9135,168285.5218,0.0,0.0,0.0,0.0,0.0,3720274.5703,10629355.9153,2125871.1831,13538485.6974,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4783210.1619,,supplier_stock_node,supplier_stock_node::SDC-VD0949099A,Stock fournisseur SDC-VD0949099A,ok,stress
4656606.0037,728.5,0.959867,13564426.5346,0.0,stress_supplier_capacity_node_SDC-VD0949099A_stress,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\stress\stress_supplier_capacity_node_SDC-VD0949099A_stress\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\stress\stress_supplier_capacity_node_SDC-VD0949099A_stress\simulation_output,-3266.0196000002325,0.0,0.0,-7896.705700000748,0.0,-0.07013734031621208,0.0,0.0,-0.0582162886124077,nan,stress,0.75,4653339.9841,0.274223,0.156699,0.001914,0.214593,0.352572,728.5,4811471.3855,0.959867,18152.25,752.25,1418147.8828,13556529.8289,17400.0,769341.5861,33770742.3662,770134.1804,781340.8666,168240.5218,0.0,0.0,0.0,0.0,0.0,3717510.7233,10621459.2096,2124291.8419,13530588.9917,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4779656.6443,,supplier_capacity_node,supplier_capacity_node::SDC-VD0949099A,Debit fournisseur SDC-VD0949099A,ok,stress
4656606.0037,728.5,0.959867,13564426.5346,0.0,stress_supplier_lead_time_node_SDC-VD0949099A_stress,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\stress\stress_supplier_lead_time_node_SDC-VD0949099A_stress\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\stress\stress_supplier_lead_time_node_SDC-VD0949099A_stress\simulation_output,305446.17590000015,2.9688999999999623,-0.00011099999999997223,739728.8094999995,0.0,6.559416357263245,0.4075360329444011,-0.011564102109976927,5.453446982171394,nan,stress,1.5,4962052.1796,0.278201,0.158972,0.001814,0.203327,0.357687,731.4689,5187156.8583,0.959756,18176.0,776.0,1799925.8965,14304155.3441,17400.0,769337.8886,33730278.2631,770130.4829,786040.2335,168240.5218,0.0,0.0,0.0,0.0,0.0,3979425.6955,11369787.7013,2273957.5403,14278211.6003,0.0,105496.3329,25943.7439,17444.5311,787953.1936,685634.2607,2908423.899,0.0,5116404.4656,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0949099A,Lead time fournisseur SDC-VD0949099A,ok,stress
4656606.0037,728.5,0.959867,13564426.5346,0.0,stress_supplier_reliability_node_SDC-VD0949099A_stress,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\stress\stress_supplier_reliability_node_SDC-VD0949099A_stress\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic_all_suppliers\cases\stress\stress_supplier_reliability_node_SDC-VD0949099A_stress\simulation_output,-1221.2811000002548,2.9688999999999623,-0.00011099999999997223,-3903.855000000447,0.0,-0.026226850608143813,0.4075360329444011,-0.011564102109976927,-0.028780096158451916,nan,stress,0.85,4655384.7226,0.274263,0.156722,0.001913,0.214477,0.352624,731.4689,4811675.9571,0.959756,18176.0,776.0,1402581.3429,13560522.6796,17400.0,769435.1813,33730278.2631,770227.7756,782660.9135,168240.5218,0.0,0.0,0.0,0.0,0.0,3719156.3303,10626160.9438,2125232.1888,13534584.8428,0.0,105496.3329,25937.8368,17444.5311,787953.1936,685634.2607,2908423.899,97.2927,4781772.4247,,supplier_reliability_node,supplier_reliability_node::SDC-VD0949099A,Fiabilite fournisseur SDC-VD0949099A,ok,stress
