abs_elasticity,adverse_kpi,baseline_kpi,elasticity,high_kpi,kpi,low_kpi,method,parameter_group,parameter_key,parameter_label
0.05652866490878462,nan,0.959867,0.05652866490878462,0.962588,fill_rate,0.957162,central,capacity_node,capacity_node::M-1430,Capacite M-1430
1.4083733699382268,nan,728.5,-1.4083733699382268,677.2,ending_backlog,779.8,central,capacity_node,capacity_node::M-1430,Capacite M-1430
0.106321704962702,nan,13564426.5346,0.106321704962702,13633379.2458,total_cost,13489159.9502,central,capacity_node,capacity_node::M-1430,Capacite M-1430
nan,nan,0.0,nan,0.0,total_external_procured_ordered_qty,0.0,,capacity_node,capacity_node::M-1430,Capacite M-1430
0.02373141294586519,nan,4656606.0037,0.02373141294586519,4662096.5708,avg_inventory,4651045.7868,central,capacity_node,capacity_node::M-1430,Capacite M-1430
0.08826222799617059,nan,0.959867,0.08826222799617059,0.964122,fill_rate,0.95565,central,capacity_node,capacity_node::M-1810,Capacite M-1810
2.199039121482497,nan,728.5,-2.199039121482497,648.4,ending_backlog,808.6,central,capacity_node,capacity_node::M-1810,Capacite M-1810
0.0011061484952377438,nan,13564426.5346,0.0011061484952377438,13565204.9251,total_cost,13563704.4981,central,capacity_node,capacity_node::M-1810,Capacite M-1810
nan,nan,0.0,nan,0.0,total_external_procured_ordered_qty,0.0,,capacity_node,capacity_node::M-1810,Capacite M-1810
0.0050523847156710875,nan,4656606.0037,0.0050523847156710875,4657778.0269,avg_inventory,4655425.3304,central,capacity_node,capacity_node::M-1810,Capacite M-1810
0.0011564102109976916,nan,0.959867,0.0011564102109976916,0.959867,fill_rate,0.959756,central,capacity_node,capacity_node::SDC-1450,Capacite SDC-1450
0.040753603294440076,nan,728.5,-0.040753603294440076,728.5,ending_backlog,731.4689,central,capacity_node,capacity_node::SDC-1450,Capacite SDC-1450
0.7669253668383528,nan,13564426.5346,0.7669253668383528,14085058.3949,total_cost,13044768.1153,central,capacity_node,capacity_node::SDC-1450,Capacite SDC-1450
nan,nan,0.0,nan,0.0,total_external_procured_ordered_qty,0.0,,capacity_node,capacity_node::SDC-1450,Capacite SDC-1450
