day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,warehouse_operating_cost_day,inventory_risk_cost_day,legacy_raw_holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty,estimated_source_ordered_qty,estimated_source_arrived_qty,estimated_source_rejected_qty,supplier_capacity_binding_qty
0,40.0,0.0,40.0,19933.0197,40.0,331.2827,654747.5535,1371.18,1762.9457,783.5314,3917.657,1823.2166,53.8067,0.0,0.0,0.0,0.0,25486.3441,0.0,0.0
1,47.5,43.75,43.75,20093.0197,38.0,178.1697,698662.4432,1466.3709,1885.334,837.9262,4189.6311,790.6744,2.5492,0.0,0.0,0.0,0.0,25486.3441,0.0,0.0
2,52.5,26.25,70.0,19608.2197,44.8,132.5215,742057.2847,1561.1832,2007.2355,892.1047,4460.5233,614.8172,2.327,0.0,0.0,0.0,0.0,25486.3441,0.0,0.0
3,60.0,130.0,0.0,19818.2197,48.96,161.7187,785509.7029,1656.0701,2129.233,946.3258,4731.6289,760.3883,2.787,0.0,0.0,0.0,0.0,25486.3441,0.0,0.0
4,55.0,55.0,0.0,19715.7697,47.792,68.0402,829033.8179,1750.8855,2251.1385,1000.506,5002.5299,243.7647,1.803,0.0,0.0,0.0,0.0,25486.3441,0.0,0.0
5,50.0,50.0,0.0,19788.2197,45.5584,60.7867,872653.0936,1845.8077,2373.1814,1054.7473,5273.7364,212.4837,1.6403,0.0,0.0,0.0,0.0,25486.3441,0.0,0.0
6,45.0,45.0,0.0,19680.9697,43.1117,53.3181,916189.0428,1940.6706,2495.148,1108.9546,5544.7732,180.8732,1.4668,0.0,0.0,0.0,0.0,25486.3441,0.0,0.0
7,40.0,40.0,0.0,19597.1797,40.6223,45.8065,959236.7967,2035.1311,2616.5972,1162.9321,5814.6604,149.1968,1.2911,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
8,47.5,47.5,0.0,19644.1234,43.1245,185.4539,1002172.6325,2129.5471,2737.9891,1216.884,6084.4202,698.6461,2.7886,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
9,52.5,52.5,0.0,19638.8421,45.6249,216.5834,1045055.3511,2223.9213,2859.3274,1270.8122,6354.0609,649.3843,3.2009,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
10,60.0,60.0,0.0,19846.6307,49.125,256.4853,1088082.0698,2318.4529,2980.868,1324.8302,6624.1511,798.4893,3.8066,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
11,55.0,55.0,0.0,19729.6921,47.825,158.4514,1131100.9701,2412.9182,3102.3234,1378.8104,6894.0519,279.9727,2.774,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
12,50.0,50.0,0.0,19833.3452,45.565,143.8305,1174253.7251,2507.4601,3223.8772,1432.8343,7164.1716,245.7142,2.5312,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
13,45.0,45.0,0.0,19753.0698,43.113,128.3923,1217358.1226,2601.9616,3345.3793,1486.8352,7434.1761,210.9093,2.272,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
14,40.0,40.0,0.0,19595.8536,40.6226,112.7907,1260337.5651,2696.3732,3466.7656,1540.7847,7703.9235,175.9951,2.0095,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
15,47.5,47.5,0.0,19641.6986,43.1245,218.4414,1303237.9884,2790.7599,3588.1199,1594.7199,7973.5997,711.8461,3.173,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
16,52.5,52.5,0.0,19740.273,45.6249,216.5856,1346222.1357,2885.2513,3709.6088,1648.715,8243.575,649.3906,3.2613,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
