supplier_id,supplier_name,item_id,dst_node_id,edge_id,uom,input_initial_stock_qty,simulated_opening_stock_qty,base_stock_qty,min_stock_end_of_day,avg_stock_end_of_day,final_stock_end_of_day,neutral_opening_stock_floor_qty,neutral_opening_stock_reducible_qty,neutral_opening_stock_scale,nominal_capacity_qty_per_day,effective_capacity_qty_per_day,capacity_basis,applied_capacity_scale,explicit_capacity_qty_per_day,process_capacity_qty_per_day,downstream_requirement_qty_per_day,downstream_signal_qty_per_day,external_procurement_daily_need_qty,external_procurement_nominal_capacity_qty_per_day,external_procurement_target_utilization,external_procurement_capacity_profile,external_procurement_capacity_basis,external_procurement_lead_days,external_procurement_pipeline_target_qty,external_procurement_initial_pipeline_seed_qty,avg_capacity_utilization,max_capacity_utilization,capacity_active_days,max_capacity_used_qty_per_day,neutral_capacity_floor_qty_per_day,industrial_capacity_target_utilization,industrial_capacity_profile,industrial_nominal_capacity_qty_per_day,industrial_peak_utilization_if_nominal,current_capacity_headroom_vs_industrial_nominal,tested_capacity_floor_qty_per_day,tested_capacity_floor_factor,neutral_capacity_scale_if_nominal,current_capacity_headroom_factor,current_capacity_headroom_vs_tested_floor,capacity_floor_basis,planned_lead_time_days,lead_time_type,lead_time_stages,lead_time_source,lead_time_is_default,lead_reference_days,lead_cover_days,delay_step_limit,nominal_reliability_otif,reliability_source,standard_order_qty,standard_order_uom,mrp_share,mrp_rank,unit_purchase_cost,unit_transport_cost,total_shipped_qty,total_pulled_qty,shipment_rows,first_shipment_day,last_shipment_day
SDC-VD0525412A,Supplier of Packaging - VD0525412A,item:333362,M-1430,edge:SDC-VD0525412A_TO_M-1430_333362,UN,180.0,4312000.0,180.0,3686000.0,10056603.287671,10318000.0,626000.0,3686000.0,0.145176,780000.0,780000.0,supplier_capacity_override_from_csv,1.0,0.0,0.0,154000.0,107800.0,154000.0,205333.333333,0.75,packaging_qualified_pharma,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,60.0,9240000.0,9240000.0,0.004956,1.0,59,780000.0,780000.0,0.75,packaging_qualified_pharma,1040000.0,0.75,0.75,780000.0,1.0,1.0,1.0,1.0,supplier_capacity_override_from_csv,60.0,erlang_pipeline,4,case_data_fia,False,60,72,120,1.0,service_level.otif,5000.0,UN,1.0,1,0.27321,0.06942,7684000.0,7684000.0,1333,-6,128
SDC-VD0901566A,Supplier of Packaging - VD0901566A,item:338928,M-1810,edge:SDC-VD0901566A_TO_M-1810_338928,UN,180.0,5699400.0,180.0,5502950.0,17065188.630137,16947900.0,196450.0,5502950.0,0.034469,766666.666667,766666.666667,supplier_capacity_override_from_csv,1.0,1000000.0,0.0,203550.0,14400.0,203550.0,271400.0,0.75,packaging_qualified_pharma,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,70.0,14248500.0,14248500.0,0.002144,0.978261,51,750000.0,750000.0,0.75,packaging_qualified_pharma,1000000.0,0.75,0.766667,766666.666667,1.022222,1.0,1.022222,1.0,supplier_capacity_override_from_csv,70.0,erlang_pipeline,4,case_data_fia,False,70,84,140,1.0,service_level.otif,25000.0,UN,1.0,1,0.14131,0.13994,3365033.0,3365033.0,123,-62,417
SDC-VD0910216A,Supplier of Raw Materials - VD0910216A,item:001893,M-1810,edge:SDC-VD0910216A_TO_M-1810_001893,KG,180.0,23920.0,180.0,24623.529412,43473.106204,43618.823529,0.0,23920.0,0.0,17085.714285,17085.714285,supplier_capacity_override_from_csv,1.0,0.0,0.0,1570.1847,111.0816,703.529412,1005.042017,0.7,raw_material_qualified_pharma,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,28.0,19698.823529,19698.823529,0.0,0.0,0,0.0,0.0,0.7,raw_material_qualified_pharma,0.0,0.0,,17085.714285,0.0,0.0,,1.0,supplier_capacity_override_from_csv,28.0,erlang_pipeline,4,case_data_fia,False,28,34,56,1.0,service_level.otif,23920.0,KG,0.7,1,4.64,0.06348,0.0,0.0,0,,
SDC-VD0910216A,Supplier of Raw Materials - VD0910216A,item:002612,M-1810,edge:SDC-VD0910216A_TO_M-1810_002612,KG,180.0,22500.0,180.0,23035.714286,41075.342466,41250.0,0.0,22500.0,0.0,16071.428572,16071.428572,supplier_capacity_override_from_csv,1.0,0.0,0.0,413.2065,29.232,535.714286,765.306122,0.7,raw_material_qualified_pharma,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,35.0,18750.0,18750.0,0.0,0.0,0,0.0,0.0,0.7,raw_material_qualified_pharma,0.0,0.0,,16071.428572,0.0,0.0,,1.0,supplier_capacity_override_from_csv,35.0,erlang_pipeline,4,case_data_fia,False,35,42,70,1.0,service_level.otif,22500.0,KG,0.7,1,0.82,0.06348,45000.0,45000.0,2,-16,0
SDC-VD0914320A,Supplier of Raw Materials - VD0914320A,item:055703,M-1810,edge:SDC-VD0914320A_TO_M-1810_055703,KG,180.0,300.0,180.0,311.538462,540.979979,542.307692,0.0,300.0,0.0,214.285715,214.285715,supplier_capacity_override_from_csv,1.0,0.0,0.0,16.52826,1.16928,11.538462,16.483516,0.7,raw_material_qualified_pharma,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,21.0,242.307692,242.307692,0.0,0.0,0,0.0,0.0,0.7,raw_material_qualified_pharma,0.0,0.0,,214.285715,0.0,0.0,,1.0,supplier_capacity_override_from_csv,21.0,erlang_pipeline,4,case_data_fia,False,21,26,42,1.0,service_level.otif,300.0,KG,0.7,1,20.35,0.05086,300.0,300.0,1,-5,-5
SDC-VD0914360C,Supplier of Packaging - VD0914360C,item:338929,M-1810,edge:SDC-VD0914360C_TO_M-1810_338929,UN,180.0,5699400.0,180.0,1478500.0,10294529.972603,9973950.0,4220900.0,1478500.0,0.740587,326666.666666,326666.666666,supplier_capacity_override_from_csv,1.0,0.0,0.0,203550.0,14400.0,203550.0,271400.0,0.75,packaging_qualified_pharma,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,42.0,8549100.0,8549100.0,0.02142,0.994898,119,325000.0,325000.0,0.75,packaging_qualified_pharma,433333.333333,0.75,0.753846,326666.666666,1.005128,1.0,1.005128,1.0,supplier_capacity_override_from_csv,42.0,erlang_pipeline,4,case_data_fia,False,42,51,84,1.0,service_level.otif,5000.0,UN,1.0,1,0.21585,0.07228,12827600.0,12827600.0,2317,-34,418
SDC-VD0914690A,Supplier of Raw Materials - VD0914690A,item:042342,M-1430,edge:SDC-VD0914690A_TO_M-1430_042342,UN,180.0,185853360.0,180.0,195146028.0,379930094.69589,380999388.0,0.0,185853360.0,0.0,21428571.428571,21428571.428571,supplier_capacity_override_from_csv,1.0,0.0,0.0,9292668.0,6504867.6,9292668.0,13275240.0,0.7,supplier_material_default_pharma,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,21.0,195146028.0,195146028.0,0.0,0.0,0,0.0,0.0,0.7,supplier_material_default_pharma,0.0,0.0,,21428571.428571,0.0,0.0,,1.0,supplier_capacity_override_from_csv,21.0,erlang_pipeline,4,case_data_fia,False,21,26,42,1.0,service_level.otif,30000000.0,UN,1.0,1,0.00221,0.09302,60000000.0,60000000.0,2,-5,9
SDC-VD0949099A,Supplier of Raw Materials - VD0949099A,item:021081,SDC-1450,edge:SDC-VD0949099A_TO_SDC-1450_021081,KG,180.0,20000.0,180.0,20138.888889,37969.5586,39017.094017,0.0,20000.0,0.0,106.837607,106.837607,supplier_capacity_override_from_csv,1.0,0.0,0.0,0.0,0.0,138.888889,213.675214,0.65,raw_material_high_lead_qualified,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,120.0,16666.666667,16666.666667,0.0,0.0,0,0.0,0.0,0.65,raw_material_high_lead_qualified,0.0,0.0,,106.837607,0.0,0.0,,1.0,supplier_capacity_override_from_csv,120.0,erlang_pipeline,4,case_data_fia,False,120,144,240,1.0,service_level.otif,20000.0,KG,0.7,1,12.1,1.71616,300000.0,300000.0,8,-114,4
SDC-VD0951020A,Supplier of Raw Materials - VD0951020A,item:001757,M-1810,edge:SDC-VD0951020A_TO_M-1810_001757,KG,180.0,9255.8256,180.0,9486.3908,33020.644708,33623.3024,0.0,9255.8256,0.0,785.714285,785.714285,supplier_capacity_override_from_csv,1.0,0.0,0.0,330.5652,23.3856,330.5652,472.236,0.7,raw_material_qualified_pharma,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,84.0,27767.4768,27767.4768,0.002371,0.254545,28,200.0,200.0,0.7,raw_material_qualified_pharma,285.714286,0.7,2.75,785.714285,3.928571,1.0,3.928571,1.0,supplier_capacity_override_from_csv,84.0,erlang_pipeline,4,case_data_fia,False,84,101,168,1.0,service_level.otif,100.0,KG,1.0,1,5.43,0.1314,11400.0,11400.0,37,-75,127
SDC-VD0951020A,Supplier of Raw Materials - VD0951020A,item:001848,M-1810,edge:SDC-VD0951020A_TO_M-1810_001848,KG,180.0,6000.0,180.0,6148.75434,14204.71883,14330.24304,0.0,6000.0,0.0,4285.714286,4285.714286,supplier_capacity_override_from_csv,1.0,0.0,0.0,247.9239,17.5392,148.75434,212.5062,0.7,raw_material_qualified_pharma,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,56.0,8330.24304,8330.24304,0.0,0.0,0,0.0,0.0,0.7,raw_material_qualified_pharma,0.0,0.0,,4285.714286,0.0,0.0,,1.0,supplier_capacity_override_from_csv,56.0,erlang_pipeline,4,case_data_fia,False,56,68,112,1.0,service_level.otif,6000.0,KG,0.3,2,1.58,0.1314,6000.0,6000.0,1,-6,-6
SDC-VD0951020A,Supplier of Raw Materials - VD0951020A,item:007923,M-1810,edge:SDC-VD0951020A_TO_M-1810_007923,KG,180.0,4627.9128,180.0,4812.220558,5083.541423,5082.616555,0.0,4627.9128,0.0,69.626925,69.626925,supplier_capacity_override_from_csv,1.0,0.0,0.0,661.1304,46.7712,198.339118,283.341598,0.7,raw_material_qualified_pharma,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,3.0,595.017355,595.017355,0.001104,0.403044,8,28.06272,28.06272,0.7,raw_material_qualified_pharma,40.0896,0.7,1.736783,69.626925,2.481118,1.0,2.481118,1.0,supplier_capacity_override_from_csv,3.0,erlang_pipeline,4,simulation_prep_assumption,False,3,4,21,1.0,service_level.otif,0.0,KG,0.3,2,2.18,0.1314,140.3136,140.3136,8,0,25
SDC-VD0956464A,Supplier of Raw Materials - VD0956464A,item:007923,M-1810,edge:SDC-VD0956464A_TO_M-1810_007923,KG,180.0,4627.9128,180.0,5057.964242,5691.046271,5688.888245,0.0,4627.9128,0.0,162.462827,162.462827,supplier_capacity_override_from_csv,1.0,0.0,0.0,661.1304,46.7712,462.791282,661.130402,0.7,raw_material_qualified_pharma,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,3.0,1388.373845,1388.373845,0.001104,0.403044,8,65.47968,65.47968,0.7,raw_material_qualified_pharma,93.5424,0.7,1.736783,162.462827,2.481118,1.0,2.481118,1.0,supplier_capacity_override_from_csv,3.0,erlang_pipeline,4,simulation_prep_assumption,False,3,4,21,1.0,service_level.otif,0.0,KG,0.7,1,1.82,0.116,19467.3984,19467.3984,9,0,25
SDC-VD0960508A,Supplier of Raw Materials - VD0960508A,item:021081,SDC-1450,edge:SDC-VD0960508A_TO_SDC-1450_021081,KG,180.0,20000.0,180.0,20138.888889,37969.5586,39017.094017,0.0,20000.0,0.0,106.837607,106.837607,supplier_capacity_override_from_csv,1.0,0.0,0.0,0.0,0.0,138.888889,213.675214,0.65,raw_material_high_lead_qualified,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,120.0,16666.666667,16666.666667,0.0,0.0,0,0.0,0.0,0.65,raw_material_high_lead_qualified,0.0,0.0,,106.837607,0.0,0.0,,1.0,supplier_capacity_override_from_csv,120.0,erlang_pipeline,4,case_data_fia,False,120,144,240,1.0,service_level.otif,20000.0,KG,0.2,2,12.1,1.71616,820000.0,820000.0,9,-114,19
SDC-VD0964290A,Supplier of Raw Materials - VD0964290A,item:055703,M-1810,edge:SDC-VD0964290A_TO_M-1810_055703,KG,180.0,300.0,180.0,308.26413,643.194602,647.09346,0.0,300.0,0.0,214.285715,214.285715,supplier_capacity_override_from_csv,1.0,0.0,0.0,16.52826,1.16928,8.26413,11.8059,0.7,raw_material_qualified_pharma,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,42.0,347.09346,347.09346,0.0,0.0,0,0.0,0.0,0.7,raw_material_qualified_pharma,0.0,0.0,,214.285715,0.0,0.0,,1.0,supplier_capacity_override_from_csv,42.0,erlang_pipeline,4,case_data_fia,False,42,51,84,1.0,service_level.otif,300.0,KG,0.3,2,49.2,0.13108,0.0,0.0,0,,
SDC-VD0972460A,Supplier of Raw Materials - VD0972460A,item:021081,SDC-1450,edge:SDC-VD0972460A_TO_SDC-1450_021081,KG,180.0,20000.0,180.0,20138.888889,37969.5586,39017.094017,0.0,20000.0,0.0,106.837607,106.837607,supplier_capacity_override_from_csv,1.0,0.0,0.0,0.0,0.0,138.888889,213.675214,0.65,raw_material_high_lead_qualified,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,120.0,16666.666667,16666.666667,0.0,0.0,0,0.0,0.0,0.65,raw_material_high_lead_qualified,0.0,0.0,,106.837607,0.0,0.0,,1.0,supplier_capacity_override_from_csv,120.0,erlang_pipeline,4,case_data_fia,False,120,144,240,1.0,service_level.otif,20000.0,KG,0.05,3,12.15,1.71616,100000.0,100000.0,3,-107,-58
SDC-VD0975221A,Supplier of Raw Materials - VD0975221A,item:021081,SDC-1450,edge:SDC-VD0975221A_TO_SDC-1450_021081,KG,180.0,20000.0,180.0,20138.888889,37969.5586,39017.094017,0.0,20000.0,0.0,106.837607,106.837607,supplier_capacity_override_from_csv,1.0,0.0,0.0,0.0,0.0,138.888889,213.675214,0.65,raw_material_high_lead_qualified,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,120.0,16666.666667,16666.666667,0.0,0.0,0,0.0,0.0,0.65,raw_material_high_lead_qualified,0.0,0.0,,106.837607,0.0,0.0,,1.0,supplier_capacity_override_from_csv,120.0,erlang_pipeline,4,case_data_fia,False,120,144,240,1.0,service_level.otif,20000.0,KG,0.05,4,15.0,1.71616,100000.0,100000.0,3,-107,-58
SDC-VD0989480A,Supplier of Packaging - VD0989480A,item:426331,M-1810,edge:SDC-VD0989480A_TO_M-1810_426331,UN,180.0,53737.2,180.0,55976.25,115966.840603,116430.6,0.0,53737.2,0.0,12800.0,12800.0,supplier_capacity_override_from_csv,1.0,0.0,0.0,2239.05,158.4,2239.05,2985.4,0.75,packaging_qualified_pharma,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,28.0,62693.4,62693.4,0.0,0.0,0,0.0,0.0,0.75,packaging_qualified_pharma,0.0,0.0,,12800.0,0.0,0.0,,1.0,supplier_capacity_override_from_csv,28.0,erlang_pipeline,4,case_data_fia,False,28,34,56,1.0,service_level.otif,19200.0,UN,1.0,1,0.50393,0.07296,19200.0,19200.0,1,0,0
SDC-VD0990780A,Supplier of Raw Materials - VD0990780A,item:002612,M-1810,edge:SDC-VD0990780A_TO_M-1810_002612,KG,180.0,23750.0,180.0,24315.47619,43357.305936,43541.666667,0.0,23750.0,0.0,16964.285715,16964.285715,supplier_capacity_override_from_csv,1.0,0.0,0.0,413.2065,29.232,565.47619,807.823129,0.7,raw_material_qualified_pharma,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,35.0,19791.666667,19791.666667,0.0,0.0,0,0.0,0.0,0.7,raw_material_qualified_pharma,0.0,0.0,,16964.285715,0.0,0.0,,1.0,supplier_capacity_override_from_csv,35.0,erlang_pipeline,4,case_data_fia,False,35,42,70,1.0,service_level.otif,23750.0,KG,0.2,2,1.295,0.11678,0.0,0.0,0,,
SDC-VD0993480A,Supplier of Packaging - VD0993480A,item:344135,M-1430,edge:SDC-VD0993480A_TO_M-1430_344135,UN,180.0,4312000.0,180.0,1586000.0,6338178.630137,6468000.0,2726000.0,1586000.0,0.632189,2960000.0,2960000.0,supplier_capacity_override_from_csv,1.0,0.0,0.0,154000.0,107800.0,154000.0,205333.333333,0.75,packaging_qualified_pharma,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,35.0,5390000.0,5390000.0,0.001355,0.972973,38,2880000.0,2880000.0,0.75,packaging_qualified_pharma,3840000.0,0.75,0.770833,2960000.0,1.027778,1.0,1.027778,1.0,supplier_capacity_override_from_csv,35.0,erlang_pipeline,4,case_data_fia,False,35,42,70,1.0,service_level.otif,120000.0,UN,1.0,1,0.00403,0.065,7320000.0,7320000.0,61,0,694
SDC-VD1091642A,Supplier of Raw Materials - VD1091642A,item:001893,M-1810,edge:SDC-VD1091642A_TO_M-1810_001893,KG,180.0,20900.0,180.0,21385.312929,41054.181668,41283.143,0.0,20900.0,0.0,14928.571428,14928.571428,supplier_capacity_override_from_csv,1.0,0.0,0.0,1570.1847,111.0816,485.312929,693.304184,0.7,raw_material_qualified_pharma,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,42.0,20383.143,20383.143,0.0,0.0,0,0.0,0.0,0.7,raw_material_qualified_pharma,0.0,0.0,,14928.571428,0.0,0.0,,1.0,supplier_capacity_override_from_csv,42.0,erlang_pipeline,4,case_data_fia,False,42,51,84,1.0,service_level.otif,20900.0,KG,0.2,2,5.105,0.14454,0.0,0.0,0,,
SDC-VD1091642A,Supplier of Raw Materials - VD1091642A,item:002612,M-1810,edge:SDC-VD1091642A_TO_M-1810_002612,KG,180.0,22500.0,180.0,23035.714286,41075.342466,41250.0,0.0,22500.0,0.0,16071.428572,16071.428572,supplier_capacity_override_from_csv,1.0,0.0,0.0,413.2065,29.232,535.714286,765.306122,0.7,raw_material_qualified_pharma,max_downstream_pull_or_lot_over_logistic_cover_div_target_utilization,35.0,18750.0,18750.0,0.0,0.0,0,0.0,0.0,0.7,raw_material_qualified_pharma,0.0,0.0,,16071.428572,0.0,0.0,,1.0,supplier_capacity_override_from_csv,35.0,erlang_pipeline,4,case_data_fia,False,35,42,70,1.0,service_level.otif,22500.0,KG,0.05,3,1.225,0.14454,0.0,0.0,0,,
