time,FINAL TIME,INITIAL TIME,SAVEPER,TIME STEP,Supply Rate,Production Rate,Adjusted Supply Rate,Recycled Materials,Buffer Size,Processing Time 1,Processing Time 2,Processing Time 3,Processing Time 4,Processing Time 5,Processing Time 6,Processing Time 7,Carbon Emissions Rate 1,Carbon Emissions Rate 2,Carbon Emissions Rate 3,Carbon Emissions Rate 4,Carbon Emissions Rate 5,Carbon Emissions Rate 6,Carbon Emissions Rate 7,Recycling Rate,Carbon Emissions Supply,Carbon Emissions Supply with Recycling,Carbon Emissions 1,Carbon Emissions 2,Carbon Emissions 3,Carbon Emissions 4,Carbon Emissions 5,Carbon Emissions 6,Carbon Emissions 7,Inventory 1,Inventory 2,Inventory 3,Inventory 4,Inventory 5,Inventory 6,Inventory 7
15.0,30,0,0.125,0.125,15,15,10,42.0358699477336,50,0.8714743943768528,1.0666185736396125,1.1142840159658478,0.9522359463224244,0.8933468815824235,0.9340448220482481,1.0484455691363397,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,450.0,360.0,56.25,67.5,78.75,90.0,101.25,112.5,123.75,209.8981636215297,209.98489881648123,210.0310469980246,209.77928052999255,210.12169241228264,210.19294373737017,210.179349738668
15.125,30,0,0.125,0.125,15,15,10,42.38465880850519,50,0.852166735402055,0.8510921196345564,1.018556051491885,0.9543982594911774,1.1738000330547516,0.826929908940539,0.9320110073682406,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,453.75,363.0,56.71875,68.0625,79.40625,90.75,102.09375,113.4375,124.78125,211.6642293222326,211.7265714947763,211.76676149602886,211.53525103670225,211.88502405208484,211.95118813461414,211.92329404252595
15.25,30,0,0.125,0.125,15,15,10,42.73635853332099,50,0.8507661689849515,1.1776658739094021,0.963787686097308,1.0793294954242583,0.8467115192441392,1.1485505665924065,0.867082093369743,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,457.5,366.0,57.1875,68.625,80.0625,91.5,102.9375,114.375,125.8125,213.43270848030733,213.49518497982197,213.51444198959237,213.29095125426585,213.613299047953,213.7228218959966,213.68179266660493
15.375,30,0,0.125,0.125,15,15,10,43.08968148098674,50,1.191292320219185,0.9682882694851868,0.9626338735797063,0.9448086747212577,0.9124800084480765,1.1831949831541075,0.8336562613959343,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,461.25,369.0,57.65625,69.1875,80.71875,92.25,103.78125,115.3125,126.84375,215.2013627091842,215.2229767455833,215.26896852883021,215.03103506733783,215.3824601080475,215.45425307517255,215.4484074049337
15.5,30,0,0.125,0.125,15,15,10,43.44384007445185,50,0.9427062417297342,0.8175579391222025,0.8522816179524748,0.8554463932372497,0.9629631254771475,0.8350617382867667,0.8022016172235815,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,465.0,372.0,58.125,69.75,81.375,93.0,104.625,116.25,127.875,216.9274511691568,216.97694071189767,217.02363929463274,216.78793398299766,217.1434001069915,217.18135370227827,217.21920037225922
15.625,30,0,0.125,0.125,15,15,10,43.79878503402126,50,0.9607809117122197,1.172685692333762,1.1047941894838618,0.9774304307382028,0.8546802168099068,1.176981598905391,0.8025908426389721,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,468.75,375.0,58.59375,70.3125,82.03125,93.75,105.46875,117.1875,128.90625,218.6846128889406,218.7497459695074,218.79210409238868,218.556003183843,218.89802971630684,218.9519709849924,218.99392517010628
15.75,30,0,0.125,0.125,15,15,10,44.15372026295529,50,1.126806702626404,1.0633433552094205,1.1431616950512251,0.9743295426307652,0.9564766317908527,1.1879522623415513,0.8212389880852675,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,472.5,378.0,59.0625,70.875,82.6875,94.5,106.3125,118.125,129.9375,220.43951527497657,220.47816025796567,220.5290048187032,220.30882438000071,220.6661946892056,220.67984828512925,220.76860131477642
15.875,30,0,0.125,0.125,15,15,10,44.508189288253156,50,1.026508709347876,0.9988799962247896,0.8795752787684586,1.0258385001289596,0.9623341634239775,0.9136539336897017,0.9115316707920295,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,476.25,381.0,59.53125,71.4375,83.34375,95.25,107.15625,119.0625,130.96875,222.17366443714826,222.2202423385645,222.2611096068218,222.06203318717186,222.42163511023176,222.40635425233657,222.54094644126576
16.0,30,0,0.125,0.125,15,15,10,44.86040099648335,50,0.972738555575117,0.8894408887132902,1.1123867420310565,1.1797936107061193,1.1119129405535415,1.1480955632405565,1.0906896157238046,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,480.0,384.0,60.0,72.0,84.0,96.0,108.0,120.0,132.0,223.92035084847979,223.9703823390364,224.02616269697575,223.80880337465575,224.17634333980376,224.16714751062537,224.30200498241675
16.125,30,0,0.125,0.125,15,15,10,45.20813375609026,50,0.8195172069710662,1.1700072197406577,0.9987210079738058,1.041432866525854,0.9452985431035228,0.9657964685555658,1.0453210836040623,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,483.75,387.0,60.46875,72.5625,84.65625,96.75,108.84375,120.9375,133.03125,225.6737585290329,225.73420222794724,225.76211435422186,225.53632917331748,225.91235422223457,225.8986355652203,226.04066878045128
16.25,30,0,0.125,0.125,15,15,10,45.55700072900016,50,0.892658199262288,1.0148492176311656,1.0997662874254586,0.9003442392340119,1.0047760143013338,0.9262523863156629,0.9338853689703472,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,487.5,390.0,60.9375,73.125,85.3125,97.5,109.6875,121.875,134.0625,227.44631887816152,227.46295132547965,227.51227422822515,227.28115006500175,227.66919190434663,227.65291100665087,227.78500364500078
16.375,30,0,0.125,0.125,15,15,10,45.9086535947759,50,1.0441575854350156,1.094629715836541,0.8697062313735213,1.0201767376070978,1.1660046045663288,1.099885360321878,1.034135388113627,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,491.25,393.0,61.40625,73.6875,85.96875,98.25,110.53125,122.8125,135.09375,229.20973660325373,229.21109517327577,229.24980344229698,229.0436070350975,229.41859490255897,229.41212945836142,229.5432679738795
16.5,30,0,0.125,0.125,15,15,10,46.257800210073064,50,1.1074207814650547,1.1663658793426577,1.0758060035522024,1.0805349900986427,0.9021684980800886,0.9884224247025652,0.8506777607302697,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,495.0,396.0,61.875,74.25,86.625,99.0,111.375,123.75,136.125,230.95421690507436,230.9492664587962,231.01609016337528,230.79108494289662,231.14784432698818,231.14964378832119,231.2890010503653
16.625,30,0,0.125,0.125,15,15,10,46.611533266054806,50,0.8454311306562294,1.0710489279025412,0.8308080393078281,0.8250141021138376,0.8767568371106119,1.0593675369016262,1.1803792094579042,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,498.75,399.0,62.34375,74.8125,87.28125,99.75,112.21875,124.6875,137.15625,232.69078930739124,232.67847072387835,232.75661441293124,232.5310180691343,232.91007326472817,232.90109098523337,233.057666330274
16.75,30,0,0.125,0.125,15,15,10,46.95702378581836,50,1.067857160847105,0.9714169144116035,1.0353772320380634,0.8514476620260282,1.0923250362664096,0.9424387387561463,1.0217949320638473,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,502.5,402.0,62.8125,75.375,87.9375,100.5,113.0625,125.625,138.1875,234.46011041605922,234.41958960789054,234.52776340801776,234.30289130637007,234.67547866008934,234.64367004312066,234.78511892909177
16.875,30,0,0.125,0.125,15,15,10,47.30647891251676,50,1.0973624252594332,1.1877006285210052,0.8352532521803613,1.1862172366874653,0.8325782572527193,0.9176538358872627,1.0730591033876808,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,506.25,405.0,63.28125,75.9375,88.59375,101.25,113.90625,126.5625,139.21875,236.20162827095334,236.1731624935891,236.273341254013,236.07146034861682,236.41393803055604,236.40086520077614,236.5323945625838
17.0,30,0,0.125,0.125,15,15,10,47.65465243493207,50,0.9318950131638155,1.162692116490403,0.8269364810009014,1.0327384527507497,1.1301241142131233,0.8769893887404762,0.8891010305730728,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,510.0,408.0,63.75,76.5,89.25,102.0,114.75,127.5,140.25,237.9394579677959,237.89969991502397,238.04393459749045,237.79818319403088,238.18486574839946,238.16115847129024,238.27326217466032
17.125,30,0,0.125,0.125,15,15,10,48.00742490916774,50,1.1644646563049672,1.035986545879555,1.110343997896437,0.9716654455953905,0.9121280281221702,1.0887455463329934,0.9083557066292806,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,513.75,411.0,64.21875,77.0625,89.90625,102.75,115.59375,128.4375,141.28125,239.69797109115044,239.62936340046267,239.81556753736533,239.54409088743705,239.9186002341228,239.92653479769768,240.03712454583868
17.25,30,0,0.125,0.125,15,15,10,48.359716016502006,50,1.0652112469583908,1.0784164457265504,1.0880419317798213,0.8842823253330641,0.9387862998654557,1.065015070542205,1.0485973583056618,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,517.5,414.0,64.6875,77.625,90.5625,103.5,116.4375,129.375,142.3125,241.4274130091123,241.37486508222773,241.55177453762826,241.29763270673763,241.67958423060753,241.66544160440606,241.79858008251003
17.375,30,0,0.125,0.125,15,15,10,48.708501082544366,50,1.135057480660692,1.0813434202875125,0.8058162186590334,1.0472723381089117,1.0734252344457882,1.15530511076057,1.1015484366759571,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,521.25,417.0,65.15625,78.1875,91.21875,104.25,117.28125,130.3125,143.34375,243.16926160324252,243.1150630265119,243.2907692961558,243.062097416071,243.43723594312434,243.4073147205883,243.54250541272182
17.5,30,0,0.125,0.125,15,15,10,49.055962371627466,50,1.165990783813306,0.8259711691339526,1.148219181010519,1.156715261317528,0.8032333392405284,1.0702404489713273,0.8221499008745342,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,525.0,420.0,65.625,78.75,91.875,105.0,118.125,131.25,144.375,244.90237941815994,244.85489509897596,245.06504226882342,244.80618837380737,245.17805778881862,245.13790158174322,245.27981185813732
17.625,30,0,0.125,0.125,15,15,10,49.4104086241056,50,0.8513600089102775,0.8603775383382364,0.9732088631848883,0.827660726848622,0.9068853383433292,0.9022364556656347,0.988942509124615,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,528.75,423.0,66.09375,79.3125,92.53125,105.75,118.96875,132.1875,145.40625,246.63163057018326,246.62664870283422,246.7965148711971,246.5365989661427,246.95265362141356,246.8791215256218,247.052043120528
17.75,30,0,0.125,0.125,15,15,10,49.76068506137749,50,0.9481648772227008,0.8300863145878448,0.9070921575296655,0.8645090785521246,0.80611637729174,0.8650187742999365,1.0172426313232257,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,532.5,426.0,66.5625,79.875,93.1875,106.5,119.8125,133.125,146.4375,248.4002105690695,248.39410151054193,248.549863763299,248.30814137528662,248.71429295412065,248.6413419686636,248.80342530688742
17.875,30,0,0.125,0.125,15,15,10,50.110253995594405,50,0.8815342001447152,0.9378053338061685,0.8209132147571987,0.8173512085719856,0.9110164384777361,0.9402172486183049,0.8042920362726365,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,536.25,429.0,67.03125,80.4375,93.84375,107.25,120.65625,134.0625,147.46875,250.15668995941664,250.16534072121846,250.31147724360778,250.0750777404676,250.48852840695918,250.4082146218761,250.55126997797203
18.0,30,0,0.125,0.125,15,15,10,50.46514669468759,50,1.1028476590032326,0.8244663491634938,1.1773674406957897,1.0493127175342953,0.8880376738570511,1.1199308795316574,0.8151935760155931,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,540.0,432.0,67.5,81.0,94.5,108.0,121.5,135.0,148.5,251.92149818439856,251.92311505449268,252.08386309176313,251.8479088393961,252.24965135214947,252.1656874657988,252.32573347343794
18.125,30,0,0.125,0.125,15,15,10,50.8197668552872,50,1.161810858131128,0.8684020737536042,1.1024241461746938,1.0001119260624711,0.8063007075671696,1.1798575577082828,0.8305529055601382,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,543.75,435.0,67.96875,81.5625,95.15625,108.75,122.34375,135.9375,149.53125,253.65864222702317,253.69505676084725,253.81169216167615,253.5917447497043,254.01364664291734,253.90069610585735,254.09883427643598
18.25,30,0,0.125,0.125,15,15,10,51.174003032648194,50,0.9126680730931745,0.808761974724309,0.9107602443763322,0.811932966261301,0.9784863980619158,0.8203632832386201,1.1989444835180292,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,547.5,438.0,68.4375,82.125,95.8125,109.5,123.1875,136.875,150.5625,255.38841586975678,255.46150650162804,255.54888914340432,255.34173075894648,255.78785905447145,255.6282139111438,255.87001516324096
18.375,30,0,0.125,0.125,15,15,10,51.519029420560244,50,0.9205710178202123,0.913136930515795,1.0565544342111681,1.1575930598791524,0.8701531358541227,0.9777413200600064,0.8225077242650445,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,551.25,441.0,68.90625,82.6875,96.46875,110.25,124.03125,137.8125,151.59375,257.1493323606201,257.2354112547875,257.31004411285727,257.1152391381638,257.5405482547137,257.40066850073896,257.5951471028012
18.5,30,0,0.125,0.125,15,15,10,51.87346672745362,50,1.0598249466141845,1.0317567133010157,0.9696056210779165,1.0869729963107613,1.1434253245100539,0.9504189692369964,0.9742416237651099,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,555.0,444.0,69.375,83.25,97.125,111.0,124.875,138.75,152.625,258.9092609833926,258.996269138473,259.05297480858087,258.8455400056789,259.30677911273193,259.15345083573146,259.3673336372681
18.625,30,0,0.125,0.125,15,15,10,52.22411068685949,50,0.9396184016590078,0.9106854838197024,0.9008132470105588,0.9246313064170433,1.0052322301034013,1.1350403372009152,1.1045371994494548,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,558.75,447.0,69.84375,83.8125,97.78125,111.75,125.71875,139.6875,153.65625,260.6517828650658,260.74229954931036,260.80677410594615,260.5846683811401,261.03885094716816,260.90964846457683,261.12055343429745
18.75,30,0,0.125,0.125,15,15,10,52.57149725687325,50,0.9020278975301851,0.8326841386627294,1.058059039862996,0.8486297279776631,0.9113516175279264,0.8911984923427524,0.9759732332861286,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,562.5,450.0,70.3125,84.375,98.4375,112.5,126.5625,140.625,154.6875,262.4093305648584,262.5034638638329,262.5691724500698,262.34408946783793,262.7881969184052,262.64276842242674,262.85748628436625
18.875,30,0,0.125,0.125,15,15,10,52.922097926041104,50,1.0228055361817272,0.9843691116677931,0.9765407958747581,0.8558073870694604,0.8139709692614243,0.8870463431959055,1.1274363167068229,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,566.25,453.0,70.78125,84.9375,99.09375,113.25,127.40625,141.5625,155.71875,264.1715770776671,264.27437834650004,264.3119150700869,264.1130107518407,264.5492779662142,264.4063686108839,264.6104896302055
19.0,30,0,0.125,0.125,15,15,10,53.26891201812344,50,0.8834282390592872,0.895041358722078,1.1562530563230315,0.9712307926592406,1.0016869921634801,0.9389138334580133,0.8341385251719461,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,570.0,456.0,71.25,85.5,99.75,114.0,128.25,142.5,156.75,265.9187263856444,266.02633220754154,266.06484747060256,265.881034828457,266.32253159505655,266.1704878179844,266.34456009061716
19.125,30,0,0.125,0.125,15,15,10,53.62305855499414,50,1.1003275622084994,0.8559149110841171,0.8655753526431171,0.8211431587446979,0.9924132230436288,0.8759201007886808,1.055997641644326,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,573.75,459.0,71.71875,86.0625,100.40625,114.75,129.09375,143.4375,157.78125,267.68329785576196,267.78945203770127,267.7953158385622,267.6346309793746,268.07232072103614,267.9281235888021,268.11529277497067
19.25,30,0,0.125,0.125,15,15,10,53.971658613953025,50,1.0859858438893029,0.842466483660378,0.9539474004839595,1.0898801360716446,0.9984338778301466,0.9449035653545479,1.1275779248088873,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,577.5,462.0,72.1875,86.625,101.0625,115.5,129.9375,144.375,158.8125,269.4207569104859,269.55746267381573,269.5621189194818,269.4069880845315,269.8232690681557,269.6936335762035,269.8582930697651
19.375,30,0,0.125,0.125,15,15,10,54.3184691658328,50,1.1379432353189955,1.0280694498454945,1.0088646278561222,0.9003126536543428,1.1282230834491218,1.194384039661185,1.1393738306184156,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,581.25,465.0,72.65625,87.1875,101.71875,116.25,130.78125,145.3125,159.84375,271.16000867999975,271.3271543633582,271.3178754944213,271.14575306752255,271.57346483342695,271.4505206305342,271.592345829164
19.5,30,0,0.125,0.125,15,15,10,54.664984820067346,50,1.098956207185832,0.8150439671827981,0.8819906624541679,1.0530243996931907,0.9260779207736525,1.0803300372156144,1.152319056766669,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,585.0,468.0,73.125,87.75,102.375,117.0,131.625,146.25,160.875,272.89276577558485,273.0736456821275,273.0667674159393,272.90821398581573,273.3074369479958,273.17622262557654,273.3249241003367
19.625,30,0,0.125,0.125,15,15,10,55.01117684364817,50,1.1220677949284665,1.0670890210686597,1.1006784013359465,0.8697960702590317,1.1302073567217439,1.0765792027244996,0.8258011978121699,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,588.75,471.0,73.59375,88.3125,103.03125,117.75,132.46875,147.1875,161.90625,274.6303962496866,274.8467651862297,274.83151858313255,274.6515859358541,275.0666772078991,274.9161813709246,275.05588421824086
19.75,30,0,0.125,0.125,15,15,10,55.365531813702866,50,0.9079222849495093,0.8410113293741217,0.8789812311810095,0.9788215376270184,0.8549028489499064,1.1809582066459339,1.0995648312218227,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,592.5,474.0,74.0625,88.875,103.6875,118.5,133.3125,148.125,162.9375,276.36513777532053,276.5883790585961,276.56893378296553,276.4178614270717,276.8004012883089,276.65660897058405,276.8276590685143
19.875,30,0,0.125,0.125,15,15,10,55.71304269292232,50,1.003389604693683,1.0073483866653548,0.8325219733382425,0.9428953363604407,1.1970328139202222,0.9005993001942367,1.0498867116627413,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,596.25,477.0,74.53125,89.4375,104.34375,119.25,134.15625,149.0625,163.96875,278.12664748970184,278.35825264242436,278.3340611290679,278.17050873486835,278.5685384321901,278.3839891947533,278.5652134646116
20.0,30,0,0.125,0.125,15,15,10,56.061795525130755,50,1.1379816710516812,0.8765375397038383,0.9604453815832481,1.161763706297187,0.887521149111604,1.1268329424756842,0.9286439090660472,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,600.0,480.0,75.0,90.0,105.0,120.0,135.0,150.0,165.0,279.8762237891151,280.1073340940912,280.1049958824006,279.9276468178233,280.2939093304501,280.14641428222905,280.30897762565377
20.125,30,0,0.125,0.125,15,15,10,56.4135794274041,50,1.014306773007927,0.9400403561380604,0.9313905775363884,1.0555491291114336,0.996749949541645,1.1510423470511324,1.112229682431768,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,603.75,483.0,75.46875,90.5625,105.65625,120.75,135.84375,150.9375,166.03125,281.6089760802336,281.8727669016282,281.8599402097027,281.65742635453614,282.05796918681114,281.8805601644196,282.0678971370205
20.25,30,0,0.125,0.125,15,15,10,56.76077368534331,50,1.0691728662800815,0.8782234118546781,0.9739834520598862,0.842993716166027,0.9679938358748467,0.888976318771127,0.9019023483269211,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,607.5,486.0,75.9375,91.125,106.3125,121.5,136.6875,151.875,167.0625,283.35718773360765,283.63026185711095,283.6185163875106,283.4004827133972,283.80837544311845,283.6116798710382,283.8038684267165
20.375,30,0,0.125,0.125,15,15,10,57.11322612663513,50,1.1858465535664446,1.1751907858520385,0.9588913550900257,1.032169330258968,0.9855464158475515,1.1158034740355045,0.8104547383883066,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,611.25,489.0,76.40625,91.6875,106.96875,122.25,137.53125,152.8125,168.09375,285.09854112532264,285.3954839306291,285.3717684560031,285.17010849887646,285.5623762136341,285.37555783119177,285.56613063317565
20.5,30,0,0.125,0.125,15,15,10,57.46796475817543,50,0.8207065594750387,0.9958670749137815,1.0035061640833527,1.156008872116496,1.1543212354316748,1.1318250821364277,1.0471547851357867,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,615.0,492.0,76.875,92.25,107.625,123.0,138.375,153.75,169.125,286.8253103061268,287.1235850823976,287.12690703661684,286.9160873325941,287.3141829116531,287.1110823969373,287.3398237908771
20.625,30,0,0.125,0.125,15,15,10,57.81678588854703,50,1.05448491583171,0.9430584117720984,0.9442006561514349,1.1925229861613906,0.9777989465164774,1.0966563804053004,0.9460602095274856,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,618.75,495.0,77.34375,92.8125,108.28125,123.75,139.21875,154.6875,170.15625,288.5977219861924,288.87410169803337,288.8764687661064,288.6465862235795,289.04489275722415,288.84460426167027,289.08392944273515
20.75,30,0,0.125,0.125,15,15,10,58.16813438330885,50,1.125997446713116,0.9956080266459716,1.1904379304624486,1.1858583116582793,0.9321669528847362,0.8331859218516415,0.980624336814322,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,622.5,498.0,77.8125,93.375,108.9375,124.5,140.0625,155.625,171.1875,290.34091137171345,290.63121939656185,290.6334436840875,290.37252085030934,290.7976678889096,290.5825222141196,290.84067191654424
20.875,30,0,0.125,0.125,15,15,10,58.518618774888495,50,1.0301578368055766,0.8425548147767883,1.040649470872747,0.8290658600890035,1.1085224782635124,1.199194973687257,0.8752342242105691,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,626.25,501.0,78.28125,93.9375,109.59375,125.25,140.90625,156.5625,172.21875,292.0751616908743,292.3817683932311,292.3596389427797,292.09928856135207,292.55614701979897,292.35337397388815,292.59309387444245
21.0,30,0,0.125,0.125,15,15,10,58.87173791928323,50,1.1020710833567893,1.0117912539945366,1.0900069402666503,1.109852439687192,0.9650732310869643,0.8981621858631507,0.8206981268233138,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,630.0,504.0,78.75,94.5,110.25,126.0,141.75,157.5,173.25,293.8213919612736,294.151449041384,294.10455775892063,293.87065532884094,294.292581710016,294.07847460217727,294.3586895964161
21.125,30,0,0.125,0.125,15,15,10,59.22622046611265,50,0.9349210412784187,1.1661553854292757,0.8883275162677996,1.014951759383879,1.0652656049659115,0.8064119427132321,1.0195869237432427,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,633.75,507.0,79.21875,95.0625,110.90625,126.75,142.59375,158.4375,174.28125,295.558633075854,295.8999751346347,295.84330689138733,295.60692377388006,296.04694755613014,295.8412043289444,296.13110233056324
21.25,30,0,0.125,0.125,15,15,10,59.57573079301907,50,1.0696896294104206,1.0950843196518358,1.069027638325809,0.833453253303984,1.171915489300088,1.1944472474661083,1.1283038198618964,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,637.5,510.0,79.6875,95.625,111.5625,127.5,143.4375,159.375,175.3125,297.3167679456942,297.62920571145605,297.60726595185383,297.35505480395705,297.7887893555094,297.61540283610526,297.87865396509534
21.375,30,0,0.125,0.125,15,15,10,59.92252319752253,50,1.1656169518337154,1.015967691177357,0.8812043424721585,1.136688816980748,1.0594749323426669,1.1892110792163177,0.917170038903134,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,641.25,513.0,80.15625,96.1875,112.21875,128.25,144.28125,160.3125,176.34375,299.0580567420179,299.36732017149956,299.3486374970631,299.12587314729404,299.5172999193469,299.341096930172,299.6126159876126
21.5,30,0,0.125,0.125,15,15,10,60.27459394654994,50,1.0896381224721687,0.9331644908739681,1.1884397246138887,1.1457008404076863,0.9183578567188092,0.8111914850541825,0.8426396419342006,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,645.0,516.0,80.625,96.75,112.875,129.0,145.125,161.25,177.375,300.7873546230387,301.1153242101024,301.1134869542541,300.8587870451714,301.25986555280406,301.06744554526995,301.3729697327497
21.625,30,0,0.125,0.125,15,15,10,60.628527955501596,50,0.9171687602533104,1.1353304478209798,1.0140090105644377,1.053324912185993,0.9149331578698238,0.8996973397429832,0.9081363864175078,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,648.75,519.0,81.09375,97.3125,113.53125,129.75,145.96875,162.1875,178.40625,302.5261498577297,302.8736786487432,302.83993198867734,302.59057444012046,303.0200708207142,302.84104660963817,303.14263977750795
21.75,30,0,0.125,0.125,15,15,10,60.98082454584116,50,1.1564933451229984,1.0699014853867757,1.109635903449894,0.8104840716488447,1.0632845118935643,1.0045371807709904,0.8243339062530217,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,652.5,522.0,81.5625,97.875,114.1875,130.5,146.8125,163.125,179.4375,304.28650376269803,304.60676234276553,304.5881808623568,304.33390882609723,304.7807041759805,304.6035844421703,304.90412272920577
21.875,30,0,0.125,0.125,15,15,10,61.33521619818484,50,1.110103624251313,1.088459005014418,1.0597495131145969,1.0114994313111794,0.8902196814045511,1.0866606394724068,1.0444904814953997,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,656.25,525.0,82.03125,98.4375,114.84375,131.25,147.65625,164.0625,180.46875,306.01694209455763,306.3480246570922,306.32447637442556,306.10759831714114,306.5227936119938,306.35301729457393,306.67608099092416
22.0,30,0,0.125,0.125,15,15,10,61.68410393614745,50,0.9777239547043804,0.8494039054343132,0.948178678839365,1.077498896408811,0.8216415223919313,0.9122790915661183,1.0957103133053703,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,660.0,528.0,82.5,99.0,115.5,132.0,148.5,165.0,181.5,307.75317914152623,308.0869672814654,308.0670076852862,307.85616088822724,308.2865161518182,308.09218471463987,308.42051968073724
22.125,30,0,0.125,0.125,15,15,10,62.031711178314815,50,1.0878392865644932,1.1524751206450268,1.0460560949140996,0.961026742652241,1.0644251042773705,0.8674458326460209,1.0030543627234527,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,663.75,531.0,82.96875,99.5625,116.15625,132.75,149.34375,165.9375,182.53125,309.5059636471882,309.8557917932861,309.8234853504313,309.5964735261761,310.0588109615192,309.8531498281941,310.15855589157405
22.25,30,0,0.125,0.125,15,15,10,62.38163481924673,50,0.8192607026891897,1.1618711658302923,0.8624493258722642,1.1243867718471292,0.870990601394079,0.8825786955956288,1.1569245282833878,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,667.5,534.0,83.4375,100.125,116.8125,133.5,150.1875,166.875,183.5625,311.24498373636766,311.5867324032054,311.56772833856706,311.35134518334456,311.80075782348456,311.61971909911335,311.9081740962336
22.375,30,0,0.125,0.125,15,15,10,62.727711706039635,50,0.9406020392153631,1.1253346188979259,1.1705399547722724,0.8463913239288433,1.1200771887969942,1.1457845405359608,1.13195416864519,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,671.25,537.0,83.90625,100.6875,117.46875,134.25,151.03125,167.8125,184.59375,313.01757614853153,313.31649850747664,313.33492217283305,313.08579683686366,313.5668839983103,313.3843967621639,313.63855853019817
22.5,30,0,0.125,0.125,15,15,10,63.0744128518235,50,0.9179346937683949,1.199542051738666,1.0109846766536381,1.0915483879479457,1.1200113608987359,0.9064395456183726,0.9034770346229254,0.5,0.6,0.7,0.8,0.9,1.0,1.1,0.2,675.0,540.0,84.375,101.25,118.125,135.0,151.875,168.75,185.625,314.7750008936296,315.0508316801144,315.0636046784865,314.85499792137256,315.30187434971066,315.11617369459685,315.3720642591175
