record_index,system,component,family,mass_kg,lca_use_class,lca_confidence,lca_match_level,lca_equipment_match,lca_material_match,raw_materials_status,path_id,path_type,readiness,max_severity,issue_codes,issue_count,component_all_path_count,component_primary_path_count,contains_assumption,contains_inactive_candidate,t4,t4_status,t3,t3_status,t2,t2_status,t1,t1_status,oem,oem_status,t4_t3_km,t3_t2_km,t2_t1_km,t1_oem_km,t4_t3_modes,t3_t2_modes,t2_t1_modes,t1_oem_modes,transport_model
22,Ens. Têtière,A2017 - Aluminium,aluminium,0.4425,quantitative_ready,high,exact_equipment_material,ENSEMBLE TETIERE,a2017,inferred_from_component_label,R022-P0123,secondary_candidate,secondary_candidate_needs_qualification,MEDIUM,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch;material_certificate_required,6,150,1,True,True,Aluminium Corporation of China / Chalco,alternate_requires_allocation_source,thyssenkrupp Materials France,alternate,ETS Gattefin - internal machining/forming process,baseline_primary_assumed_internalized_process,Figeac Aero,alternate,Safran Seats / Safran internal group,baseline_primary,7662.5,181.2,284.2,469.5,ship|truck,truck,internal,truck,lane_specific
22,Ens. Têtière,A2017 - Aluminium,aluminium,0.4425,quantitative_ready,high,exact_equipment_material,ENSEMBLE TETIERE,a2017,inferred_from_component_label,R022-P0124,secondary_candidate,secondary_candidate_needs_qualification,MEDIUM,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch;material_certificate_required,6,150,1,True,True,Aluminium Corporation of China / Chalco,alternate_requires_allocation_source,thyssenkrupp Materials France,alternate,ETS Gattefin - internal machining/forming process,baseline_primary_assumed_internalized_process,MGA Villeneuve St Lot,alternate_requires_allocation_source,Safran Seats / Safran internal group,baseline_primary,7662.5,181.2,326.8,499.6,ship|truck,truck,internal,truck,lane_specific
22,Ens. Têtière,A2017 - Aluminium,aluminium,0.4425,quantitative_ready,high,exact_equipment_material,ENSEMBLE TETIERE,a2017,inferred_from_component_label,R022-P0125,secondary_candidate,secondary_candidate_needs_qualification,MEDIUM,baseline_node_is_assumption;inactive_alternate_requires_allocation;material_certificate_required,4,150,1,True,True,Aluminium Corporation of China / Chalco,alternate_requires_allocation_source,thyssenkrupp Materials France,alternate,ETS Gattefin - internal machining/forming process,baseline_primary_assumed_internalized_process,ETS Gattefin,baseline_primary_lca_exact_supplier,Safran Seats / Safran internal group,baseline_primary,7662.5,181.2,0.0,186.9,ship|truck,truck,internal,truck,lane_specific
22,Ens. Têtière,A2017 - Aluminium,aluminium,0.4425,quantitative_ready,high,exact_equipment_material,ENSEMBLE TETIERE,a2017,inferred_from_component_label,R022-P0126,secondary_candidate,secondary_candidate_needs_qualification,MEDIUM,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch;material_certificate_required,6,150,1,True,True,Aluminium Corporation of China / Chalco,alternate_requires_allocation_source,thyssenkrupp Materials France,alternate,ETS Gattefin - internal machining/forming process,baseline_primary_assumed_internalized_process,Groupe LAUAK,alternate,Safran Seats / Safran internal group,baseline_primary,7662.5,181.2,502.5,654.3,ship|truck,truck,internal,truck,lane_specific
22,Ens. Têtière,A2017 - Aluminium,aluminium,0.4425,quantitative_ready,high,exact_equipment_material,ENSEMBLE TETIERE,a2017,inferred_from_component_label,R022-P0127,secondary_candidate,secondary_candidate_needs_qualification,MEDIUM,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch;material_certificate_required,6,150,1,True,True,Aluminium Corporation of China / Chalco,alternate_requires_allocation_source,thyssenkrupp Materials France,alternate,ETS Gattefin - internal machining/forming process,baseline_primary_assumed_internalized_process,JAMCO Aircraft Interiors - Niigata,alternate,Safran Seats / Safran internal group,baseline_primary,7662.5,181.2,9635.0,9489.6,ship|truck,truck,internal,ship|truck,lane_specific
22,Ens. Têtière,A2017 - Aluminium,aluminium,0.4425,quantitative_ready,high,exact_equipment_material,ENSEMBLE TETIERE,a2017,inferred_from_component_label,R022-P0128,secondary_candidate,secondary_candidate_needs_qualification,MEDIUM,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch;material_certificate_required,6,150,1,True,True,Aluminium Corporation of China / Chalco,alternate_requires_allocation_source,thyssenkrupp Materials France,alternate,ETS Gattefin - internal machining/forming process,baseline_primary_assumed_internalized_process,JAMCO Aircraft Interiors - Miyazaki,alternate,Safran Seats / Safran internal group,baseline_primary,7662.5,181.2,9860.5,9734.7,ship|truck,truck,internal,ship|truck,lane_specific
22,Ens. Têtière,A2017 - Aluminium,aluminium,0.4425,quantitative_ready,high,exact_equipment_material,ENSEMBLE TETIERE,a2017,inferred_from_component_label,R022-P0129,secondary_candidate,secondary_candidate_needs_qualification,MEDIUM,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch;material_certificate_required,6,150,1,True,True,Aluminium Corporation of China / Chalco,alternate_requires_allocation_source,thyssenkrupp Materials France,alternate,ETS Gattefin - internal machining/forming process,baseline_primary_assumed_internalized_process,JAMCO Philippines Inc.,alternate,Safran Seats / Safran internal group,baseline_primary,7662.5,181.2,10770.2,10691.9,ship|truck,truck,internal,ship|truck,lane_specific
22,Ens. Têtière,A2017 - Aluminium,aluminium,0.4425,quantitative_ready,high,exact_equipment_material,ENSEMBLE TETIERE,a2017,inferred_from_component_label,R022-P0130,secondary_candidate,secondary_candidate_needs_qualification,MEDIUM,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch;material_certificate_required,6,150,1,True,True,Aluminium Corporation of China / Chalco,alternate_requires_allocation_source,thyssenkrupp Materials France,alternate,ETS Gattefin - internal machining/forming process,baseline_primary_assumed_internalized_process,Senior Aerospace Thailand,alternate_requires_allocation_source,Safran Seats / Safran internal group,baseline_primary,7662.5,181.2,9593.2,9564.8,ship|truck,truck,internal,ship|truck,lane_specific
22,Ens. Têtière,A2017 - Aluminium,aluminium,0.4425,quantitative_ready,high,exact_equipment_material,ENSEMBLE TETIERE,a2017,inferred_from_component_label,R022-P0131,secondary_candidate,secondary_candidate_needs_qualification,MEDIUM,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch;material_certificate_required,6,150,1,True,True,Aluminium Corporation of China / Chalco,alternate_requires_allocation_source,Euralliage Ile de France,alternate_requires_allocation_source,ETS Gattefin - internal machining/forming process,baseline_primary_assumed_internalized_process,SUMPAR,alternate_demoted_by_researched_correction,Safran Seats / Safran internal group,baseline_primary,7616.6,205.6,261.2,83.8,ship|truck,truck,internal,truck,lane_specific
22,Ens. Têtière,A2017 - Aluminium,aluminium,0.4425,quantitative_ready,high,exact_equipment_material,ENSEMBLE TETIERE,a2017,inferred_from_component_label,R022-P0132,secondary_candidate,secondary_candidate_needs_qualification,MEDIUM,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch;material_certificate_required,6,150,1,True,True,Aluminium Corporation of China / Chalco,alternate_requires_allocation_source,Euralliage Ile de France,alternate_requires_allocation_source,ETS Gattefin - internal machining/forming process,baseline_primary_assumed_internalized_process,Groupe Segnere / SEGNERE Ade,alternate,Safran Seats / Safran internal group,baseline_primary,7616.6,205.6,477.1,646.9,ship|truck,truck,internal,truck,lane_specific
22,Ens. Têtière,A2017 - Aluminium,aluminium,0.4425,quantitative_ready,high,exact_equipment_material,ENSEMBLE TETIERE,a2017,inferred_from_component_label,R022-P0133,secondary_candidate,secondary_candidate_needs_qualification,MEDIUM,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch;material_certificate_required,6,150,1,True,True,Aluminium Corporation of China / Chalco,alternate_requires_allocation_source,Euralliage Ile de France,alternate_requires_allocation_source,ETS Gattefin - internal machining/forming process,baseline_primary_assumed_internalized_process,Figeac Aero,alternate,Safran Seats / Safran internal group,baseline_primary,7616.6,205.6,284.2,469.5,ship|truck,truck,internal,truck,lane_specific
22,Ens. Têtière,A2017 - Aluminium,aluminium,0.4425,quantitative_ready,high,exact_equipment_material,ENSEMBLE TETIERE,a2017,inferred_from_component_label,R022-P0134,secondary_candidate,secondary_candidate_needs_qualification,MEDIUM,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch;material_certificate_required,6,150,1,True,True,Aluminium Corporation of China / Chalco,alternate_requires_allocation_source,Euralliage Ile de France,alternate_requires_allocation_source,ETS Gattefin - internal machining/forming process,baseline_primary_assumed_internalized_process,MGA Villeneuve St Lot,alternate_requires_allocation_source,Safran Seats / Safran internal group,baseline_primary,7616.6,205.6,326.8,499.6,ship|truck,truck,internal,truck,lane_specific
22,Ens. Têtière,A2017 - Aluminium,aluminium,0.4425,quantitative_ready,high,exact_equipment_material,ENSEMBLE TETIERE,a2017,inferred_from_component_label,R022-P0135,secondary_candidate,secondary_candidate_needs_qualification,MEDIUM,baseline_node_is_assumption;inactive_alternate_requires_allocation;material_certificate_required,4,150,1,True,True,Aluminium Corporation of China / Chalco,alternate_requires_allocation_source,Euralliage Ile de France,alternate_requires_allocation_source,ETS Gattefin - internal machining/forming process,baseline_primary_assumed_internalized_process,ETS Gattefin,baseline_primary_lca_exact_supplier,Safran Seats / Safran internal group,baseline_primary,7616.6,205.6,0.0,186.9,ship|truck,truck,internal,truck,lane_specific
22,Ens. Têtière,A2017 - Aluminium,aluminium,0.4425,quantitative_ready,high,exact_equipment_material,ENSEMBLE TETIERE,a2017,inferred_from_component_label,R022-P0136,secondary_candidate,secondary_candidate_needs_qualification,MEDIUM,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch;material_certificate_required,6,150,1,True,True,Aluminium Corporation of China / Chalco,alternate_requires_allocation_source,Euralliage Ile de France,alternate_requires_allocation_source,ETS Gattefin - internal machining/forming process,baseline_primary_assumed_internalized_process,Groupe LAUAK,alternate,Safran Seats / Safran internal group,baseline_primary,7616.6,205.6,502.5,654.3,ship|truck,truck,internal,truck,lane_specific
22,Ens. Têtière,A2017 - Aluminium,aluminium,0.4425,quantitative_ready,high,exact_equipment_material,ENSEMBLE TETIERE,a2017,inferred_from_component_label,R022-P0137,secondary_candidate,secondary_candidate_needs_qualification,MEDIUM,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch;material_certificate_required,6,150,1,True,True,Aluminium Corporation of China / Chalco,alternate_requires_allocation_source,Euralliage Ile de France,alternate_requires_allocation_source,ETS Gattefin - internal machining/forming process,baseline_primary_assumed_internalized_process,JAMCO Aircraft Interiors - Niigata,alternate,Safran Seats / Safran internal group,baseline_primary,7616.6,205.6,9635.0,9489.6,ship|truck,truck,internal,ship|truck,lane_specific
22,Ens. Têtière,A2017 - Aluminium,aluminium,0.4425,quantitative_ready,high,exact_equipment_material,ENSEMBLE TETIERE,a2017,inferred_from_component_label,R022-P0138,secondary_candidate,secondary_candidate_needs_qualification,MEDIUM,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch;material_certificate_required,6,150,1,True,True,Aluminium Corporation of China / Chalco,alternate_requires_allocation_source,Euralliage Ile de France,alternate_requires_allocation_source,ETS Gattefin - internal machining/forming process,baseline_primary_assumed_internalized_process,JAMCO Aircraft Interiors - Miyazaki,alternate,Safran Seats / Safran internal group,baseline_primary,7616.6,205.6,9860.5,9734.7,ship|truck,truck,internal,ship|truck,lane_specific
22,Ens. Têtière,A2017 - Aluminium,aluminium,0.4425,quantitative_ready,high,exact_equipment_material,ENSEMBLE TETIERE,a2017,inferred_from_component_label,R022-P0139,secondary_candidate,secondary_candidate_needs_qualification,MEDIUM,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch;material_certificate_required,6,150,1,True,True,Aluminium Corporation of China / Chalco,alternate_requires_allocation_source,Euralliage Ile de France,alternate_requires_allocation_source,ETS Gattefin - internal machining/forming process,baseline_primary_assumed_internalized_process,JAMCO Philippines Inc.,alternate,Safran Seats / Safran internal group,baseline_primary,7616.6,205.6,10770.2,10691.9,ship|truck,truck,internal,ship|truck,lane_specific
22,Ens. Têtière,A2017 - Aluminium,aluminium,0.4425,quantitative_ready,high,exact_equipment_material,ENSEMBLE TETIERE,a2017,inferred_from_component_label,R022-P0140,secondary_candidate,secondary_candidate_needs_qualification,MEDIUM,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch;material_certificate_required,6,150,1,True,True,Aluminium Corporation of China / Chalco,alternate_requires_allocation_source,Euralliage Ile de France,alternate_requires_allocation_source,ETS Gattefin - internal machining/forming process,baseline_primary_assumed_internalized_process,Senior Aerospace Thailand,alternate_requires_allocation_source,Safran Seats / Safran internal group,baseline_primary,7616.6,205.6,9593.2,9564.8,ship|truck,truck,internal,ship|truck,lane_specific
22,Ens. Têtière,A2017 - Aluminium,aluminium,0.4425,quantitative_ready,high,exact_equipment_material,ENSEMBLE TETIERE,a2017,inferred_from_component_label,R022-P0141,secondary_candidate,secondary_candidate_needs_qualification,MEDIUM,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch;material_certificate_required,6,150,1,True,True,Aluminium Corporation of China / Chalco,alternate_requires_allocation_source,Aluminium France,alternate,ETS Gattefin - internal machining/forming process,baseline_primary_assumed_internalized_process,SUMPAR,alternate_demoted_by_researched_correction,Safran Seats / Safran internal group,baseline_primary,7592.2,148.4,261.2,83.8,ship|truck,truck,internal,truck,lane_specific
22,Ens. Têtière,A2017 - Aluminium,aluminium,0.4425,quantitative_ready,high,exact_equipment_material,ENSEMBLE TETIERE,a2017,inferred_from_component_label,R022-P0142,secondary_candidate,secondary_candidate_needs_qualification,MEDIUM,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch;material_certificate_required,6,150,1,True,True,Aluminium Corporation of China / Chalco,alternate_requires_allocation_source,Aluminium France,alternate,ETS Gattefin - internal machining/forming process,baseline_primary_assumed_internalized_process,Groupe Segnere / SEGNERE Ade,alternate,Safran Seats / Safran internal group,baseline_primary,7592.2,148.4,477.1,646.9,ship|truck,truck,internal,truck,lane_specific
22,Ens. Têtière,A2017 - Aluminium,aluminium,0.4425,quantitative_ready,high,exact_equipment_material,ENSEMBLE TETIERE,a2017,inferred_from_component_label,R022-P0143,secondary_candidate,secondary_candidate_needs_qualification,MEDIUM,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch;material_certificate_required,6,150,1,True,True,Aluminium Corporation of China / Chalco,alternate_requires_allocation_source,Aluminium France,alternate,ETS Gattefin - internal machining/forming process,baseline_primary_assumed_internalized_process,Figeac Aero,alternate,Safran Seats / Safran internal group,baseline_primary,7592.2,148.4,284.2,469.5,ship|truck,truck,internal,truck,lane_specific
22,Ens. Têtière,A2017 - Aluminium,aluminium,0.4425,quantitative_ready,high,exact_equipment_material,ENSEMBLE TETIERE,a2017,inferred_from_component_label,R022-P0144,secondary_candidate,secondary_candidate_needs_qualification,MEDIUM,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch;material_certificate_required,6,150,1,True,True,Aluminium Corporation of China / Chalco,alternate_requires_allocation_source,Aluminium France,alternate,ETS Gattefin - internal machining/forming process,baseline_primary_assumed_internalized_process,MGA Villeneuve St Lot,alternate_requires_allocation_source,Safran Seats / Safran internal group,baseline_primary,7592.2,148.4,326.8,499.6,ship|truck,truck,internal,truck,lane_specific
22,Ens. Têtière,A2017 - Aluminium,aluminium,0.4425,quantitative_ready,high,exact_equipment_material,ENSEMBLE TETIERE,a2017,inferred_from_component_label,R022-P0145,secondary_candidate,secondary_candidate_needs_qualification,MEDIUM,baseline_node_is_assumption;inactive_alternate_requires_allocation;material_certificate_required,4,150,1,True,True,Aluminium Corporation of China / Chalco,alternate_requires_allocation_source,Aluminium France,alternate,ETS Gattefin - internal machining/forming process,baseline_primary_assumed_internalized_process,ETS Gattefin,baseline_primary_lca_exact_supplier,Safran Seats / Safran internal group,baseline_primary,7592.2,148.4,0.0,186.9,ship|truck,truck,internal,truck,lane_specific
22,Ens. Têtière,A2017 - Aluminium,aluminium,0.4425,quantitative_ready,high,exact_equipment_material,ENSEMBLE TETIERE,a2017,inferred_from_component_label,R022-P0146,secondary_candidate,secondary_candidate_needs_qualification,MEDIUM,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch;material_certificate_required,6,150,1,True,True,Aluminium Corporation of China / Chalco,alternate_requires_allocation_source,Aluminium France,alternate,ETS Gattefin - internal machining/forming process,baseline_primary_assumed_internalized_process,Groupe LAUAK,alternate,Safran Seats / Safran internal group,baseline_primary,7592.2,148.4,502.5,654.3,ship|truck,truck,internal,truck,lane_specific
22,Ens. Têtière,A2017 - Aluminium,aluminium,0.4425,quantitative_ready,high,exact_equipment_material,ENSEMBLE TETIERE,a2017,inferred_from_component_label,R022-P0147,secondary_candidate,secondary_candidate_needs_qualification,MEDIUM,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch;material_certificate_required,6,150,1,True,True,Aluminium Corporation of China / Chalco,alternate_requires_allocation_source,Aluminium France,alternate,ETS Gattefin - internal machining/forming process,baseline_primary_assumed_internalized_process,JAMCO Aircraft Interiors - Niigata,alternate,Safran Seats / Safran internal group,baseline_primary,7592.2,148.4,9635.0,9489.6,ship|truck,truck,internal,ship|truck,lane_specific
22,Ens. Têtière,A2017 - Aluminium,aluminium,0.4425,quantitative_ready,high,exact_equipment_material,ENSEMBLE TETIERE,a2017,inferred_from_component_label,R022-P0148,secondary_candidate,secondary_candidate_needs_qualification,MEDIUM,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch;material_certificate_required,6,150,1,True,True,Aluminium Corporation of China / Chalco,alternate_requires_allocation_source,Aluminium France,alternate,ETS Gattefin - internal machining/forming process,baseline_primary_assumed_internalized_process,JAMCO Aircraft Interiors - Miyazaki,alternate,Safran Seats / Safran internal group,baseline_primary,7592.2,148.4,9860.5,9734.7,ship|truck,truck,internal,ship|truck,lane_specific
22,Ens. Têtière,A2017 - Aluminium,aluminium,0.4425,quantitative_ready,high,exact_equipment_material,ENSEMBLE TETIERE,a2017,inferred_from_component_label,R022-P0149,secondary_candidate,secondary_candidate_needs_qualification,MEDIUM,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch;material_certificate_required,6,150,1,True,True,Aluminium Corporation of China / Chalco,alternate_requires_allocation_source,Aluminium France,alternate,ETS Gattefin - internal machining/forming process,baseline_primary_assumed_internalized_process,JAMCO Philippines Inc.,alternate,Safran Seats / Safran internal group,baseline_primary,7592.2,148.4,10770.2,10691.9,ship|truck,truck,internal,ship|truck,lane_specific
22,Ens. Têtière,A2017 - Aluminium,aluminium,0.4425,quantitative_ready,high,exact_equipment_material,ENSEMBLE TETIERE,a2017,inferred_from_component_label,R022-P0150,secondary_candidate,secondary_candidate_needs_qualification,MEDIUM,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch;material_certificate_required,6,150,1,True,True,Aluminium Corporation of China / Chalco,alternate_requires_allocation_source,Aluminium France,alternate,ETS Gattefin - internal machining/forming process,baseline_primary_assumed_internalized_process,Senior Aerospace Thailand,alternate_requires_allocation_source,Safran Seats / Safran internal group,baseline_primary,7592.2,148.4,9593.2,9564.8,ship|truck,truck,internal,ship|truck,lane_specific
23,Stowage assemblé avec porte,A2017 - Aluminium,aluminium,3.956,quantitative_ready,high,exact_equipment_material,STOWAGE ASSEMBLE AVEC PORTE,a2017,inferred_from_component_label,R023-P0001,secondary_candidate,secondary_candidate_needs_qualification,MEDIUM,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch,4,150,1,True,True,Alcoa,baseline_primary,Constellium,alternate,ETS Gattefin - internal machining/forming process,baseline_primary_assumed_internalized_process,SUMPAR,alternate_demoted_by_researched_correction,Safran Seats / Safran internal group,baseline_primary,7153.9,192.9,261.2,83.8,ship|truck,truck,internal,truck,lane_specific
23,Stowage assemblé avec porte,A2017 - Aluminium,aluminium,3.956,quantitative_ready,high,exact_equipment_material,STOWAGE ASSEMBLE AVEC PORTE,a2017,inferred_from_component_label,R023-P0002,secondary_candidate,secondary_candidate_needs_qualification,MEDIUM,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch,4,150,1,True,True,Alcoa,baseline_primary,Constellium,alternate,ETS Gattefin - internal machining/forming process,baseline_primary_assumed_internalized_process,Groupe Segnere / SEGNERE Ade,alternate,Safran Seats / Safran internal group,baseline_primary,7153.9,192.9,477.1,646.9,ship|truck,truck,internal,truck,lane_specific
23,Stowage assemblé avec porte,A2017 - Aluminium,aluminium,3.956,quantitative_ready,high,exact_equipment_material,STOWAGE ASSEMBLE AVEC PORTE,a2017,inferred_from_component_label,R023-P0003,secondary_candidate,secondary_candidate_needs_qualification,MEDIUM,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch,4,150,1,True,True,Alcoa,baseline_primary,Constellium,alternate,ETS Gattefin - internal machining/forming process,baseline_primary_assumed_internalized_process,Figeac Aero,alternate,Safran Seats / Safran internal group,baseline_primary,7153.9,192.9,284.2,469.5,ship|truck,truck,internal,truck,lane_specific
23,Stowage assemblé avec porte,A2017 - Aluminium,aluminium,3.956,quantitative_ready,high,exact_equipment_material,STOWAGE ASSEMBLE AVEC PORTE,a2017,inferred_from_component_label,R023-P0004,secondary_candidate,secondary_candidate_needs_qualification,MEDIUM,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch,4,150,1,True,True,Alcoa,baseline_primary,Constellium,alternate,ETS Gattefin - internal machining/forming process,baseline_primary_assumed_internalized_process,MGA Villeneuve St Lot,alternate_requires_allocation_source,Safran Seats / Safran internal group,baseline_primary,7153.9,192.9,326.8,499.6,ship|truck,truck,internal,truck,lane_specific
23,Stowage assemblé avec porte,A2017 - Aluminium,aluminium,3.956,quantitative_ready,high,exact_equipment_material,STOWAGE ASSEMBLE AVEC PORTE,a2017,inferred_from_component_label,R023-P0005,secondary_candidate,secondary_candidate_needs_qualification,MEDIUM,baseline_node_is_assumption;inactive_alternate_requires_allocation,2,150,1,True,True,Alcoa,baseline_primary,Constellium,alternate,ETS Gattefin - internal machining/forming process,baseline_primary_assumed_internalized_process,ETS Gattefin,baseline_primary_lca_exact_supplier,Safran Seats / Safran internal group,baseline_primary,7153.9,192.9,0.0,186.9,ship|truck,truck,internal,truck,lane_specific
23,Stowage assemblé avec porte,A2017 - Aluminium,aluminium,3.956,quantitative_ready,high,exact_equipment_material,STOWAGE ASSEMBLE AVEC PORTE,a2017,inferred_from_component_label,R023-P0006,secondary_candidate,secondary_candidate_needs_qualification,MEDIUM,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch,4,150,1,True,True,Alcoa,baseline_primary,Constellium,alternate,ETS Gattefin - internal machining/forming process,baseline_primary_assumed_internalized_process,Groupe LAUAK,alternate,Safran Seats / Safran internal group,baseline_primary,7153.9,192.9,502.5,654.3,ship|truck,truck,internal,truck,lane_specific
23,Stowage assemblé avec porte,A2017 - Aluminium,aluminium,3.956,quantitative_ready,high,exact_equipment_material,STOWAGE ASSEMBLE AVEC PORTE,a2017,inferred_from_component_label,R023-P0007,secondary_candidate,secondary_candidate_needs_qualification,MEDIUM,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch,4,150,1,True,True,Alcoa,baseline_primary,Constellium,alternate,ETS Gattefin - internal machining/forming process,baseline_primary_assumed_internalized_process,JAMCO Aircraft Interiors - Niigata,alternate,Safran Seats / Safran internal group,baseline_primary,7153.9,192.9,9635.0,9489.6,ship|truck,truck,internal,ship|truck,lane_specific
23,Stowage assemblé avec porte,A2017 - Aluminium,aluminium,3.956,quantitative_ready,high,exact_equipment_material,STOWAGE ASSEMBLE AVEC PORTE,a2017,inferred_from_component_label,R023-P0008,secondary_candidate,secondary_candidate_needs_qualification,MEDIUM,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch,4,150,1,True,True,Alcoa,baseline_primary,Constellium,alternate,ETS Gattefin - internal machining/forming process,baseline_primary_assumed_internalized_process,JAMCO Aircraft Interiors - Miyazaki,alternate,Safran Seats / Safran internal group,baseline_primary,7153.9,192.9,9860.5,9734.7,ship|truck,truck,internal,ship|truck,lane_specific
23,Stowage assemblé avec porte,A2017 - Aluminium,aluminium,3.956,quantitative_ready,high,exact_equipment_material,STOWAGE ASSEMBLE AVEC PORTE,a2017,inferred_from_component_label,R023-P0009,secondary_candidate,secondary_candidate_needs_qualification,MEDIUM,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch,4,150,1,True,True,Alcoa,baseline_primary,Constellium,alternate,ETS Gattefin - internal machining/forming process,baseline_primary_assumed_internalized_process,JAMCO Philippines Inc.,alternate,Safran Seats / Safran internal group,baseline_primary,7153.9,192.9,10770.2,10691.9,ship|truck,truck,internal,ship|truck,lane_specific
23,Stowage assemblé avec porte,A2017 - Aluminium,aluminium,3.956,quantitative_ready,high,exact_equipment_material,STOWAGE ASSEMBLE AVEC PORTE,a2017,inferred_from_component_label,R023-P0010,secondary_candidate,secondary_candidate_needs_qualification,MEDIUM,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch,4,150,1,True,True,Alcoa,baseline_primary,Constellium,alternate,ETS Gattefin - internal machining/forming process,baseline_primary_assumed_internalized_process,Senior Aerospace Thailand,alternate_requires_allocation_source,Safran Seats / Safran internal group,baseline_primary,7153.9,192.9,9593.2,9564.8,ship|truck,truck,internal,ship|truck,lane_specific
23,Stowage assemblé avec porte,A2017 - Aluminium,aluminium,3.956,quantitative_ready,high,exact_equipment_material,STOWAGE ASSEMBLE AVEC PORTE,a2017,inferred_from_component_label,R023-P0011,secondary_candidate,secondary_candidate_needs_qualification,MEDIUM,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch,3,150,1,True,True,Alcoa,baseline_primary,AMAG Austria Metall,baseline_primary,ETS Gattefin - internal machining/forming process,baseline_primary_assumed_internalized_process,SUMPAR,alternate_demoted_by_researched_correction,Safran Seats / Safran internal group,baseline_primary,7635.5,816.6,261.2,83.8,ship|truck,truck,internal,truck,lane_specific
23,Stowage assemblé avec porte,A2017 - Aluminium,aluminium,3.956,quantitative_ready,high,exact_equipment_material,STOWAGE ASSEMBLE AVEC PORTE,a2017,inferred_from_component_label,R023-P0012,secondary_candidate,secondary_candidate_needs_qualification,MEDIUM,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch,3,150,1,True,True,Alcoa,baseline_primary,AMAG Austria Metall,baseline_primary,ETS Gattefin - internal machining/forming process,baseline_primary_assumed_internalized_process,Groupe Segnere / SEGNERE Ade,alternate,Safran Seats / Safran internal group,baseline_primary,7635.5,816.6,477.1,646.9,ship|truck,truck,internal,truck,lane_specific
23,Stowage assemblé avec porte,A2017 - Aluminium,aluminium,3.956,quantitative_ready,high,exact_equipment_material,STOWAGE ASSEMBLE AVEC PORTE,a2017,inferred_from_component_label,R023-P0013,secondary_candidate,secondary_candidate_needs_qualification,MEDIUM,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch,3,150,1,True,True,Alcoa,baseline_primary,AMAG Austria Metall,baseline_primary,ETS Gattefin - internal machining/forming process,baseline_primary_assumed_internalized_process,Figeac Aero,alternate,Safran Seats / Safran internal group,baseline_primary,7635.5,816.6,284.2,469.5,ship|truck,truck,internal,truck,lane_specific
