record_index,system,component,edge,from,to,distance_km_haversine,modes,confidence,note
160,Siége,"autre (silicium, cuirs synthétique)",T2->T1,Ensinger,COLLINS,637.1,truck,medium_high,regional lane under 800 km
160,Siége,"autre (silicium, cuirs synthétique)",T2->T1,Ensinger,ACH,671.0,truck,medium_high,regional lane under 800 km
160,Siége,"autre (silicium, cuirs synthétique)",T2->T1,Ensinger,Celso SAS,767.7,truck,medium_high,regional lane under 800 km
160,Siége,"autre (silicium, cuirs synthétique)",T2->T1,Ensinger,JAMCO Aircraft Interiors - Niigata,9231.0,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
160,Siége,"autre (silicium, cuirs synthétique)",T2->T1,Ensinger,JAMCO Aircraft Interiors - Miyazaki,9412.3,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
160,Siége,"autre (silicium, cuirs synthétique)",T2->T1,Ensinger,JAMCO Philippines Inc.,10266.8,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
160,Siége,"autre (silicium, cuirs synthétique)",T2->T1,Ensinger,Airbus Atlantic / STELIA Aerospace,791.4,truck,medium_high,regional lane under 800 km
160,Siége,"autre (silicium, cuirs synthétique)",T2->T1,Plastitek,COLLINS,791.6,truck,medium_high,regional lane under 800 km
160,Siége,"autre (silicium, cuirs synthétique)",T2->T1,Plastitek,ACH,385.2,truck,medium_high,regional lane under 800 km
160,Siége,"autre (silicium, cuirs synthétique)",T2->T1,Plastitek,Celso SAS,667.7,truck,medium_high,regional lane under 800 km
160,Siége,"autre (silicium, cuirs synthétique)",T2->T1,Plastitek,JAMCO Aircraft Interiors - Niigata,9396.3,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
160,Siége,"autre (silicium, cuirs synthétique)",T2->T1,Plastitek,JAMCO Aircraft Interiors - Miyazaki,9655.6,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
160,Siége,"autre (silicium, cuirs synthétique)",T2->T1,Plastitek,JAMCO Philippines Inc.,10646.0,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
160,Siége,"autre (silicium, cuirs synthétique)",T2->T1,Plastitek,Airbus Atlantic / STELIA Aerospace,484.9,truck,medium_high,regional lane under 800 km
160,Siége,"autre (silicium, cuirs synthétique)",T1->OEM,COLLINS,Safran Seats / Safran internal group,667.6,truck,medium_high,regional lane under 800 km
160,Siége,"autre (silicium, cuirs synthétique)",T1->OEM,ACH,Safran Seats / Safran internal group,275.9,truck,medium_high,regional lane under 800 km
160,Siége,"autre (silicium, cuirs synthétique)",T1->OEM,Celso SAS,Safran Seats / Safran internal group,544.3,truck,medium_high,regional lane under 800 km
160,Siége,"autre (silicium, cuirs synthétique)",T1->OEM,JAMCO Aircraft Interiors - Niigata,Safran Seats / Safran internal group,9489.6,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
160,Siége,"autre (silicium, cuirs synthétique)",T1->OEM,JAMCO Aircraft Interiors - Miyazaki,Safran Seats / Safran internal group,9734.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
160,Siége,"autre (silicium, cuirs synthétique)",T1->OEM,JAMCO Philippines Inc.,Safran Seats / Safran internal group,10691.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
160,Siége,"autre (silicium, cuirs synthétique)",T1->OEM,Airbus Atlantic / STELIA Aerospace,Safran Seats / Safran internal group,387.8,truck,medium_high,regional lane under 800 km
161,Siége,65% aluminium,T4->T3,Aluminium Corporation of China / Chalco,Euralliage Ile de France,7616.6,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
161,Siége,65% aluminium,T4->T3,Aluminium Corporation of China / Chalco,Aluminium France,7592.2,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
161,Siége,65% aluminium,T4->T3,Aluminium Corporation of China / Chalco,thyssenkrupp Materials France,7662.5,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
161,Siége,65% aluminium,T4->T3,Hindalco Industries,Euralliage Ile de France,7333.4,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
161,Siége,65% aluminium,T4->T3,Hindalco Industries,Aluminium France,7256.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
161,Siége,65% aluminium,T4->T3,Hindalco Industries,thyssenkrupp Materials France,7375.5,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
161,Siége,65% aluminium,T4->T3,Rio Tinto Alma Works,Euralliage Ile de France,5200.8,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
161,Siége,65% aluminium,T4->T3,Rio Tinto Alma Works,Aluminium France,5339.3,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
161,Siége,65% aluminium,T4->T3,Rio Tinto Alma Works,thyssenkrupp Materials France,5179.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
161,Siége,65% aluminium,T4->T3,Rio Tinto Fer et Titane,Euralliage Ile de France,5444.3,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
161,Siége,65% aluminium,T4->T3,Rio Tinto Fer et Titane,Aluminium France,5580.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
161,Siége,65% aluminium,T4->T3,Rio Tinto Fer et Titane,thyssenkrupp Materials France,5421.6,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
161,Siége,65% aluminium,T3->T2,Euralliage Ile de France,JAMCO Aircraft Interiors - Niigata - internal machining/forming process,9453.8,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
161,Siége,65% aluminium,T3->T2,Aluminium France,JAMCO Aircraft Interiors - Niigata - internal machining/forming process,9493.4,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
161,Siége,65% aluminium,T3->T2,thyssenkrupp Materials France,JAMCO Aircraft Interiors - Niigata - internal machining/forming process,9495.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
161,Siége,65% aluminium,T2->T1,JAMCO Aircraft Interiors - Niigata - internal machining/forming process,JAMCO Aircraft Interiors - Niigata,0.0,internal,high,internal process colocated with downstream T1
161,Siége,65% aluminium,T2->T1,JAMCO Aircraft Interiors - Niigata - internal machining/forming process,JAMCO Aircraft Interiors - Miyazaki,1002.6,internal,high,internal process colocated with downstream T1
161,Siége,65% aluminium,T2->T1,JAMCO Aircraft Interiors - Niigata - internal machining/forming process,JAMCO Philippines Inc.,3142.8,internal,high,internal process colocated with downstream T1
161,Siége,65% aluminium,T2->T1,JAMCO Aircraft Interiors - Niigata - internal machining/forming process,J&C Aero,7960.9,internal,high,internal process colocated with downstream T1
161,Siége,65% aluminium,T1->OEM,JAMCO Aircraft Interiors - Niigata,Safran Seats / Safran internal group,9489.6,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
161,Siége,65% aluminium,T1->OEM,JAMCO Aircraft Interiors - Miyazaki,Safran Seats / Safran internal group,9734.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
161,Siége,65% aluminium,T1->OEM,JAMCO Philippines Inc.,Safran Seats / Safran internal group,10691.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
161,Siége,65% aluminium,T1->OEM,J&C Aero,Safran Seats / Safran internal group,1722.2,truck|rail,medium,European long regional lane; rail/truck baseline
162,Siége,"16 % Tissu, mousse, polyéthylène",T4->T3,BASF,"Zhejiang Yuxin Textile Co.,Ltd.",8876.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
162,Siége,"16 % Tissu, mousse, polyéthylène",T4->T3,BASF,Toray Textiles - Tokai Plant,9309.3,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
162,Siége,"16 % Tissu, mousse, polyéthylène",T4->T3,BASF,Huddersfield Textiles,844.1,truck|rail,medium,European long regional lane; rail/truck baseline
162,Siége,"16 % Tissu, mousse, polyéthylène",T4->T3,BASF,DIATEX,490.7,truck,medium_high,regional lane under 800 km
162,Siége,"16 % Tissu, mousse, polyéthylène",T4->T3,BASF,Groupe SAGAERT,441.4,truck,medium_high,regional lane under 800 km
162,Siége,"16 % Tissu, mousse, polyéthylène",T4->T3,BASF,ASD Textiles,447.5,truck,medium_high,regional lane under 800 km
162,Siége,"16 % Tissu, mousse, polyéthylène",T4->T3,BASF,TELATEX,220.2,truck,medium_high,regional lane under 800 km
162,Siége,"16 % Tissu, mousse, polyéthylène",T4->T3,Bayer,"Zhejiang Yuxin Textile Co.,Ltd.",8479.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
162,Siége,"16 % Tissu, mousse, polyéthylène",T4->T3,Bayer,Toray Textiles - Tokai Plant,8941.5,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
162,Siége,"16 % Tissu, mousse, polyéthylène",T4->T3,Bayer,Huddersfield Textiles,1088.5,truck|rail,medium,European long regional lane; rail/truck baseline
162,Siége,"16 % Tissu, mousse, polyéthylène",T4->T3,Bayer,DIATEX,863.5,truck|rail,medium,European long regional lane; rail/truck baseline
162,Siége,"16 % Tissu, mousse, polyéthylène",T4->T3,Bayer,Groupe SAGAERT,785.9,truck,medium_high,regional lane under 800 km
162,Siége,"16 % Tissu, mousse, polyéthylène",T4->T3,Bayer,ASD Textiles,836.4,truck|rail,medium,European long regional lane; rail/truck baseline
162,Siége,"16 % Tissu, mousse, polyéthylène",T4->T3,Bayer,TELATEX,607.4,truck,medium_high,regional lane under 800 km
162,Siége,"16 % Tissu, mousse, polyéthylène",T3->T2,"Zhejiang Yuxin Textile Co.,Ltd.",DuPont de Nemours,12231.1,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
162,Siége,"16 % Tissu, mousse, polyéthylène",T3->T2,"Zhejiang Yuxin Textile Co.,Ltd.",LATIM,9269.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
162,Siége,"16 % Tissu, mousse, polyéthylène",T3->T2,"Zhejiang Yuxin Textile Co.,Ltd.",Ensinger,8917.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
162,Siége,"16 % Tissu, mousse, polyéthylène",T3->T2,Toray Textiles - Tokai Plant,DuPont de Nemours,11198.1,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
162,Siége,"16 % Tissu, mousse, polyéthylène",T3->T2,Toray Textiles - Tokai Plant,LATIM,9643.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
162,Siége,"16 % Tissu, mousse, polyéthylène",T3->T2,Toray Textiles - Tokai Plant,Ensinger,9374.3,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
162,Siége,"16 % Tissu, mousse, polyéthylène",T3->T2,Huddersfield Textiles,DuPont de Nemours,5855.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
162,Siége,"16 % Tissu, mousse, polyéthylène",T3->T2,Huddersfield Textiles,LATIM,630.9,truck,medium_high,regional lane under 800 km
162,Siége,"16 % Tissu, mousse, polyéthylène",T3->T2,Huddersfield Textiles,Ensinger,935.0,truck|rail,medium,European long regional lane; rail/truck baseline
162,Siége,"16 % Tissu, mousse, polyéthylène",T3->T2,DIATEX,DuPont de Nemours,6599.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
162,Siége,"16 % Tissu, mousse, polyéthylène",T3->T2,DIATEX,LATIM,366.6,truck,medium_high,regional lane under 800 km
162,Siége,"16 % Tissu, mousse, polyéthylène",T3->T2,DIATEX,Ensinger,425.0,truck,medium_high,regional lane under 800 km
162,Siége,"16 % Tissu, mousse, polyéthylène",T3->T2,Groupe SAGAERT,DuPont de Nemours,6237.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
162,Siége,"16 % Tissu, mousse, polyéthylène",T3->T2,Groupe SAGAERT,LATIM,204.6,truck,medium_high,regional lane under 800 km
162,Siége,"16 % Tissu, mousse, polyéthylène",T3->T2,Groupe SAGAERT,Ensinger,509.8,truck,medium_high,regional lane under 800 km
162,Siége,"16 % Tissu, mousse, polyéthylène",T3->T2,ASD Textiles,DuPont de Nemours,6285.4,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
162,Siége,"16 % Tissu, mousse, polyéthylène",T3->T2,ASD Textiles,LATIM,40.1,truck,medium_high,regional lane under 800 km
162,Siége,"16 % Tissu, mousse, polyéthylène",T3->T2,ASD Textiles,Ensinger,479.8,truck,medium_high,regional lane under 800 km
162,Siége,"16 % Tissu, mousse, polyéthylène",T3->T2,TELATEX,DuPont de Nemours,6628.3,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
162,Siége,"16 % Tissu, mousse, polyéthylène",T3->T2,TELATEX,LATIM,315.3,truck,medium_high,regional lane under 800 km
162,Siége,"16 % Tissu, mousse, polyéthylène",T3->T2,TELATEX,Ensinger,174.2,truck,medium_high,regional lane under 800 km
162,Siége,"16 % Tissu, mousse, polyéthylène",T2->T1,DuPont de Nemours,JAMCO Aircraft Interiors - Niigata,10811.2,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
162,Siége,"16 % Tissu, mousse, polyéthylène",T2->T1,DuPont de Nemours,JAMCO Aircraft Interiors - Miyazaki,11745.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
162,Siége,"16 % Tissu, mousse, polyéthylène",T2->T1,DuPont de Nemours,JAMCO Philippines Inc.,13866.8,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
162,Siége,"16 % Tissu, mousse, polyéthylène",T2->T1,DuPont de Nemours,J&C Aero,7422.1,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
162,Siége,"16 % Tissu, mousse, polyéthylène",T2->T1,LATIM,JAMCO Aircraft Interiors - Niigata,9479.0,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
162,Siége,"16 % Tissu, mousse, polyéthylène",T2->T1,LATIM,JAMCO Aircraft Interiors - Miyazaki,9717.1,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
162,Siége,"16 % Tissu, mousse, polyéthylène",T2->T1,LATIM,JAMCO Philippines Inc.,10661.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
162,Siége,"16 % Tissu, mousse, polyéthylène",T2->T1,LATIM,J&C Aero,1692.0,truck|rail,medium,European long regional lane; rail/truck baseline
162,Siége,"16 % Tissu, mousse, polyéthylène",T2->T1,Ensinger,JAMCO Aircraft Interiors - Niigata,9231.0,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
162,Siége,"16 % Tissu, mousse, polyéthylène",T2->T1,Ensinger,JAMCO Aircraft Interiors - Miyazaki,9412.3,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
162,Siége,"16 % Tissu, mousse, polyéthylène",T2->T1,Ensinger,JAMCO Philippines Inc.,10266.8,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
162,Siége,"16 % Tissu, mousse, polyéthylène",T2->T1,Ensinger,J&C Aero,1321.5,truck|rail,medium,European long regional lane; rail/truck baseline
162,Siége,"16 % Tissu, mousse, polyéthylène",T1->OEM,JAMCO Aircraft Interiors - Niigata,Safran Seats / Safran internal group,9489.6,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
162,Siége,"16 % Tissu, mousse, polyéthylène",T1->OEM,JAMCO Aircraft Interiors - Miyazaki,Safran Seats / Safran internal group,9734.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
162,Siége,"16 % Tissu, mousse, polyéthylène",T1->OEM,JAMCO Philippines Inc.,Safran Seats / Safran internal group,10691.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
162,Siége,"16 % Tissu, mousse, polyéthylène",T1->OEM,J&C Aero,Safran Seats / Safran internal group,1722.2,truck|rail,medium,European long regional lane; rail/truck baseline
163,Siége,11% Moulage plastique,T4->T3,Mitsubishi Chemical,Toray Industries,223.5,truck,medium_high,regional lane under 800 km
163,Siége,11% Moulage plastique,T4->T3,Mitsubishi Chemical,EXSTO / Baule-Exsto Polymere,9960.3,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
163,Siége,11% Moulage plastique,T4->T3,BASF,Toray Industries,9329.2,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
163,Siége,11% Moulage plastique,T4->T3,BASF,EXSTO / Baule-Exsto Polymere,553.6,truck,medium_high,regional lane under 800 km
163,Siége,11% Moulage plastique,T3->T2,Toray Industries,Krohne,8936.5,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
163,Siége,11% Moulage plastique,T3->T2,Toray Industries,DuPont de Nemours,11204.8,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
163,Siége,11% Moulage plastique,T3->T2,Toray Industries,Ensinger,9394.3,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
163,Siége,11% Moulage plastique,T3->T2,Toray Industries,Plastitek,9588.4,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
163,Siége,11% Moulage plastique,T3->T2,EXSTO / Baule-Exsto Polymere,Krohne,936.2,truck|rail,medium,European long regional lane; rail/truck baseline
163,Siége,11% Moulage plastique,T3->T2,EXSTO / Baule-Exsto Polymere,DuPont de Nemours,6646.6,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
163,Siége,11% Moulage plastique,T3->T2,EXSTO / Baule-Exsto Polymere,Ensinger,477.5,truck,medium_high,regional lane under 800 km
163,Siége,11% Moulage plastique,T3->T2,EXSTO / Baule-Exsto Polymere,Plastitek,602.1,truck,medium_high,regional lane under 800 km
163,Siége,11% Moulage plastique,T2->T1,Krohne,JAMCO Aircraft Interiors - Niigata,8777.8,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
163,Siége,11% Moulage plastique,T2->T1,DuPont de Nemours,JAMCO Aircraft Interiors - Niigata,10811.2,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
163,Siége,11% Moulage plastique,T2->T1,Ensinger,JAMCO Aircraft Interiors - Niigata,9231.0,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
163,Siége,11% Moulage plastique,T2->T1,Plastitek,JAMCO Aircraft Interiors - Niigata,9396.3,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
163,Siége,11% Moulage plastique,T1->OEM,JAMCO Aircraft Interiors - Niigata,Safran Seats / Safran internal group,9489.6,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
164,Siége,"8% autre (silicium, cuirs synthétique)",T4->T3,BASF,"Zhejiang Yuxin Textile Co.,Ltd.",8876.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
164,Siége,"8% autre (silicium, cuirs synthétique)",T4->T3,BASF,Toray Textiles - Tokai Plant,9309.3,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
164,Siége,"8% autre (silicium, cuirs synthétique)",T4->T3,BASF,Huddersfield Textiles,844.1,truck|rail,medium,European long regional lane; rail/truck baseline
164,Siége,"8% autre (silicium, cuirs synthétique)",T4->T3,Bayer,"Zhejiang Yuxin Textile Co.,Ltd.",8479.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
164,Siége,"8% autre (silicium, cuirs synthétique)",T4->T3,Bayer,Toray Textiles - Tokai Plant,8941.5,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
164,Siége,"8% autre (silicium, cuirs synthétique)",T4->T3,Bayer,Huddersfield Textiles,1088.5,truck|rail,medium,European long regional lane; rail/truck baseline
164,Siége,"8% autre (silicium, cuirs synthétique)",T3->T2,"Zhejiang Yuxin Textile Co.,Ltd.",DuPont de Nemours,12231.1,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
164,Siége,"8% autre (silicium, cuirs synthétique)",T3->T2,"Zhejiang Yuxin Textile Co.,Ltd.",LATIM,9269.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
164,Siége,"8% autre (silicium, cuirs synthétique)",T3->T2,"Zhejiang Yuxin Textile Co.,Ltd.",Ensinger,8917.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
164,Siége,"8% autre (silicium, cuirs synthétique)",T3->T2,Toray Textiles - Tokai Plant,DuPont de Nemours,11198.1,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
164,Siége,"8% autre (silicium, cuirs synthétique)",T3->T2,Toray Textiles - Tokai Plant,LATIM,9643.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
164,Siége,"8% autre (silicium, cuirs synthétique)",T3->T2,Toray Textiles - Tokai Plant,Ensinger,9374.3,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
164,Siége,"8% autre (silicium, cuirs synthétique)",T3->T2,Huddersfield Textiles,DuPont de Nemours,5855.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
164,Siége,"8% autre (silicium, cuirs synthétique)",T3->T2,Huddersfield Textiles,LATIM,630.9,truck,medium_high,regional lane under 800 km
164,Siége,"8% autre (silicium, cuirs synthétique)",T3->T2,Huddersfield Textiles,Ensinger,935.0,truck|rail,medium,European long regional lane; rail/truck baseline
164,Siége,"8% autre (silicium, cuirs synthétique)",T2->T1,DuPont de Nemours,JAMCO Aircraft Interiors - Niigata,10811.2,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
164,Siége,"8% autre (silicium, cuirs synthétique)",T2->T1,DuPont de Nemours,JAMCO Aircraft Interiors - Miyazaki,11745.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
164,Siége,"8% autre (silicium, cuirs synthétique)",T2->T1,DuPont de Nemours,JAMCO Philippines Inc.,13866.8,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
164,Siége,"8% autre (silicium, cuirs synthétique)",T2->T1,DuPont de Nemours,J&C Aero,7422.1,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
164,Siége,"8% autre (silicium, cuirs synthétique)",T2->T1,LATIM,JAMCO Aircraft Interiors - Niigata,9479.0,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
164,Siége,"8% autre (silicium, cuirs synthétique)",T2->T1,LATIM,JAMCO Aircraft Interiors - Miyazaki,9717.1,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
164,Siége,"8% autre (silicium, cuirs synthétique)",T2->T1,LATIM,JAMCO Philippines Inc.,10661.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
164,Siége,"8% autre (silicium, cuirs synthétique)",T2->T1,LATIM,J&C Aero,1692.0,truck|rail,medium,European long regional lane; rail/truck baseline
164,Siége,"8% autre (silicium, cuirs synthétique)",T2->T1,Ensinger,JAMCO Aircraft Interiors - Niigata,9231.0,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
164,Siége,"8% autre (silicium, cuirs synthétique)",T2->T1,Ensinger,JAMCO Aircraft Interiors - Miyazaki,9412.3,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
164,Siége,"8% autre (silicium, cuirs synthétique)",T2->T1,Ensinger,JAMCO Philippines Inc.,10266.8,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
164,Siége,"8% autre (silicium, cuirs synthétique)",T2->T1,Ensinger,J&C Aero,1321.5,truck|rail,medium,European long regional lane; rail/truck baseline
164,Siége,"8% autre (silicium, cuirs synthétique)",T1->OEM,JAMCO Aircraft Interiors - Niigata,Safran Seats / Safran internal group,9489.6,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
164,Siége,"8% autre (silicium, cuirs synthétique)",T1->OEM,JAMCO Aircraft Interiors - Miyazaki,Safran Seats / Safran internal group,9734.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
164,Siége,"8% autre (silicium, cuirs synthétique)",T1->OEM,JAMCO Philippines Inc.,Safran Seats / Safran internal group,10691.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
164,Siége,"8% autre (silicium, cuirs synthétique)",T1->OEM,J&C Aero,Safran Seats / Safran internal group,1722.2,truck|rail,medium,European long regional lane; rail/truck baseline
165,Siége,"16 % Tissu, mousse",T4->T3,BASF,"Zhejiang Yuxin Textile Co.,Ltd.",8876.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
165,Siége,"16 % Tissu, mousse",T4->T3,BASF,Toray Textiles - Tokai Plant,9309.3,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
165,Siége,"16 % Tissu, mousse",T4->T3,BASF,Huddersfield Textiles,844.1,truck|rail,medium,European long regional lane; rail/truck baseline
165,Siége,"16 % Tissu, mousse",T4->T3,BASF,DIATEX,490.7,truck,medium_high,regional lane under 800 km
165,Siége,"16 % Tissu, mousse",T4->T3,BASF,Groupe SAGAERT,441.4,truck,medium_high,regional lane under 800 km
165,Siége,"16 % Tissu, mousse",T4->T3,BASF,ASD Textiles,447.5,truck,medium_high,regional lane under 800 km
165,Siége,"16 % Tissu, mousse",T4->T3,BASF,TELATEX,220.2,truck,medium_high,regional lane under 800 km
165,Siége,"16 % Tissu, mousse",T4->T3,Bayer,"Zhejiang Yuxin Textile Co.,Ltd.",8479.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
165,Siége,"16 % Tissu, mousse",T4->T3,Bayer,Toray Textiles - Tokai Plant,8941.5,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
165,Siége,"16 % Tissu, mousse",T4->T3,Bayer,Huddersfield Textiles,1088.5,truck|rail,medium,European long regional lane; rail/truck baseline
165,Siége,"16 % Tissu, mousse",T4->T3,Bayer,DIATEX,863.5,truck|rail,medium,European long regional lane; rail/truck baseline
165,Siége,"16 % Tissu, mousse",T4->T3,Bayer,Groupe SAGAERT,785.9,truck,medium_high,regional lane under 800 km
165,Siége,"16 % Tissu, mousse",T4->T3,Bayer,ASD Textiles,836.4,truck|rail,medium,European long regional lane; rail/truck baseline
165,Siége,"16 % Tissu, mousse",T4->T3,Bayer,TELATEX,607.4,truck,medium_high,regional lane under 800 km
165,Siége,"16 % Tissu, mousse",T3->T2,"Zhejiang Yuxin Textile Co.,Ltd.",DuPont de Nemours,12231.1,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
165,Siége,"16 % Tissu, mousse",T3->T2,"Zhejiang Yuxin Textile Co.,Ltd.",LATIM,9269.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
165,Siége,"16 % Tissu, mousse",T3->T2,"Zhejiang Yuxin Textile Co.,Ltd.",Ensinger,8917.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
165,Siége,"16 % Tissu, mousse",T3->T2,Toray Textiles - Tokai Plant,DuPont de Nemours,11198.1,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
165,Siége,"16 % Tissu, mousse",T3->T2,Toray Textiles - Tokai Plant,LATIM,9643.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
165,Siége,"16 % Tissu, mousse",T3->T2,Toray Textiles - Tokai Plant,Ensinger,9374.3,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
165,Siége,"16 % Tissu, mousse",T3->T2,Huddersfield Textiles,DuPont de Nemours,5855.9,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
165,Siége,"16 % Tissu, mousse",T3->T2,Huddersfield Textiles,LATIM,630.9,truck,medium_high,regional lane under 800 km
165,Siége,"16 % Tissu, mousse",T3->T2,Huddersfield Textiles,Ensinger,935.0,truck|rail,medium,European long regional lane; rail/truck baseline
165,Siége,"16 % Tissu, mousse",T3->T2,DIATEX,DuPont de Nemours,6599.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
165,Siége,"16 % Tissu, mousse",T3->T2,DIATEX,LATIM,366.6,truck,medium_high,regional lane under 800 km
165,Siége,"16 % Tissu, mousse",T3->T2,DIATEX,Ensinger,425.0,truck,medium_high,regional lane under 800 km
165,Siége,"16 % Tissu, mousse",T3->T2,Groupe SAGAERT,DuPont de Nemours,6237.7,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
165,Siége,"16 % Tissu, mousse",T3->T2,Groupe SAGAERT,LATIM,204.6,truck,medium_high,regional lane under 800 km
165,Siége,"16 % Tissu, mousse",T3->T2,Groupe SAGAERT,Ensinger,509.8,truck,medium_high,regional lane under 800 km
165,Siége,"16 % Tissu, mousse",T3->T2,ASD Textiles,DuPont de Nemours,6285.4,truck|ship,medium,intercontinental or very long lane; sea/truck baseline
