record_index,system,component,family,mass_kg,source_mass_kg,fallback_path_count,best_fallback_class,fallback_class_counts,scenario_type,scenario_id,disrupted_role,disrupted_supplier,disrupted_edge,from_name,to_name,disrupted_mode
60,Renfort tubulaire,acier,steel,0.003,0.003,320,candidate_requires_allocation_and_qualification,candidate_requires_material_certificate=256;candidate_requires_allocation_and_qualification=64,supplier_disruption,supplier::T1::ESPACE,T1,ESPACE,,,,
61,Stowage assemblé avec porte,acier,steel,0.094358,0.0943581,320,candidate_requires_allocation_and_qualification,candidate_requires_material_certificate=256;candidate_requires_allocation_and_qualification=64,supplier_disruption,supplier::T1::ESPACE,T1,ESPACE,,,,
62,Structure ottoman horizontale,acier,steel,0.066644,0.0666443,320,candidate_requires_allocation_and_qualification,candidate_requires_material_certificate=256;candidate_requires_allocation_and_qualification=64,supplier_disruption,supplier::T1::ESPACE,T1,ESPACE,,,,
63,Support écran,acier,steel,0.05736,0.05736,320,candidate_requires_allocation_and_qualification,candidate_requires_material_certificate=256;candidate_requires_allocation_and_qualification=64,supplier_disruption,supplier::T1::ESPACE,T1,ESPACE,,,,
64,Support équipé,acier,steel,0.003,0.003,320,candidate_requires_allocation_and_qualification,candidate_requires_material_certificate=256;candidate_requires_allocation_and_qualification=64,supplier_disruption,supplier::T1::ESPACE,T1,ESPACE,,,,
65,Support manchette équipée,acier,steel,0.006,0.006,320,candidate_requires_allocation_and_qualification,candidate_requires_material_certificate=256;candidate_requires_allocation_and_qualification=64,supplier_disruption,supplier::T1::ESPACE,T1,ESPACE,,,,
69,Ens. Structure fauteuil,A5086 - Aluminium,aluminium,0.458,0.458,135,candidate_requires_t1_t2_pairing,candidate_requires_t1_t2_pairing=135,supplier_disruption,supplier::T1::ESPACE,T1,ESPACE,,,,
72,Ens. Structure fauteuil,acier,steel,1.687,1.687,320,candidate_requires_allocation_and_qualification,candidate_requires_material_certificate=256;candidate_requires_allocation_and_qualification=64,supplier_disruption,supplier::T1::ESPACE,T1,ESPACE,,,,
103,Capot NFC,kydex,polymer_plastic,0.069,0.069,360,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=360,supplier_disruption,supplier::T1::ESPACE,T1,ESPACE,,,,
104,Coussin ottoman,kydex,polymer_plastic,0.037,0.037,360,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=360,supplier_disruption,supplier::T1::ESPACE,T1,ESPACE,,,,
105,Ens. Stowage latéral,kydex,polymer_plastic,1.161,1.161,360,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=360,supplier_disruption,supplier::T1::ESPACE,T1,ESPACE,,,,
106,Ensemble porte,kydex,polymer_plastic,1.384,1.384,360,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=360,supplier_disruption,supplier::T1::ESPACE,T1,ESPACE,,,,
107,Ens. Tablette cocktail,kydex,polymer_plastic,0.715,0.715,360,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=360,supplier_disruption,supplier::T1::ESPACE,T1,ESPACE,,,,
108,Ens. Tablette repas,kydex,polymer_plastic,0.059,0.059,360,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=360,supplier_disruption,supplier::T1::ESPACE,T1,ESPACE,,,,
109,Stowage assemblé avec porte,kydex,polymer_plastic,0.226,0.226,360,candidate_requires_allocation_and_qualification,candidate_requires_allocation_and_qualification=360,supplier_disruption,supplier::T1::ESPACE,T1,ESPACE,,,,
122,Ens. Structure fixe,acier,steel,1.432647,1.4326471,320,candidate_requires_allocation_and_qualification,candidate_requires_material_certificate=256;candidate_requires_allocation_and_qualification=64,supplier_disruption,supplier::T1::ESPACE,T1,ESPACE,,,,
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,0.022,48,candidate_requires_t1_t2_pairing,candidate_requires_t1_t2_pairing=32;candidate_requires_material_certificate=16,supplier_disruption,supplier::T4::Saarstahl,T4,Saarstahl,,,,
13,Accoudoir allée,30NCD6 (nickel-chrome- molibdene),steel,0.027,0.027,48,candidate_requires_t1_t2_pairing,candidate_requires_t1_t2_pairing=32;candidate_requires_material_certificate=16,supplier_disruption,supplier::T4::Saarstahl,T4,Saarstahl,,,,
14,Ens. Palette optimisée,35NC6 (nickel-chrome),steel,0.660743,0.660743,0,no_topology_fallback,,supplier_disruption,supplier::T4::Saarstahl,T4,Saarstahl,,,,
15,Ens. Equipements latéraux,acier,steel,0.099645,0.0996449,272,candidate_requires_material_certificate,candidate_requires_material_certificate=272,supplier_disruption,supplier::T4::Saarstahl,T4,Saarstahl,,,,
16,Stowage assemblé avec porte,35NC6 (nickel-chrome),steel,0.008,0.008,0,no_topology_fallback,,supplier_disruption,supplier::T4::Saarstahl,T4,Saarstahl,,,,
33,Ens. Structure fauteuil,4140 (acier),steel,0.002,0.002,48,candidate_requires_t1_t2_pairing,candidate_requires_t1_t2_pairing=36;candidate_requires_material_certificate=12,supplier_disruption,supplier::T4::Saarstahl,T4,Saarstahl,,,,
45,Ceinture de sécurité,acier,steel,0.72,0.72,17,candidate_requires_material_certificate,candidate_requires_material_certificate=17,supplier_disruption,supplier::T4::Saarstahl,T4,Saarstahl,,,,
46,Support clamps,acier,steel,1.284,1.284,272,candidate_requires_material_certificate,candidate_requires_material_certificate=272,supplier_disruption,supplier::T4::Saarstahl,T4,Saarstahl,,,,
47,Accoudoir allée,acier,steel,0.709677,0.7096766,272,candidate_requires_material_certificate,candidate_requires_material_certificate=272,supplier_disruption,supplier::T4::Saarstahl,T4,Saarstahl,,,,
48,Bumper version porte,acier,steel,0.024,0.024,272,candidate_requires_material_certificate,candidate_requires_material_certificate=272,supplier_disruption,supplier::T4::Saarstahl,T4,Saarstahl,,,,
49,Ens. Stowage latéral,acier,steel,0.015198,0.0151984,272,candidate_requires_material_certificate,candidate_requires_material_certificate=272,supplier_disruption,supplier::T4::Saarstahl,T4,Saarstahl,,,,
51,Ens. Structure fauteuil,35NC6 (nickel-chrome),steel,1.417,1.417,0,no_topology_fallback,,supplier_disruption,supplier::T4::Saarstahl,T4,Saarstahl,,,,
52,Ens. Palette optimisée,acier,steel,0.58,0.58,272,candidate_requires_material_certificate,candidate_requires_material_certificate=272,supplier_disruption,supplier::T4::Saarstahl,T4,Saarstahl,,,,
53,Ensemble porte,acier,steel,0.043076,0.0430761,272,candidate_requires_material_certificate,candidate_requires_material_certificate=272,supplier_disruption,supplier::T4::Saarstahl,T4,Saarstahl,,,,
56,Ens. Tablette cocktail,acier,steel,1.133,1.133,272,candidate_requires_material_certificate,candidate_requires_material_certificate=272,supplier_disruption,supplier::T4::Saarstahl,T4,Saarstahl,,,,
57,Ens. Tablette repas,acier,steel,0.1165,0.1165,272,candidate_requires_material_certificate,candidate_requires_material_certificate=272,supplier_disruption,supplier::T4::Saarstahl,T4,Saarstahl,,,,
58,Habillage sous fauteuil,acier,steel,0.027092,0.0270916,272,candidate_requires_material_certificate,candidate_requires_material_certificate=272,supplier_disruption,supplier::T4::Saarstahl,T4,Saarstahl,,,,
59,Manchette équipée,acier,steel,0.019149,0.0191495,272,candidate_requires_material_certificate,candidate_requires_material_certificate=272,supplier_disruption,supplier::T4::Saarstahl,T4,Saarstahl,,,,
60,Renfort tubulaire,acier,steel,0.003,0.003,272,candidate_requires_material_certificate,candidate_requires_material_certificate=272,supplier_disruption,supplier::T4::Saarstahl,T4,Saarstahl,,,,
61,Stowage assemblé avec porte,acier,steel,0.094358,0.0943581,272,candidate_requires_material_certificate,candidate_requires_material_certificate=272,supplier_disruption,supplier::T4::Saarstahl,T4,Saarstahl,,,,
62,Structure ottoman horizontale,acier,steel,0.066644,0.0666443,272,candidate_requires_material_certificate,candidate_requires_material_certificate=272,supplier_disruption,supplier::T4::Saarstahl,T4,Saarstahl,,,,
63,Support écran,acier,steel,0.05736,0.05736,272,candidate_requires_material_certificate,candidate_requires_material_certificate=272,supplier_disruption,supplier::T4::Saarstahl,T4,Saarstahl,,,,
64,Support équipé,acier,steel,0.003,0.003,272,candidate_requires_material_certificate,candidate_requires_material_certificate=272,supplier_disruption,supplier::T4::Saarstahl,T4,Saarstahl,,,,
65,Support manchette équipée,acier,steel,0.006,0.006,272,candidate_requires_material_certificate,candidate_requires_material_certificate=272,supplier_disruption,supplier::T4::Saarstahl,T4,Saarstahl,,,,
72,Ens. Structure fauteuil,acier,steel,1.687,1.687,272,candidate_requires_material_certificate,candidate_requires_material_certificate=272,supplier_disruption,supplier::T4::Saarstahl,T4,Saarstahl,,,,
81,Ens. Structure fauteuil,inox,steel,0.045,0.045,160,candidate_requires_t1_t2_pairing,candidate_requires_t1_t2_pairing=144;candidate_requires_material_certificate=16,supplier_disruption,supplier::T4::Saarstahl,T4,Saarstahl,,,,
94,Accoudoir allée,inox,steel,0.018054,0.018054,160,candidate_requires_t1_t2_pairing,candidate_requires_t1_t2_pairing=144;candidate_requires_material_certificate=16,supplier_disruption,supplier::T4::Saarstahl,T4,Saarstahl,,,,
95,Ens. Palette optimisée,inox,steel,0.023743,0.023743,160,candidate_requires_t1_t2_pairing,candidate_requires_t1_t2_pairing=144;candidate_requires_material_certificate=16,supplier_disruption,supplier::T4::Saarstahl,T4,Saarstahl,,,,
96,Ensemble porte,inox,steel,0.004759,0.0047592,160,candidate_requires_t1_t2_pairing,candidate_requires_t1_t2_pairing=144;candidate_requires_material_certificate=16,supplier_disruption,supplier::T4::Saarstahl,T4,Saarstahl,,,,
98,Ens. Tablette cocktail,inox,steel,0.012,0.012,160,candidate_requires_t1_t2_pairing,candidate_requires_t1_t2_pairing=144;candidate_requires_material_certificate=16,supplier_disruption,supplier::T4::Saarstahl,T4,Saarstahl,,,,
99,Ens. Tablette repas,inox,steel,0.014,0.014,160,candidate_requires_t1_t2_pairing,candidate_requires_t1_t2_pairing=144;candidate_requires_material_certificate=16,supplier_disruption,supplier::T4::Saarstahl,T4,Saarstahl,,,,
100,Ens. Têtière,inox,steel,0.001,0.001,160,candidate_requires_t1_t2_pairing,candidate_requires_t1_t2_pairing=144;candidate_requires_material_certificate=16,supplier_disruption,supplier::T4::Saarstahl,T4,Saarstahl,,,,
101,Stowage assemblé avec porte,inox,steel,0.00928,0.00928,160,candidate_requires_t1_t2_pairing,candidate_requires_t1_t2_pairing=144;candidate_requires_material_certificate=16,supplier_disruption,supplier::T4::Saarstahl,T4,Saarstahl,,,,
102,Support écran,inox,steel,0.014,0.014,160,candidate_requires_t1_t2_pairing,candidate_requires_t1_t2_pairing=144;candidate_requires_material_certificate=16,supplier_disruption,supplier::T4::Saarstahl,T4,Saarstahl,,,,
116,Ens. Structure fixe,35NC6 (nickel-chrome),steel,0.029,0.029,0,no_topology_fallback,,supplier_disruption,supplier::T4::Saarstahl,T4,Saarstahl,,,,
122,Ens. Structure fixe,acier,steel,1.432647,1.4326471,272,candidate_requires_material_certificate,candidate_requires_material_certificate=272,supplier_disruption,supplier::T4::Saarstahl,T4,Saarstahl,,,,
138,Ens. Structure fixe,inox,steel,0.027,0.027,160,candidate_requires_t1_t2_pairing,candidate_requires_t1_t2_pairing=144;candidate_requires_material_certificate=16,supplier_disruption,supplier::T4::Saarstahl,T4,Saarstahl,,,,
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",steel,0.022,0.022,45,candidate_requires_allocation_and_qualification,candidate_requires_t1_t2_pairing=30;candidate_requires_material_certificate=12;candidate_requires_allocation_and_qualification=3,supplier_disruption,supplier::T3::Aubert & Duval,T3,Aubert & Duval,,,,
13,Accoudoir allée,30NCD6 (nickel-chrome- molibdene),steel,0.027,0.027,45,candidate_requires_allocation_and_qualification,candidate_requires_t1_t2_pairing=30;candidate_requires_material_certificate=12;candidate_requires_allocation_and_qualification=3,supplier_disruption,supplier::T3::Aubert & Duval,T3,Aubert & Duval,,,,
15,Ens. Equipements latéraux,acier,steel,0.099645,0.0996449,255,candidate_requires_allocation_and_qualification,candidate_requires_material_certificate=204;candidate_requires_allocation_and_qualification=51,supplier_disruption,supplier::T3::Aubert & Duval,T3,Aubert & Duval,,,,
16,Stowage assemblé avec porte,35NC6 (nickel-chrome),steel,0.008,0.008,0,no_topology_fallback,,supplier_disruption,supplier::T3::Aubert & Duval,T3,Aubert & Duval,,,,
33,Ens. Structure fauteuil,4140 (acier),steel,0.002,0.002,48,candidate_requires_allocation_and_qualification,candidate_requires_t1_t2_pairing=36;candidate_requires_material_certificate=9;candidate_requires_allocation_and_qualification=3,supplier_disruption,supplier::T3::Aubert & Duval,T3,Aubert & Duval,,,,
45,Ceinture de sécurité,acier,steel,0.72,0.72,0,no_topology_fallback,,supplier_disruption,supplier::T3::Aubert & Duval,T3,Aubert & Duval,,,,
46,Support clamps,acier,steel,1.284,1.284,255,candidate_requires_allocation_and_qualification,candidate_requires_material_certificate=204;candidate_requires_allocation_and_qualification=51,supplier_disruption,supplier::T3::Aubert & Duval,T3,Aubert & Duval,,,,
47,Accoudoir allée,acier,steel,0.709677,0.7096766,255,candidate_requires_allocation_and_qualification,candidate_requires_material_certificate=204;candidate_requires_allocation_and_qualification=51,supplier_disruption,supplier::T3::Aubert & Duval,T3,Aubert & Duval,,,,
48,Bumper version porte,acier,steel,0.024,0.024,255,candidate_requires_allocation_and_qualification,candidate_requires_material_certificate=204;candidate_requires_allocation_and_qualification=51,supplier_disruption,supplier::T3::Aubert & Duval,T3,Aubert & Duval,,,,
49,Ens. Stowage latéral,acier,steel,0.015198,0.0151984,255,candidate_requires_allocation_and_qualification,candidate_requires_material_certificate=204;candidate_requires_allocation_and_qualification=51,supplier_disruption,supplier::T3::Aubert & Duval,T3,Aubert & Duval,,,,
51,Ens. Structure fauteuil,35NC6 (nickel-chrome),steel,1.417,1.417,0,no_topology_fallback,,supplier_disruption,supplier::T3::Aubert & Duval,T3,Aubert & Duval,,,,
52,Ens. Palette optimisée,acier,steel,0.58,0.58,255,candidate_requires_allocation_and_qualification,candidate_requires_material_certificate=204;candidate_requires_allocation_and_qualification=51,supplier_disruption,supplier::T3::Aubert & Duval,T3,Aubert & Duval,,,,
53,Ensemble porte,acier,steel,0.043076,0.0430761,255,candidate_requires_allocation_and_qualification,candidate_requires_material_certificate=204;candidate_requires_allocation_and_qualification=51,supplier_disruption,supplier::T3::Aubert & Duval,T3,Aubert & Duval,,,,
56,Ens. Tablette cocktail,acier,steel,1.133,1.133,255,candidate_requires_allocation_and_qualification,candidate_requires_material_certificate=204;candidate_requires_allocation_and_qualification=51,supplier_disruption,supplier::T3::Aubert & Duval,T3,Aubert & Duval,,,,
57,Ens. Tablette repas,acier,steel,0.1165,0.1165,255,candidate_requires_allocation_and_qualification,candidate_requires_material_certificate=204;candidate_requires_allocation_and_qualification=51,supplier_disruption,supplier::T3::Aubert & Duval,T3,Aubert & Duval,,,,
58,Habillage sous fauteuil,acier,steel,0.027092,0.0270916,255,candidate_requires_allocation_and_qualification,candidate_requires_material_certificate=204;candidate_requires_allocation_and_qualification=51,supplier_disruption,supplier::T3::Aubert & Duval,T3,Aubert & Duval,,,,
59,Manchette équipée,acier,steel,0.019149,0.0191495,255,candidate_requires_allocation_and_qualification,candidate_requires_material_certificate=204;candidate_requires_allocation_and_qualification=51,supplier_disruption,supplier::T3::Aubert & Duval,T3,Aubert & Duval,,,,
60,Renfort tubulaire,acier,steel,0.003,0.003,255,candidate_requires_allocation_and_qualification,candidate_requires_material_certificate=204;candidate_requires_allocation_and_qualification=51,supplier_disruption,supplier::T3::Aubert & Duval,T3,Aubert & Duval,,,,
