day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,warehouse_operating_cost_day,inventory_risk_cost_day,legacy_raw_holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty,estimated_source_ordered_qty,estimated_source_arrived_qty,estimated_source_rejected_qty,supplier_capacity_binding_qty
0,44.0,0.0,44.0,25716.3915,44.0,363.2827,852984.5459,1407.5014,1809.6446,804.2865,4021.4325,2001.3158,54.1267,0.0,0.0,0.0,0.0,25486.3441,0.0,0.0
1,52.25,52.5,43.75,25908.3915,41.8,195.9697,902417.5372,1503.3358,1932.8604,859.0491,4295.2453,881.2307,2.7272,0.0,0.0,0.0,0.0,25486.3441,0.0,0.0
2,57.75,31.5,70.0,25391.5915,54.56,151.0315,950876.6672,1598.7224,2055.5002,913.5556,4567.7782,707.1864,2.5121,0.0,0.0,0.0,0.0,25486.3441,0.0,0.0
3,66.0,136.0,0.0,25611.5915,63.712,187.7207,999039.491,1694.15,2178.1929,968.0857,4840.4287,889.0077,3.047,0.0,0.0,0.0,0.0,25486.3441,0.0,0.0
4,60.5,60.5,0.0,25499.1415,61.1424,83.3906,1047375.0162,1789.5098,2300.7984,1022.577,5112.8852,314.6309,1.9565,0.0,0.0,0.0,0.0,25486.3441,0.0,0.0
5,55.0,55.0,0.0,25625.4539,56.2285,72.9568,1096054.1965,1885.0155,2423.5914,1077.1517,5385.7587,268.5743,1.762,0.0,0.0,0.0,0.0,25486.3441,0.0,0.0
6,49.5,49.5,0.0,25471.6415,50.8457,62.0521,1144816.5956,1980.4729,2546.3222,1131.6988,5658.4939,221.0439,1.5541,0.0,0.0,0.0,0.0,25486.3441,0.0,0.0
7,44.0,44.0,0.0,25376.5515,45.3691,51.0533,1193296.3021,2075.5499,2668.5642,1186.0285,5930.1426,173.2187,1.3436,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
8,52.25,52.25,0.0,25429.242,50.8738,203.2033,1241442.676,2170.5579,2790.7173,1240.3188,6201.5939,788.9759,2.9661,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
9,57.75,57.75,0.0,25437.1179,56.3748,236.0833,1289333.0766,2265.4986,2912.7839,1294.5706,6472.8532,746.1826,3.3959,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
10,66.0,66.0,0.0,25643.7518,64.075,282.6853,1337059.6482,2360.5693,3035.0176,1348.8967,6744.4837,927.9945,4.0686,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
11,60.5,60.5,0.0,25517.8139,61.215,173.8414,1384891.8483,2455.5859,3157.1819,1403.1919,7015.9597,351.0161,2.9279,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
12,55.0,55.0,0.0,25625.967,56.243,156.0085,1433059.3235,2550.7056,3279.4786,1457.546,7287.7302,301.8402,2.653,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
13,49.5,49.5,0.0,25547.3916,50.8486,137.1279,1481393.7064,2645.7987,3401.7412,1511.885,7559.4248,251.087,2.3593,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
14,44.0,44.0,0.0,25382.961,45.3697,118.0378,1529812.8141,2740.8268,3523.9202,1566.1867,7830.9337,200.0185,2.062,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
15,52.25,52.25,0.0,25431.7484,50.8739,236.1908,1577928.7021,2835.8047,3646.0346,1620.4598,8102.2991,802.1761,3.3504,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
16,57.75,57.75,0.0,25535.0347,56.3748,236.0854,1625917.0164,2930.8638,3768.2534,1674.7793,8373.8965,746.1889,3.4563,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
17,66.0,66.0,0.0,25616.9692,64.075,282.6854,1673616.805,3025.896,3890.4378,1729.0835,8645.4173,927.9948,4.0719,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
18,60.5,60.5,0.0,25683.2937,61.215,173.8414,1721614.4849,3121.0175,4012.7368,1783.4386,8917.1928,351.0161,2.9279,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
19,55.0,55.0,0.0,24407.7936,56.243,156.0085,1768563.7867,3215.1566,4133.7728,1837.2324,9186.1618,301.8402,2.653,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
