day,M-1430 | item:038005,M-1430 | item:042342,M-1430 | item:333362,M-1430 | item:344135,M-1430 | item:708073,M-1430 | item:730384,M-1430 | item:734545,M-1430 | item:773474,M-1810 | item:001757,M-1810 | item:001848,M-1810 | item:001893,M-1810 | item:002612,M-1810 | item:016332,M-1810 | item:029313,M-1810 | item:039668,M-1810 | item:049371,M-1810 | item:055703,M-1810 | item:099439,M-1810 | item:338928,M-1810 | item:338929,M-1810 | item:426331,M-1810 | item:693055,M-1810 | item:693710
0,6.649687,22929.96,380.0,380.0,3.0134,80.56,3.04,3668.79284,0.610624,0.457968,2.900464,0.76328,0.183187,0.015266,0.015266,0.564827,0.030531,0.76328,376.0,376.0,4.136,152.656,622.048
1,6.271705,21626.5728,358.4,358.4,2.842112,75.9808,2.8672,3460.250931,0.574246,0.430685,2.72767,0.717808,0.172274,0.014356,0.014356,0.531178,0.028712,0.717808,353.6,353.6,3.8896,143.5616,627.2448
2,5.860124,20207.32896,334.88,334.88,2.655598,70.99456,2.67904,3233.171964,0.540987,0.40574,2.569688,0.676234,0.162296,0.013525,0.013525,0.500413,0.027049,0.676234,333.12,333.12,3.66432,135.24672,560.72576
3,5.422645,18698.77896,309.88,309.88,2.457348,69.93456,2.47904,2991.804014,0.505753,0.379314,2.402325,0.632191,0.151726,0.012644,0.012644,0.467821,0.027107,0.632191,311.424,311.424,3.425664,126.438144,629.531392
4,4.985165,17190.22896,284.88,308.4,2.259098,64.63456,2.27904,2750.436064,0.467525,0.350644,2.405879,0.584406,0.140257,0.011688,0.011688,0.46611,0.025195,0.584406,311.8848,311.8848,3.166733,116.881229,553.07607
5,4.547686,15681.67896,259.88,283.4,2.219448,59.33456,2.07904,2689.068114,0.426925,0.345138,2.213029,0.533656,0.128077,0.011583,0.010673,0.428555,0.023165,0.533656,286.8848,309.2848,2.891733,106.731229,618.8
6,4.925668,14353.12896,234.88,258.4,2.021198,54.03456,2.05184,2447.700164,0.419584,0.314688,2.020179,0.482906,0.115897,0.010568,0.009658,0.391,0.021135,0.573201,261.8848,284.2848,3.080669,96.581229,618.8
7,4.925668,12844.57896,209.88,233.4,1.994236,53.31376,1.85184,2206.332214,0.419584,0.340754,1.827329,0.432156,0.103717,0.009553,0.009618,0.38421,0.019105,0.573201,259.2848,259.2848,2.805669,96.175229,537.6
8,4.497078,11366.682619,185.387999,228.907999,1.800015,58.407696,1.655904,1969.868848,0.378984,0.310304,1.816061,0.429191,0.112429,0.008538,0.008603,0.346655,0.017075,0.522451,255.9808,278.304,2.7896,94.340109,618.8
9,4.103375,10009.084151,162.889598,206.409598,1.621603,64.238035,1.475917,1752.653138,0.373619,0.279854,1.623211,0.378441,0.100249,0.008497,0.008468,0.3091,0.015045,0.471701,251.4608,253.304,2.761,84.190109,537.6
10,4.53211,8772.092457,188.989918,185.909918,1.65729,59.892103,1.511919,1554.734508,0.374444,0.278693,1.607073,0.370296,0.110355,0.009215,0.008489,0.272308,0.014719,0.472732,226.968797,228.811997,2.755588,92.897671,539.249976
11,4.152379,7462.674918,192.289982,164.209982,1.48521,55.291716,1.69832,1345.227746,0.337906,0.338616,1.43352,0.464889,0.111573,0.008301,0.009363,0.271103,0.012892,0.42706,204.470397,206.313597,2.508106,83.76332,547.375171
12,3.740449,6042.22501,203.629995,165.669995,1.47695,55.601239,1.889987,1117.955807,0.340992,0.313647,1.635599,0.423275,0.101586,0.009499,0.00853,0.277863,0.011228,0.474961,208.970717,232.509917,2.282609,84.249026,560.342234
13,3.6827,4533.67501,178.629995,155.549995,1.6752,60.3709,1.689987,876.587857,0.305752,0.287217,1.468205,0.429974,0.103194,0.008618,0.007649,0.28282,0.011496,0.48166,187.270781,210.809981,2.04391,85.588852,489.860842
14,3.603948,3025.12501,178.629995,130.549995,1.671171,59.416832,1.489987,635.219907,0.347099,0.258545,1.286618,0.431907,0.103418,0.007662,0.006694,0.247459,0.011496,0.433874,163.730794,187.269994,2.33497,76.031617,553.060729
15,3.57805,1516.57501,202.149995,130.549995,1.843252,54.116832,1.685923,393.851957,0.344726,0.310917,1.251751,0.431907,0.103418,0.008677,0.006588,0.245956,0.009466,0.383124,162.269994,162.269994,2.33497,76.031617,542.342122
