event_id,risk_type,supplier_id,item_id,dst_node_id,edge_id,start_day,end_day,multiplier,notes
campaign_reliability_SDC-VD0910216A,reliability,SDC-VD0910216A,,,,0,364,0.9,Supplier risk campaign: 10% de perte utile sur les expeditions
