day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty
0,44.0,44.0,0.0,0.0,44.0,585.271,31431.196,986.2692,61.5312,44.949,1039.9344,0.0,0.0
1,44.0,44.0,0.0,77.952,44.0,219.7729,29601.6731,924.8481,109.8942,71.412,2551.8635,0.0,0.0
2,44.0,44.0,0.0,4.24,44.0,213.1751,27577.2401,858.9256,146.1142,89.4803,3465.8152,0.0,732.371
3,48.0,48.0,0.0,207.4612,46.696,246.1034,25607.9687,790.5702,148.8949,91.5919,3499.8359,0.0,2448.2683
4,52.0,52.0,0.0,318.9818,48.5392,1300.7536,23722.8725,721.6768,182.4337,102.9681,3499.8359,1039.9344,3158.2519
5,56.0,56.0,0.0,270.1474,50.0,2889.2786,21701.5069,657.7679,234.4051,119.5109,3499.8359,2551.8635,2356.3064
6,56.0,56.0,0.0,284.3265,50.0,3762.9952,19734.5556,589.3464,261.9322,128.248,3499.8359,3465.8152,640.4091
7,56.0,56.0,0.0,223.7554,50.0,3738.5454,17765.5037,523.4298,217.6946,111.4327,2418.1601,3499.8359,6.6373
8,52.0,52.0,0.0,2582.0113,49.492,3672.3831,18261.0608,556.3937,148.5136,96.9218,738.3053,3499.8359,0.0
9,48.0,48.0,0.0,149.9387,47.4984,2349.7294,17793.2275,552.7651,85.0693,92.8675,200.0,3499.8359,28.4512
10,44.0,44.0,0.0,1325.2726,44.9917,1600.1071,19399.1217,613.4336,60.6766,85.0909,200.0,3499.8359,118.4346
11,44.0,44.0,0.0,625.8902,44.1983,1732.3527,19015.537,580.2171,65.0484,91.3847,200.0,2418.1601,172.3608
12,44.0,44.0,0.0,414.9739,44.0397,1953.9668,16397.8355,479.1159,71.8189,108.4558,200.0,738.3053,126.9858
13,48.0,48.0,0.0,5443.0783,46.6999,2107.1397,18003.1263,546.1926,76.2537,120.3662,200.0,200.0,20.3856
14,52.0,8.6352,43.3648,6164.9127,48.54,1759.3507,20708.7907,680.1863,79.1227,98.9826,523.8694,200.0,0.0
15,56.0,77.48,21.8848,329.6262,50.0,507.2384,18755.6006,617.6706,100.2231,87.3351,2060.2286,200.0,0.0
16,56.0,52.492,25.3928,3208.3009,50.0,331.3851,19881.9264,667.203,147.9875,94.3746,3386.2771,200.0,406.4038
17,56.0,38.1104,43.2824,1085.5695,50.0,342.3783,18888.9094,612.8114,153.3601,94.0419,3499.8359,200.0,2042.763
18,52.0,0.0,95.2824,1373.6521,49.492,675.2979,18249.226,603.5359,162.8764,97.2335,3502.4731,523.8694,3350.719
19,48.0,143.2824,0.0,891.2447,47.4984,2321.2141,17016.3242,546.9628,216.1845,113.1486,3512.6231,2060.2286,2882.7702
20,44.0,27.8068,16.1932,578.1499,44.9917,3606.5135,15771.3238,498.5847,256.9304,125.1742,3520.1359,3386.2771,933.8343
21,44.0,44.4984,15.6948,311.5114,44.1983,3681.561,14205.3294,447.2772,219.7706,113.8364,2516.3315,3499.8359,20.7567
22,44.0,24.0,35.6948,2223.6767,44.0397,3644.4423,14490.0228,467.3017,148.4246,99.7013,761.4882,3502.4731,17.251
23,48.0,74.54,9.1548,3855.2278,46.6999,2509.8384,17390.8475,558.3954,90.8116,94.7807,220.3,3512.6231,49.6484
24,52.0,14.85,46.3048,3706.4898,48.54,2020.0033,20691.3576,677.3179,76.2934,90.0902,220.3,3520.1359,135.9856
25,56.0,25.0,77.3048,3191.1292,50.0,2054.8347,22420.8857,753.2887,76.6677,98.8866,212.6812,2516.3315,178.5592
26,56.0,62.1548,71.15,441.6946,50.0,2119.9128,19543.9031,645.8291,77.6886,112.442,202.5312,761.4882,135.5846
27,56.0,55.0,72.15,4318.9264,50.0,2125.6291,20004.4026,657.5444,76.9604,120.9239,200.0,220.3,35.5846
28,52.0,124.15,0.0,2180.779,49.492,1082.401,19337.0236,643.347,82.8674,109.3391,1162.6147,220.3,0.0
29,48.0,44.04,3.96,1977.4613,47.4984,374.9689,19388.2786,660.5561,118.1086,100.0052,2627.5211,212.6812,0.0
