day,M-1430 | item:038005,M-1430 | item:042342,M-1430 | item:333362,M-1430 | item:344135,M-1430 | item:708073,M-1430 | item:730384,M-1430 | item:734545,M-1430 | item:773474,M-1810 | item:001757,M-1810 | item:001848,M-1810 | item:001893,M-1810 | item:002612,M-1810 | item:016332,M-1810 | item:029313,M-1810 | item:039668,M-1810 | item:049371,M-1810 | item:055703,M-1810 | item:099439,M-1810 | item:338928,M-1810 | item:338929,M-1810 | item:426331,M-1810 | item:693055,M-1810 | item:693710
0,5.337249,18404.31,305.0,305.0,2.41865,64.66,2.44,2944.68899,0.488824,0.366618,2.321914,0.61103,0.146647,0.012221,0.012221,0.452162,0.024441,0.61103,301.0,301.0,3.311,122.206,622.048
1,4.959266,17100.9228,283.4,283.4,2.247362,60.0808,2.2672,2736.147081,0.452446,0.339335,2.14912,0.565558,0.135734,0.011311,0.011311,0.418513,0.022622,0.565558,278.6,278.6,3.0646,113.1116,627.2448
2,4.547686,15681.67896,259.88,259.88,2.060848,59.33456,2.07904,2509.068114,0.419187,0.31439,1.991138,0.523984,0.125756,0.01048,0.01048,0.387748,0.020959,0.523984,258.12,258.12,2.83932,104.79672,560.72576
3,4.110206,14173.12896,234.88,234.88,1.862598,54.03456,1.87904,2267.700164,0.383953,0.287964,2.008911,0.479941,0.115186,0.009599,0.009599,0.355156,0.021017,0.479941,260.424,260.424,2.600664,95.988144,629.531392
4,3.672727,12664.57896,209.88,233.4,1.822948,48.73456,1.67904,2206.332214,0.345725,0.259294,1.827329,0.432156,0.103717,0.009553,0.008643,0.353445,0.019105,0.432156,236.8848,259.2848,2.341733,86.431229,623.544678
5,3.61323,11336.02896,184.88,208.4,1.624698,43.43456,1.65184,1964.964264,0.338384,0.28302,1.634479,0.381406,0.091537,0.008538,0.007628,0.31589,0.017075,0.430126,211.8848,234.2848,2.292013,76.281229,542.344678
6,3.61323,9827.47896,159.88,203.4,1.597736,42.71376,1.45184,1723.596314,0.297784,0.279854,1.441629,0.330656,0.079357,0.007523,0.007588,0.3091,0.015045,0.420951,209.2848,209.2848,2.255669,75.875229,618.8
7,3.61323,8318.92896,134.88,178.4,1.399486,47.7,1.25184,1495.322724,0.295412,0.249404,1.248779,0.279906,0.100249,0.007482,0.006573,0.271545,0.013015,0.417985,226.4608,204.7648,2.227069,74.040109,618.8
8,3.534624,9171.259819,131.987999,178.907999,1.205265,42.507696,1.055904,1258.859358,0.290046,0.218954,1.055929,0.229156,0.088069,0.007298,0.006438,0.23399,0.014559,0.367235,201.4608,179.7648,2.216069,72.984509,618.8
9,3.14092,7813.661351,134.489598,181.409598,1.423353,37.738035,1.435917,1041.643648,0.249446,0.27405,1.035873,0.265453,0.086459,0.007164,0.006255,0.229027,0.014559,0.367235,200.0,154.7648,1.941069,62.834509,537.6
