ending_backlog__baseline,ending_backlog__high,ending_backlog__low,ending_backlog__normalized_sensitivity,ending_backlog__slope_dy_dx,fill_rate__baseline,fill_rate__high,fill_rate__low,fill_rate__normalized_sensitivity,fill_rate__slope_dy_dx,parameter,total_cost__baseline,total_cost__high,total_cost__low,total_cost__normalized_sensitivity,total_cost__slope_dy_dx
593478.1966,613873.9817,675355.7017,-0.064747239612408,-38426.07499999998,0.888075,0.884228,0.872633,0.00816020606367707,0.007246875000000014,supplier_stock_scale,27920896.5609,27844286.9357,27139837.2666,0.015768871971112184,440281.0431874986
593478.1966,635666.5026,577467.1254,0.061290559549428934,36374.61074999999,0.888075,0.880118,0.891094,-0.007724572811981039,-0.0068600000000000605,supplier_capacity_node_scale::SDC-VD0951020A,27920896.5609,27335044.263,27989549.1862,-0.01465087541539942,-409065.57700000005
593478.1966,593478.1966,620533.0786,-0.05698373199511737,-33818.60249999998,0.888075,0.888075,0.882972,0.007182670382568995,0.006378749999999961,edge_src_reliability_scale::SDC-VD0910216A,27920896.5609,27920896.5609,27603505.4021,0.014209391436791657,396738.9484999981
593478.1966,620417.5579,572441.6627,0.05052407092928073,29984.934500000018,0.888075,0.882994,0.892042,-0.006367705430284643,-0.005655000000000035,supplier_node_scale::SDC-VD0910216A,27920896.5609,27865904.7301,27750265.8415,0.002588538130119051,72274.30537499953
593478.1966,613494.4858,575106.5604,0.04975612171396733,29529.173384615435,0.888075,0.8843,0.89154,-0.006271126615692129,-0.005569230769230787,edge_src_lead_time_scale::SDC-VD0989480A,27920896.5609,27746569.7462,27708545.4965,0.001047581791736346,29249.422846152804
593478.1966,572323.2279,609911.6366,-0.04871983621994693,-28914.16053846147,0.888075,0.892064,0.884976,0.006139467603870934,0.005452307692307679,edge_src_lead_time_scale::SDC-VD1091642A,27920896.5609,27824634.948,27870319.0496,-0.0012586134739168199,-35141.616615386534
593478.1966,593478.1966,572535.6753,0.04410971081157327,26178.151625000028,0.888075,0.888075,0.892024,-0.0055583706331110705,-0.004936250000000114,edge_src_reliability_scale::SDC-VD0975221A,27920896.5609,27920896.5609,27334577.4905,0.026249115475265216,732898.8379999995
593478.1966,572238.1118,605320.8099,-0.04287980494226017,-25448.229307692334,0.888075,0.89208,0.885841,0.005404082728633015,0.004799230769230765,edge_src_lead_time_scale::SDC-VD0508918A,27920896.5609,27617060.3218,28041680.6414,-0.011698442933753427,-326631.015076921
593478.1966,563352.1544,604029.697,-0.04283807605847946,-25423.464125000028,0.888075,0.893756,0.886085,0.0053986149818427386,0.00479437499999999,supplier_capacity_node_scale::SDC-VD0519670A,27920896.5609,27935922.891,28016510.2099,-0.0018039203792271298,-50367.07431250019
593478.1966,605974.4817,566931.5555,0.04111663918707808,24401.828874999992,0.888075,0.885718,0.893081,-0.005181854010077983,-0.004601875000000005,supplier_node_scale::SDC-VD0972460A,27920896.5609,27892002.357,27926904.5015,-0.0007812729173978911,-21813.840312499087
593478.1966,593478.1966,576118.3856,0.03656370844677461,21699.763749999984,0.888075,0.888075,0.891349,-0.0046082819581679466,-0.004092499999999999,edge_src_reliability_scale::SDC-VD1091642A,27920896.5609,27920896.5609,27902809.0096,0.0008097676618544697,22609.4391250005
593478.1966,593478.1966,576255.4469,0.03627502619023772,21528.437125000055,0.888075,0.888075,0.891323,-0.004571685949947961,-0.004060000000000036,edge_src_reliability_scale::SDC-VD0914320A,27920896.5609,27920896.5609,27708124.94,0.009525644190718779,265964.52612499706
593478.1966,571201.7929,604544.7294,-0.03511390213134574,-20839.33531249997,0.888075,0.892276,0.885988,0.004425301917067788,0.003929999999999975,supplier_capacity_node_scale::SDC-VD0508918A,27920896.5609,27839983.7613,27920393.016,-0.0017999344712259684,-50255.7841874985
593478.1966,585320.2928,558782.2778,0.03439698005631451,20413.8576923077,0.888075,0.889613,0.894618,-0.0043352194352954745,-0.0038500000000000283,edge_src_lead_time_scale::SDC-VD1095770A,27920896.5609,27948960.7125,27885715.1108,0.0017424391347905608,48650.462846151335
593478.1966,585029.9397,610779.901,-0.033375552213945496,-19807.66253846151,0.888075,0.889668,0.884812,0.004206158956602307,0.003735384615384593,edge_src_lead_time_scale::SDC-VD0914360C,27920896.5609,27752422.4623,27915739.2488,-0.004499436364218327,-125628.29730769189
593478.1966,598446.7217,573386.7673,0.03248120674093191,19276.888000000035,0.888075,0.887138,0.891864,-0.0040935558543868725,-0.0036353846153846215,edge_src_lead_time_scale::SDC-VD0520115A,27920896.5609,27881074.7338,27667395.6537,0.00588693571480886,164368.52315384606
593478.1966,593478.1966,568957.7968,0.031781868496700234,18861.84600000001,0.888075,0.888075,0.892699,-0.004005205728033255,-0.0035569230769231324,edge_src_lead_time_scale::SDC-VD0525412A,27920896.5609,27917624.7236,27884112.6334,0.0009232701703130984,25778.530923076545
593478.1966,593478.1966,608226.092,-0.031062420415125826,-18434.8692499999,0.888075,0.888075,0.885293,0.003915772879542763,0.003477499999999939,edge_src_reliability_scale::SDC-VD0519670A,27920896.5609,27920896.5609,27907031.2888,0.0006207390255966282,17331.59012499731
593478.1966,584200.7508,612785.7504,-0.030103253754478344,-17865.624749999988,0.888075,0.889824,0.884434,0.0037933170058834383,0.0033687499999999343,supplier_node_scale::SDC-VD0514881A,27920896.5609,27732254.3112,27820911.0404,-0.0019845514498124947,-55410.4557499988
593478.1966,598369.9592,621071.4629,-0.029424324691098777,-17462.695153846154,0.888075,0.887152,0.882871,0.00370810677372631,0.0032930769230769923,edge_src_lead_time_scale::SDC-VD0519670A,27920896.5609,28120378.0989,27838251.6874,0.007772684378709241,217020.316538464
593478.1966,627099.7334,604731.0176,0.028992985016323455,17206.704461538466,0.888075,0.881734,0.885953,-0.003654403755746524,-0.0032453846153845944,edge_src_lead_time_scale::SDC-VD0914690A,27920896.5609,27857529.3449,27926235.6931,-0.0018928846701482898,-52851.037076923705
593478.1966,593478.1966,566931.5555,0.027956630559559808,16591.650687500005,0.888075,0.888075,0.893081,-0.0035230695605664403,-0.0031287500000000412,supplier_node_scale::SDC-VD0949099A,27920896.5609,27916226.2834,27927181.6578,-0.0002452324188467939,-6847.109000000637
593478.1966,593478.1966,580398.7231,0.02754834460417328,16349.3418750001,0.888075,0.888075,0.890541,-0.003470990625791852,-0.003082500000000099,edge_src_reliability_scale::SDC-VD0500655A,27920896.5609,27920896.5609,27963608.5303,-0.0019121865099692493,-53389.961749999784
593478.1966,593109.2985,571942.8582,0.027434667772336097,16281.877153846166,0.888075,0.888144,0.892136,-0.0034577814157241535,-0.003070769230769227,edge_src_lead_time_scale::SDC-VD0505677A,27920896.5609,27789505.5916,27903352.7874,-0.0031365313004539245,-87574.76599999917
593478.1966,563709.504,584200.7508,-0.026559522538088128,-15762.497538461601,0.888075,0.893689,0.889824,0.0033477768466367466,0.0029730769230769285,edge_src_lead_time_scale::SDC-VD0514881A,27920896.5609,27876792.1151,27730580.9429,0.004028170521538384,112470.13246153982
593478.1966,588665.9108,616545.7954,-0.02609838889871994,-15488.824777777772,0.888075,0.888982,0.883724,0.0032892617302718403,0.002921111111111164,safety_stock_days_scale,27920896.5609,27931503.7327,27611187.9891,0.006373476958404397,177953.19088888873
593478.1966,562854.4648,582210.832,-0.02508855980905517,-14889.513230769304,0.888075,0.89385,0.8902,0.0031615486391265825,0.00280769230769234,edge_src_lead_time_scale::SDC-VD0901566A,27920896.5609,27666372.498,27764468.7063,-0.002702585914626515,-75458.62176923224
593478.1966,593478.1966,604782.3294,-0.02380907349410791,-14130.166000000027,0.888075,0.888075,0.885943,0.0030008726740420456,0.0026649999999998897,edge_src_reliability_scale::SDC-VD0960508A,27920896.5609,27920896.5609,27602318.7242,0.014262518218439456,398222.29587499984
593478.1966,611625.2899,590270.696,0.0224888146927081,13346.621187499986,0.888075,0.884652,0.88868,-0.00283478309827438,-0.0025175000000000197,supplier_capacity_node_scale::SDC-VD0949099A,27920896.5609,27938210.1199,27847536.6174,0.002029696250580278,56670.93906249851
593478.1966,611625.2899,593311.8649,0.019286118159980867,11445.890624999956,0.888075,0.884652,0.888106,-0.0024308194690763427,-0.002158749999999973,supplier_capacity_node_scale::SDC-VD0960508A,27920896.5609,27883328.3171,27932734.5936,-0.0011059430969614114,-30878.92281250097
593478.1966,591112.8244,576781.5574,0.018575326948180478,11024.051538461532,0.888075,0.888521,0.891224,-0.002341278348372353,-0.0020792307692307777,edge_src_lead_time_scale::SDC-VD0949099A,27920896.5609,28280906.9115,28047040.6202,0.006443100663385231,179897.1471538452
593478.1966,591112.8244,576781.5574,0.018575326948180478,11024.051538461532,0.888075,0.888521,0.891224,-0.002341278348372353,-0.0020792307692307777,edge_src_lead_time_scale::SDC-VD0960508A,27920896.5609,28280906.9115,28047040.6202,0.006443100663385231,179897.1471538452
593478.1966,591112.8244,576781.5574,0.018575326948180478,11024.051538461532,0.888075,0.888521,0.891224,-0.002341278348372353,-0.0020792307692307777,edge_src_lead_time_scale::SDC-VD0972460A,27920896.5609,28280025.4733,28050853.758,0.006313763401602943,176285.9348461519
593478.1966,591112.8244,576781.5574,0.018575326948180478,11024.051538461532,0.888075,0.888521,0.891224,-0.002341278348372353,-0.0020792307692307777,edge_src_lead_time_scale::SDC-VD0975221A,27920896.5609,28280025.4733,28268202.6126,0.0003257240759061119,9094.50823076929
593478.1966,593478.1966,576255.4469,0.01813751309511886,10764.218562500027,0.888075,0.888075,0.891323,-0.0022858429749739806,-0.002030000000000018,supplier_node_scale::SDC-VD0914320A,27920896.5609,27921898.0809,27707427.3452,0.004800856216064835,134044.20981250005
593478.1966,593478.1966,576647.3336,0.01772481185537121,10519.289375000008,0.888075,0.888075,0.891249,-0.002233764040199315,-0.0019837500000000063,supplier_capacity_node_scale::SDC-VD0989480A,27920896.5609,27920896.5609,27651481.3578,0.006030769877687339,168384.50193749974
593478.1966,593478.1966,601753.1218,-0.017428873645667347,-10343.656499999925,0.888075,0.888075,0.886514,0.0021971680319791734,0.0019512499999999044,edge_src_reliability_scale::SDC-VD0949099A,27920896.5609,27920896.5609,27358716.7177,0.025168418301584297,702724.8039999977
593478.1966,593478.1966,585386.0898,0.01704381653437154,10115.133500000084,0.888075,0.888075,0.889601,-0.002147904174760053,-0.0019075000000000342,edge_src_reliability_scale::SDC-VD0518684A,27920896.5609,27920896.5609,27934559.6045,-0.0006116853899282535,-17078.80450000055
593478.1966,574664.0123,589990.6744,-0.01614071732942926,-9579.163812500046,0.888075,0.891623,0.888732,0.002034597303155764,0.001806875000000055,supplier_node_scale::SDC-VD0520132A,27920896.5609,27739867.8263,27999323.953,-0.00580783925880762,-162160.0791875017
593478.1966,572323.2279,584131.9368,-0.015305738749643572,-9083.622230769206,0.888075,0.892064,0.889837,0.00192897775872185,0.0017130769230769068,edge_src_lead_time_scale::SDC-VD0910216A,27920896.5609,27824613.5954,28049100.3389,-0.006184690738994222,-172682.11038461383
593478.1966,607683.6106,593478.1966,0.014959915631043746,8878.383749999994,0.888075,0.885396,0.888075,-0.0018853981927202002,-0.0016743749999999918,supplier_node_scale::SDC-VD0505677A,27920896.5609,27773948.316,27920896.5609,-0.003289387676437104,-91842.6530624996
593478.1966,593478.1966,599836.6156,-0.01339227590083971,-7948.023749999993,0.888075,0.888075,0.886876,0.001687638994454227,0.0014987499999999376,edge_src_reliability_scale::SDC-VD0990780A,27920896.5609,27920896.5609,27823205.7811,0.004373551346520982,122113.47474999726
593478.1966,600367.1919,610408.9246,-0.013015490397934542,-7724.409769230809,0.888075,0.886776,0.884882,0.0016405405815084592,0.0014569230769231247,edge_src_lead_time_scale::SDC-1450,27920896.5609,27799829.8613,27475177.0538,0.008944301924597721,249732.92884615177
593478.1966,572323.2279,581845.6472,-0.012342387580607008,-7324.9379230768845,0.888075,0.892064,0.890269,0.0015547889882827732,0.0013807692307692238,edge_src_lead_time_scale::SDC-VD0990780A,27920896.5609,27825135.916,27870969.2589,-0.0012627251255519338,-35256.417615385006
593478.1966,607683.6066,596310.8527,0.01197680256531939,7107.971187500007,0.888075,0.885396,0.887541,-0.0015095853390761362,-0.0013406250000000397,supplier_capacity_node_scale::SDC-VD0975221A,27920896.5609,27697330.813,27903820.5557,-0.004622204337386063,-129056.0891874996
593478.1966,595971.5977,584690.9922,0.011879759825872664,7050.37843750004,0.888075,0.887605,0.889732,-0.0014969174900768445,-0.0013293749999999938,supplier_node_scale::SDC-VD0951020A,27920896.5609,27847821.2963,27904874.6207,-0.0012771197254437578,-35658.32775000017
593478.1966,587826.4362,577819.8644,0.010538057523982207,6254.107375000021,0.888075,0.889141,0.891028,-0.001328012836753711,-0.001179375000000052,supplier_capacity_node_scale::SDC-VD0990780A,27920896.5609,27906997.3865,27679447.9324,0.005093618985418308,142218.408812501
593478.1966,577312.7469,567427.0026,0.010410812432363605,6178.590187500013,0.888075,0.891123,0.892988,-0.0013125299101990299,-0.0011656250000000035,supplier_node_scale::SDC-VD0990780A,27920896.5609,27849480.0518,27962822.2977,-0.0025371285457466385,-70838.90368749853
593478.1966,586167.8156,576674.8296,0.009997193298743585,5933.116249999948,0.888075,0.889453,0.891244,-0.0012604509754243639,-0.001119374999999992,supplier_node_scale::SDC-VD0500655A,27920896.5609,27973504.933,27968712.1306,0.00010728529055162119,2995.5014999979176
593478.1966,593478.1966,584180.9953,0.009791009755353236,5810.750812500046,0.888075,0.888075,0.889828,-0.0012337077386482028,-0.0010956250000000028,supplier_capacity_node_scale::SDC-VD0520132A,27920896.5609,27920896.5609,27955073.7007,-0.0007650439278842428,-21360.712375000585
593478.1966,604560.5553,597377.5463,0.007564524949221995,4489.380624999976,0.888075,0.885985,0.887339,-0.0009529037524983576,-0.000846249999999979,supplier_node_scale::SDC-VD0519670A,27920896.5609,27863852.4034,27729860.3233,0.0029993682287328565,83745.05006249994
593478.1966,593478.1966,600027.5006,-0.006897161552775403,-4093.3150000000023,0.888075,0.888075,0.88684,0.0008691551952256187,0.0007718749999999913,capacity_node_scale::SDC-1450,27920896.5609,36290015.1034,19541938.5722,0.3749001329226152,10467547.831999999
593478.1966,585801.8087,591954.99,-0.006479999323533634,-3845.7383124999615,0.888075,0.889522,0.888362,0.0008163724910621638,0.0007250000000000312,supplier_capacity_node_scale::SDC-VD0518684A,27920896.5609,27750233.7264,27832832.2053,-0.0018489395281379975,-51624.04931250028
593478.1966,583644.6259,589601.9803,-0.006273771338746504,-3723.3465000000433,0.888075,0.889929,0.888806,0.0007903330236747918,0.0007018749999999907,supplier_capacity_node_scale::SDC-VD0500655A,27920896.5609,27913994.4986,27880100.2175,0.0007587122297915054,21183.925687498413
593478.1966,593478.1966,596349.5986,-0.006047825380212126,-3589.2525000000023,0.888075,0.888075,0.887533,0.0007628860175096859,0.0006774999999999143,edge_src_reliability_scale::SDC-VD0972460A,27920896.5609,27920896.5609,27421541.2044,0.0223558077464859,624194.1956249997
593478.1966,593478.1966,589095.6497,0.005680393892126651,3371.18992307698,0.888075,0.888075,0.888901,-0.0007154627879229747,-0.0006353846153846957,edge_src_lead_time_scale::SDC-VD0500655A,27920896.5609,27920893.1808,27877520.4433,0.0011949345594256052,33363.644230766935
593478.1966,593478.1966,588540.9724,0.005199458282845422,3085.7651250000345,0.888075,0.888075,0.889006,-0.0006552093010162536,-0.0005818750000000095,supplier_node_scale::SDC-VD0960508A,27920896.5609,27915754.7227,27906595.9117,0.0002050169435825564,5724.256875000428
593478.1966,586013.4771,581523.3354,0.004728629591748043,2806.338562500023,0.888075,0.889483,0.890329,-0.0005953889029642861,-0.0005287500000000084,supplier_node_scale::SDC-VD1091642A,27920896.5609,27806651.7611,28060758.0515,-0.005688084949335157,-158816.43149999902
593478.1966,607683.6066,604330.5526,0.003531146994120259,2095.6587500000023,0.888075,0.885396,0.886028,-0.000444782253751145,-0.0003950000000000481,supplier_capacity_node_scale::SDC-VD0972460A,27920896.5609,27671723.4875,27972280.1516,-0.006727861143454777,-187847.91506249923
593478.1966,581732.343,584152.4556,-0.0025486536551223246,-1512.5703749999957,0.888075,0.89029,0.889834,0.0003209188413140866,0.00028500000000000747,supplier_capacity_node_scale::SDC-VD1091642A,27920896.5609,27938014.8251,27999508.9816,-0.001376526277681301,-38433.84781250032
593478.1966,564720.679,563476.0303,0.0016132388391150746,957.422076923092,0.888075,0.893498,0.893733,-0.00020355176169717582,-0.00018076923076921938,edge_src_lead_time_scale::SDC-VD0951020A,27920896.5609,27733595.9555,27809225.2186,-0.0020836134722206604,-58176.35623077074
593478.1966,593478.1966,593478.1966,0.0,0.0,0.888075,0.888075,0.888075,0.0,0.0,edge_src_lead_time_scale::SDC-VD0914320A,27920896.5609,27920851.4093,27920967.8877,-3.2090219250269707e-06,-89.59876923033823
593478.1966,593478.1966,593478.1966,0.0,0.0,0.888075,0.888075,0.888075,0.0,0.0,edge_src_lead_time_scale::SDC-VD0964290A,27920896.5609,27920909.1506,27920672.2152,6.527655714915067e-06,182.2580000013113
593478.1966,593478.1966,593478.1966,0.0,0.0,0.888075,0.888075,0.888075,0.0,0.0,edge_src_lead_time_scale::SDC-VD1096202A,27920896.5609,27920886.7259,27920878.4593,2.2774781118817558e-07,6.358923078156434
593478.1966,593478.1966,593478.1966,0.0,0.0,0.888075,0.888075,0.888075,0.0,0.0,edge_src_reliability_scale::SDC-VD0964290A,27920896.5609,27920896.5609,27920759.9845,6.114434743468335e-06,170.7205000007525
593478.1966,593478.1966,593478.1966,0.0,0.0,0.888075,0.888075,0.888075,0.0,0.0,edge_src_reliability_scale::SDC-VD1096202A,27920896.5609,27920896.5609,27920816.6377,3.578108596269108e-06,99.90400000009686
593478.1966,593478.1966,593478.1966,0.0,0.0,0.888075,0.888075,0.888075,0.0,0.0,production_stock_scale,27920896.5609,27920930.4438,27920862.9254,1.5113769683952725e-06,42.19899999909103
593478.1966,593478.1966,593478.1966,0.0,0.0,0.888075,0.888075,0.888075,0.0,0.0,supplier_capacity_node_scale::SDC-VD0505677A,27920896.5609,27920896.5609,27920896.5609,0.0,0.0
593478.1966,593478.1966,593478.1966,0.0,0.0,0.888075,0.888075,0.888075,0.0,0.0,supplier_capacity_node_scale::SDC-VD0514881A,27920896.5609,27920896.5609,27920896.5609,0.0,0.0
593478.1966,593478.1966,593478.1966,0.0,0.0,0.888075,0.888075,0.888075,0.0,0.0,supplier_capacity_node_scale::SDC-VD0520115A,27920896.5609,27920896.5609,27920896.5609,0.0,0.0
593478.1966,593478.1966,593478.1966,0.0,0.0,0.888075,0.888075,0.888075,0.0,0.0,supplier_capacity_node_scale::SDC-VD0914320A,27920896.5609,27920896.5609,27920896.5609,0.0,0.0
593478.1966,593478.1966,593478.1966,0.0,0.0,0.888075,0.888075,0.888075,0.0,0.0,supplier_capacity_node_scale::SDC-VD0964290A,27920896.5609,27920896.5609,27920896.5609,0.0,0.0
593478.1966,593478.1966,593478.1966,0.0,0.0,0.888075,0.888075,0.888075,0.0,0.0,supplier_capacity_node_scale::SDC-VD1095770A,27920896.5609,27920896.5609,27920896.5609,0.0,0.0
593478.1966,593478.1966,593478.1966,0.0,0.0,0.888075,0.888075,0.888075,0.0,0.0,supplier_capacity_node_scale::SDC-VD1096202A,27920896.5609,27920896.5609,27920896.5609,0.0,0.0
