capacity_node::M-1430,capacity_node::M-1810,capacity_node::SDC-1450,case_id,case_input,case_output_dir,demand_item::item:268091,demand_item::item:268967,edge_src_lead_time::SDC-1450,edge_src_lead_time::SDC-VD0500655A,edge_src_lead_time::SDC-VD0505677A,edge_src_lead_time::SDC-VD0508918A,edge_src_lead_time::SDC-VD0514881A,edge_src_lead_time::SDC-VD0518684A,edge_src_lead_time::SDC-VD0519670A,edge_src_lead_time::SDC-VD0520115A,edge_src_lead_time::SDC-VD0520132A,edge_src_lead_time::SDC-VD0525412A,edge_src_lead_time::SDC-VD0901566A,edge_src_lead_time::SDC-VD0910216A,edge_src_lead_time::SDC-VD0914320A,edge_src_lead_time::SDC-VD0914360C,edge_src_lead_time::SDC-VD0914690A,edge_src_lead_time::SDC-VD0949099A,edge_src_lead_time::SDC-VD0951020A,edge_src_lead_time::SDC-VD0960508A,edge_src_lead_time::SDC-VD0964290A,edge_src_lead_time::SDC-VD0972460A,edge_src_lead_time::SDC-VD0975221A,edge_src_lead_time::SDC-VD0989480A,edge_src_lead_time::SDC-VD0990780A,edge_src_lead_time::SDC-VD0993480A,edge_src_lead_time::SDC-VD1091642A,edge_src_lead_time::SDC-VD1095770A,edge_src_lead_time::SDC-VD1096202A,edge_src_reliability::SDC-1450,edge_src_reliability::SDC-VD0500655A,edge_src_reliability::SDC-VD0505677A,edge_src_reliability::SDC-VD0508918A,edge_src_reliability::SDC-VD0514881A,edge_src_reliability::SDC-VD0518684A,edge_src_reliability::SDC-VD0519670A,edge_src_reliability::SDC-VD0520115A,edge_src_reliability::SDC-VD0520132A,edge_src_reliability::SDC-VD0525412A,edge_src_reliability::SDC-VD0901566A,edge_src_reliability::SDC-VD0910216A,edge_src_reliability::SDC-VD0914320A,edge_src_reliability::SDC-VD0914360C,edge_src_reliability::SDC-VD0914690A,edge_src_reliability::SDC-VD0949099A,edge_src_reliability::SDC-VD0951020A,edge_src_reliability::SDC-VD0960508A,edge_src_reliability::SDC-VD0964290A,edge_src_reliability::SDC-VD0972460A,edge_src_reliability::SDC-VD0975221A,edge_src_reliability::SDC-VD0989480A,edge_src_reliability::SDC-VD0990780A,edge_src_reliability::SDC-VD0993480A,edge_src_reliability::SDC-VD1091642A,edge_src_reliability::SDC-VD1095770A,edge_src_reliability::SDC-VD1096202A,error,factor::capacity_scale,factor::demand_scale,factor::lead_time_scale,factor::production_stock_scale,factor::safety_stock_days_scale,factor::supplier_capacity_scale,factor::supplier_reliability_scale,factor::supplier_stock_scale,factor::transport_cost_scale,kpi::avg_inventory,kpi::cost_share_holding,kpi::cost_share_inventory_risk,kpi::cost_share_purchase,kpi::cost_share_transport,kpi::cost_share_warehouse_operating,kpi::ending_backlog,kpi::ending_inventory,kpi::fill_rate,kpi::measured_required_total,kpi::measurement_starting_backlog,kpi::total_arrived,kpi::total_cost,kpi::total_demand,kpi::total_estimated_source_ordered_qty,kpi::total_estimated_source_rejected_qty,kpi::total_estimated_source_replenished_qty,kpi::total_explicit_initialization_pipeline_qty,kpi::total_explicit_initialization_stock_qty,kpi::total_external_procured_arrived_qty,kpi::total_external_procured_ordered_qty,kpi::total_external_procured_qty,kpi::total_external_procured_rejected_qty,kpi::total_external_procurement_cost,kpi::total_holding_cost,kpi::total_inventory_cost_legacy_raw_holding,kpi::total_inventory_risk_cost,kpi::total_logistics_cost,kpi::total_opening_stock_bootstrap_qty,kpi::total_produced,kpi::total_purchase_cost,kpi::total_served,kpi::total_shipped,kpi::total_supplier_capacity_binding_qty,kpi::total_transport_cost,kpi::total_unreliable_loss_qty,kpi::total_warehouse_operating_cost,kpi::warmup_backlog_cleared_qty,level,parameter,status,supplier_capacity_node::SDC-1450,supplier_capacity_node::SDC-VD0500655A,supplier_capacity_node::SDC-VD0505677A,supplier_capacity_node::SDC-VD0508918A,supplier_capacity_node::SDC-VD0514881A,supplier_capacity_node::SDC-VD0518684A,supplier_capacity_node::SDC-VD0519670A,supplier_capacity_node::SDC-VD0520115A,supplier_capacity_node::SDC-VD0520132A,supplier_capacity_node::SDC-VD0525412A,supplier_capacity_node::SDC-VD0901566A,supplier_capacity_node::SDC-VD0910216A,supplier_capacity_node::SDC-VD0914320A,supplier_capacity_node::SDC-VD0914360C,supplier_capacity_node::SDC-VD0914690A,supplier_capacity_node::SDC-VD0949099A,supplier_capacity_node::SDC-VD0951020A,supplier_capacity_node::SDC-VD0960508A,supplier_capacity_node::SDC-VD0964290A,supplier_capacity_node::SDC-VD0972460A,supplier_capacity_node::SDC-VD0975221A,supplier_capacity_node::SDC-VD0989480A,supplier_capacity_node::SDC-VD0990780A,supplier_capacity_node::SDC-VD0993480A,supplier_capacity_node::SDC-VD1091642A,supplier_capacity_node::SDC-VD1095770A,supplier_capacity_node::SDC-VD1096202A,supplier_node::SDC-1450,supplier_node::SDC-VD0500655A,supplier_node::SDC-VD0505677A,supplier_node::SDC-VD0508918A,supplier_node::SDC-VD0514881A,supplier_node::SDC-VD0518684A,supplier_node::SDC-VD0519670A,supplier_node::SDC-VD0520115A,supplier_node::SDC-VD0520132A,supplier_node::SDC-VD0525412A,supplier_node::SDC-VD0901566A,supplier_node::SDC-VD0910216A,supplier_node::SDC-VD0914320A,supplier_node::SDC-VD0914360C,supplier_node::SDC-VD0914690A,supplier_node::SDC-VD0949099A,supplier_node::SDC-VD0951020A,supplier_node::SDC-VD0960508A,supplier_node::SDC-VD0964290A,supplier_node::SDC-VD0972460A,supplier_node::SDC-VD0975221A,supplier_node::SDC-VD0989480A,supplier_node::SDC-VD0990780A,supplier_node::SDC-VD0993480A,supplier_node::SDC-VD1091642A,supplier_node::SDC-VD1095770A,supplier_node::SDC-VD1096202A,value
,,,supplier_capacity_node_SDC-VD0989480A_low,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0989480A_low\input_case.json,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0989480A_low\simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19758051.2012,0.147622,0.084355,0.173752,0.404471,0.1898,576647.3336,19580970.2605,0.891249,5302452.7143,0.0,127701107.9386,27651481.3578,5302452.7143,104714764.9786,38892328.0559,103073899.882,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4081964.6775,11662756.2214,2332551.2443,22846989.0658,0.0,17872577.958,4804492.292,4725805.3807,127197701.7288,1355069.1793,11184232.8444,0.0,5248240.2996,2062871.2561,low,supplier_capacity_node_scale::SDC-VD0989480A,ok,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
,,,supplier_capacity_node_SDC-VD0989480A_high,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0989480A_high\input_case.json,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0989480A_high\simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,high,supplier_capacity_node_scale::SDC-VD0989480A,ok,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
,,,supplier_capacity_node_SDC-VD0990780A_low,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0990780A_low\input_case.json,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0990780A_low\simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19699440.4645,0.148,0.084571,0.173506,0.403639,0.190285,577819.8644,19329407.9687,0.891028,5302452.7143,0.0,126678255.8969,27679447.9324,5302452.7143,104532861.3108,41318000.0,102933714.3398,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4096545.4628,11704415.608,2340883.1216,22876908.6372,0.0,17840615.1107,4802539.2952,4724632.8499,127028471.5637,0.0,11172493.0292,0.0,5266987.0236,1942200.5204,low,supplier_capacity_node_scale::SDC-VD0990780A,ok,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
,,,supplier_capacity_node_SDC-VD0990780A_high,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0990780A_high\input_case.json,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0990780A_high\simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19954142.3639,0.150597,0.086055,0.170627,0.399098,0.193624,587826.4362,18403301.2576,0.889141,5302452.7143,0.0,125220094.3711,27906997.3865,5302452.7143,104417732.2461,10393681.4652,102743788.8439,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4202697.0582,12007705.8806,2401541.1761,23145323.9546,0.0,17844644.5603,4761673.4319,4714626.2781,126804658.6152,4867899.0324,11137618.0739,0.0,5403467.6463,2298194.6991,high,supplier_capacity_node_scale::SDC-VD0990780A,ok,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
,,,supplier_capacity_node_SDC-VD0993480A_low,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0993480A_low\input_case.json,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0993480A_low\simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23953847.223,0.186326,0.106472,0.154806,0.312835,0.239562,1130930.8008,25008433.7129,0.786716,5302452.7143,0.0,88015805.8087,23023133.111,5302452.7143,69742296.0152,50078698.0312,70971315.8818,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4289806.1823,12256589.0921,2451317.8184,19459025.4006,0.0,11995841.7899,3564107.7104,4171521.9134,85710284.0588,4636960.3247,7202436.3084,0.0,5515465.0915,2308627.5005,low,supplier_capacity_node_scale::SDC-VD0993480A,ok,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
,,,supplier_capacity_node_SDC-VD0993480A_high,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0993480A_high\input_case.json,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD0993480A_high\simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19633429.3376,0.149075,0.085186,0.172643,0.401429,0.191668,627030.9183,18811449.8929,0.881747,5302452.7143,0.0,126058053.6253,27868947.9702,5302452.7143,104690004.796,41318000.0,103032271.7946,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4154558.7232,11870167.7806,2374033.5561,23057563.9622,0.0,17866361.8657,4811384.008,4675421.796,127211619.5711,0.0,11187396.1816,0.0,5341575.5013,1985114.2728,high,supplier_capacity_node_scale::SDC-VD0993480A,ok,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
,,,supplier_capacity_node_SDC-VD1091642A_low,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD1091642A_low\input_case.json,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD1091642A_low\simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19729970.739,0.150692,0.08611,0.170914,0.398538,0.193747,584152.4556,16364468.7819,0.889834,5302452.7143,0.0,123920525.0019,27999508.9816,5302452.7143,104561653.4512,34263468.0645,102867267.6879,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4219301.0964,12055145.9897,2411029.1979,23214013.7976,0.0,17844918.742,4785495.1839,4718300.2587,126963714.462,1580070.6283,11158867.8079,0.0,5424815.6954,2162540.2931,low,supplier_capacity_node_scale::SDC-VD1091642A,ok,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
,,,supplier_capacity_node_SDC-VD1091642A_high,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD1091642A_high\input_case.json,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD1091642A_high\simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19762274.2631,0.149751,0.085572,0.172241,0.399898,0.192538,581732.343,18313698.4399,0.89029,5302452.7143,0.0,125777028.6317,27938014.8251,5302452.7143,104610725.407,40006146.6748,102958057.9681,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4183758.459,11953595.5971,2390719.1194,23125956.6713,0.0,17852867.2376,4812058.1538,4720720.3713,127076693.9111,1009645.7443,11172361.0742,0.0,5379118.0187,1943482.5167,high,supplier_capacity_node_scale::SDC-VD1091642A,ok,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
,,,supplier_capacity_node_SDC-VD1095770A_low,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD1095770A_low\input_case.json,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD1095770A_low\simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,low,supplier_capacity_node_scale::SDC-VD1095770A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
,,,supplier_capacity_node_SDC-VD1095770A_high,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD1095770A_high\input_case.json,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD1095770A_high\simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,high,supplier_capacity_node_scale::SDC-VD1095770A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
,,,supplier_capacity_node_SDC-VD1096202A_low,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD1096202A_low\input_case.json,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD1096202A_low\simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,low,supplier_capacity_node_scale::SDC-VD1096202A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
,,,supplier_capacity_node_SDC-VD1096202A_high,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD1096202A_high\input_case.json,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_capacity_node_SDC-VD1096202A_high\simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,high,supplier_capacity_node_scale::SDC-VD1096202A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
,,,supplier_lead_time_node_SDC-1450_low,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_lead_time_node_SDC-1450_low\input_case.json,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_lead_time_node_SDC-1450_low\simulation_output,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19443473.4947,0.147215,0.084123,0.173813,0.405573,0.189276,610408.9246,17993993.1758,0.884882,5302452.7143,0.0,124765399.6932,27475177.0538,5302452.7143,104438694.9902,28088323.7532,102913295.2902,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4044757.0964,11556448.8469,2311289.7694,22699625.3097,0.0,17833539.1986,4775551.7441,4692043.7897,126801160.659,1576143.8334,11143176.4628,0.0,5200401.9811,2210370.2805,low,edge_src_lead_time_scale::SDC-1450,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5
,,,supplier_lead_time_node_SDC-1450_high,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_lead_time_node_SDC-1450_high\input_case.json,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_lead_time_node_SDC-1450_high\simulation_output,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19775734.1163,0.149618,0.085496,0.17175,0.400769,0.192366,600367.1919,18152150.6298,0.886776,5302452.7143,0.0,124874628.973,27799829.8613,5302452.7143,104455066.1559,28254015.6824,102802193.7364,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4159359.6938,11883884.8393,2376776.9679,23025203.9588,0.0,17830439.8951,4774625.9025,4702085.5224,126794839.173,1577790.4974,11141319.1195,0.0,5347748.1777,2214143.8471,high,edge_src_lead_time_scale::SDC-1450,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
,,,supplier_lead_time_node_SDC-VD0500655A_low,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_lead_time_node_SDC-VD0500655A_low\input_case.json,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_lead_time_node_SDC-VD0500655A_low\simulation_output,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20310578.0733,0.150453,0.085973,0.170486,0.399649,0.193439,589095.6497,18849549.8291,0.888901,5302452.7143,0.0,126416998.269,27877520.4433,5302452.7143,104501875.8542,940830.5204,102827932.2617,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4194251.3504,11983575.2868,2396715.0574,23124799.4787,0.0,17872449.3412,4752720.9646,4713357.0646,126893932.5193,4955428.549,11141224.1919,0.0,5392608.8791,2397658.6701,low,edge_src_lead_time_scale::SDC-VD0500655A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5
,,,supplier_lead_time_node_SDC-VD0500655A_high,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_lead_time_node_SDC-VD0500655A_high\input_case.json,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_lead_time_node_SDC-VD0500655A_high\simulation_output,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19766451.9378,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941942.2575,0.888075,5302452.7143,0.0,125812444.8852,27920893.1808,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186853.362,11962438.177,2392487.6354,23130359.6414,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383097.1797,2131254.1763,high,edge_src_lead_time_scale::SDC-VD0500655A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
,,,supplier_lead_time_node_SDC-VD0505677A_low,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_lead_time_node_SDC-VD0505677A_low\input_case.json,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_lead_time_node_SDC-VD0505677A_low\simulation_output,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20259528.8659,0.150639,0.08608,0.17011,0.399491,0.193679,571942.8582,19245339.654,0.892136,5302452.7143,0.0,126651525.2176,27903352.7874,5302452.7143,104547620.8347,836897.8783,102853232.5179,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4203346.3975,12009561.1357,2401912.2271,23156712.4403,0.0,17881716.3026,4746640.347,4730509.856,126949501.1871,4943693.4387,11147151.3046,0.0,5404302.5111,2492376.9502,low,edge_src_lead_time_scale::SDC-VD0505677A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5
,,,supplier_lead_time_node_SDC-VD0505677A_high,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_lead_time_node_SDC-VD0505677A_high\input_case.json,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_lead_time_node_SDC-VD0505677A_high\simulation_output,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19864396.0274,0.149406,0.085375,0.172037,0.401089,0.192093,593109.2985,18671067.4063,0.888144,5302452.7143,0.0,125937125.713,27789505.5916,5302452.7143,104429675.1053,27525708.8615,102910680.1782,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4151909.8568,11862599.591,2372519.9182,23008675.4327,0.0,17830355.3412,4780830.1589,4709343.4158,126808872.3167,1577790.4974,11146075.8417,0.0,5338169.8159,2138749.5901,high,edge_src_lead_time_scale::SDC-VD0505677A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
,,,supplier_lead_time_node_SDC-VD0508918A_low,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_lead_time_node_SDC-VD0508918A_low\input_case.json,etudecas\simulation\sensibility\result_reference_baseline_real_demand_target_calibrated_2026_03_30\cases\supplier_lead_time_node_SDC-VD0508918A_low\simulation_output,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19622432.3845,0.150453,0.085973,0.171353,0.398782,0.193439,605320.8099,18714360.4359,0.885841,5302452.7143,0.0,126562243.8717,28041680.6414,5302452.7143,104658855.5415,41318000.0,103059706.6062,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4218950.916,12054145.4742,2410829.0948,23236662.551,0.0,17863433.2495,4805018.0904,4697131.9043,127163470.7828,0.0,11182517.0768,0.0,5424365.4634,1924836.59,low,edge_src_lead_time_scale::SDC-VD0508918A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5
