case_id,delta::kpi::avg_inventory,delta::kpi::cost_share_holding,delta::kpi::cost_share_inventory_risk,delta::kpi::cost_share_purchase,delta::kpi::cost_share_transport,delta::kpi::cost_share_warehouse_operating,delta::kpi::ending_backlog,delta::kpi::ending_inventory,delta::kpi::fill_rate,delta::kpi::measured_required_total,delta::kpi::measurement_starting_backlog,delta::kpi::total_arrived,delta::kpi::total_cost,delta::kpi::total_demand,delta::kpi::total_estimated_source_ordered_qty,delta::kpi::total_estimated_source_rejected_qty,delta::kpi::total_estimated_source_replenished_qty,delta::kpi::total_explicit_initialization_pipeline_qty,delta::kpi::total_explicit_initialization_stock_qty,delta::kpi::total_external_procured_arrived_qty,delta::kpi::total_external_procured_ordered_qty,delta::kpi::total_external_procured_qty,delta::kpi::total_external_procured_rejected_qty,delta::kpi::total_external_procurement_cost,delta::kpi::total_holding_cost,delta::kpi::total_inventory_cost_legacy_raw_holding,delta::kpi::total_inventory_risk_cost,delta::kpi::total_logistics_cost,delta::kpi::total_opening_stock_bootstrap_qty,delta::kpi::total_produced,delta::kpi::total_purchase_cost,delta::kpi::total_served,delta::kpi::total_shipped,delta::kpi::total_supplier_capacity_binding_qty,delta::kpi::total_transport_cost,delta::kpi::total_unreliable_loss_qty,delta::kpi::total_warehouse_operating_cost,delta::kpi::warmup_backlog_cleared_qty,delta_pct::kpi::avg_inventory,delta_pct::kpi::cost_share_holding,delta_pct::kpi::cost_share_inventory_risk,delta_pct::kpi::cost_share_purchase,delta_pct::kpi::cost_share_transport,delta_pct::kpi::cost_share_warehouse_operating,delta_pct::kpi::ending_backlog,delta_pct::kpi::ending_inventory,delta_pct::kpi::fill_rate,delta_pct::kpi::measured_required_total,delta_pct::kpi::measurement_starting_backlog,delta_pct::kpi::total_arrived,delta_pct::kpi::total_cost,delta_pct::kpi::total_demand,delta_pct::kpi::total_estimated_source_ordered_qty,delta_pct::kpi::total_estimated_source_rejected_qty,delta_pct::kpi::total_estimated_source_replenished_qty,delta_pct::kpi::total_explicit_initialization_pipeline_qty,delta_pct::kpi::total_explicit_initialization_stock_qty,delta_pct::kpi::total_external_procured_arrived_qty,delta_pct::kpi::total_external_procured_ordered_qty,delta_pct::kpi::total_external_procured_qty,delta_pct::kpi::total_external_procured_rejected_qty,delta_pct::kpi::total_external_procurement_cost,delta_pct::kpi::total_holding_cost,delta_pct::kpi::total_inventory_cost_legacy_raw_holding,delta_pct::kpi::total_inventory_risk_cost,delta_pct::kpi::total_logistics_cost,delta_pct::kpi::total_opening_stock_bootstrap_qty,delta_pct::kpi::total_produced,delta_pct::kpi::total_purchase_cost,delta_pct::kpi::total_served,delta_pct::kpi::total_shipped,delta_pct::kpi::total_supplier_capacity_binding_qty,delta_pct::kpi::total_transport_cost,delta_pct::kpi::total_unreliable_loss_qty,delta_pct::kpi::total_warehouse_operating_cost,delta_pct::kpi::warmup_backlog_cleared_qty,kpi::avg_inventory,kpi::cost_share_holding,kpi::cost_share_inventory_risk,kpi::cost_share_purchase,kpi::cost_share_transport,kpi::cost_share_warehouse_operating,kpi::ending_backlog,kpi::ending_inventory,kpi::fill_rate,kpi::measured_required_total,kpi::measurement_starting_backlog,kpi::total_arrived,kpi::total_cost,kpi::total_demand,kpi::total_estimated_source_ordered_qty,kpi::total_estimated_source_rejected_qty,kpi::total_estimated_source_replenished_qty,kpi::total_explicit_initialization_pipeline_qty,kpi::total_explicit_initialization_stock_qty,kpi::total_external_procured_arrived_qty,kpi::total_external_procured_ordered_qty,kpi::total_external_procured_qty,kpi::total_external_procured_rejected_qty,kpi::total_external_procurement_cost,kpi::total_holding_cost,kpi::total_inventory_cost_legacy_raw_holding,kpi::total_inventory_risk_cost,kpi::total_logistics_cost,kpi::total_opening_stock_bootstrap_qty,kpi::total_produced,kpi::total_purchase_cost,kpi::total_served,kpi::total_shipped,kpi::total_supplier_capacity_binding_qty,kpi::total_transport_cost,kpi::total_unreliable_loss_qty,kpi::total_warehouse_operating_cost,kpi::warmup_backlog_cleared_qty,level,parameter,value
supplier_lead_time_node_SDC-VD0505677A_high,97930.67649999633,-0.0005479999999999929,-0.00031299999999999384,0.0004619999999999902,0.0011049999999999671,-0.0007049999999999834,-368.89809999999125,-270890.3369999975,6.900000000009676e-05,0.0,0.0,124675.8356000036,-131390.96929999813,0.0,-263608.20020000637,-680646.9798000008,-161518.99279999733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34944.68819999974,-99841.96609999985,-19968.393199999817,-121687.58879999816,0.0,-39387.89079999924,-9703.38049999997,368.89819999970496,-265744.29559999704,-2280.130899999989,-21845.62259999849,0.0,-44928.884800000116,7495.413800000213,0.4954384851388586,-0.3654454032569941,-0.365278685463535,0.26926999854290556,0.27626105044200944,-0.3656676936482658,-0.06215866094380311,-1.430107387372959,0.007769614052878053,0.0,nan,0.09909658044294982,-0.4705829163236687,0.0,-0.25179093813572073,-2.4130978976142368,-0.1567047119388927,nan,0.0,nan,nan,nan,nan,nan,-0.834628665133141,-0.834628663583658,-0.8346286627546788,-0.5260945912819779,nan,-0.22041665785922376,-0.2025532317056962,0.007833939186141944,-0.2091246093708653,-0.14430563160668236,-0.19561046045883673,nan,-0.8346286646046025,0.3516902809318011,19864396.0274,0.149406,0.085375,0.172037,0.401089,0.192093,593109.2985,18671067.4063,0.888144,5302452.7143,0.0,125937125.713,27789505.5916,5302452.7143,104429675.1053,27525708.8615,102910680.1782,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4151909.8568,11862599.591,2372519.9182,23008675.4327,0.0,17830355.3412,4780830.1589,4709343.4158,126808872.3167,1577790.4974,11146075.8417,0.0,5338169.8159,2138749.5901,high,edge_src_lead_time_scale::SDC-VD0505677A,1.8
supplier_lead_time_node_SDC-VD0508918A_low,-144032.9664000012,0.0004989999999999994,0.0002849999999999936,-0.00022199999999999998,-0.0012019999999999809,0.0006410000000000027,11842.613299999968,-227597.30739999935,-0.0022339999999999582,0.0,0.0,749793.9943000078,120784.08049999923,0.0,-34427.76399999857,13111644.1587,-12492.564800009131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32096.371000000276,91703.91709999926,18340.783400000073,106299.52950000018,0.0,-6309.982500001788,14484.550999999978,-11842.613300000317,88854.17050001025,-1580070.6283,14595.612500000745,0.0,41266.76269999985,-206417.58629999985,-0.7286733558230386,0.33276871573949307,0.3326019979460293,-0.12938947981932097,-0.30051202048081443,0.3324723285511274,1.9954588673763534,-1.201551130481765,-0.25155533034934646,0.0,nan,0.5959616834666656,0.4325938468220373,0.0,-0.032884405678191134,46.484715120490016,-0.012120207874175244,nan,0.0,nan,nan,nan,nan,nan,0.7665986638664152,0.7665986635108847,0.7665986626813526,0.4595670608420338,nan,-0.035310985827162154,0.3023577829248248,-0.25149028213548463,0.06992283185169944,-100.0,0.13069229172731825,nan,0.7665986636030593,-9.685263662842628,19622432.3845,0.150453,0.085973,0.171353,0.398782,0.193439,605320.8099,18714360.4359,0.885841,5302452.7143,0.0,126562243.8717,28041680.6414,5302452.7143,104658855.5415,41318000.0,103059706.6062,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4218950.916,12054145.4742,2410829.0948,23236662.551,0.0,17863433.2495,4805018.0904,4697131.9043,127163470.7828,0.0,11182517.0768,0.0,5424365.4634,1924836.59,low,edge_src_lead_time_scale::SDC-VD0508918A,0.5
supplier_lead_time_node_SDC-VD0508918A_high,181598.22069999948,-0.0020759999999999945,-0.0011860000000000065,0.0017589999999999828,0.004172999999999982,-0.0026690000000000047,-21240.08480000007,-289696.2048999965,0.004005000000000036,0.0,0.0,-271707.68659999967,-303836.239099998,0.0,-90665.38369999826,-546910.0177999996,-73793.79050000012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-102893.25499999989,-293980.72869999893,-58796.14570000023,-300270.7648999989,0.0,-13951.41310000047,-3565.474200000055,21240.084800000302,-81314.92610000074,0.0,-6290.036199999973,0.0,-132291.32789999992,14613.030400000047,0.9187187363861744,-1.3844245568641012,-1.3840911212771991,1.0252076351449704,1.0432917316692623,-1.3843504600670156,-3.578915775117469,-1.5293889302570407,0.45097542437294563,0.0,nan,-0.21596247975837818,-1.0882037345659081,0.0,-0.08660095551252542,-1.9389602147726188,-0.0715942718730333,nan,0.0,nan,nan,nan,nan,nan,-2.4575311583937505,-2.457531159477341,-2.4575311578260037,-1.298167108838253,nan,-0.07807282353681035,-0.07442749686805492,0.4510554202536996,-0.06398990472510305,0.0,-0.056322353448733084,nan,-2.457531159196416,0.6856540417609526,19948063.5716,0.147878,0.084502,0.173334,0.404157,0.190129,572238.1118,18652261.5384,0.89208,5302452.7143,0.0,125540742.1908,27617060.3218,5302452.7143,104602617.9218,27659445.8235,102998405.3805,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4083961.29,11668460.8284,2333692.1657,22830092.2566,0.0,17855791.8189,4786968.0652,4730214.6024,126993301.6862,1580070.6283,11161631.4281,0.0,5250807.3728,2145867.2067,high,edge_src_lead_time_scale::SDC-VD0508918A,1.8
supplier_lead_time_node_SDC-VD0514881A_low,-225124.58260000125,-0.0018269999999999953,-0.0010440000000000033,0.002007999999999982,0.0032130000000000214,-0.00234899999999999,-9277.445799999987,-79635.67179999873,0.0017490000000000006,0.0,0.0,738698.3871999979,-190315.61800000072,0.0,-58463.12309999764,13111644.1587,-95111.98990000784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-79208.26079999981,-226309.3166000005,-45261.86329999985,-213345.46179999784,0.0,-12818.46759999916,23029.843799999915,9277.4458999997,69730.21640001237,-1580070.6283,12963.854900000617,0.0,-101839.19249999989,-336779.9417999999,-1.138921798123866,-1.2183736345812686,-1.2183736345812755,1.1703336733206946,0.8032821312852567,-1.2183736345812664,-1.5632327949282554,-0.420419435410085,0.19694282577485017,0.0,nan,0.5871425188205417,-0.6816243081051911,0.0,-0.05584228639520212,46.484715120490016,-0.09227705498183277,nan,0.0,nan,nan,nan,nan,nan,-1.8918321606035113,-1.8918321608491404,-1.8918321600289951,-0.9223610610939837,nan,-0.07173280238881476,0.4807365110919217,0.19701626894188612,0.054873442280574974,-100.0,0.11608117895027825,nan,-1.891832161404677,-15.801960439306798,19541340.7683,0.148127,0.084644,0.173583,0.403197,0.190449,584200.7508,18862322.0715,0.889824,5302452.7143,0.0,126551148.2646,27730580.9429,5302452.7143,104634820.1824,41318000.0,102977087.1811,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4107646.2842,11736132.2405,2347226.4481,22917017.5597,0.0,17856924.7644,4813563.3832,4718251.9635,127144346.8287,0.0,11180885.3192,0.0,5281259.5082,1794474.2345,low,edge_src_lead_time_scale::SDC-VD0514881A,0.5
supplier_lead_time_node_SDC-VD0514881A_high,-186778.39480000362,-0.0008050000000000002,-0.0004600000000000021,0.0010580000000000034,0.0012439999999999674,-0.0010350000000000081,-29768.692600000068,371949.96460000053,0.005614000000000008,0.0,0.0,1139043.127700001,-44104.44579999894,0.0,-22358.63109999895,13111644.1587,-53941.74289999902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29063.79619999975,-83039.41760000028,-16607.883499999996,-66024.34809999913,0.0,-6647.239300001413,21919.90230000019,29768.69270000048,112118.0897000134,-1580070.6283,17015.069600000978,0.0,-37367.737900000066,-217697.94319999986,-0.9449256176269232,-0.5368312949304455,-0.5368312949304477,0.6166399533731624,0.31101244049761173,-0.5368312949304496,-5.015970724879713,1.9636299987606285,0.6321538158376273,0.0,nan,0.9053500896055678,-0.15796214030520114,0.0,-0.02135631856606827,46.484715120490016,-0.05233394002829801,nan,0.0,nan,nan,nan,nan,nan,-0.6941678027651603,-0.6941678018122844,-0.694167800982135,-0.2854444957851659,nan,-0.0371982921841762,0.45756703548193073,0.6321693308965397,0.08823012233991749,-100.0,0.1523566373061657,nan,-0.6941678014401053,-10.21454623389586,19579686.9561,0.149149,0.085228,0.172633,0.401228,0.191763,563709.504,19313907.7079,0.893689,5302452.7143,0.0,126951493.0051,27876792.1151,5302452.7143,104670924.6744,41318000.0,103018257.4281,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4157790.7488,11879402.1395,2375880.4279,23064338.6734,0.0,17863095.9927,4812453.4417,4738743.2103,127186734.702,0.0,11184936.5339,0.0,5345730.9628,1913556.2331,high,edge_src_lead_time_scale::SDC-VD0514881A,1.8
supplier_lead_time_node_SDC-VD0518684A_low,2167212.8605999984,0.014182,0.008104,-0.006822999999999996,-0.033696000000000004,0.018234,235451.89079999994,447301.30480000004,-0.04440499999999992,0.0,0.0,-16588512.550599992,-1880522.8814999983,0.0,-14350026.1391,-1398296.390900001,-14402885.4067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87316.2714999998,249475.0614,49895.01230000006,-1380181.5976999998,0.0,-2438754.7097000014,-500341.28390000015,-235451.89070000034,-17010705.6206,0.0,-1629656.659,0.0,112263.77759999968,24626.503299999982,10.964089037301356,9.457566987209411,9.457566987209411,-3.976686580212732,-8.424336973478939,9.457566987209411,39.67321666556401,2.3614312251235803,-5.00014075387776,0.0,nan,-13.185112098814496,-6.735180861396314,0.0,-13.706730447287569,-4.957380523621569,-13.973588923629313,nan,0.0,nan,nan,nan,nan,nan,2.0854861462592273,2.085486146027861,2.0854861468812467,-5.966969028618797,nan,-13.647396484874132,-10.444374927863805,-5.000067208263466,-13.386391455737412,0.0,-14.592300493958982,nan,2.085486145468618,1.155493491759544,21933678.2115,0.164136,0.093792,0.164752,0.366288,0.211032,828930.0874,19389259.0481,0.84367,5302452.7143,0.0,109223937.3268,26040373.6794,5302452.7143,90343257.1664,26808059.4504,88669313.7643,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4274170.8165,12211916.6185,2442383.3237,21750181.4238,0.0,15430988.5223,4290192.2555,4473522.6269,110063910.9917,1580070.6283,9538264.8053,0.0,5495362.4783,2155880.6796,low,edge_src_lead_time_scale::SDC-VD0518684A,0.5
supplier_lead_time_node_SDC-VD0518684A_high,534395.9801999964,0.003252000000000005,0.0018589999999999995,-0.0011950000000000016,-0.00809700000000002,0.004181999999999991,101688.00560000003,-578015.0614,-0.019177999999999917,0.0,0.0,-8997317.509499997,-735281.2586000003,0.0,-4877498.693399996,13111644.1587,-8589935.716800004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21841.82159999991,-62405.20439999923,-12481.040899999905,-576634.3258999996,0.0,-911194.9792999998,-158646.93269999977,-101688.0055999998,-5429426.497699991,-1580070.6283,-514229.12139999866,0.0,-28082.34200000018,-251679.49499999988,2.7035485136732573,2.1686650572842368,2.1694986462515162,-0.6964884161445442,-2.0243309732389347,2.1691096380667805,17.134244557350943,-3.051506445285208,-2.1595022942881985,0.0,nan,-7.151372950981863,-2.6334442985963316,0.0,-4.658845858494304,46.484715120490016,-8.333901659116666,nan,0.0,nan,nan,nan,nan,nan,-0.5216761500846433,-0.5216761486534514,-0.5216761494937645,-2.492975684661801,nan,-5.099093856414734,-3.3116756493864323,-2.1594511760455783,-4.27262866687607,-100.0,-4.6045194984922855,nan,-0.5216761490245098,-11.80898542270225,20300861.3311,0.153206,0.087547,0.17038,0.391887,0.19698,695166.2022,18363942.6819,0.868897,5302452.7143,0.0,116815132.3679,27185615.3023,5302452.7143,99815784.6121,41318000.0,94482263.4542,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4165012.7234,11900036.3527,2380007.2705,22553728.6956,0.0,16958548.2527,4631886.6067,4607286.512,121645190.1146,0.0,10653692.3429,0.0,5355016.3587,1879574.6813,high,edge_src_lead_time_scale::SDC-VD0518684A,1.8
supplier_lead_time_node_SDC-VD0519670A_low,236244.41619999707,0.0008110000000000062,0.0004630000000000051,-0.0015539999999999998,-0.0007619999999999849,0.0010430000000000161,27593.266300000018,-831008.1995999999,-0.005203999999999986,0.0,0.0,-1487411.8568999916,-82644.87350000069,0.0,-602826.6263999939,-28206355.8413,-807462.5922999978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10180.336199999787,29086.674799999222,5817.334999999963,-25190.67669999972,0.0,-44106.76070000231,-57454.196700000204,-27593.26619999949,-504119.1721999943,3341923.1286000004,-54277.35139999911,0.0,13089.003600000404,492640.77480000025,1.19517785302591,0.5408325219734093,0.5403323685930411,-0.9057263587352469,-0.19050762030480842,0.5409807155675972,4.6494153379315595,-4.387129413241024,-0.5859865439292838,0.0,nan,-1.1822453647070894,-0.2959964889370183,0.0,-0.5758025800384128,-100.0,-0.7833951335028683,nan,0.0,nan,nan,nan,nan,nan,0.24314998504443597,0.2431499845676201,0.24314998624155715,-0.10890739880124074,nan,-0.24682369593883546,-1.1993277205443835,-0.5859718734273979,-0.396711149432812,211.5046674967675,-0.4860112203824599,nan,0.24314998345280858,23.115064372812522,20002709.7671,0.150765,0.086151,0.170021,0.399222,0.193841,621071.4629,18110949.5437,0.882871,5302452.7143,0.0,124325038.0205,27838251.6874,5302452.7143,104090456.6791,0.0,102264736.5787,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4197034.8812,11991528.2319,2398305.6464,23105172.3448,0.0,17825636.4713,4733079.3427,4681381.2514,126570497.4401,4921993.7569,11113644.1129,0.0,5396187.7043,2623894.9511,low,edge_src_lead_time_scale::SDC-VD0519670A,0.5
supplier_lead_time_node_SDC-VD0519670A_high,17393.733599998057,0.0012679999999999914,0.0007250000000000034,-0.0009979999999999989,-0.0026249999999999885,0.0016309999999999936,4891.762600000016,-676363.7542999983,-0.0009229999999998961,0.0,0.0,-1592749.4761999995,199481.5380000025,0.0,-130428.35510000587,13111644.1587,-789638.8386000097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65575.57969999965,187358.79920000024,37471.759899999946,193331.88480000198,0.0,-24819.019799999893,6149.653199999593,-4891.762500000186,-20974.702099993825,-1580070.6283,5973.085700001568,0.0,84311.45959999971,-92612.64170000004,0.08799617580189212,0.845592648412174,0.8460928017925538,-0.5816698236922622,-0.6562762510500391,0.8459631323976357,0.8242531280887188,-3.5707172588284144,-0.10393266334486347,0.0,nan,-1.2659712753007197,0.714452480295183,0.0,-0.12458139718420111,46.484715120490016,-0.7661026396555041,nan,0.0,nan,nan,nan,nan,nan,1.5662254084826264,1.5662254089659333,1.5662254114868712,0.8358359296838415,nan,-0.1388885082330426,0.12837094552039852,-0.10388169402312558,-0.016505815763337595,-100.0,0.05348430967298137,nan,1.5662254082214049,-4.345452678984625,19783859.0845,0.151222,0.086413,0.170577,0.397359,0.194429,598369.9592,18265593.989,0.887152,5302452.7143,0.0,124219700.4012,28120378.0989,5302452.7143,104562854.9504,41318000.0,102282560.3324,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4252430.1247,12149800.3563,2429960.0713,23323694.9063,0.0,17844924.2122,4796683.1926,4704082.7551,127053641.9102,0.0,11173894.55,0.0,5467410.1603,2038641.5346,high,edge_src_lead_time_scale::SDC-VD0519670A,1.8
supplier_lead_time_node_SDC-VD0520115A_low,295609.3699999973,-0.0009550000000000114,-0.0005460000000000048,5.9000000000003494e-05,0.0026720000000000077,-0.0012280000000000069,-20091.429300000076,283058.753700003,0.0037890000000000423,0.0,0.0,121271.11030000448,-253500.90719999745,0.0,-261189.07510000467,-27109824.182,-297840.6559000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-64453.92079999996,-184154.05929999985,-36830.81179999979,-211624.27270000055,0.0,-9531.340500000864,-41876.634499999695,20091.42939999979,-222229.69529999793,3361238.1903999997,-27470.213399998844,0.0,-82869.32670000009,263939.0389999999,1.4955095144845292,-0.636861971004449,-0.6371954065913603,0.03438729418621798,0.6680267210688446,-0.6369360678015368,-3.385369406172398,1.494347931380664,0.4266531542944056,0.0,nan,0.09639038935985994,-0.9079253835816873,0.0,-0.24948025972004576,-96.11246605031322,-0.28896313292576065,nan,0.0,nan,nan,nan,nan,nan,-1.5394353949308255,-1.539435393861548,-1.53943539136656,-0.9149198069364187,nan,-0.05333787047892633,-0.8741538735838725,0.42666252121151194,-0.17488126364214232,212.7270851187431,-0.24597427093136054,nan,-1.5394353941387706,12.384212166481978,20062074.7209,0.148999,0.085142,0.171634,0.402656,0.19157,573386.7673,19225016.497,0.891864,5302452.7143,0.0,125933720.9877,27667395.6537,5302452.7143,104432094.2304,1096531.6593,102774358.5151,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4122400.6242,11778287.4978,2355657.4996,22918738.7488,0.0,17860211.8915,4748656.9049,4729065.947,126852386.917,4941308.8187,11140451.2509,0.0,5300229.374,2395193.2153,low,edge_src_lead_time_scale::SDC-VD0520115A,0.5
supplier_lead_time_node_SDC-VD0520115A_high,-13014.832800000906,-0.0004619999999999902,-0.00026400000000000035,0.0005249999999999977,0.0007960000000000189,-0.0005939999999999834,4968.52509999997,-301224.2995999977,-0.0009369999999999656,0.0,0.0,-175186.66409999132,-39821.82709999755,0.0,33644.15709999204,2615.694200001657,2060.8602000027895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18851.96989999991,-53862.77099999972,-10772.55420000013,-47619.99210000038,0.0,4666.485500000417,7798.165000000037,-4968.525100000203,61035.3030000031,-1651.7266999999993,6242.778900001198,0.0,-24238.246899999678,-81354.85030000005,-0.0658429950370885,-0.3080944823079012,-0.30809448230790815,0.3059886347078523,0.19900796031841744,-0.30809448230789915,0.8371874701487508,-1.590249031711331,-0.10550910677588782,0.0,nan,-0.13924429916968062,-0.1426237406565355,0.0,0.032135927002897385,0.00927342126263519,0.0019994336169967208,nan,0.0,nan,nan,nan,nan,nan,-0.45026569940226835,-0.4502656982096674,-0.4502656982134391,-0.20587654441798828,nan,0.026113892289420095,0.16278280771575046,-0.10551182813646838,0.04803107388961839,-0.10453499169066222,0.055899201296832304,nan,-0.45026569728041244,-3.8172288976454944,19753450.5181,0.149492,0.085424,0.1721,0.40078,0.192204,598446.7217,18640733.4437,0.887138,5302452.7143,0.0,125637263.2133,27881074.7338,5302452.7143,104726927.4626,28208971.5355,103074260.0312,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4168002.5751,11908578.7861,2381715.7572,23082743.0294,0.0,17874409.7175,4798331.7044,4704005.9925,127135651.9153,1578418.9016,11174164.2432,0.0,5358860.4538,2049899.326,high,edge_src_lead_time_scale::SDC-VD0520115A,1.8
supplier_lead_time_node_SDC-VD0520132A_low,-662076.7523000017,-0.002018999999999993,-0.0011540000000000022,0.0011740000000000084,0.004595999999999989,-0.002595999999999987,-3882.7628999999724,-1497610.4394999966,0.0007320000000000659,0.0,0.0,-601449.6186999977,-285720.8251999989,0.0,-73391.11429999769,13111644.1587,-115935.6072999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-98655.40620000008,-281872.5890999995,-56374.51780000003,-269147.35229999945,0.0,-14615.674200002104,-16573.4729000004,3882.763000000268,55152.56240001321,-1580070.6283,12725.236899999902,0.0,-126842.66509999987,-528710.7874,-3.3494949175111683,-1.3464128999559817,-1.3467463355429024,0.684248870756234,1.1490459618384707,-1.3464869967530717,-0.6542385082121098,-7.9063128521111805,0.08242547082172856,0.0,nan,-0.4780525451066966,-1.0233225304094211,0.0,-0.070101072373324,46.484715120490016,-0.11247999774183298,nan,0.0,nan,nan,nan,nan,nan,-2.356313197405335,-2.3563131970555062,-2.3563131962392596,-1.1636105842775712,nan,-0.0817900627348091,-0.3459629864542432,0.08245453411328242,0.04340171457552507,-100.0,0.11394454143215552,nan,-2.3563131971462026,-24.80749566519923,19104388.5986,0.147935,0.084534,0.172749,0.40458,0.190202,589595.4337,17444347.3038,0.888807,5302452.7143,0.0,125211000.2587,27635175.7357,5302452.7143,104619892.1912,41318000.0,102956263.5637,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4088199.1388,11680568.968,2336113.7936,22861215.6692,0.0,17855127.5578,4773960.0665,4712857.2806,127129769.1747,0.0,11180646.7012,0.0,5256256.0356,1602543.3889,low,edge_src_lead_time_scale::SDC-VD0520132A,0.5
supplier_lead_time_node_SDC-VD0520132A_high,960464.0063999966,0.003245999999999999,0.0018549999999999955,-0.002260000000000012,-0.007012000000000018,0.00417300000000001,118259.1163,209436.33580000326,-0.022302999999999962,0.0,0.0,-8545774.627499998,-878676.3911999986,0.0,-4921342.033199996,-28206355.8413,-8213790.27170001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43997.145200000145,-125706.12920000032,-25141.22580000013,-666796.7503999993,0.0,-786198.1170000024,-211879.64070000034,-118259.11620000005,-5614366.543899998,3364357.9959000004,-541090.6210999992,0.0,-56567.75820000004,816480.3237000001,4.85905795168515,2.1646638302412735,2.1648305480347254,-1.317208217980482,-1.7530701228049166,2.1644415398500034,19.926446662657394,1.1056741791860634,-2.5113869887115348,0.0,nan,-6.792471361798906,-3.1470206885493917,0.0,-4.700723750194447,-100.0,-7.968967711723192,nan,0.0,nan,nan,nan,nan,nan,-1.0508400692482176,-1.0508400697296671,-1.0508400680665548,-2.882776849547075,nan,-4.399605001554408,-4.422881897337423,-2.511356044888359,-4.418165243047103,212.92453233686888,-4.845043214439496,nan,-1.0508400708432888,38.30985214149654,20726929.3573,0.1532,0.087543,0.169315,0.392972,0.196971,711737.3129,19151394.0791,0.865772,5302452.7143,0.0,117266675.2499,27042220.1697,5302452.7143,99771941.2723,0.0,94858408.8993,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4142857.3998,11836735.4279,2367347.0856,22463566.2711,0.0,17083545.115,4578653.8987,4590715.4014,121460250.0684,4944428.6242,10626830.8432,0.0,5326530.9425,2947734.5,high,edge_src_lead_time_scale::SDC-VD0520132A,1.8
supplier_lead_time_node_SDC-VD0525412A_low,-314355.2175000012,-0.0008210000000000162,-0.0004689999999999972,0.0010729999999999906,0.0012739999999999974,-0.0010560000000000014,-24520.399800000014,122329.86690000072,0.0046240000000000725,0.0,0.0,1080959.4916000068,-36783.92749999836,0.0,17491.364999994636,13111644.1587,68748.08659999073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28418.282799999695,-81195.09379999898,-16239.018699999899,-60400.3861999996,0.0,3176.1336999982595,23616.45870000031,24520.399900000542,156550.37570001185,-1580070.6283,20794.707700001076,0.0,-36537.792200000025,-181435.7431999999,-1.590346133815412,-0.5475012337116824,-0.5473345159182117,0.6253824857933793,0.31851274050961975,-0.5477235241029479,-4.131642904571031,0.6458142740988337,0.5206767446443231,0.0,nan,0.8591832466924899,-0.13174336081854196,0.0,0.016707246585202604,46.484715120490016,0.066698961653021,nan,0.0,nan,nan,nan,nan,nan,-0.6787501809428084,-0.6787501816617673,-0.6787501791595962,-0.2611302993552526,nan,0.01777380714855847,0.49298180475651565,0.5207163429819903,0.12319563093992351,-100.0,0.18620033966458843,nan,-0.6787501814753791,-8.51309736856373,19452110.1334,0.149133,0.085219,0.172648,0.401258,0.191742,568957.7968,19064287.6102,0.892699,5302452.7143,0.0,126893409.369,27884112.6334,5302452.7143,104710774.6705,41318000.0,103140947.2576,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4158436.2622,11881246.4633,2376249.2927,23069962.6353,0.0,17872919.3657,4814149.9981,4733494.9175,127231166.988,0.0,11188716.172,0.0,5346560.9085,1949818.4331,low,edge_src_lead_time_scale::SDC-VD0525412A,0.5
