day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_qty
0,50.0,0.0,50.0,0.0,45.0,1964.689,21308.3722,633.0194,3.248,22.4534,1389.9179
1,50.0,0.0,100.0,64.96,45.0,1964.689,19283.872,564.9292,3.248,22.4534,1749.9179
2,50.0,0.0,150.0,64.96,45.0,1964.689,17259.3719,496.839,3.248,22.4534,1749.918
3,50.0,0.0,200.0,64.96,45.0,1964.689,15234.8718,428.7488,3.248,22.4534,1749.918
4,50.0,0.0,250.0,64.96,45.0,1964.689,13210.3717,360.6586,3.248,22.4534,1749.918
5,50.0,0.0,300.0,109.96,45.0,2009.689,11185.8716,292.5684,3.248,22.4534,1749.918
6,50.0,0.0,350.0,109.96,45.0,2009.689,9161.3714,224.4783,3.248,22.4534,1749.9179
7,50.0,0.0,400.0,109.96,45.0,2009.689,7176.8713,157.9881,3.248,22.4534,1789.9179
8,50.0,45.0,405.0,2009.689,45.0,2009.689,7057.1002,156.1175,3.248,22.4534,1799.9179
9,50.0,45.0,410.0,2009.689,45.0,2009.689,6977.3291,155.8469,3.248,22.4534,1839.9179
10,50.0,45.0,415.0,2009.689,45.0,2009.689,6897.5581,155.5764,3.248,22.4534,1839.9179
11,50.0,45.0,420.0,2009.689,45.0,2009.689,6817.787,155.3058,3.248,22.4534,1839.9179
12,50.0,45.0,425.0,2009.689,45.0,2009.689,6738.0159,155.0352,3.248,22.4534,1839.9179
13,50.0,45.0,430.0,2009.689,45.0,2009.689,6658.2448,154.7647,3.248,22.4534,1839.9179
14,50.0,45.0,435.0,2009.689,45.0,2009.689,6578.4737,154.4941,3.248,22.4534,1839.9179
15,50.0,45.0,440.0,2009.689,45.0,2009.689,6498.7026,154.2235,3.248,22.4534,1839.9179
16,50.0,45.0,445.0,2009.689,45.0,2009.689,6418.9315,153.953,3.248,22.4534,1839.918
17,50.0,45.0,450.0,2009.689,45.0,2009.689,6339.1605,153.6824,3.248,22.4534,1839.9179
18,50.0,45.0,455.0,2009.689,45.0,2009.689,6259.3894,153.4118,3.248,22.4534,1839.9179
19,50.0,45.0,460.0,2009.689,45.0,2009.689,6179.6183,153.1413,3.248,22.4534,1839.9179
20,50.0,45.0,465.0,2009.689,45.0,2009.689,6099.8472,152.8707,3.248,22.4534,1839.9179
21,50.0,45.0,470.0,2009.689,45.0,2009.689,6020.0761,152.6001,3.248,22.4534,1839.9179
22,50.0,45.0,475.0,2009.689,45.0,2009.689,5947.065,152.3298,3.248,22.4534,1846.6779
23,50.0,45.0,480.0,2009.689,45.0,2009.689,5875.414,152.0596,3.248,22.4534,1848.0379
24,50.0,45.0,485.0,2009.689,45.0,2009.689,5803.7629,151.7894,3.248,22.4534,1848.0379
25,50.0,45.0,490.0,2009.689,45.0,2009.689,5732.1118,151.5191,3.248,22.4534,1848.038
26,50.0,45.0,495.0,2009.689,45.0,2009.689,5660.4607,151.2489,3.248,22.4534,1848.0379
27,50.0,45.0,500.0,2009.689,45.0,2009.689,5588.8096,150.9786,3.248,22.4534,1848.0379
28,50.0,45.0,505.0,2009.689,45.0,2009.689,5517.1585,150.7084,3.248,22.4534,1848.0379
29,50.0,45.0,510.0,2009.689,45.0,2009.689,5445.5074,150.4381,3.248,22.4534,1848.0379
