avg_inventory_max,avg_inventory_min,baseline_avg_inventory,baseline_backlog,baseline_external_procured_qty,baseline_fill_rate,baseline_total_cost,ending_backlog_cross_threshold_at,ending_backlog_max,ending_backlog_min,ending_backlog_monotonicity,external_procured_qty_max,external_procured_qty_min,fill_rate_cross_service_threshold_at,fill_rate_cross_soft_threshold_at,fill_rate_max,fill_rate_min,fill_rate_monotonicity,levels,max_backlog_increase,max_fill_rate_drop,max_total_cost_increase,parameter_group,parameter_key,parameter_label,realism_focus,safe_band_high,safe_band_low,steepest_fill_segment,total_cost_cross_threshold_at,total_cost_max,total_cost_min,total_cost_monotonicity
4656606.0037,4653737.9515,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.85, 0.9, 0.95, 1.0]",0.0,0.0,5153.316599998623,supplier_reliability_node,supplier_reliability_node::SDC-VD0525412A,Fiabilite fournisseur SDC-VD0525412A,supplier_reliability,1.0,0.85,"[0.85, 0.9]",,13569579.8512,13564426.5346,decreasing
4656606.0037,4654863.8847,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.85, 0.9, 0.95, 1.0]",0.0,0.0,0.0,supplier_reliability_node,supplier_reliability_node::SDC-VD0901566A,Fiabilite fournisseur SDC-VD0901566A,supplier_reliability,1.0,0.85,"[0.85, 0.9]",,13564426.5346,13554558.3825,increasing
4656606.0037,4656603.758,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.85, 0.9, 0.95, 1.0]",0.0,0.0,0.0,supplier_reliability_node,supplier_reliability_node::SDC-VD0910216A,Fiabilite fournisseur SDC-VD0910216A,supplier_reliability,1.0,0.85,"[0.85, 0.9]",,13564426.5346,13564425.6309,increasing
4656606.0037,4656605.8331,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.85, 0.9, 0.95, 1.0]",0.0,0.0,0.0,supplier_reliability_node,supplier_reliability_node::SDC-VD0914320A,Fiabilite fournisseur SDC-VD0914320A,supplier_reliability,1.0,0.85,"[0.85, 0.9]",,13564426.5346,13564425.3484,increasing
4656606.0037,4656508.9299,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.85, 0.9, 0.95, 1.0]",0.0,0.0,0.0,supplier_reliability_node,supplier_reliability_node::SDC-VD0914360C,Fiabilite fournisseur SDC-VD0914360C,supplier_reliability,1.0,0.85,"[0.85, 0.9]",,13564426.5346,13564422.3439,increasing
4656606.0037,4531573.8253,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.85, 0.9, 0.95, 1.0]",0.0,0.0,122739.27749999985,supplier_reliability_node,supplier_reliability_node::SDC-VD0914690A,Fiabilite fournisseur SDC-VD0914690A,supplier_reliability,1.0,0.85,"[0.85, 0.9]",,13687165.8121,13558757.2423,non_monotonic
4656606.0037,4656604.5984,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.85, 0.9, 0.95, 1.0]",0.0,0.0,0.0,supplier_reliability_node,supplier_reliability_node::SDC-VD0951020A,Fiabilite fournisseur SDC-VD0951020A,supplier_reliability,1.0,0.85,"[0.85, 0.9]",,13564426.5346,13564425.646,increasing
4656606.0037,4656605.9306,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.85, 0.9, 0.95, 1.0]",0.0,0.0,0.0,supplier_reliability_node,supplier_reliability_node::SDC-VD0964290A,Fiabilite fournisseur SDC-VD0964290A,supplier_reliability,1.0,0.85,"[0.85, 0.9]",,13564426.5346,13564426.0262,increasing
4656606.0037,4656604.9858,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.85, 0.9, 0.95, 1.0]",0.0,0.0,0.0,supplier_reliability_node,supplier_reliability_node::SDC-VD0989480A,Fiabilite fournisseur SDC-VD0989480A,supplier_reliability,1.0,0.85,"[0.85, 0.9]",,13564426.5346,13564426.432,increasing
4656606.0037,4656604.8953,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.85, 0.9, 0.95, 1.0]",0.0,0.0,0.0,supplier_reliability_node,supplier_reliability_node::SDC-VD0990780A,Fiabilite fournisseur SDC-VD0990780A,supplier_reliability,1.0,0.85,"[0.85, 0.9]",,13564426.5346,13564426.2553,increasing
4656606.0037,4654693.7991,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.85, 0.9, 0.95, 1.0]",0.0,0.0,0.0,supplier_reliability_node,supplier_reliability_node::SDC-VD0993480A,Fiabilite fournisseur SDC-VD0993480A,supplier_reliability,1.0,0.85,"[0.85, 0.9]",,13564426.5346,13559959.4465,increasing
4656606.0037,4656605.5838,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.85, 0.9, 0.95, 1.0]",0.0,0.0,0.0,supplier_reliability_node,supplier_reliability_node::SDC-VD1091642A,Fiabilite fournisseur SDC-VD1091642A,supplier_reliability,1.0,0.85,"[0.85, 0.9]",,13564426.5346,13564426.3323,increasing
4656606.0037,4656605.297,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.85, 0.9, 0.95, 1.0]",0.0,0.0,0.0,supplier_reliability_node,supplier_reliability_node::SDC-VD1095770A,Fiabilite fournisseur SDC-VD1095770A,supplier_reliability,1.0,0.85,"[0.85, 0.9]",,13564426.5346,13564426.4743,increasing
4656606.0037,4656605.8929,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.85, 0.9, 0.95, 1.0]",0.0,0.0,0.0,supplier_reliability_node,supplier_reliability_node::SDC-VD1096202A,Fiabilite fournisseur SDC-VD1096202A,supplier_reliability,1.0,0.85,"[0.85, 0.9]",,13564426.5346,13564426.2641,increasing
4656816.2553,4655212.4153,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.7, 0.85, 1.0, 1.2, 1.5]",0.0,0.0,624.5853999983519,supplier_lead_time_node,supplier_lead_time_node::SDC-1450,Lead time fournisseur SDC-1450,supplier_lead_time,1.5,0.7,"[0.7, 0.85]",,13565051.12,13563032.5826,non_monotonic
4656606.0037,4656602.7029,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.7, 0.85, 1.0, 1.2, 1.5]",0.0,0.0,0.0,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0500655A,Lead time fournisseur SDC-VD0500655A,supplier_lead_time,1.5,0.7,"[0.7, 0.85]",,13564426.5346,13564425.7028,non_monotonic
4656631.9662,4656605.5791,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.7, 0.85, 1.0, 1.2, 1.5]",0.0,0.0,47.6152999997139,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0505677A,Lead time fournisseur SDC-VD0505677A,supplier_lead_time,1.5,0.7,"[0.7, 0.85]",,13564474.1499,13564425.7559,decreasing
4656747.3447,4656032.1064,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.7, 0.85, 1.0, 1.2, 1.5]",0.0,0.0,121.55329999886453,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0508918A,Lead time fournisseur SDC-VD0508918A,supplier_lead_time,1.5,0.7,"[0.7, 0.85]",,13564548.0879,13563932.983,non_monotonic
4656606.0037,4656605.8547,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.7, 0.85, 1.0, 1.2, 1.5]",0.0,0.0,0.0,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0514881A,Lead time fournisseur SDC-VD0514881A,supplier_lead_time,1.5,0.7,"[0.7, 0.85]",,13564426.5346,13564425.7118,non_monotonic
4656612.77,4648366.4619,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,653.8103,increasing,0.0,0.0,,,0.963833,0.959867,decreasing,"[0.7, 0.85, 1.0, 1.2, 1.5]",0.0,0.0,21439.08499999903,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0518684A,Lead time fournisseur SDC-VD0518684A,supplier_lead_time,1.5,0.7,"[0.7, 0.85]",,13585865.6196,13564419.8015,non_monotonic
4656673.9895,4656600.8484,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.7, 0.85, 1.0, 1.2, 1.5]",0.0,0.0,39.29619999974966,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0519670A,Lead time fournisseur SDC-VD0519670A,supplier_lead_time,1.5,0.7,"[0.7, 0.85]",,13564465.8308,13564423.556,non_monotonic
4656608.325,4656595.3955,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.7, 0.85, 1.0, 1.2, 1.5]",0.0,0.0,1.6666999999433756,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0520115A,Lead time fournisseur SDC-VD0520115A,supplier_lead_time,1.5,0.7,"[0.7, 0.85]",,13564428.2013,13564418.9179,non_monotonic
4657479.4371,4655943.3308,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.7, 0.85, 1.0, 1.2, 1.5]",0.0,0.0,2492.585699999705,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0525412A,Lead time fournisseur SDC-VD0525412A,supplier_lead_time,1.5,0.7,"[0.7, 0.85]",,13566919.1203,13554166.4046,non_monotonic
4656606.0037,4655962.1578,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.7, 0.85, 1.0, 1.2, 1.5]",0.0,0.0,0.0,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0901566A,Lead time fournisseur SDC-VD0901566A,supplier_lead_time,1.5,0.7,"[0.7, 0.85]",,13564426.5346,13564408.3382,non_monotonic
4656607.3946,4656604.6209,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.7, 0.85, 1.0, 1.2, 1.5]",0.0,0.0,1.3066999986767769,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0910216A,Lead time fournisseur SDC-VD0910216A,supplier_lead_time,1.5,0.7,"[0.7, 0.85]",,13564427.8413,13564425.2621,decreasing
4656607.1013,4656599.4039,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.7, 0.85, 1.0, 1.2, 1.5]",0.0,0.0,7.633599998429418,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0914320A,Lead time fournisseur SDC-VD0914320A,supplier_lead_time,1.5,0.7,"[0.7, 0.85]",,13564434.1682,13564380.6332,non_monotonic
4657131.0594,4654592.4755,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.7, 0.85, 1.0, 1.2, 1.5]",0.0,0.0,22.666599998250604,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0914360C,Lead time fournisseur SDC-VD0914360C,supplier_lead_time,1.5,0.7,"[0.7, 0.85]",,13564449.2012,13564339.6106,non_monotonic
4656606.0037,4645432.6956,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.7, 0.85, 1.0, 1.2, 1.5]",0.0,0.0,55378.74389999919,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0914690A,Lead time fournisseur SDC-VD0914690A,supplier_lead_time,1.5,0.7,"[0.7, 0.85]",,13619805.2785,13342899.7249,non_monotonic
4656606.0037,4656605.9975,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.7, 0.85, 1.0, 1.2, 1.5]",0.0,0.0,0.0,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0964290A,Lead time fournisseur SDC-VD0964290A,supplier_lead_time,1.5,0.7,"[0.7, 0.85]",,13564426.5346,13564426.4919,non_monotonic
4656609.1534,4656591.2243,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.7, 0.85, 1.0, 1.2, 1.5]",0.0,0.0,0.31739999912679195,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0989480A,Lead time fournisseur SDC-VD0989480A,supplier_lead_time,1.5,0.7,"[0.7, 0.85]",,13564426.852,13564425.045,non_monotonic
4656606.3053,4656605.9959,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.7, 0.85, 1.0, 1.2, 1.5]",0.0,0.0,0.07599999941885471,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0990780A,Lead time fournisseur SDC-VD0990780A,supplier_lead_time,1.5,0.7,"[0.7, 0.85]",,13564426.6106,13564426.5326,non_monotonic
4656656.642,4656291.829,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.7, 0.85, 1.0, 1.2, 1.5]",0.0,0.0,0.0,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0993480A,Lead time fournisseur SDC-VD0993480A,supplier_lead_time,1.5,0.7,"[0.7, 0.85]",,13564426.5346,13561310.2354,non_monotonic
4656606.4393,4656605.7156,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.7, 0.85, 1.0, 1.2, 1.5]",0.0,0.0,0.4050999991595745,supplier_lead_time_node,supplier_lead_time_node::SDC-VD1091642A,Lead time fournisseur SDC-VD1091642A,supplier_lead_time,1.5,0.7,"[0.7, 0.85]",,13564426.9397,13564426.0619,decreasing
4656607.5543,4656598.6765,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.7, 0.85, 1.0, 1.2, 1.5]",0.0,0.0,0.1321999989449978,supplier_lead_time_node,supplier_lead_time_node::SDC-VD1095770A,Lead time fournisseur SDC-VD1095770A,supplier_lead_time,1.5,0.7,"[0.7, 0.85]",,13564426.6668,13564425.9097,non_monotonic
4656606.0037,4656605.9953,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.7, 0.85, 1.0, 1.2, 1.5]",0.0,0.0,0.0,supplier_lead_time_node,supplier_lead_time_node::SDC-VD1096202A,Lead time fournisseur SDC-VD1096202A,supplier_lead_time,1.5,0.7,"[0.7, 0.85]",,13564426.5346,13564426.5142,non_monotonic
4656609.5445,4656602.4629,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,8.586499998345971,supplier_stock_node,supplier_stock_node::SDC-1450,Stock fournisseur SDC-1450,supplier_buffer,1.4,0.6,"[0.6, 0.8]",,13564435.1211,13564417.9481,increasing
4656678.0037,4656534.0037,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,18.143999999389052,supplier_stock_node,supplier_stock_node::SDC-VD0500655A,Stock fournisseur SDC-VD0500655A,supplier_buffer,1.4,0.6,"[0.6, 0.8]",,13564444.6786,13564408.3906,increasing
4656678.0037,4656534.0037,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,132.0479999985546,supplier_stock_node,supplier_stock_node::SDC-VD0505677A,Stock fournisseur SDC-VD0505677A,supplier_buffer,1.4,0.6,"[0.6, 0.8]",,13564558.5826,13564294.4866,increasing
4656606.0037,4656606.0037,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,0.0,supplier_stock_node,supplier_stock_node::SDC-VD0508918A,Stock fournisseur SDC-VD0508918A,supplier_buffer,1.4,0.6,"[0.6, 0.8]",,13564426.5346,13564426.5346,flat
4656678.0037,4656534.0037,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,397.72799999825656,supplier_stock_node,supplier_stock_node::SDC-VD0514881A,Stock fournisseur SDC-VD0514881A,supplier_buffer,1.4,0.6,"[0.6, 0.8]",,13564824.2626,13564028.8066,increasing
4656678.0037,4656534.0037,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,66.81599999964237,supplier_stock_node,supplier_stock_node::SDC-VD0518684A,Stock fournisseur SDC-VD0518684A,supplier_buffer,1.4,0.6,"[0.6, 0.8]",,13564493.3506,13564359.7186,increasing
4656750.0037,4656462.0037,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,71.4239999987185,supplier_stock_node,supplier_stock_node::SDC-VD0519670A,Stock fournisseur SDC-VD0519670A,supplier_buffer,1.4,0.6,"[0.6, 0.8]",,13564497.9586,13564355.1106,increasing
4656678.0037,4656534.0037,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,51.69599999859929,supplier_stock_node,supplier_stock_node::SDC-VD0520115A,Stock fournisseur SDC-VD0520115A,supplier_buffer,1.4,0.6,"[0.6, 0.8]",,13564478.2306,13564374.8386,increasing
4656606.0037,4656606.0037,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,0.0,supplier_stock_node,supplier_stock_node::SDC-VD0525412A,Stock fournisseur SDC-VD0525412A,supplier_buffer,1.4,0.6,"[0.6, 0.8]",,13564426.5346,13564426.5346,flat
4656606.0037,4656606.0037,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,0.0,supplier_stock_node,supplier_stock_node::SDC-VD0901566A,Stock fournisseur SDC-VD0901566A,supplier_buffer,1.4,0.6,"[0.6, 0.8]",,13564426.5346,13564426.5346,flat
4656750.0037,4656462.0037,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,84.95999999903142,supplier_stock_node,supplier_stock_node::SDC-VD0910216A,Stock fournisseur SDC-VD0910216A,supplier_buffer,1.4,0.6,"[0.6, 0.8]",,13564511.4946,13564341.5746,increasing
4656678.0037,4656534.0037,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,500.7599999997765,supplier_stock_node,supplier_stock_node::SDC-VD0914320A,Stock fournisseur SDC-VD0914320A,supplier_buffer,1.4,0.6,"[0.6, 0.8]",,13564927.2946,13563925.7746,increasing
4656606.0037,4656606.0037,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,0.0,supplier_stock_node,supplier_stock_node::SDC-VD0914360C,Stock fournisseur SDC-VD0914360C,supplier_buffer,1.4,0.6,"[0.6, 0.8]",,13564426.5346,13564426.5346,flat
4656606.0037,4656606.0037,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,0.0,supplier_stock_node,supplier_stock_node::SDC-VD0914690A,Stock fournisseur SDC-VD0914690A,supplier_buffer,1.4,0.6,"[0.6, 0.8]",,13564426.5346,13564426.5346,flat
4656606.0037,4656606.0037,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,0.0,supplier_stock_node,supplier_stock_node::SDC-VD0949099A,Stock fournisseur SDC-VD0949099A,supplier_buffer,1.4,0.6,"[0.6, 0.8]",,13564426.5346,13564426.5346,flat
4656750.0037,4656462.0037,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,119.80799999833107,supplier_stock_node,supplier_stock_node::SDC-VD0951020A,Stock fournisseur SDC-VD0951020A,supplier_buffer,1.4,0.6,"[0.6, 0.8]",,13564546.3426,13564306.7266,increasing
4656606.0037,4656606.0037,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,0.0,supplier_stock_node,supplier_stock_node::SDC-VD0960508A,Stock fournisseur SDC-VD0960508A,supplier_buffer,1.4,0.6,"[0.6, 0.8]",,13564426.5346,13564426.5346,flat
4656678.0037,4656534.0037,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,500.7599999997765,supplier_stock_node,supplier_stock_node::SDC-VD0964290A,Stock fournisseur SDC-VD0964290A,supplier_buffer,1.4,0.6,"[0.6, 0.8]",,13564927.2946,13563925.7746,increasing
4656606.0037,4656606.0037,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,0.0,supplier_stock_node,supplier_stock_node::SDC-VD0972460A,Stock fournisseur SDC-VD0972460A,supplier_buffer,1.4,0.6,"[0.6, 0.8]",,13564426.5346,13564426.5346,flat
4656606.0037,4656606.0037,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,0.0,supplier_stock_node,supplier_stock_node::SDC-VD0975221A,Stock fournisseur SDC-VD0975221A,supplier_buffer,1.4,0.6,"[0.6, 0.8]",,13564426.5346,13564426.5346,flat
4656678.0037,4656534.0037,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,7.256599999964237,supplier_stock_node,supplier_stock_node::SDC-VD0989480A,Stock fournisseur SDC-VD0989480A,supplier_buffer,1.4,0.6,"[0.6, 0.8]",,13564433.7912,13564419.278,increasing
4656678.0037,4656534.0037,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,18.143999999389052,supplier_stock_node,supplier_stock_node::SDC-VD0990780A,Stock fournisseur SDC-VD0990780A,supplier_buffer,1.4,0.6,"[0.6, 0.8]",,13564444.6786,13564408.3906,increasing
4656606.0037,4656606.0037,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,0.0,supplier_stock_node,supplier_stock_node::SDC-VD0993480A,Stock fournisseur SDC-VD0993480A,supplier_buffer,1.4,0.6,"[0.6, 0.8]",,13564426.5346,13564426.5346,flat
4656750.0037,4656462.0037,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,84.95999999903142,supplier_stock_node,supplier_stock_node::SDC-VD1091642A,Stock fournisseur SDC-VD1091642A,supplier_buffer,1.4,0.6,"[0.6, 0.8]",,13564511.4946,13564341.5746,increasing
4656678.0037,4656534.0037,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,6.140699999406934,supplier_stock_node,supplier_stock_node::SDC-VD1095770A,Stock fournisseur SDC-VD1095770A,supplier_buffer,1.4,0.6,"[0.6, 0.8]",,13564432.6753,13564420.3938,increasing
4656678.0037,4656534.0037,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.6, 0.8, 1.0, 1.2, 1.4]",0.0,0.0,175.82399999909103,supplier_stock_node,supplier_stock_node::SDC-VD1096202A,Stock fournisseur SDC-VD1096202A,supplier_buffer,1.4,0.6,"[0.6, 0.8]",,13564602.3586,13564250.7106,increasing
4656610.4297,4656601.5776,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.5, 0.75, 1.0, 1.25, 1.5]",0.0,0.0,10.733099998906255,global,production_stock_scale,Stock production global,buffer_policy,1.5,0.5,"[0.5, 0.75]",,13564437.2677,13564415.8015,increasing
4656606.0037,4656606.0037,4656606.0037,728.5,0.0,0.959867,13564426.5346,,728.5,728.5,flat,0.0,0.0,,,0.959867,0.959867,flat,"[0.7, 1.0, 1.5, 2.0, 3.0]",0.0,0.0,0.0,global,external_procurement_cost_multiplier_scale,Surcout appro externe,economic_penalty,3.0,0.7,"[0.7, 1.0]",,13564426.5346,13564426.5346,flat
