case_id,case_input,case_output_dir,kpi::avg_inventory,kpi::cost_share_holding,kpi::cost_share_inventory_risk,kpi::cost_share_purchase,kpi::cost_share_transport,kpi::cost_share_warehouse_operating,kpi::ending_backlog,kpi::ending_inventory,kpi::fill_rate,kpi::measured_required_total,kpi::measurement_starting_backlog,kpi::total_arrived,kpi::total_cost,kpi::total_demand,kpi::total_estimated_source_ordered_qty,kpi::total_estimated_source_rejected_qty,kpi::total_estimated_source_replenished_qty,kpi::total_explicit_initialization_pipeline_qty,kpi::total_explicit_initialization_stock_qty,kpi::total_external_procured_arrived_qty,kpi::total_external_procured_ordered_qty,kpi::total_external_procured_qty,kpi::total_external_procured_rejected_qty,kpi::total_external_procurement_cost,kpi::total_holding_cost,kpi::total_inventory_cost_legacy_raw_holding,kpi::total_inventory_risk_cost,kpi::total_logistics_cost,kpi::total_opening_stock_bootstrap_qty,kpi::total_produced,kpi::total_purchase_cost,kpi::total_served,kpi::total_shipped,kpi::total_supplier_capacity_binding_qty,kpi::total_transport_cost,kpi::total_unreliable_loss_qty,kpi::total_warehouse_operating_cost,level,parameter_group,parameter_key,parameter_label,realism_focus,status
supplier_capacity_node_SDC-VD0972460A_1_4,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_capacity_node_SDC-VD0972460A_1_4\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_capacity_node_SDC-VD0972460A_1_4\simulation_output,4659089.4433,0.274313,0.15675,0.001911,0.214337,0.352688,731.4689,4811681.8213,0.959756,18176.0,776.0,1360783.9123,13569373.2942,17400.0,769337.8886,33730278.2631,770130.4829,784772.9885,168240.5218,0.0,0.0,0.0,0.0,0.0,3722254.0454,10635011.5584,2127002.3117,13543435.4574,0.0,105496.3329,25937.8368,17444.5311,787953.1936,685634.2607,2908423.899,0.0,4785755.2013,1.4,supplier_capacity_node,supplier_capacity_node::SDC-VD0972460A,Debit fournisseur SDC-VD0972460A,supplier_capacity,ok
supplier_lead_time_node_SDC-VD0972460A_0_7,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_lead_time_node_SDC-VD0972460A_0_7\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_lead_time_node_SDC-VD0972460A_0_7\simulation_output,4664445.3365,0.274373,0.156784,0.001912,0.214167,0.352765,728.5,4811531.8048,0.959867,18152.25,752.25,1328995.4784,13583490.9839,17400.0,769341.5861,33770742.3662,770134.1804,636223.7135,168240.5218,0.0,0.0,0.0,0.0,0.0,3726938.1686,10648394.7674,2129678.9535,13557524.5495,0.0,105499.3017,25966.4344,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4791777.6453,0.7,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0972460A,Lead time fournisseur SDC-VD0972460A,supplier_lead_time,ok
supplier_lead_time_node_SDC-VD0972460A_0_85,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_lead_time_node_SDC-VD0972460A_0_85\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_lead_time_node_SDC-VD0972460A_0_85\simulation_output,4667794.8985,0.274431,0.156818,0.00191,0.214002,0.352839,728.5,4811500.871,0.959867,18152.25,752.25,1330949.5575,13593309.3101,17400.0,769341.5861,33770742.3662,770134.1804,710568.7535,168240.5218,0.0,0.0,0.0,0.0,0.0,3730420.9299,10658345.5141,2131669.1028,13567343.1132,0.0,105499.3017,25966.1969,17423.75,788118.2264,687516.2492,2908997.5992,0.0,4796255.4813,0.85,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0972460A,Lead time fournisseur SDC-VD0972460A,supplier_lead_time,ok
supplier_lead_time_node_SDC-VD0972460A_1_0,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_lead_time_node_SDC-VD0972460A_1_0\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_lead_time_node_SDC-VD0972460A_1_0\simulation_output,4656606.0037,0.274267,0.156724,0.001912,0.214468,0.352629,728.5,4811471.3855,0.959867,18152.25,752.25,1391548.2649,13564426.5346,17400.0,769341.5861,33770742.3662,770134.1804,782660.9135,168240.5218,0.0,0.0,0.0,0.0,0.0,3720274.5703,10629355.9153,2125871.1831,13538485.6974,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4783210.1619,1.0,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0972460A,Lead time fournisseur SDC-VD0972460A,supplier_lead_time,ok
supplier_lead_time_node_SDC-VD0972460A_1_2,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_lead_time_node_SDC-VD0972460A_1_2\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_lead_time_node_SDC-VD0972460A_1_2\simulation_output,4989927.7296,0.278539,0.159165,0.001805,0.202371,0.358121,731.4689,5187159.9872,0.959756,18176.0,776.0,1693766.0938,14371747.6458,17400.0,769337.8886,33730278.2631,770130.4829,786040.2335,168240.5218,0.0,0.0,0.0,0.0,0.0,4003085.0685,11437385.91,2287477.182,14345809.809,0.0,105496.3329,25937.8368,17444.5311,787953.1936,685634.2607,2908423.899,0.0,5146823.6595,1.2,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0972460A,Lead time fournisseur SDC-VD0972460A,supplier_lead_time,ok
supplier_lead_time_node_SDC-VD0972460A_1_5,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_lead_time_node_SDC-VD0972460A_1_5\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_lead_time_node_SDC-VD0972460A_1_5\simulation_output,4962052.1796,0.278201,0.158972,0.001813,0.203327,0.357687,731.4689,5187156.8583,0.959756,18176.0,776.0,1799925.8965,14304149.4371,17400.0,769337.8886,33730278.2631,770130.4829,786040.2335,168240.5218,0.0,0.0,0.0,0.0,0.0,3979425.6955,11369787.7013,2273957.5403,14278211.6003,0.0,105496.3329,25937.8368,17444.5311,787953.1936,685634.2607,2908423.899,0.0,5116404.4656,1.5,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0972460A,Lead time fournisseur SDC-VD0972460A,supplier_lead_time,ok
supplier_reliability_node_SDC-VD0972460A_0_85,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_reliability_node_SDC-VD0972460A_0_85\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_reliability_node_SDC-VD0972460A_0_85\simulation_output,4657020.0993,0.274269,0.156725,0.001912,0.214461,0.352632,728.5,4811471.1001,0.959815,18128.5,728.5,1396597.2701,13566068.4836,17400.0,769348.5356,33770742.3662,770141.1299,782660.9135,168240.5218,0.0,0.0,0.0,0.0,0.0,3720756.5582,10630733.0233,2126146.6047,13540127.1715,0.0,105499.3017,25941.3121,17400.0,788189.4764,687516.2492,2909394.1482,6.9495,4783829.8605,0.85,supplier_reliability_node,supplier_reliability_node::SDC-VD0972460A,Fiabilite fournisseur SDC-VD0972460A,supplier_reliability,ok
supplier_reliability_node_SDC-VD0972460A_0_9,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_reliability_node_SDC-VD0972460A_0_9\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_reliability_node_SDC-VD0972460A_0_9\simulation_output,4659123.1017,0.274314,0.156751,0.001911,0.214333,0.35269,731.4689,4811681.5576,0.959756,18176.0,776.0,1397215.7845,13569637.985,17400.0,769342.2642,33730278.2631,770134.8585,782660.9135,168240.5218,0.0,0.0,0.0,0.0,0.0,3722346.6872,10635276.2492,2127055.2498,13543700.1482,0.0,105496.3329,25937.8368,17444.5311,787953.1936,685634.2607,2908423.899,4.3756,4785874.3121,0.9,supplier_reliability_node,supplier_reliability_node::SDC-VD0972460A,Fiabilite fournisseur SDC-VD0972460A,supplier_reliability,ok
supplier_reliability_node_SDC-VD0972460A_0_95,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_reliability_node_SDC-VD0972460A_0_95\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_reliability_node_SDC-VD0972460A_0_95\simulation_output,4661898.1536,0.274335,0.156763,0.001911,0.214274,0.352717,728.5,4811471.3941,0.959815,18128.5,728.5,1374296.6683,13577903.6616,17400.0,769343.6588,33770742.3662,770136.253,782660.9135,168240.5218,0.0,0.0,0.0,0.0,0.0,3724898.8704,10642568.2013,2128513.6403,13551962.3494,0.0,105499.3017,25941.3121,17400.0,788189.4764,687516.2492,2909394.1482,2.0727,4789155.6906,0.95,supplier_reliability_node,supplier_reliability_node::SDC-VD0972460A,Fiabilite fournisseur SDC-VD0972460A,supplier_reliability,ok
supplier_reliability_node_SDC-VD0972460A_1_0,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_reliability_node_SDC-VD0972460A_1_0\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_reliability_node_SDC-VD0972460A_1_0\simulation_output,4656606.0037,0.274267,0.156724,0.001912,0.214468,0.352629,728.5,4811471.3855,0.959867,18152.25,752.25,1391548.2649,13564426.5346,17400.0,769341.5861,33770742.3662,770134.1804,782660.9135,168240.5218,0.0,0.0,0.0,0.0,0.0,3720274.5703,10629355.9153,2125871.1831,13538485.6974,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4783210.1619,1.0,supplier_reliability_node,supplier_reliability_node::SDC-VD0972460A,Fiabilite fournisseur SDC-VD0972460A,supplier_reliability,ok
supplier_stock_node_SDC-VD0975221A_0_6,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_stock_node_SDC-VD0975221A_0_6\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_stock_node_SDC-VD0975221A_0_6\simulation_output,4656606.0037,0.274267,0.156724,0.001912,0.214468,0.352629,728.5,4811471.3855,0.959867,18152.25,752.25,1391548.2649,13564426.5346,17400.0,769341.5861,33770742.3662,770134.1804,782660.9135,168312.5218,0.0,0.0,0.0,0.0,0.0,3720274.5703,10629355.9153,2125871.1831,13538485.6974,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4783210.1619,0.6,supplier_stock_node,supplier_stock_node::SDC-VD0975221A,Stock fournisseur SDC-VD0975221A,supplier_buffer,ok
supplier_stock_node_SDC-VD0975221A_0_8,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_stock_node_SDC-VD0975221A_0_8\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_stock_node_SDC-VD0975221A_0_8\simulation_output,4656606.0037,0.274267,0.156724,0.001912,0.214468,0.352629,728.5,4811471.3855,0.959867,18152.25,752.25,1391548.2649,13564426.5346,17400.0,769341.5861,33770742.3662,770134.1804,782660.9135,168276.5218,0.0,0.0,0.0,0.0,0.0,3720274.5703,10629355.9153,2125871.1831,13538485.6974,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4783210.1619,0.8,supplier_stock_node,supplier_stock_node::SDC-VD0975221A,Stock fournisseur SDC-VD0975221A,supplier_buffer,ok
supplier_stock_node_SDC-VD0975221A_1_0,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_stock_node_SDC-VD0975221A_1_0\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_stock_node_SDC-VD0975221A_1_0\simulation_output,4656606.0037,0.274267,0.156724,0.001912,0.214468,0.352629,728.5,4811471.3855,0.959867,18152.25,752.25,1391548.2649,13564426.5346,17400.0,769341.5861,33770742.3662,770134.1804,782660.9135,168240.5218,0.0,0.0,0.0,0.0,0.0,3720274.5703,10629355.9153,2125871.1831,13538485.6974,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4783210.1619,1.0,supplier_stock_node,supplier_stock_node::SDC-VD0975221A,Stock fournisseur SDC-VD0975221A,supplier_buffer,ok
supplier_stock_node_SDC-VD0975221A_1_2,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_stock_node_SDC-VD0975221A_1_2\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_stock_node_SDC-VD0975221A_1_2\simulation_output,4656606.0037,0.274267,0.156724,0.001912,0.214468,0.352629,728.5,4811471.3855,0.959867,18152.25,752.25,1391548.2649,13564426.5346,17400.0,769341.5861,33770742.3662,770134.1804,782660.9135,168204.5218,0.0,0.0,0.0,0.0,0.0,3720274.5703,10629355.9153,2125871.1831,13538485.6974,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4783210.1619,1.2,supplier_stock_node,supplier_stock_node::SDC-VD0975221A,Stock fournisseur SDC-VD0975221A,supplier_buffer,ok
supplier_stock_node_SDC-VD0975221A_1_4,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_stock_node_SDC-VD0975221A_1_4\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_stock_node_SDC-VD0975221A_1_4\simulation_output,4656606.0037,0.274267,0.156724,0.001912,0.214468,0.352629,728.5,4811471.3855,0.959867,18152.25,752.25,1391548.2649,13564426.5346,17400.0,769341.5861,33770742.3662,770134.1804,782660.9135,168168.5218,0.0,0.0,0.0,0.0,0.0,3720274.5703,10629355.9153,2125871.1831,13538485.6974,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4783210.1619,1.4,supplier_stock_node,supplier_stock_node::SDC-VD0975221A,Stock fournisseur SDC-VD0975221A,supplier_buffer,ok
supplier_capacity_node_SDC-VD0975221A_0_6,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_capacity_node_SDC-VD0975221A_0_6\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_capacity_node_SDC-VD0975221A_0_6\simulation_output,4637529.8817,0.274021,0.156583,0.001919,0.215164,0.352313,731.4689,4811681.8213,0.959756,18176.0,776.0,1491710.0222,13517239.1573,17400.0,769337.8886,33730278.2631,770130.4829,780548.8385,168240.5218,0.0,0.0,0.0,0.0,0.0,3704007.0975,10582877.4215,2116575.4843,13491301.3205,0.0,105496.3329,25937.8368,17444.5311,787953.1936,685634.2607,2908423.899,0.0,4762294.8397,0.6,supplier_capacity_node,supplier_capacity_node::SDC-VD0975221A,Debit fournisseur SDC-VD0975221A,supplier_capacity,ok
supplier_capacity_node_SDC-VD0975221A_0_8,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_capacity_node_SDC-VD0975221A_0_8\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_capacity_node_SDC-VD0975221A_0_8\simulation_output,4653500.8389,0.274238,0.156708,0.001913,0.214549,0.352592,731.4689,4811681.8213,0.959756,18176.0,776.0,1416253.6983,13556007.2368,17400.0,769337.8886,33730278.2631,770130.4829,781604.876,168240.5218,0.0,0.0,0.0,0.0,0.0,3717575.9254,10621645.501,2124329.1002,13530069.4,0.0,105496.3329,25937.8368,17444.5311,787953.1936,685634.2607,2908423.899,0.0,4779740.4755,0.8,supplier_capacity_node,supplier_capacity_node::SDC-VD0975221A,Debit fournisseur SDC-VD0975221A,supplier_capacity,ok
supplier_capacity_node_SDC-VD0975221A_1_0,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_capacity_node_SDC-VD0975221A_1_0\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_capacity_node_SDC-VD0975221A_1_0\simulation_output,4656606.0037,0.274267,0.156724,0.001912,0.214468,0.352629,728.5,4811471.3855,0.959867,18152.25,752.25,1391548.2649,13564426.5346,17400.0,769341.5861,33770742.3662,770134.1804,782660.9135,168240.5218,0.0,0.0,0.0,0.0,0.0,3720274.5703,10629355.9153,2125871.1831,13538485.6974,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4783210.1619,1.0,supplier_capacity_node,supplier_capacity_node::SDC-VD0975221A,Debit fournisseur SDC-VD0975221A,supplier_capacity,ok
supplier_capacity_node_SDC-VD0975221A_1_2,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_capacity_node_SDC-VD0975221A_1_2\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_capacity_node_SDC-VD0975221A_1_2\simulation_output,4663030.6618,0.274367,0.156781,0.00191,0.214185,0.352757,728.5,4811470.6613,0.959867,18152.25,752.25,1337937.1552,13581697.3394,17400.0,769341.5861,33770742.3662,770134.1804,783716.951,168240.5218,0.0,0.0,0.0,0.0,0.0,3726365.6992,10646759.1405,2129351.8281,13555756.7397,0.0,105499.3017,25940.5996,17423.75,788118.2264,687516.2492,2908997.5992,0.0,4791041.6132,1.2,supplier_capacity_node,supplier_capacity_node::SDC-VD0975221A,Debit fournisseur SDC-VD0975221A,supplier_capacity,ok
supplier_capacity_node_SDC-VD0975221A_1_4,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_capacity_node_SDC-VD0975221A_1_4\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_capacity_node_SDC-VD0975221A_1_4\simulation_output,4660644.1435,0.274334,0.156762,0.001911,0.214278,0.352715,731.4689,4811681.8213,0.959756,18176.0,776.0,1350180.9825,13573143.4421,17400.0,769337.8886,33730278.2631,770130.4829,784772.9885,168240.5218,0.0,0.0,0.0,0.0,0.0,3723573.5972,10638781.7063,2127756.3413,13547205.6053,0.0,105496.3329,25937.8368,17444.5311,787953.1936,685634.2607,2908423.899,0.0,4787451.7678,1.4,supplier_capacity_node,supplier_capacity_node::SDC-VD0975221A,Debit fournisseur SDC-VD0975221A,supplier_capacity,ok
supplier_lead_time_node_SDC-VD0975221A_0_7,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_lead_time_node_SDC-VD0975221A_0_7\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_lead_time_node_SDC-VD0975221A_0_7\simulation_output,4664445.3365,0.274343,0.156768,0.002019,0.214144,0.352727,728.5,4811531.8048,0.959867,18152.25,752.25,1328995.4784,13584950.0273,17400.0,769341.5861,33770742.3662,770134.1804,636223.7135,168240.5218,0.0,0.0,0.0,0.0,0.0,3726938.1686,10648394.7674,2129678.9535,13557524.5495,0.0,105499.3017,27425.4778,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4791777.6453,0.7,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0975221A,Lead time fournisseur SDC-VD0975221A,supplier_lead_time,ok
supplier_lead_time_node_SDC-VD0975221A_0_85,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_lead_time_node_SDC-VD0975221A_0_85\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_lead_time_node_SDC-VD0975221A_0_85\simulation_output,4667794.8985,0.274401,0.156801,0.002017,0.213979,0.352802,728.5,4811500.871,0.959867,18152.25,752.25,1330949.5575,13594768.3535,17400.0,769341.5861,33770742.3662,770134.1804,710568.7535,168240.5218,0.0,0.0,0.0,0.0,0.0,3730420.9299,10658345.5141,2131669.1028,13567343.1132,0.0,105499.3017,27425.2403,17423.75,788118.2264,687516.2492,2908997.5992,0.0,4796255.4813,0.85,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0975221A,Lead time fournisseur SDC-VD0975221A,supplier_lead_time,ok
supplier_lead_time_node_SDC-VD0975221A_1_0,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_lead_time_node_SDC-VD0975221A_1_0\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_lead_time_node_SDC-VD0975221A_1_0\simulation_output,4656606.0037,0.274267,0.156724,0.001912,0.214468,0.352629,728.5,4811471.3855,0.959867,18152.25,752.25,1391548.2649,13564426.5346,17400.0,769341.5861,33770742.3662,770134.1804,782660.9135,168240.5218,0.0,0.0,0.0,0.0,0.0,3720274.5703,10629355.9153,2125871.1831,13538485.6974,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4783210.1619,1.0,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0975221A,Lead time fournisseur SDC-VD0975221A,supplier_lead_time,ok
supplier_lead_time_node_SDC-VD0975221A_1_2,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_lead_time_node_SDC-VD0975221A_1_2\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_lead_time_node_SDC-VD0975221A_1_2\simulation_output,4989927.7296,0.278539,0.159165,0.001805,0.202371,0.358121,731.4689,5187159.9872,0.959756,18176.0,776.0,1693766.0938,14371747.6458,17400.0,769337.8886,33730278.2631,770130.4829,786040.2335,168240.5218,0.0,0.0,0.0,0.0,0.0,4003085.0685,11437385.91,2287477.182,14345809.809,0.0,105496.3329,25937.8368,17444.5311,787953.1936,685634.2607,2908423.899,0.0,5146823.6595,1.2,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0975221A,Lead time fournisseur SDC-VD0975221A,supplier_lead_time,ok
supplier_lead_time_node_SDC-VD0975221A_1_5,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_lead_time_node_SDC-VD0975221A_1_5\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_lead_time_node_SDC-VD0975221A_1_5\simulation_output,4962052.1796,0.278201,0.158972,0.001813,0.203327,0.357687,731.4689,5187156.8583,0.959756,18176.0,776.0,1799925.8965,14304149.4371,17400.0,769337.8886,33730278.2631,770130.4829,786040.2335,168240.5218,0.0,0.0,0.0,0.0,0.0,3979425.6955,11369787.7013,2273957.5403,14278211.6003,0.0,105496.3329,25937.8368,17444.5311,787953.1936,685634.2607,2908423.899,0.0,5116404.4656,1.5,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0975221A,Lead time fournisseur SDC-VD0975221A,supplier_lead_time,ok
supplier_reliability_node_SDC-VD0975221A_0_85,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_reliability_node_SDC-VD0975221A_0_85\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_threshold_all_suppliers\cases\supplier_reliability_node_SDC-VD0975221A_0_85\simulation_output,4655153.262,0.274244,0.156711,0.001913,0.214533,0.352599,728.5,4811471.1001,0.959815,18128.5,728.5,1401626.0201,13561541.4031,17400.0,769348.5356,33770742.3662,770141.1299,782660.9135,168240.5218,0.0,0.0,0.0,0.0,0.0,3719172.08,10626205.9428,2125241.1886,13535600.091,0.0,105499.3017,25941.3121,17400.0,788189.4764,687516.2492,2909394.1482,6.9495,4781792.6743,0.85,supplier_reliability_node,supplier_reliability_node::SDC-VD0975221A,Fiabilite fournisseur SDC-VD0975221A,supplier_reliability,ok
