day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty
0,40.0,0.0,40.0,0.0,40.0,558.5439,1067772.4675,42324.1876,268.5743,42.6193,1026.84,0.0,0.0
1,47.5,0.0,87.5,0.0,82.0,264.6474,1065797.2482,42260.7689,179.4052,73.8033,2414.706,0.0,0.0
2,52.5,0.0,140.0,84.96,93.2,311.7661,1063715.158,42191.8353,226.9585,88.7503,3017.1,0.0,906.156
3,60.0,0.0,200.0,23.0,94.64,316.219,1061568.0821,42122.898,229.8743,88.9505,3017.1,0.0,2414.706
4,55.0,0.0,255.0,149.2,94.928,1388.3496,1059502.2009,42053.9638,738.9298,99.7029,3017.1,1026.84,2896.416
5,50.0,43.0,262.0,248.904,94.9856,2758.2737,1057511.0228,41985.0325,1371.9369,113.4084,3017.1,2414.706,1990.26
6,45.0,43.0,264.0,199.2,91.223,3366.9463,1055607.1449,41921.2993,1664.4146,117.9398,3017.1,3017.1,367.8422
7,40.0,0.0,304.0,286.202,86.2446,3265.284,1054124.0121,41865.515,1556.1167,91.3549,1639.1929,3017.1,0.0
8,47.5,75.0,276.5,141.9822,91.2489,3190.0961,1052306.8918,41805.8281,1451.8797,80.1989,119.4403,3017.1,0.0
9,52.5,25.0,304.0,73.113,95.0,1750.2452,1051768.3594,41801.2325,793.1652,92.0154,200.0,3017.1,19.4403
10,60.0,48.113,315.887,135.7956,95.0,1789.6149,1051230.027,41796.645,820.5547,92.4091,200.0,3017.1,119.4403
11,55.0,75.0,295.887,220.068,95.0,1754.0744,1049406.7133,41735.8603,788.7596,96.0975,200.0,1639.1929,192.4981
12,50.0,25.0,320.887,357.3027,95.0,1846.5725,1046158.3836,41611.5982,828.839,110.9058,200.0,119.4403,173.0578
13,45.0,0.0,365.887,1099.9645,91.226,1850.2068,1043897.9096,41536.8459,842.4427,122.6099,200.0,200.0,65.5098
14,40.0,160.6072,245.2799,454.4665,86.2452,619.6722,1042250.946,41475.2198,302.0963,113.4434,1165.3734,200.0,0.0
15,47.5,0.0,292.7799,3307.8003,91.249,453.0885,1043594.5514,41542.8403,282.1755,105.8263,2453.2513,200.0,0.0
16,52.5,25.0,320.2799,71.2913,95.0,380.318,1041607.0246,41480.285,263.7957,95.7089,3017.1,200.0,904.203
17,60.0,95.6226,284.6573,361.1957,95.0,341.6952,1039877.4022,41419.3681,247.5526,89.2441,3017.1,200.0,2412.753
18,55.0,71.2375,268.4197,264.7068,95.0,1376.3042,1038006.4406,41356.3685,734.7564,99.6582,3020.4984,1165.3734,2903.9298
19,50.0,0.0,318.4197,171.3834,95.0,2721.1853,1036056.3899,41289.8637,1352.7896,113.31,3030.6484,2453.2513,1999.7267
20,45.0,48.1245,315.2952,294.5995,91.226,3357.5657,1034252.1674,41226.1454,1663.9371,118.2523,3037.4,3017.1,379.9437
21,40.0,43.7356,311.5596,3205.9066,86.2452,3256.9119,1035653.3757,41291.0397,1556.1558,91.8667,1668.9625,3017.1,11.0051
22,47.5,100.0,259.0596,193.3349,91.249,3241.6887,1033814.4138,41230.9852,1489.7441,81.1208,139.7404,3020.4984,16.9952
23,52.5,25.0,286.5596,174.8711,95.0,1728.6437,1033412.7894,41226.4175,777.0524,92.2054,220.3,3030.6484,33.0371
24,60.0,48.113,298.4466,228.884,79.4918,825.9204,1035056.3758,41298.2432,364.9948,81.4487,220.3,3037.4,91.8707
25,55.0,23.113,330.3336,270.8419,79.3219,844.2711,1035392.2398,41315.3281,372.8317,85.523,213.5968,1668.9625,130.1255
26,50.0,70.6226,309.711,356.619,74.6594,613.4917,1034800.0898,41292.2911,253.0017,91.6956,186.922,139.7404,86.5289
27,45.0,23.1245,331.5865,173.688,72.7739,660.0353,1034115.2511,41267.729,272.5543,79.3815,100.0,220.3,32.7549
28,40.0,78.2389,293.3476,1709.0485,70.2835,597.6512,1034984.702,41304.4734,267.288,58.2045,74.0001,220.3,0.0
29,47.5,25.0,315.8476,1588.9562,72.7855,559.3631,1035807.1711,41343.5819,231.2387,38.9065,20.2491,213.5968,0.0
