dst_node_id,estimated_value_eur,flag,item_id,order_type,quantity,severity,source,source_row,src_node_id,uom
,,supplier_item_lane_absent,item:002612,purchase_open_order,25000.0,high,source_open_order,17,SDC-VD1091642A,KG
,,no_dest_item_lane,item:002612,purchase_open_order,25000.0,medium,source_open_order,17,SDC-VD1091642A,KG
,,unmapped_division,item:002612,purchase_open_order,25000.0,medium,source_open_order,17,SDC-VD1091642A,KG
,,not_in_graph_open_orders,item:002612,purchase_open_order,25000.0,high,source_open_order,17,SDC-VD1091642A,KG
,,duplicate_same_key,item:002612,purchase_open_order,25000.0,medium,source_open_order,17,SDC-VD1091642A,KG
,,supplier_item_lane_absent,item:002612,purchase_open_order,25000.0,high,source_open_order,18,SDC-VD1091642A,KG
,,no_dest_item_lane,item:002612,purchase_open_order,25000.0,medium,source_open_order,18,SDC-VD1091642A,KG
,,unmapped_division,item:002612,purchase_open_order,25000.0,medium,source_open_order,18,SDC-VD1091642A,KG
,,not_in_graph_open_orders,item:002612,purchase_open_order,25000.0,high,source_open_order,18,SDC-VD1091642A,KG
,,duplicate_same_key,item:002612,purchase_open_order,25000.0,medium,source_open_order,18,SDC-VD1091642A,KG
M-1810,,supplier_item_lane_absent,item:007923,purchase_open_order,19140000.0,high,source_open_order,19,SDC-VD0956464A,G
M-1810,,no_dest_item_lane,item:007923,purchase_open_order,19140000.0,medium,source_open_order,19,SDC-VD0956464A,G
,,supplier_item_lane_absent,item:016332,purchase_open_order,1200000.0,high,source_open_order,20,SDC-VD0514881A,G
,,no_dest_item_lane,item:016332,purchase_open_order,1200000.0,medium,source_open_order,20,SDC-VD0514881A,G
,,unmapped_division,item:016332,purchase_open_order,1200000.0,medium,source_open_order,20,SDC-VD0514881A,G
,,not_in_graph_open_orders,item:016332,purchase_open_order,1200000.0,high,source_open_order,20,SDC-VD0514881A,G
,,duplicate_same_key,item:016332,purchase_open_order,1200000.0,medium,source_open_order,20,SDC-VD0514881A,G
,,supplier_item_lane_absent,item:016332,purchase_open_order,1200000.0,high,source_open_order,21,SDC-VD0514881A,G
,,no_dest_item_lane,item:016332,purchase_open_order,1200000.0,medium,source_open_order,21,SDC-VD0514881A,G
,,unmapped_division,item:016332,purchase_open_order,1200000.0,medium,source_open_order,21,SDC-VD0514881A,G
,,not_in_graph_open_orders,item:016332,purchase_open_order,1200000.0,high,source_open_order,21,SDC-VD0514881A,G
,,duplicate_same_key,item:016332,purchase_open_order,1200000.0,medium,source_open_order,21,SDC-VD0514881A,G
SDC-1450,1210000.0,duplicate_same_key,item:021081,purchase_open_order,100000.0,medium,source_open_order,22,SDC-VD0960508A,KG
SDC-1450,1210000.0,duplicate_same_key,item:021081,purchase_open_order,100000.0,medium,source_open_order,23,SDC-VD0960508A,KG
SDC-1450,1210000.0,duplicate_same_key,item:021081,purchase_open_order,100000.0,medium,source_open_order,24,SDC-VD0960508A,KG
SDC-1450,1210000.0,duplicate_same_key,item:021081,purchase_open_order,100000.0,medium,source_open_order,26,SDC-VD0960508A,KG
SDC-1450,1210000.0,duplicate_same_key,item:021081,purchase_open_order,100000.0,medium,source_open_order,27,SDC-VD0960508A,KG
SDC-1450,1210000.0,duplicate_same_key,item:021081,purchase_open_order,100000.0,medium,source_open_order,28,SDC-VD0960508A,KG
SDC-1450,1210000.0,duplicate_same_key,item:021081,purchase_open_order,100000.0,medium,source_open_order,29,SDC-VD0960508A,KG
SDC-1450,1210000.0,duplicate_same_key,item:021081,purchase_open_order,100000.0,medium,source_open_order,30,SDC-VD0960508A,KG
SDC-1450,486000.0,duplicate_same_key,item:021081,purchase_open_order,40000.0,medium,source_open_order,31,SDC-VD0972460A,KG
SDC-1450,486000.0,duplicate_same_key,item:021081,purchase_open_order,40000.0,medium,source_open_order,33,SDC-VD0972460A,KG
SDC-1450,600000.0,duplicate_same_key,item:021081,purchase_open_order,40000.0,medium,source_open_order,34,SDC-VD0975221A,KG
SDC-1450,600000.0,duplicate_same_key,item:021081,purchase_open_order,40000.0,medium,source_open_order,36,SDC-VD0975221A,KG
SDC-1450,484000.0,duplicate_same_key,item:021081,purchase_open_order,40000.0,medium,source_open_order,37,SDC-VD0949099A,KG
SDC-1450,484000.0,duplicate_same_key,item:021081,purchase_open_order,40000.0,medium,source_open_order,38,SDC-VD0949099A,KG
SDC-1450,484000.0,duplicate_same_key,item:021081,purchase_open_order,40000.0,medium,source_open_order,39,SDC-VD0949099A,KG
SDC-1450,484000.0,duplicate_same_key,item:021081,purchase_open_order,40000.0,medium,source_open_order,40,SDC-VD0949099A,KG
SDC-1450,484000.0,duplicate_same_key,item:021081,purchase_open_order,40000.0,medium,source_open_order,41,SDC-VD0949099A,KG
SDC-1450,484000.0,duplicate_same_key,item:021081,purchase_open_order,40000.0,medium,source_open_order,43,SDC-VD0949099A,KG
SDC-1450,484000.0,duplicate_same_key,item:021081,purchase_open_order,40000.0,medium,source_open_order,44,SDC-VD0949099A,KG
,,supplier_item_lane_absent,item:029313,purchase_open_order,300000.0,high,source_open_order,45,SDC-VD0519670A,G
,,no_dest_item_lane,item:029313,purchase_open_order,300000.0,medium,source_open_order,45,SDC-VD0519670A,G
,,unmapped_division,item:029313,purchase_open_order,300000.0,medium,source_open_order,45,SDC-VD0519670A,G
,,not_in_graph_open_orders,item:029313,purchase_open_order,300000.0,high,source_open_order,45,SDC-VD0519670A,G
,,supplier_item_lane_absent,item:029313,purchase_open_order,600000.0,high,source_open_order,46,SDC-VD0519670A,G
,,no_dest_item_lane,item:029313,purchase_open_order,600000.0,medium,source_open_order,46,SDC-VD0519670A,G
,,unmapped_division,item:029313,purchase_open_order,600000.0,medium,source_open_order,46,SDC-VD0519670A,G
,,not_in_graph_open_orders,item:029313,purchase_open_order,600000.0,high,source_open_order,46,SDC-VD0519670A,G
M-1430,45700.0,duplicate_same_key,item:038005,purchase_open_order,10000000.0,medium,source_open_order,47,SDC-VD0520132A,G
M-1430,45700.0,duplicate_same_key,item:038005,purchase_open_order,10000000.0,medium,source_open_order,48,SDC-VD0520132A,G
M-1430,45700.0,duplicate_same_key,item:038005,purchase_open_order,10000000.0,medium,source_open_order,49,SDC-VD0520132A,G
M-1430,45700.0,duplicate_same_key,item:038005,purchase_open_order,10000000.0,medium,source_open_order,50,SDC-VD0520132A,G
M-1430,45700.0,duplicate_same_key,item:038005,purchase_open_order,10000000.0,medium,source_open_order,51,SDC-VD0520132A,G
M-1430,45700.0,duplicate_same_key,item:038005,purchase_open_order,10000000.0,medium,source_open_order,52,SDC-VD0520132A,G
M-1430,45700.0,duplicate_same_key,item:038005,purchase_open_order,10000000.0,medium,source_open_order,53,SDC-VD0520132A,G
M-1430,45700.0,duplicate_same_key,item:038005,purchase_open_order,10000000.0,medium,source_open_order,54,SDC-VD0520132A,G
M-1430,45700.0,duplicate_same_key,item:038005,purchase_open_order,10000000.0,medium,source_open_order,55,SDC-VD0520132A,G
M-1430,66300.0,duplicate_same_key,item:042342,purchase_open_order,30000000.0,medium,source_open_order,56,SDC-VD0914690A,UN
M-1430,66300.0,duplicate_same_key,item:042342,purchase_open_order,30000000.0,medium,source_open_order,57,SDC-VD0914690A,UN
M-1810,26370.0,supplier_item_lane_absent,item:049371,purchase_open_order,1800000.0,high,source_open_order,58,SDC-VD0518550B,G
M-1810,26370.0,not_multiple_of_standard_order_qty,item:049371,purchase_open_order,1800000.0,medium,source_open_order,58,SDC-VD0518550B,G
M-1810,26370.0,duplicate_same_key,item:049371,purchase_open_order,1800000.0,medium,source_open_order,58,SDC-VD0518550B,G
M-1810,26370.0,supplier_item_lane_absent,item:049371,purchase_open_order,1800000.0,high,source_open_order,59,SDC-VD0518550B,G
M-1810,26370.0,not_multiple_of_standard_order_qty,item:049371,purchase_open_order,1800000.0,medium,source_open_order,59,SDC-VD0518550B,G
M-1810,26370.0,duplicate_same_key,item:049371,purchase_open_order,1800000.0,medium,source_open_order,59,SDC-VD0518550B,G
M-1810,26370.0,supplier_item_lane_absent,item:049371,purchase_open_order,1800000.0,high,source_open_order,60,SDC-VD0518550B,G
M-1810,26370.0,not_multiple_of_standard_order_qty,item:049371,purchase_open_order,1800000.0,medium,source_open_order,60,SDC-VD0518550B,G
M-1810,26370.0,duplicate_same_key,item:049371,purchase_open_order,1800000.0,medium,source_open_order,60,SDC-VD0518550B,G
M-1810,26370.0,supplier_item_lane_absent,item:049371,purchase_open_order,1800000.0,high,source_open_order,61,SDC-VD0518550B,G
M-1810,26370.0,not_multiple_of_standard_order_qty,item:049371,purchase_open_order,1800000.0,medium,source_open_order,61,SDC-VD0518550B,G
M-1810,26370.0,duplicate_same_key,item:049371,purchase_open_order,1800000.0,medium,source_open_order,61,SDC-VD0518550B,G
M-1810,26370.0,supplier_item_lane_absent,item:049371,purchase_open_order,1800000.0,high,source_open_order,62,SDC-VD0518550B,G
M-1810,26370.0,not_multiple_of_standard_order_qty,item:049371,purchase_open_order,1800000.0,medium,source_open_order,62,SDC-VD0518550B,G
M-1810,26370.0,duplicate_same_key,item:049371,purchase_open_order,1800000.0,medium,source_open_order,62,SDC-VD0518550B,G
M-1810,26370.0,supplier_item_lane_absent,item:049371,purchase_open_order,1800000.0,high,source_open_order,63,SDC-VD0518550B,G
M-1810,26370.0,not_multiple_of_standard_order_qty,item:049371,purchase_open_order,1800000.0,medium,source_open_order,63,SDC-VD0518550B,G
M-1810,26370.0,duplicate_same_key,item:049371,purchase_open_order,1800000.0,medium,source_open_order,63,SDC-VD0518550B,G
M-1810,26370.0,supplier_item_lane_absent,item:049371,purchase_open_order,1800000.0,high,source_open_order,64,SDC-VD0518550B,G
M-1810,26370.0,not_multiple_of_standard_order_qty,item:049371,purchase_open_order,1800000.0,medium,source_open_order,64,SDC-VD0518550B,G
M-1810,26370.0,duplicate_same_key,item:049371,purchase_open_order,1800000.0,medium,source_open_order,64,SDC-VD0518550B,G
M-1810,26370.0,supplier_item_lane_absent,item:049371,purchase_open_order,1800000.0,high,source_open_order,65,SDC-VD0518550B,G
M-1810,26370.0,not_multiple_of_standard_order_qty,item:049371,purchase_open_order,1800000.0,medium,source_open_order,65,SDC-VD0518550B,G
M-1810,26370.0,duplicate_same_key,item:049371,purchase_open_order,1800000.0,medium,source_open_order,65,SDC-VD0518550B,G
M-1810,26370.0,supplier_item_lane_absent,item:049371,purchase_open_order,1800000.0,high,source_open_order,66,SDC-VD0518550B,G
M-1810,26370.0,not_multiple_of_standard_order_qty,item:049371,purchase_open_order,1800000.0,medium,source_open_order,66,SDC-VD0518550B,G
M-1810,26370.0,duplicate_same_key,item:049371,purchase_open_order,1800000.0,medium,source_open_order,66,SDC-VD0518550B,G
M-1810,26370.0,supplier_item_lane_absent,item:049371,purchase_open_order,1800000.0,high,source_open_order,67,SDC-VD0518550B,G
M-1810,26370.0,not_multiple_of_standard_order_qty,item:049371,purchase_open_order,1800000.0,medium,source_open_order,67,SDC-VD0518550B,G
M-1810,26370.0,duplicate_same_key,item:049371,purchase_open_order,1800000.0,medium,source_open_order,67,SDC-VD0518550B,G
M-1810,26370.0,supplier_item_lane_absent,item:049371,purchase_open_order,1800000.0,high,source_open_order,68,SDC-VD0518550B,G
M-1810,26370.0,not_multiple_of_standard_order_qty,item:049371,purchase_open_order,1800000.0,medium,source_open_order,68,SDC-VD0518550B,G
M-1810,26370.0,duplicate_same_key,item:049371,purchase_open_order,1800000.0,medium,source_open_order,68,SDC-VD0518550B,G
,,supplier_item_lane_absent,item:099439,purchase_open_order,8400000.0,high,source_open_order,70,SDC-VD0505677A,G
,,no_dest_item_lane,item:099439,purchase_open_order,8400000.0,medium,source_open_order,70,SDC-VD0505677A,G
,,unmapped_division,item:099439,purchase_open_order,8400000.0,medium,source_open_order,70,SDC-VD0505677A,G
,,not_in_graph_open_orders,item:099439,purchase_open_order,8400000.0,high,source_open_order,70,SDC-VD0505677A,G
,,supplier_item_lane_absent,item:099439,purchase_open_order,4200000.0,high,source_open_order,71,SDC-VD0505677A,G
,,no_dest_item_lane,item:099439,purchase_open_order,4200000.0,medium,source_open_order,71,SDC-VD0505677A,G
,,unmapped_division,item:099439,purchase_open_order,4200000.0,medium,source_open_order,71,SDC-VD0505677A,G
,,not_in_graph_open_orders,item:099439,purchase_open_order,4200000.0,high,source_open_order,71,SDC-VD0505677A,G
M-1810,,duplicate_same_key,item:268091,production_open_order,141800.0,medium,source_open_order,73,,UN
M-1810,,duplicate_same_key,item:268091,production_open_order,141795.0,medium,source_open_order,74,,UN
M-1810,,duplicate_same_key,item:268091,production_open_order,141795.0,medium,source_open_order,76,,UN
M-1810,,duplicate_same_key,item:268091,production_open_order,141795.0,medium,source_open_order,77,,UN
M-1810,,duplicate_same_key,item:268091,production_open_order,141795.0,medium,source_open_order,78,,UN
M-1810,,duplicate_same_key,item:268091,production_open_order,141795.0,medium,source_open_order,79,,UN
M-1810,,duplicate_same_key,item:268091,production_open_order,141800.0,medium,source_open_order,84,,UN
M-1810,,duplicate_same_key,item:268091,production_open_order,141800.0,medium,source_open_order,90,,UN
M-1430,33878.03999999999,not_multiple_of_standard_order_qty,item:333362,purchase_open_order,124000.0,medium,source_open_order,92,SDC-VD0525412A,UN
M-1810,21707.61827,not_multiple_of_standard_order_qty,item:338928,purchase_open_order,153617.0,medium,source_open_order,98,SDC-VD0901566A,UN
M-1810,3896.7645599999996,not_multiple_of_standard_order_qty,item:338928,purchase_open_order,27576.0,medium,source_open_order,99,SDC-VD0901566A,UN
M-1810,25978.430399999997,not_multiple_of_standard_order_qty,item:338928,purchase_open_order,183840.0,medium,source_open_order,100,SDC-VD0901566A,UN
M-1810,12432.96,not_multiple_of_standard_order_qty,item:338929,purchase_open_order,57600.0,medium,source_open_order,101,SDC-VD0914360C,UN
M-1430,2729.216,supplier_item_lane_absent,item:734545,purchase_open_order,6400.0,high,source_open_order,104,SDC-VD0525906A,UN
M-1430,2729.216,not_multiple_of_standard_order_qty,item:734545,purchase_open_order,6400.0,medium,source_open_order,104,SDC-VD0525906A,UN
M-1430,,run_opening_purchase_empty_edge,item:001848,,7000.0,high,run:5y_full,,SDC-VD0951020A,
M-1430,,run_opening_purchase_supplier_lane_absent,item:001848,,7000.0,high,run:5y_full,,SDC-VD0951020A,
M-1430,,run_opening_purchase_zero_reference_lead,item:001848,,7000.0,medium,run:5y_full,,SDC-VD0951020A,
M-1430,,run_qty_not_multiple_of_standard_order,item:333362,,124000.0,medium,run:5y_full,,SDC-VD0525412A,
M-1430,,run_opening_purchase_supplier_lane_absent,item:734545,,6400.0,high,run:5y_full,,SDC-VD0525906A,
M-1430,,run_qty_not_multiple_of_standard_order,item:734545,,6400.0,medium,run:5y_full,,SDC-VD0525906A,
M-1810,,run_opening_purchase_supplier_lane_absent,item:007923,,19140.0,high,run:5y_full,,SDC-VD0956464A,
M-1810,,run_opening_purchase_supplier_lane_absent,item:049371,,1800.0,high,run:5y_full,,SDC-VD0518550B,
M-1810,,run_qty_not_multiple_of_standard_order,item:049371,,1800.0,medium,run:5y_full,,SDC-VD0518550B,
M-1810,,run_opening_purchase_supplier_lane_absent,item:049371,,1800.0,high,run:5y_full,,SDC-VD0518550B,
M-1810,,run_qty_not_multiple_of_standard_order,item:049371,,1800.0,medium,run:5y_full,,SDC-VD0518550B,
M-1810,,run_opening_purchase_supplier_lane_absent,item:049371,,1800.0,high,run:5y_full,,SDC-VD0518550B,
M-1810,,run_qty_not_multiple_of_standard_order,item:049371,,1800.0,medium,run:5y_full,,SDC-VD0518550B,
M-1810,,run_opening_purchase_supplier_lane_absent,item:049371,,1800.0,high,run:5y_full,,SDC-VD0518550B,
M-1810,,run_qty_not_multiple_of_standard_order,item:049371,,1800.0,medium,run:5y_full,,SDC-VD0518550B,
M-1810,,run_opening_purchase_supplier_lane_absent,item:049371,,1800.0,high,run:5y_full,,SDC-VD0518550B,
M-1810,,run_qty_not_multiple_of_standard_order,item:049371,,1800.0,medium,run:5y_full,,SDC-VD0518550B,
M-1810,,run_opening_purchase_supplier_lane_absent,item:049371,,1800.0,high,run:5y_full,,SDC-VD0518550B,
M-1810,,run_qty_not_multiple_of_standard_order,item:049371,,1800.0,medium,run:5y_full,,SDC-VD0518550B,
M-1810,,run_opening_purchase_supplier_lane_absent,item:049371,,1800.0,high,run:5y_full,,SDC-VD0518550B,
M-1810,,run_qty_not_multiple_of_standard_order,item:049371,,1800.0,medium,run:5y_full,,SDC-VD0518550B,
M-1810,,run_opening_purchase_supplier_lane_absent,item:049371,,1800.0,high,run:5y_full,,SDC-VD0518550B,
M-1810,,run_qty_not_multiple_of_standard_order,item:049371,,1800.0,medium,run:5y_full,,SDC-VD0518550B,
M-1810,,run_opening_purchase_supplier_lane_absent,item:049371,,1800.0,high,run:5y_full,,SDC-VD0518550B,
M-1810,,run_qty_not_multiple_of_standard_order,item:049371,,1800.0,medium,run:5y_full,,SDC-VD0518550B,
M-1810,,run_opening_purchase_supplier_lane_absent,item:049371,,1800.0,high,run:5y_full,,SDC-VD0518550B,
M-1810,,run_qty_not_multiple_of_standard_order,item:049371,,1800.0,medium,run:5y_full,,SDC-VD0518550B,
M-1810,,run_opening_purchase_supplier_lane_absent,item:049371,,1800.0,high,run:5y_full,,SDC-VD0518550B,
M-1810,,run_qty_not_multiple_of_standard_order,item:049371,,1800.0,medium,run:5y_full,,SDC-VD0518550B,
M-1810,,run_qty_not_multiple_of_standard_order,item:338928,,153617.0,medium,run:5y_full,,SDC-VD0901566A,
M-1810,,run_qty_not_multiple_of_standard_order,item:338928,,27576.0,medium,run:5y_full,,SDC-VD0901566A,
M-1810,,run_qty_not_multiple_of_standard_order,item:338928,,183840.0,medium,run:5y_full,,SDC-VD0901566A,
M-1810,,run_qty_not_multiple_of_standard_order,item:338929,,57600.0,medium,run:5y_full,,SDC-VD0914360C,
M-1430,,run_opening_purchase_empty_edge,item:001848,,7000.0,high,run:268091_365d_all_open_orders,,SDC-VD0951020A,
M-1430,,run_opening_purchase_supplier_lane_absent,item:001848,,7000.0,high,run:268091_365d_all_open_orders,,SDC-VD0951020A,
M-1430,,run_opening_purchase_zero_reference_lead,item:001848,,7000.0,medium,run:268091_365d_all_open_orders,,SDC-VD0951020A,
M-1430,,run_qty_not_multiple_of_standard_order,item:333362,,124000.0,medium,run:268091_365d_all_open_orders,,SDC-VD0525412A,
M-1430,,run_opening_purchase_supplier_lane_absent,item:734545,,6400.0,high,run:268091_365d_all_open_orders,,SDC-VD0525906A,
M-1430,,run_qty_not_multiple_of_standard_order,item:734545,,6400.0,medium,run:268091_365d_all_open_orders,,SDC-VD0525906A,
M-1810,,run_opening_purchase_supplier_lane_absent,item:007923,,19140.0,high,run:268091_365d_all_open_orders,,SDC-VD0956464A,
M-1810,,run_opening_purchase_supplier_lane_absent,item:049371,,1800.0,high,run:268091_365d_all_open_orders,,SDC-VD0518550B,
M-1810,,run_qty_not_multiple_of_standard_order,item:049371,,1800.0,medium,run:268091_365d_all_open_orders,,SDC-VD0518550B,
M-1810,,run_opening_purchase_supplier_lane_absent,item:049371,,1800.0,high,run:268091_365d_all_open_orders,,SDC-VD0518550B,
M-1810,,run_qty_not_multiple_of_standard_order,item:049371,,1800.0,medium,run:268091_365d_all_open_orders,,SDC-VD0518550B,
M-1810,,run_opening_purchase_supplier_lane_absent,item:049371,,1800.0,high,run:268091_365d_all_open_orders,,SDC-VD0518550B,
M-1810,,run_qty_not_multiple_of_standard_order,item:049371,,1800.0,medium,run:268091_365d_all_open_orders,,SDC-VD0518550B,
M-1810,,run_opening_purchase_supplier_lane_absent,item:049371,,1800.0,high,run:268091_365d_all_open_orders,,SDC-VD0518550B,
M-1810,,run_qty_not_multiple_of_standard_order,item:049371,,1800.0,medium,run:268091_365d_all_open_orders,,SDC-VD0518550B,
M-1810,,run_opening_purchase_supplier_lane_absent,item:049371,,1800.0,high,run:268091_365d_all_open_orders,,SDC-VD0518550B,
M-1810,,run_qty_not_multiple_of_standard_order,item:049371,,1800.0,medium,run:268091_365d_all_open_orders,,SDC-VD0518550B,
M-1810,,run_opening_purchase_supplier_lane_absent,item:049371,,1800.0,high,run:268091_365d_all_open_orders,,SDC-VD0518550B,
M-1810,,run_qty_not_multiple_of_standard_order,item:049371,,1800.0,medium,run:268091_365d_all_open_orders,,SDC-VD0518550B,
M-1810,,run_opening_purchase_supplier_lane_absent,item:049371,,1800.0,high,run:268091_365d_all_open_orders,,SDC-VD0518550B,
M-1810,,run_qty_not_multiple_of_standard_order,item:049371,,1800.0,medium,run:268091_365d_all_open_orders,,SDC-VD0518550B,
M-1810,,run_opening_purchase_supplier_lane_absent,item:049371,,1800.0,high,run:268091_365d_all_open_orders,,SDC-VD0518550B,
M-1810,,run_qty_not_multiple_of_standard_order,item:049371,,1800.0,medium,run:268091_365d_all_open_orders,,SDC-VD0518550B,
M-1810,,run_opening_purchase_supplier_lane_absent,item:049371,,1800.0,high,run:268091_365d_all_open_orders,,SDC-VD0518550B,
M-1810,,run_qty_not_multiple_of_standard_order,item:049371,,1800.0,medium,run:268091_365d_all_open_orders,,SDC-VD0518550B,
M-1810,,run_opening_purchase_supplier_lane_absent,item:049371,,1800.0,high,run:268091_365d_all_open_orders,,SDC-VD0518550B,
M-1810,,run_qty_not_multiple_of_standard_order,item:049371,,1800.0,medium,run:268091_365d_all_open_orders,,SDC-VD0518550B,
M-1810,,run_opening_purchase_supplier_lane_absent,item:049371,,1800.0,high,run:268091_365d_all_open_orders,,SDC-VD0518550B,
M-1810,,run_qty_not_multiple_of_standard_order,item:049371,,1800.0,medium,run:268091_365d_all_open_orders,,SDC-VD0518550B,
M-1810,,run_qty_not_multiple_of_standard_order,item:338928,,153617.0,medium,run:268091_365d_all_open_orders,,SDC-VD0901566A,
M-1810,,run_qty_not_multiple_of_standard_order,item:338928,,27576.0,medium,run:268091_365d_all_open_orders,,SDC-VD0901566A,
M-1810,,run_qty_not_multiple_of_standard_order,item:338928,,183840.0,medium,run:268091_365d_all_open_orders,,SDC-VD0901566A,
M-1810,,run_qty_not_multiple_of_standard_order,item:338929,,57600.0,medium,run:268091_365d_all_open_orders,,SDC-VD0914360C,
M-1430,,run_opening_purchase_empty_edge,item:001848,,7000.0,high,run:268091_365d_strict_fia_orders,,SDC-VD0951020A,
M-1430,,run_opening_purchase_supplier_lane_absent,item:001848,,7000.0,high,run:268091_365d_strict_fia_orders,,SDC-VD0951020A,
M-1430,,run_opening_purchase_zero_reference_lead,item:001848,,7000.0,medium,run:268091_365d_strict_fia_orders,,SDC-VD0951020A,
M-1430,,run_qty_not_multiple_of_standard_order,item:333362,,124000.0,medium,run:268091_365d_strict_fia_orders,,SDC-VD0525412A,
M-1430,,run_opening_purchase_supplier_lane_absent,item:734545,,6400.0,high,run:268091_365d_strict_fia_orders,,SDC-VD0525906A,
M-1430,,run_qty_not_multiple_of_standard_order,item:734545,,6400.0,medium,run:268091_365d_strict_fia_orders,,SDC-VD0525906A,
M-1810,,run_qty_not_multiple_of_standard_order,item:338928,,153617.0,medium,run:268091_365d_strict_fia_orders,,SDC-VD0901566A,
