day,node_id,output_item_id,desired_qty,planned_qty_after_lot_rule,actual_qty,cap_qty,max_from_inputs_qty,binding_cause,binding_input_item_id,shortfall_vs_desired_qty,shortfall_vs_lot_plan_qty,lot_policy_mode,lot_fixed_qty,lot_min_qty,lot_max_qty,campaign_started_qty,campaign_remaining_start_qty,campaign_remaining_end_qty
57,M-1430,item:268967,6475.561215,6475.561215,5200.0,5200.0,66847.945817,capacity,,1275.561215,1275.561215,none,0.0,0.0,0.0,0.0,0.0,0.0
57,M-1810,item:268091,13619.367751,13619.367751,11900.0,11900.0,83300.0,capacity,,1719.367751,1719.367751,none,0.0,0.0,0.0,0.0,0.0,0.0
57,SDC-1450,item:773474,45356.204827,45356.204827,45356.204827,2000000.0,409543549.90697,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
58,M-1430,item:268967,6542.083672,6542.083672,5200.0,5200.0,66602.252379,capacity,,1342.083672,1342.083672,none,0.0,0.0,0.0,0.0,0.0,0.0
58,M-1810,item:268091,13598.616407,13598.616407,11900.0,11900.0,83300.0,capacity,,1698.616407,1698.616407,none,0.0,0.0,0.0,0.0,0.0,0.0
58,SDC-1450,item:773474,46549.564367,46549.564367,46549.564367,2000000.0,409498193.702143,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
59,M-1430,item:268967,6555.388163,6555.388163,5200.0,5200.0,65885.905117,capacity,,1355.388163,1355.388163,none,0.0,0.0,0.0,0.0,0.0,0.0
59,M-1810,item:268091,13594.466138,13594.466138,11900.0,11900.0,83300.0,capacity,,1694.466138,1694.466138,none,0.0,0.0,0.0,0.0,0.0,0.0
59,SDC-1450,item:773474,47519.230122,47519.230122,47519.230122,2000000.0,409457362.20975,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
60,M-1430,item:268967,6558.049061,6558.049061,5200.0,5200.0,60685.905117,capacity,,1358.049061,1358.049061,none,0.0,0.0,0.0,0.0,0.0,0.0
60,M-1810,item:268091,13593.636084,13593.636084,11900.0,11900.0,71400.0,capacity,,1693.636084,1693.636084,none,0.0,0.0,0.0,0.0,0.0,0.0
60,SDC-1450,item:773474,48250.223968,48250.223968,48250.223968,2000000.0,409442498.092718,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
61,M-1430,item:268967,6558.581241,6558.581241,5200.0,5200.0,60685.905117,capacity,,1358.581241,1358.581241,none,0.0,0.0,0.0,0.0,0.0,0.0
61,M-1810,item:268091,13593.470074,13593.470074,11900.0,11900.0,83300.0,capacity,,1693.470074,1693.470074,none,0.0,0.0,0.0,0.0,0.0,0.0
61,SDC-1450,item:773474,48787.284664,48787.284664,48787.284664,2000000.0,409396160.97511,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
62,M-1430,item:268967,6558.687677,6558.687677,5200.0,5200.0,60685.905117,capacity,,1358.687677,1358.687677,none,0.0,0.0,0.0,0.0,0.0,0.0
62,M-1810,item:268091,13593.436872,13593.436872,11900.0,11900.0,83300.0,capacity,,1693.436872,1693.436872,none,0.0,0.0,0.0,0.0,0.0,0.0
62,SDC-1450,item:773474,49178.14659,49178.14659,49178.14659,2000000.0,409360384.88309,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
63,M-1430,item:268967,4532.537535,4532.537535,4532.537535,5200.0,55485.905117,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
63,M-1810,item:268091,11779.487374,11779.487374,11779.487374,11900.0,71400.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
63,SDC-1450,item:773474,49461.596377,49461.596377,49461.596377,2000000.0,417375520.944415,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
64,M-1430,item:268967,4127.307507,4127.307507,4127.307507,5200.0,55433.983844,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
64,M-1810,item:268091,11416.697475,11416.697475,11416.697475,11900.0,71520.512626,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
64,SDC-1450,item:773474,48378.041405,48378.041405,48378.041405,2000000.0,417360592.018028,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
65,M-1430,item:268967,4046.261501,4046.261501,4046.261501,5200.0,60986.685303,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
65,M-1810,item:268091,11344.139495,11344.139495,11344.139495,11900.0,71883.302525,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
65,SDC-1450,item:773474,46455.320146,46455.320146,46455.320146,2000000.0,417315146.142449,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
66,M-1430,item:268967,4030.0523,4030.0523,4030.0523,5200.0,61439.258922,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
66,M-1810,item:268091,11329.627899,11329.627899,11329.627899,11900.0,71955.860505,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
66,SDC-1450,item:773474,44592.814615,44592.814615,44592.814615,2000000.0,417270170.298802,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
67,M-1430,item:268967,4026.81046,4026.81046,4026.81046,5200.0,61889.094129,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
67,M-1810,item:268091,11326.72558,11326.72558,11326.72558,11900.0,71970.372101,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
67,SDC-1450,item:773474,43083.554283,43083.554283,43083.554283,2000000.0,417243852.191628,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
68,M-1430,item:268967,4026.162092,4026.162092,4026.162092,5200.0,57862.283669,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
68,M-1810,item:268091,11326.145116,11326.145116,11326.145116,11900.0,71973.27442,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
68,SDC-1450,item:773474,41940.535246,41940.535246,41940.535246,2000000.0,417233532.599602,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
69,M-1430,item:268967,4026.032418,4026.032418,4026.032418,5200.0,53836.121577,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
69,M-1810,item:268091,11326.029023,11326.029023,11326.029023,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
69,SDC-1450,item:773474,41098.116313,41098.116313,41098.116313,2000000.0,417200229.980254,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
70,M-1430,item:268967,5749.892198,5749.892198,5200.0,5200.0,60210.089159,capacity,,549.892198,549.892198,none,0.0,0.0,0.0,0.0,0.0,0.0
70,M-1810,item:268091,9910.92009,9910.92009,9910.92009,11900.0,71973.970977,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
70,SDC-1450,item:773474,40484.050796,40484.050796,40484.050796,2000000.0,417164212.714736,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
71,M-1430,item:268967,6094.664154,6094.664154,5200.0,5200.0,60210.089159,capacity,,894.664154,894.664154,none,0.0,0.0,0.0,0.0,0.0,0.0
71,M-1810,item:268091,9627.898304,9627.898304,9627.898304,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
71,SDC-1450,item:773474,42305.334253,42305.334253,42305.334253,2000000.0,417152755.334997,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
72,M-1430,item:268967,6163.618545,6163.618545,5200.0,5200.0,64256.35066,capacity,,963.618545,963.618545,none,0.0,0.0,0.0,0.0,0.0,0.0
72,M-1810,item:268091,9571.293946,9571.293946,9571.293946,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
72,SDC-1450,item:773474,44249.430814,44249.430814,44249.430814,2000000.0,417130431.815454,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
73,M-1430,item:268967,6177.409423,6177.409423,5200.0,5200.0,59056.35066,capacity,,977.409423,977.409423,none,0.0,0.0,0.0,0.0,0.0,0.0
73,M-1810,item:268091,9559.973075,9559.973075,9559.973075,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
73,SDC-1450,item:773474,45829.270683,45829.270683,45829.270683,2000000.0,417174570.947864,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
74,M-1430,item:268967,6180.167599,6180.167599,5200.0,5200.0,63631.097687,capacity,,980.167599,980.167599,none,0.0,0.0,0.0,0.0,0.0,0.0
74,M-1810,item:268091,9557.708901,9557.708901,9557.708901,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
74,SDC-1450,item:773474,47020.291241,47020.291241,47020.291241,2000000.0,417162609.555718,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
75,M-1430,item:268967,6180.719234,6180.719234,5200.0,5200.0,58431.097687,capacity,,980.719234,980.719234,none,0.0,0.0,0.0,0.0,0.0,0.0
75,M-1810,item:268091,9557.256066,9557.256066,9557.256066,11900.0,73742.291099,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
75,SDC-1450,item:773474,47895.343824,47895.343824,47895.343824,2000000.0,417131319.919625,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
76,M-1430,item:268967,6180.829561,6180.829561,5200.0,5200.0,57257.908147,capacity,,980.829561,980.829561,none,0.0,0.0,0.0,0.0,0.0,0.0
76,M-1810,item:268091,9557.165499,9557.165499,9557.165499,11900.0,73742.743934,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
76,SDC-1450,item:773474,48532.192296,48532.192296,48532.192296,2000000.0,417084737.264617,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
77,M-1430,item:268967,4977.308769,4977.308769,4977.308769,5200.0,61287.960447,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
77,M-1810,item:268091,11180.918814,11180.918814,11180.918814,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
77,SDC-1450,item:773474,48994.030251,48994.030251,48994.030251,2000000.0,417077435.909542,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
78,M-1430,item:268967,4736.604611,4736.604611,4736.604611,5200.0,60843.189213,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
78,M-1810,item:268091,11505.669477,11505.669477,11505.669477,11900.0,72119.081186,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
78,SDC-1450,item:773474,48898.494305,48898.494305,48898.494305,2000000.0,425099586.588318,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
79,M-1430,item:268967,4688.463779,4688.463779,4688.463779,5200.0,56106.584603,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
79,M-1810,item:268091,11570.61961,11570.61961,11570.61961,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
79,SDC-1450,item:773474,48245.804613,48245.804613,48245.804613,2000000.0,425062084.760791,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
80,M-1430,item:268967,4678.835613,4678.835613,4678.835613,5200.0,55444.282916,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
80,M-1810,item:268091,11583.609636,11583.609636,11583.609636,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
80,SDC-1450,item:773474,47519.26488,47519.26488,47519.26488,2000000.0,425037988.124049,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
81,M-1430,item:268967,4676.909979,4676.909979,4676.909979,5200.0,55742.756072,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
81,M-1810,item:268091,11586.207642,11586.207642,11586.207642,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
81,SDC-1450,item:773474,46904.671639,46904.671639,46904.671639,2000000.0,424990468.859169,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
82,M-1430,item:268967,4676.524853,4676.524853,4676.524853,5200.0,51065.846093,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
82,M-1810,item:268091,11586.727243,11586.727243,11586.727243,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
82,SDC-1450,item:773474,46431.668055,46431.668055,46431.668055,2000000.0,424962328.655135,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
83,M-1430,item:268967,4676.447827,4676.447827,4676.447827,5200.0,51589.32124,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
83,M-1810,item:268091,11586.831163,11586.831163,11586.831163,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
83,SDC-1450,item:773474,46080.839462,46080.839462,46080.839462,2000000.0,424963432.20969,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
84,M-1430,item:268967,4537.346709,4537.346709,4537.346709,5200.0,51040.18092,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
84,M-1810,item:268091,12159.651947,12159.651947,11900.0,11900.0,83300.0,capacity,,259.651947,259.651947,none,0.0,0.0,0.0,0.0,0.0,0.0
84,SDC-1450,item:773474,45824.462854,45824.462854,45824.462854,2000000.0,424920638.590371,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
85,M-1430,item:268967,4509.526485,4509.526485,4509.526485,5200.0,46502.834212,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
85,M-1810,item:268091,12274.216104,12274.216104,11900.0,11900.0,71400.0,capacity,,374.216104,374.216104,none,0.0,0.0,0.0,0.0,0.0,0.0
85,SDC-1450,item:773474,45369.655549,45369.655549,45369.655549,2000000.0,424876812.851421,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
86,M-1430,item:268967,4503.96244,4503.96244,4503.96244,5200.0,41993.307727,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
86,M-1810,item:268091,12297.128935,12297.128935,11900.0,11900.0,83300.0,capacity,,397.128935,397.128935,none,0.0,0.0,0.0,0.0,0.0,0.0
86,SDC-1450,item:773474,44912.404284,44912.404284,44912.404284,2000000.0,424834797.199026,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
87,M-1430,item:268967,4502.849631,4502.849631,4502.849631,5200.0,47368.180899,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
87,M-1810,item:268091,12301.711501,12301.711501,11900.0,11900.0,71400.0,capacity,,401.711501,401.711501,none,0.0,0.0,0.0,0.0,0.0,0.0
87,SDC-1450,item:773474,44535.370622,44535.370622,44535.370622,2000000.0,424804543.83886,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
88,M-1430,item:268967,4502.627069,4502.627069,4502.627069,5200.0,42865.331268,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
88,M-1810,item:268091,12302.628015,12302.628015,11900.0,11900.0,71400.0,capacity,,402.628015,402.628015,none,0.0,0.0,0.0,0.0,0.0,0.0
88,SDC-1450,item:773474,44247.638443,44247.638443,44247.638443,2000000.0,424790622.53729,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
89,M-1430,item:268967,4502.582557,4502.582557,4502.582557,5200.0,42900.050907,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
89,M-1810,item:268091,12302.811317,12302.811317,11900.0,11900.0,83300.0,capacity,,402.811317,402.811317,none,0.0,0.0,0.0,0.0,0.0,0.0
89,SDC-1450,item:773474,44034.883241,44034.883241,44034.883241,2000000.0,424762867.309687,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
90,M-1430,item:268967,4502.573655,4502.573655,4502.573655,5200.0,48797.46835,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
90,M-1810,item:268091,12302.847978,12302.847978,11900.0,11900.0,71400.0,capacity,,402.847978,402.847978,none,0.0,0.0,0.0,0.0,0.0,0.0
90,SDC-1450,item:773474,43879.588525,43879.588525,43879.588525,2000000.0,430710163.277547,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
91,M-1430,item:268967,4769.429017,4769.429017,4769.429017,5200.0,62874.361946,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
91,M-1810,item:268091,9577.941024,9577.941024,9577.941024,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
91,SDC-1450,item:773474,43766.827658,43766.827658,43766.827658,2000000.0,430686993.526665,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
92,M-1430,item:268967,4822.800089,4822.800089,4822.800089,5200.0,58104.932929,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
92,M-1810,item:268091,9032.959634,9032.959634,9032.959634,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
92,SDC-1450,item:773474,44200.408389,44200.408389,44200.408389,2000000.0,430688509.902879,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
93,M-1430,item:268967,4833.474303,4833.474303,4833.474303,5200.0,53282.13284,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
93,M-1810,item:268091,8923.963356,8923.963356,8923.963356,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
93,SDC-1450,item:773474,44759.597823,44759.597823,44759.597823,2000000.0,430659843.318335,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
94,M-1430,item:268967,4835.609146,4835.609146,4835.609146,5200.0,53218.087553,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
94,M-1810,item:268091,8902.1641,8902.1641,8902.1641,11900.0,74376.036644,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
94,SDC-1450,item:773474,45252.682417,45252.682417,45252.682417,2000000.0,430628028.994092,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
95,M-1430,item:268967,4836.036115,4836.036115,4836.036115,5200.0,48382.478407,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
95,M-1810,item:268091,8897.804249,8897.804249,8897.804249,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
95,SDC-1450,item:773474,45638.051385,45638.051385,45638.051385,2000000.0,430648290.266706,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
96,M-1430,item:268967,4836.121509,4836.121509,4836.121509,5200.0,52559.931217,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
96,M-1810,item:268091,8896.932279,8896.932279,8896.932279,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
96,SDC-1450,item:773474,45925.627887,45925.627887,45925.627887,2000000.0,430631171.425775,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
97,M-1430,item:268967,4836.138587,4836.138587,4836.138587,5200.0,61564.619579,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
97,M-1810,item:268091,8896.757885,8896.757885,8896.757885,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
97,SDC-1450,item:773474,46136.295486,46136.295486,46136.295486,2000000.0,430589507.677211,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
98,M-1430,item:268967,5357.170574,5357.170574,5200.0,5200.0,70644.383061,capacity,,157.170574,157.170574,none,0.0,0.0,0.0,0.0,0.0,0.0
98,M-1810,item:268091,7180.151577,7180.151577,7180.151577,11900.0,74403.242115,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
98,SDC-1450,item:773474,46289.480763,46289.480763,46289.480763,2000000.0,430548206.453452,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
99,M-1430,item:268967,5461.376972,5461.376972,5200.0,5200.0,65444.383061,capacity,,261.376972,261.376972,none,0.0,0.0,0.0,0.0,0.0,0.0
99,M-1810,item:268091,6836.830315,6836.830315,6836.830315,11900.0,76119.848423,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
99,SDC-1450,item:773474,47103.128385,47103.128385,47103.128385,2000000.0,430545644.266642,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
100,M-1430,item:268967,5482.218251,5482.218251,5200.0,5200.0,69435.429397,capacity,,282.218251,282.218251,none,0.0,0.0,0.0,0.0,0.0,0.0
100,M-1810,item:268091,6768.166063,6768.166063,6768.166063,11900.0,76463.169685,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
100,SDC-1450,item:773474,47886.138953,47886.138953,47886.138953,2000000.0,430560662.709044,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
101,M-1430,item:268967,5486.386507,5486.386507,5200.0,5200.0,69058.229486,capacity,,286.386507,286.386507,none,0.0,0.0,0.0,0.0,0.0,0.0
101,M-1810,item:268091,6754.433213,6754.433213,6754.433213,11900.0,76531.833937,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
101,SDC-1450,item:773474,48506.419996,48506.419996,48506.419996,2000000.0,430544422.701701,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
102,M-1430,item:268967,5487.220158,5487.220158,5200.0,5200.0,63858.229486,capacity,,287.220158,287.220158,none,0.0,0.0,0.0,0.0,0.0,0.0
102,M-1810,item:268091,6751.686643,6751.686643,6751.686643,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
102,SDC-1450,item:773474,48970.098925,48970.098925,48970.098925,2000000.0,430520391.579816,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
103,M-1430,item:268967,5487.386888,5487.386888,5200.0,5200.0,63858.229486,capacity,,287.386888,287.386888,none,0.0,0.0,0.0,0.0,0.0,0.0
103,M-1810,item:268091,6751.137329,6751.137329,6751.137329,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
103,SDC-1450,item:773474,49309.721646,49309.721646,49309.721646,2000000.0,430509785.431073,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
104,M-1430,item:268967,5487.420234,5487.420234,5200.0,5200.0,63494.350994,capacity,,287.420234,287.420234,none,0.0,0.0,0.0,0.0,0.0,0.0
104,M-1810,item:268091,6751.027466,6751.027466,6751.027466,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
104,SDC-1450,item:773474,49556.608581,49556.608581,49556.608581,2000000.0,430478054.929084,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
105,M-1430,item:268967,1097.484047,1097.484047,1097.484047,5200.0,58294.350994,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
105,M-1810,item:268091,11775.119779,11775.119779,11775.119779,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
105,SDC-1450,item:773474,49735.570972,49735.570972,49735.570972,2000000.0,430437902.378751,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
106,M-1430,item:268967,219.496809,219.496809,219.496809,5200.0,57196.866948,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
106,M-1810,item:268091,12779.938241,12779.938241,11900.0,11900.0,71524.880221,capacity,,879.938241,879.938241,none,0.0,0.0,0.0,0.0,0.0,0.0
106,SDC-1450,item:773474,41943.429052,41943.429052,41943.429052,2000000.0,430431741.118009,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
107,M-1430,item:268967,43.899362,43.899362,43.899362,5200.0,61813.406253,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
107,M-1810,item:268091,12980.901934,12980.901934,11900.0,11900.0,71400.0,capacity,,1080.901934,1080.901934,none,0.0,0.0,0.0,0.0,0.0,0.0
107,SDC-1450,item:773474,32420.150817,32420.150817,32420.150817,2000000.0,430407923.691225,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
108,M-1430,item:268967,8.779872,8.779872,8.779872,5200.0,66602.981195,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
108,M-1810,item:268091,13021.094672,13021.094672,11900.0,11900.0,71400.0,capacity,,1121.094672,1121.094672,none,0.0,0.0,0.0,0.0,0.0,0.0
108,SDC-1450,item:773474,24116.232198,24116.232198,24116.232198,2000000.0,430405732.475583,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
109,M-1430,item:268967,1.755974,1.755974,1.755974,5200.0,66594.201322,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
109,M-1810,item:268091,13029.13322,13029.13322,11900.0,11900.0,71400.0,capacity,,1129.13322,1129.13322,none,0.0,0.0,0.0,0.0,0.0,0.0
109,SDC-1450,item:773474,17649.155473,17649.155473,17649.155473,2000000.0,430448849.071976,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
110,M-1430,item:268967,0.351195,0.351195,0.351195,5200.0,71792.445348,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
110,M-1810,item:268091,13030.74093,13030.74093,11900.0,11900.0,83300.0,capacity,,1130.74093,1130.74093,none,0.0,0.0,0.0,0.0,0.0,0.0
110,SDC-1450,item:773474,12829.299721,12829.299721,12829.299721,2000000.0,430490382.232812,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
111,M-1430,item:268967,0.070239,0.070239,0.070239,5200.0,76992.094153,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
111,M-1810,item:268091,13031.062472,13031.062472,11900.0,11900.0,71400.0,capacity,,1131.062472,1131.062472,none,0.0,0.0,0.0,0.0,0.0,0.0
111,SDC-1450,item:773474,9300.146764,9300.146764,9300.146764,2000000.0,430513843.769186,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
112,M-1430,item:268967,0.014048,0.014048,0.014048,5200.0,76992.023914,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
112,M-1810,item:268091,9672.955351,9672.955351,9672.955351,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
112,SDC-1450,item:773474,6734.422447,6734.422447,6734.422447,2000000.0,430516263.156085,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
113,M-1430,item:268967,0.00281,0.00281,0.00281,5200.0,76992.009866,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
113,M-1810,item:268091,9001.333927,9001.333927,9001.333927,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
113,SDC-1450,item:773474,4874.42022,4874.42022,4874.42022,2000000.0,430552066.29634,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
114,M-1430,item:268967,0.000562,0.000562,0.000562,5200.0,87392.007056,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
114,M-1810,item:268091,8867.009642,8867.009642,8867.009642,11900.0,83300.0,none,,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0
