month_index,surimpact_matiere,surimpact_inbound,surimpact_transport_aval,surimpact_rebut,surimpact_total,surimpact_cumule
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.011639490603865401,0.011639490603865401,0.011639490603865401
3,0.0,0.0,0.0,0.02382380175408476,0.02382380175408476,0.03546329235795016
4,0.0,0.0,0.0,0.03399410735073954,0.03399410735073954,0.0694573997086897
5,0.0,0.0,0.0,0.044004666012492456,0.044004666012492456,0.11346206572118214
6,0.0,0.0,0.0,1.4178070758273114,1.4178070758273114,1.5312691415484936
7,0.0,0.0,0.0,1.883887954655678,1.883887954655678,3.4151570962041715
8,0.0,0.0,0.0,1.287103550220545,1.287103550220545,4.702260646424716
9,0.0,0.0,0.0,0.07372921244846944,0.07372921244846944,4.775989858873186
10,0.0,0.0,0.0,0.08203144012808733,0.08203144012808733,4.858021299001273
11,0.0,0.0,0.0,0.09081319885241132,0.09081319885241132,4.948834497853685
12,0.0,0.0,0.0,0.10159675429543588,0.10159675429543588,5.050431252149121
13,0.0,0.0,0.0,0.11418503609236114,0.11418503609236114,5.164616288241482
14,0.0,0.0,0.0,0.127991719646876,0.127991719646876,5.292608007888358
15,0.0,0.0,0.0,0.14132639024026433,0.14132639024026433,5.433934398128622
16,0.0,0.0,0.0,0.15164650184882333,0.15164650184882333,5.585580899977446
17,0.0,0.0,0.0,0.16021276063712797,0.16021276063712797,5.745793660614574
18,0.0,0.0,0.0,1.432095477147553,1.432095477147553,7.177889137762127
19,0.0,0.0,0.0,1.8836410101661145,1.8836410101661145,9.061530147928242
20,0.0,0.0,0.0,1.321397310625974,1.321397310625974,10.382927458554216
21,0.0,0.0,0.0,0.1701441693427601,0.1701441693427601,10.553071627896976
22,0.0,0.0,0.0,0.1755258296727968,0.1755258296727968,10.728597457569773
23,0.0,0.0,0.0,0.18670817349507704,0.18670817349507704,10.91530563106485
24,0.0,0.0,0.0,0.20124517134158051,0.20124517134158051,11.116550802406431
25,0.0,0.0,0.0,0.21801514749175355,0.21801514749175355,11.334565949898185
26,0.0,0.0,0.0,0.23590304850358285,0.23590304850358285,11.570468998401767
27,0.0,0.0,0.0,0.25168294392259105,0.25168294392259105,11.822151942324357
28,0.0,0.0,0.0,0.2620896349283293,0.2620896349283293,12.084241577252687
29,0.0,0.0,0.0,0.27009758206546364,0.27009758206546364,12.354339159318151
