month_index,classical_weekly_total,td_total,sdd_total,classical_cumulative,td_cumulative,sdd_cumulative
1,429.7739150123294,439.2175708657408,439.2175708657408,429.7739150123294,439.2175708657408,439.2175708657408
2,447.1085886238167,459.4417983857891,459.45343787639297,876.8825036361461,898.6593692515299,898.6710087421338
3,457.74125963756575,468.4974980624491,468.5213218642032,1334.6237632737118,1367.156867313979,1367.192330606337
4,459.0150987240069,446.30600605965526,446.340000167006,1793.6388619977188,1813.4628733736345,1813.532330773343
5,454.7834031151257,434.1110337969998,434.15503846301226,2248.4222651128443,2247.5739071706344,2247.687369236355
6,444.88034886583114,418.6284845123587,420.04629158818597,2693.3026139786753,2666.202391682993,2667.733660824541
7,428.1998138805018,397.2558979134862,399.13978586814187,3121.5024278591773,3063.458289596479,3066.8734466926826
8,409.0941458330157,375.59839505226284,376.8854986024834,3530.596573692193,3439.056684648742,3443.758945295166
9,393.255312805412,365.0298990009259,365.1036282133744,3923.851886497605,3804.086583649668,3808.8625735085407
10,388.9540262753886,361.03050554282987,361.112536982958,4312.805912772994,4165.117089192498,4169.9751104914985
11,398.74333488310344,361.29380567127424,361.38461887012664,4711.549247656098,4526.410894863772,4531.359729361625
12,416.05447272908197,368.7526445942317,368.8542413485271,5127.603720385179,4895.163539458004,4900.213970710152
13,436.4514320419974,380.60953220671263,380.723717242805,5564.055152427177,5275.773071664717,5280.937687952957
14,454.6624274142025,393.73015996957736,393.85815168922426,6018.717579841379,5669.503231634294,5674.795839642182
15,465.9632848784449,403.02680604058116,403.1681324308214,6484.680864719824,6072.5300376748755,6077.963972073003
16,467.48505203783753,402.89532853478954,403.04697503663834,6952.165916757662,6475.425366209665,6481.010947109641
17,463.21139707608455,399.0841231603674,399.24433592100456,7415.3773138337465,6874.5094893700325,6880.255283030646
18,453.37293165982084,391.34043644120925,392.7725319183568,7868.7502454935675,7265.8499258112415,7273.027814949002
19,436.66836465663704,376.05784297636353,377.94148398652965,8305.418610150204,7641.907768787605,7650.969298935532
20,417.4629296471284,356.7143351491779,358.03573245980385,8722.881539797332,7998.622103936783,8009.005031395335
21,401.50659556924836,339.859075704029,340.02921987337174,9124.38813536658,8338.481179640812,8349.034251268708
22,397.18354625725885,334.1167720001834,334.2922978298562,9521.571681623838,8672.597951640995,8683.326549098563
23,407.0334545346101,340.2762515982898,340.4629597717848,9928.605136158449,9012.874203239286,9023.789508870348
24,424.39398042292703,351.68773701563043,351.888982186972,10352.999116581375,9364.561940254916,9375.67849105732
25,444.81117033946674,365.525965404998,365.74398055248975,10797.810286920841,9730.087905659915,9741.42247160981
26,462.9977111670201,379.38883972052884,379.6247427690324,11260.807998087861,10109.476745380443,10121.047214378843
27,474.2362861157779,388.4038441502613,388.6555270941839,11735.04428420364,10497.880589530705,10509.702741473027
28,475.6841133332221,388.61472439688447,388.8768140318128,12210.728397536861,10886.49531392759,10898.57955550484
29,471.39196393553567,386.0687363078452,386.3388338899107,12682.120361472396,11272.564050235434,11284.918389394752
30,461.567505929691,380.7339789034416,382.2367623949434,13143.687867402088,11653.298029138876,11667.155151789695
31,444.84873084523036,368.16515497641916,370.11472520644,13588.536598247318,12021.463184115295,12037.269876996135
32,425.6086663139116,351.54110541920124,352.94615355004703,14014.14526456123,12373.004289534496,12390.216030546182
33,409.6144877736028,335.64518978080474,335.9135017135468,14423.759752334832,12708.649479315302,12726.129532259729
34,405.2817887996209,334.64840190778466,334.9245251538744,14829.041541134453,13043.297881223087,13061.054057413603
35,415.1279015619424,342.02635512801004,342.316393113292,15244.169442696395,13385.324236351096,13403.370450526894
36,432.4820412775097,354.26148144286077,354.57010008817167,15676.651483973905,13739.585717793958,13757.940550615065
37,452.8952296941657,368.8382008724046,369.1684410628473,16129.54671366807,14108.423918666362,14127.108991677913
38,471.0861645740375,383.3536833133024,383.7068074647895,16600.632878242108,14491.777601979664,14510.815799142702
39,482.33109391313326,393.0549280187047,393.4275795146253,17082.96397215524,14884.832529998368,14904.243378657327
40,483.783156149452,393.52471550549075,393.90847653403114,17566.747128304694,15278.35724550386,15298.151855191358
41,479.4905821504455,390.80708156960065,391.19806185519997,18046.23771045514,15669.16432707346,15689.349917046558
42,469.6751558949308,385.4644344618701,387.1035216461781,18515.91286635007,16054.62876153533,16076.453438692737
43,459.54975220397876,395.8920506660901,407.7095037265969,18975.46261855405,16450.52081220142,16484.162942419334
44,464.36916330619465,398.09646848437484,412.6416380460367,19439.831781860245,16848.617280685794,16896.80458046537
45,442.3165659438805,361.20970696704944,364.37848904014015,19882.148347804126,17209.826987652843,17261.18306950551
46,413.37192282492924,339.12604166413524,339.50793174633066,20295.520270629055,17548.953029316977,17600.691001251842
47,423.2473626812113,351.5815635001123,351.98588875213545,20718.767633310265,17900.53459281709,17952.67689000398
48,440.61222076978254,364.47909569013535,364.90659758101464,21159.379854080045,18265.013688507224,18317.583487584994
49,461.035230502006,374.8178772039945,375.26594669357814,21620.41508458205,18639.831565711218,18692.84943427857
50,479.23140994831084,389.34291234568144,389.8185027846702,22099.646494530363,19029.1744780569,19082.66793706324
51,490.4752493961604,398.52665947328455,399.02437797530166,22590.121743926524,19427.701137530184,19481.69231503854
52,491.9173565217885,398.90252972691894,399.4117650654452,23082.039100448314,19826.603667257103,19881.104080103985
53,487.6244461362654,395.76065622215543,396.275855180645,23569.66354658458,20222.364323479258,20277.37993528463
54,477.8282839229522,390.1821857344753,391.9603716463291,24047.49183050753,20612.546509213735,20669.340306930957
55,461.11464020098083,377.7275966716759,379.9596619291031,24508.60647070851,20990.27410588541,21049.29996886006
56,441.85271345971245,361.310335181214,362.975019360426,24950.459184168223,21351.584441066625,21412.274988220488
57,425.8195343163942,347.1396844152584,347.6264831386055,25376.278718484617,21698.724125481884,21759.901471359095
58,414.6791281021706,353.837028457919,354.3498057686048,25790.95784658679,22052.5611539398,22114.2512771277
59,532.1675184235374,456.8415812451231,496.3753514573005,26323.125365010328,22509.402735184925,22610.626628585
60,631.2517953025181,541.4267189100059,584.5911031443401,26954.377160312848,23050.829454094932,23195.21773172934
61,469.2746166779735,378.37110069240646,409.3248164374571,27423.65177699082,23429.200554787338,23604.542548166795
62,487.8363405330552,397.52379001432774,427.2409167892623,27911.488117523877,23826.724344801667,24031.783464956057
63,499.138453913638,373.45335999029743,374.0260526420541,28410.626571437515,24200.177704791964,24405.80951759811
64,500.43784847286497,445.9302362998328,446.6399995947489,28911.06441991038,24646.107941091796,24852.44951719286
65,491.31030609185984,447.02684068893103,451.8929367995851,29402.37472600224,25093.134781780725,25304.342453992445
66,518.028449882575,444.4179642105957,453.21661983656213,29920.403175884814,25537.55274599132,25757.55907382901
67,503.92021153398184,432.7773590289357,441.94770030833166,30424.323387418797,25970.330105020257,26199.50677413734
68,488.3635162760004,397.0472957041289,402.5013403222946,30912.686903694797,26367.377400724385,26602.008114459633
69,434.3512429253773,357.3512596932105,382.2444565650289,31347.038146620176,26724.728660417597,26984.252571024663
70,430.1219043819769,360.53583192183794,387.15902707142726,31777.160051002153,27085.264492339436,27371.41159809609
71,440.2858088618711,368.5703883366141,369.2157861041482,32217.445859864023,27453.83488067605,27740.627384200237
72,457.80603558110494,395.03033021834966,395.7331087640082,32675.25189544513,27848.8652108944,28136.360492964246
73,478.2665257606992,394.6421057093545,395.35065993597533,33153.51842120583,28243.507316603755,28531.71115290022
74,496.37120164832476,396.23946488838106,396.95916799225387,33649.889622854156,28639.746781492137,28928.670320892474
75,507.4563447881921,404.7338897081796,405.4808301085276,34157.34596764235,29044.480671200316,29334.151151001002
76,508.6709112712085,409.60079613364263,410.36992490029536,34666.01687891356,29454.08146733396,29744.5210759013
77,499.4901887278692,430.75713200689097,435.55860066288824,35165.507067641425,29884.838599340852,30180.079676564186
78,526.866307876203,454.2328092029049,463.37966433801245,35692.37337551763,30339.071408543758,30643.459340902198
79,511.3001576329912,467.13131463531096,506.2857956856967,36203.67353315062,30806.202723179067,31149.745136587895
80,505.8340897865169,440.04115804472724,518.7861422324698,36709.50762293714,31246.243881223796,31668.531278820366
81,471.0772096553286,385.47783804595923,422.4757916101887,37180.58483259247,31631.721719269754,32091.007070430554
82,438.22323713020285,359.2561655462763,360.8879796551155,37618.80806972267,31990.97788481603,32451.89505008567
83,448.4097850290804,376.79617989366204,377.57069346059063,38067.21785475175,32367.774064709694,32829.46574354626
84,466.01597564409036,408.82823891638793,409.6811387385008,38533.23383039584,32776.60230362608,33239.14688228476
85,486.4781746856324,399.82027430305294,400.65866252936723,39019.71200508147,33176.42257792914,33639.805544814124
86,504.61383489602565,400.6709813161067,401.5190434093558,39524.32583997749,33577.093559245244,34041.32458822348
87,515.6829523930625,414.90871594091095,415.8006559127594,40040.00879237056,33992.002275186154,34457.12524413624
88,516.8740738838347,415.278412055711,416.1839238943888,40556.88286625439,34407.280687241866,34873.309168030624
89,512.5851971246275,412.29355477413844,413.2030289980633,41069.46806337902,34819.574242016,35286.512197028685
90,503.0000973573305,405.7259542989204,407.9432064786048,41572.46816073635,35225.30019631492,35694.45540350729
91,486.36363386951285,392.56920431444706,395.24490579175324,42058.83179460587,35617.869400629366,36089.70030929904
92,467.0014731627574,376.38246462781495,378.45744850930316,42525.83326776863,35994.25186525718,36468.157757808345
93,450.74350522409014,362.4202790829026,363.25572777711943,42976.57677299272,36356.67214434008,36831.413485585465
94,446.4042828807466,359.0469123180149,359.88366730615144,43422.98105587346,36715.7190566581,37191.29715289162
95,456.52832801840293,367.23088678718455,368.09369968488716,43879.50938389186,37082.94994344528,37559.39085257651
96,474.09388686914156,379.80412830075545,380.7041243957179,44353.60327076101,37462.754071746036,37940.09497697223
97,494.5970053865794,393.7295112358201,394.67153163665785,44848.20027614759,37856.483582981855,38334.76650860889
98,512.7376841788292,407.74066225412315,408.7275067817337,45360.93796032642,38264.22424523598,38743.49401539062
99,523.8013244103489,417.01073258513884,418.03291135298053,45884.73928473677,38681.23497782112,39161.5269267436
