month_index,year,month,temp_c,humidity_pct,precip_mm,wind_ms,heat_index_c,heatwave,drought,storm_stress,climate_event,operational_feedback_event,backlog_end,capacity_utilization,grid_share,scarcity,outbound_mode,regime_environnemental,evt_canicule,evt_secheresse,evt_tempete_inondation,evt_maintenance_corrective,evt_congestion_logistique,evt_overtime_energetique,evt_capacite_appoint,evt_recalage_qualite,evt_stress_biomasse_locale,evt_stress_hydrique_matiere_locale
11,2026,11,7.583682008368199,72.0,69.0732030285057,5.152627944162883,7.583682008368199,0.0,0.0,0.0,aucun,aucun,0.0,0.45394823836208564,0.9505118998148092,0.11171548117154813,truck,nominal,0,0,0,0,0,0,0,0,0,0
12,2026,12,2.833719960007321,75.66025403784438,83.3886260061224,5.300000000000001,2.833719960007321,0.0,0.0,0.0,aucun,aucun,0.0,0.47035992592473935,0.9627151442870695,0.11288702928870294,truck,nominal,0,0,0,0,0,0,0,0,0,0
13,2027,1,1.100418410041841,77.0,94.65247584249853,5.152627944162883,1.100418410041841,0.0,0.0,0.0,aucun,aucun,0.0,0.49348761929068985,0.9682188303818995,0.11405857740585774,truck,nominal,0,0,0,0,0,0,0,0,0,0
14,2027,2,2.850456361680958,75.66025403784438,99.84661307031165,4.75,2.850456361680958,0.0,0.0,0.0,aucun,aucun,0.0,0.5144220544063026,0.9658713204273215,0.11523012552301257,truck,nominal,0,0,0,0,0,0,0,0,0,0
15,2027,3,7.617154811715481,72.0,97.57927281399283,4.2,7.617154811715481,0.0,0.0,0.0,aucun,aucun,0.0,0.5306005574356648,0.9575953443034251,0.11640167364016737,truck,nominal,0,0,0,0,0,0,0,0,0,0
16,2027,4,14.125523012552302,67.0,88.45798706418924,3.6500000000000004,14.125523012552302,0.0,0.0,0.0,aucun,aucun,0.0,0.5369184432759131,0.9455690023032659,0.11757322175732218,truck,nominal,0,0,0,0,0,0,0,0,0,0
17,2027,5,20.63389121338912,62.0,74.9267969714943,3.2473720558371175,20.63389121338912,0.0,0.0,0.0,aucun,aucun,0.0,0.5317541604541075,0.9324480160036959,0.11874476987447699,truck,nominal,0,0,0,0,0,0,0,0,0,0
18,2027,6,25.400589663423645,58.33974596215561,60.61137399387759,3.1,26.467769340396092,0.0,0.0,0.0,aucun,aucun,0.0,0.5178303773592339,0.9238022035764155,0.11991631799163181,truck,nominal,0,0,0,0,0,0,0,0,0,0
19,2027,7,27.15062761506276,57.0,49.347524157501475,3.2473720558371175,28.11062761506276,0.0,0.0,0.0,aucun,aucun,0.0,0.497787998151565,0.9191525972311925,0.12108786610878662,truck,nominal,0,0,0,0,0,0,0,0,0,0
20,2027,8,25.417326065097285,58.33974596215561,44.15338692968835,3.6499999999999995,26.484505742069732,0.0,0.0,0.0,aucun,aucun,0.0,0.4762042688004222,0.9174708478829784,0.12225941422594143,truck,nominal,0,0,0,0,0,0,0,0,0,0
21,2027,9,20.667364016736407,61.99999999999999,46.42072718600717,4.2,20.667364016736407,0.0,0.0,0.0,aucun,aucun,0.0,0.459958113572618,0.9223783464560673,0.12343096234309624,truck,nominal,0,0,0,0,0,0,0,0,0,0
22,2027,10,14.175732217573223,67.0,55.542012935810746,4.75,14.175732217573223,0.0,0.0,0.0,aucun,aucun,0.0,0.4548272569159606,0.9362424293625163,0.12460251046025106,truck,nominal,0,0,0,0,0,0,0,0,0,0
23,2027,11,7.68410041841004,72.0,69.0732030285057,5.152627944162883,7.68410041841004,0.0,0.0,0.0,aucun,aucun,0.0,0.4611553993359416,0.9516079532491307,0.12577405857740587,truck,nominal,0,0,0,0,0,0,0,0,0,0
24,2027,12,2.9341383700491623,75.66025403784438,83.3886260061224,5.300000000000001,2.9341383700491623,0.0,0.0,0.0,aucun,aucun,0.0,0.4774381494351336,0.9634967172810366,0.12694560669456068,truck,nominal,0,0,0,0,0,0,0,0,0,0
25,2028,1,1.200836820083682,77.0,94.65247584249853,5.152627944162883,1.200836820083682,0.0,0.0,0.0,aucun,aucun,0.0,0.5004733733994334,0.9688625361378744,0.12811715481171548,truck,nominal,0,0,0,0,0,0,0,0,0,0
26,2028,2,2.9508747717227988,75.66025403784438,99.84661307031165,4.75,2.9508747717227988,0.0,0.0,0.0,aucun,aucun,0.0,0.5213239474259285,0.9665192694218251,0.1292887029288703,truck,nominal,0,0,0,0,0,0,0,0,0,0
27,2028,3,7.7175732217573225,72.0,97.57927281399283,4.2,7.7175732217573225,0.0,0.0,0.0,aucun,aucun,0.0,0.5374997019495111,0.9583794027771828,0.1304602510460251,truck,nominal,0,0,0,0,0,0,0,0,0,0
28,2028,4,14.225941422594142,67.0,88.45798706418924,3.6500000000000004,14.225941422594142,0.0,0.0,0.0,aucun,aucun,0.0,0.5437907404162968,0.9465469942757511,0.13163179916317994,truck,nominal,0,0,0,0,0,0,0,0,0,0
29,2028,5,20.734309623430963,62.0,74.9267969714943,3.2473720558371175,20.734309623430963,0.0,0.0,0.0,aucun,aucun,0.0,0.5386443359472508,0.9336492284946191,0.13280334728033474,truck,nominal,0,0,0,0,0,0,0,0,0,0
30,2028,6,25.50100807346549,58.33974596215561,60.61137399387759,3.1,26.568187750437936,0.0,0.0,0.0,aucun,aucun,0.0,0.5248201094584144,0.925280276065735,0.13397489539748955,truck,nominal,0,0,0,0,0,0,0,0,0,0
31,2028,7,27.251046025104603,57.0,49.347524157501475,3.2473720558371175,28.211046025104604,0.0,0.0,0.0,aucun,aucun,0.0,0.5048534524401002,0.920747031180774,0.13514644351464436,truck,nominal,0,0,0,0,0,0,0,0,0,0
32,2028,8,25.51774447513913,58.33974596215561,44.15338692968835,3.6499999999999995,26.584924152111576,0.0,0.0,0.0,aucun,aucun,0.0,0.4833513919292301,0.9191346005281368,0.13631799163179917,truck,nominal,0,0,0,0,0,0,0,0,0,0
33,2028,9,20.767782426778247,61.99999999999999,46.42072718600717,4.2,20.767782426778247,0.0,0.0,0.0,aucun,aucun,0.0,0.4671185489132912,0.9238624824686036,0.13748953974895398,truck,nominal,0,0,0,0,0,0,0,0,0,0
34,2028,10,14.276150627615065,67.0,55.542012935810746,4.75,14.276150627615065,0.0,0.0,0.0,aucun,aucun,0.0,0.46200531836709563,0.9374639173650184,0.1386610878661088,truck,nominal,0,0,0,0,0,0,0,0,0,0
35,2028,11,7.784518828451881,72.0,69.0732030285057,5.152627944162883,7.784518828451881,0.0,0.0,0.0,aucun,aucun,0.0,0.46830654408978556,0.9525170731636846,0.13983263598326362,truck,nominal,0,0,0,0,0,0,0,0,0,0
36,2028,12,3.034556780091003,75.66025403784438,83.3886260061224,5.300000000000001,3.034556780091003,0.0,0.0,0.0,aucun,aucun,0.0,0.48448283156204847,0.9641474461909977,0.14100418410041843,truck,nominal,0,0,0,0,0,0,0,0,0,0
37,2029,1,1.301255230125523,77.0,94.65247584249853,5.152627944162883,1.301255230125523,0.0,0.0,0.0,aucun,aucun,0.0,0.5074048672727324,0.969384902887154,0.14217573221757324,truck,nominal,0,0,0,0,0,0,0,0,0,0
38,2029,2,3.0512931817646396,75.66025403784438,99.84661307031165,4.75,3.0512931817646396,0.0,0.0,0.0,aucun,aucun,0.0,0.5282040741496565,0.9670657237841229,0.14334728033472804,truck,nominal,0,0,0,0,0,0,0,0,0,0
39,2029,3,7.817991631799163,72.0,97.57927281399283,4.2,7.817991631799163,0.0,0.0,0.0,aucun,aucun,0.0,0.5443452936112717,0.9590455276595221,0.14451882845188285,truck,nominal,0,0,0,0,0,0,0,0,0,0
40,2029,4,14.326359832635983,67.0,88.45798706418924,3.6500000000000004,14.326359832635983,0.0,0.0,0.0,aucun,aucun,0.0,0.5506097103479465,0.9473924925518009,0.14569037656903766,truck,nominal,0,0,0,0,0,0,0,0,0,0
41,2029,5,20.834728033472803,62.0,74.9267969714943,3.2473720558371175,20.834728033472803,0.0,0.0,0.0,aucun,aucun,0.0,0.5454810627815138,0.9347078632843782,0.14686192468619247,truck,nominal,0,0,0,0,0,0,0,0,0,0
42,2029,6,25.60142648350733,58.33974596215561,60.61137399387759,3.1,26.668606160479776,0.0,0.0,0.0,aucun,aucun,0.0,0.5317556381349835,0.9265998823836428,0.14803347280334728,truck,nominal,0,0,0,0,0,0,0,0,0,0
43,2029,7,32.413807531380755,57.844832635983266,49.347524157501475,3.2473720558371175,33.44139414225942,0.051725941422594346,0.0,0.0,canicule,site en surchauffe,1.1633536153974902,0.6012994893688618,0.9318506857309886,0.14920502092050208,truck,tendu,1,0,0,0,0,0,0,0,0,0
44,2029,8,30.69389510275419,58.582609248119574,44.15338692968835,3.6499999999999995,31.780503842603757,0.0,0.0,0.0,aucun,capacite d'appoint,0.0,0.5928505265802002,0.9300688620506377,0.15037656903765692,truck,nominal,0,0,0,0,0,0,1,0,0,0
45,2029,9,20.868200836820087,61.99999999999999,46.42072718600717,4.2,20.868200836820087,0.0,0.0,0.0,aucun,aucun,0.0,0.4742235108479322,0.9252575436685004,0.15154811715481173,truck,nominal,0,0,0,0,0,0,0,0,0,0
46,2029,10,14.376569037656905,67.0,55.542012935810746,4.75,14.376569037656905,0.0,0.0,0.0,aucun,aucun,0.0,0.46912778780412373,0.9386323190530029,0.15271966527196654,truck,nominal,0,0,0,0,0,0,0,0,0,0
47,2029,11,7.884937238493722,72.0,69.0732030285057,5.152627944162883,7.884937238493722,0.0,0.0,0.0,aucun,aucun,0.0,0.4754023231578761,0.9533988816383567,0.15389121338912135,truck,nominal,0,0,0,0,0,0,0,0,0,0
48,2029,12,3.1349751901328444,75.66025403784438,83.3886260061224,5.300000000000001,3.1349751901328444,0.0,0.0,0.0,aucun,aucun,0.0,0.4915137223881075,0.9647927630652676,0.15506276150627618,truck,nominal,0,0,0,0,0,0,0,0,0,0
49,2030,1,1.401673640167364,77.0,94.65247584249853,5.152627944162883,1.401673640167364,0.0,0.0,0.0,aucun,aucun,0.0,0.5142827306457399,0.9699012370326201,0.156234309623431,truck,nominal,0,0,0,0,0,0,0,0,0,0
50,2030,2,3.151711591806481,75.66025403784438,99.84661307031165,4.75,3.151711591806481,0.0,0.0,0.0,aucun,aucun,0.0,0.5350613471917747,0.9676113356343831,0.1574058577405858,truck,nominal,0,0,0,0,0,0,0,0,0,0
51,2030,3,7.918410041841004,72.0,97.57927281399283,4.2,7.918410041841004,0.0,0.0,0.0,aucun,aucun,0.0,0.5511379535458464,0.9597045183750138,0.1585774058577406,truck,nominal,0,0,0,0,0,0,0,0,0,0
52,2030,4,14.426778242677825,67.0,88.45798706418924,3.6500000000000004,14.426778242677825,0.0,0.0,0.0,aucun,aucun,0.0,0.5573759713794659,0.9482292526306976,0.1597489539748954,truck,nominal,0,0,0,0,0,0,0,0,0,0
53,2030,5,20.935146443514643,62.0,74.9267969714943,3.2473720558371175,20.935146443514643,0.0,0.0,0.0,aucun,aucun,0.0,0.5522649604741392,0.9357553324076405,0.16092050209205022,truck,nominal,0,0,0,0,0,0,0,0,0,0
54,2030,6,25.70184489354917,58.33974596215561,60.61137399387759,3.1,26.769024570521616,0.0,0.0,0.0,aucun,aucun,0.0,0.5386375914523461,0.9279064012751652,0.16209205020920503,truck,nominal,0,0,0,0,0,0,0,0,0,0
55,2030,7,27.451882845188283,57.0,49.347524157501475,3.2473720558371175,28.411882845188284,0.0,0.0,0.0,aucun,aucun,0.0,0.5188206766877235,0.9236184730746763,0.16326359832635984,truck,nominal,0,0,0,0,0,0,0,0,0,0
56,2030,8,25.71858129522281,58.33974596215561,44.15338692968835,3.6499999999999995,26.785760972195256,0.0,0.0,0.0,aucun,aucun,0.0,0.4974801151065215,0.9221873552153816,0.16443514644351465,truck,nominal,0,0,0,0,0,0,0,0,0,0
57,2030,9,20.968619246861927,61.99999999999999,46.42072718600717,4.2,20.968619246861927,0.0,0.0,0.0,aucun,aucun,0.0,0.4812736415353729,0.926623316299951,0.16560669456066945,truck,nominal,0,0,0,0,0,0,0,0,0,0
58,2030,10,13.637891213389123,75.39096234309623,115.67724306133374,10.059811244069879,13.637891213389123,0.0,0.0,0.11196224881397576,tempete / inondation,desorganisation logistique,5.767679999999999,0.5853883409167046,0.9433575718814102,0.1869314474643399,truck,tendu,0,0,1,0,0,0,0,0,0,0
59,2030,11,7.143748953974894,80.4160669456067,129.38834947202034,11.571461592301079,7.143748953974894,0.0,0.0,0.41429231846021575,tempete / inondation,desorganisation logistique + capacite d'appoint,7.690892593262365,0.9263252735390638,0.9757726791421699,0.2425224081178179,truck,tendu,0,0,1,0,0,0,1,0,0,0
60,2030,12,3.2353936001746852,75.66025403784438,83.3886260061224,5.300000000000001,3.2353936001746852,0.0,0.0,0.0,aucun,capacite d'appoint,0.0,0.813549444616136,0.9782205600074642,0.1691213389121339,truck,nominal,0,0,0,0,0,0,1,0,0,0
61,2031,1,1.502092050209205,77.0,94.65247584249853,5.152627944162883,1.502092050209205,0.0,0.0,0.0,aucun,aucun,0.0,0.521107583546363,0.9705072410614156,0.17029288702928871,truck,nominal,0,0,0,0,0,0,0,0,0,0
62,2031,2,3.2521300018483217,75.66025403784438,99.84661307031165,4.75,3.2521300018483217,0.0,0.0,0.0,aucun,aucun,0.0,0.5418657854269766,0.9683588236988638,0.17146443514644352,truck,nominal,0,0,0,0,0,0,0,0,0,0
63,2031,3,8.018828451882845,72.0,97.57927281399283,4.2,8.018828451882845,0.0,0.0,0.0,aucun,aucun,0.0,0.5578782933097591,0.9606636713627799,0.17263598326359836,truck,nominal,0,0,0,0,0,0,0,0,0,0
64,2031,4,14.527196652719665,67.0,88.45798706418924,3.6500000000000004,14.527196652719665,0.0,0.0,0.0,aucun,aucun,0.0,0.5640901322975244,0.9494603363319554,0.17380753138075317,truck,nominal,0,0,0,0,0,0,0,0,0,0
65,2031,5,21.035564853556487,50.615564853556485,38.24361705517631,3.2473720558371175,21.035564853556487,0.0,0.04384435146443515,0.0,secheresse,stress matiere / eau,1.6964512516844081,0.6220365233626588,0.9396288744509672,0.1990934728033473,truck,tendu,0,1,0,0,0,0,0,0,0,0
66,2031,6,25.802263303591012,46.92367901654892,23.826269391367134,3.1,25.956157624914926,0.0,0.2561409250552397,0.0,secheresse,stress matiere / eau + capacite d'appoint,1.7903381909790745,0.7142401196092645,0.936134379484892,0.31702813639544464,truck,tendu,0,1,0,0,0,0,1,0,0,0
67,2031,7,27.552301255230127,45.55230125523013,12.460494868798548,3.2473720558371175,27.596485355648536,0.0,0.515671593077518,0.0,secheresse,stress matiere / eau + capacite d'appoint,1.7384220566730235,0.6992714384435111,0.932878101691332,0.4609415519248525,truck,tendu,0,1,0,0,0,0,1,0,0,0
68,2031,8,25.818999705264652,58.33974596215561,44.15338692968835,3.6499999999999995,26.8861793822371,0.0,0.0,0.0,aucun,capacite d'appoint,0.0,0.5948363460220674,0.9300424393037393,0.1784937238493724,truck,nominal,0,0,0,0,0,0,1,0,0,0
69,2031,9,21.06903765690377,61.99999999999999,46.42072718600717,4.2,21.06903765690377,0.0,0.0,0.0,aucun,aucun,0.0,0.48826957326105663,0.9286734822573065,0.1796652719665272,truck,nominal,0,0,0,0,0,0,0,0,0,0
70,2031,10,14.577405857740587,67.0,55.542012935810746,4.75,14.577405857740587,0.0,0.0,0.0,aucun,aucun,0.0,0.48320851404759574,0.9415752034314556,0.18083682008368201,truck,nominal,0,0,0,0,0,0,0,0,0,0
71,2031,11,8.085774058577403,72.0,69.0732030285057,5.152627944162883,8.085774058577403,0.0,0.0,0.0,aucun,aucun,0.0,0.4894303363950313,0.9556256938836794,0.18200836820083682,truck,nominal,0,0,0,0,0,0,0,0,0,0
72,2031,12,3.335812010216526,75.66025403784438,83.3886260061224,5.300000000000001,3.335812010216526,0.0,0.0,0.0,aucun,aucun,0.0,0.5054135065556827,0.9664078946950457,0.18317991631799163,truck,nominal,0,0,0,0,0,0,0,0,0,0
73,2032,1,1.602510460251046,77.0,94.65247584249853,5.152627944162883,1.602510460251046,0.0,0.0,0.0,aucun,aucun,0.0,0.5278800364815885,0.9712304438577128,0.18435146443514644,truck,nominal,0,0,0,0,0,0,0,0,0,0
74,2032,2,3.352548411890163,75.66025403784438,99.84661307031165,4.75,3.352548411890163,0.0,0.0,0.0,aucun,aucun,0.0,0.5486179971445603,0.9689648646111099,0.18552301255230128,truck,nominal,0,0,0,0,0,0,0,0,0,0
75,2032,3,8.119246861924687,72.0,97.57927281399283,4.2,8.119246861924687,0.0,0.0,0.0,aucun,aucun,0.0,0.5645669150747019,0.9613415794253108,0.18669456066945606,truck,nominal,0,0,0,0,0,0,0,0,0,0
76,2032,4,14.627615062761507,67.0,88.45798706418924,3.6500000000000004,14.627615062761507,0.0,0.0,0.0,aucun,aucun,0.0,0.57075279254945,0.9503089964812437,0.1878661087866109,truck,nominal,0,0,0,0,0,0,0,0,0,0
77,2032,5,21.135983263598327,50.23598326359833,37.02052082086668,3.2473720558371175,21.135983263598327,0.0,0.04764016736401672,0.0,secheresse,stress matiere / eau,1.7233312516844066,0.6295475260578978,0.940668295857039,0.2152397489539749,truck,tendu,0,1,0,0,0,0,0,0,0,0
78,2032,6,25.90268171363285,46.54409742659075,22.603173157057505,3.1,26.02620950776011,0.0,0.28253554299655603,0.0,secheresse,stress matiere / eau + capacite d'appoint,1.8194682203235644,0.7236532964520113,0.937349709701883,0.3456037536690264,truck,tendu,0,1,0,0,0,0,1,0,0,0
79,2032,7,33.19707112970711,46.291694560669455,11.237398634488919,3.2473720558371175,33.30040669456067,0.149633891213389,0.702254541543097,0.0,canicule + secheresse,site en surchauffe + stress matiere / eau + capacite d'appoint,3.00780599627031,0.8448592191506472,0.9502035528147952,0.5776207509867788,truck,tendu,1,1,0,0,0,0,1,0,0,0
80,2032,8,31.47715870108055,58.8567515075338,44.15338692968835,3.6499999999999995,32.58569882168325,0.0,0.0,0.0,aucun,capacite d'appoint,0.0,0.7386657231186805,0.9398988738795873,0.19255230125523015,truck,nominal,0,0,0,0,0,0,1,0,0,0
81,2032,9,21.16945606694561,61.99999999999999,46.42072718600717,4.2,21.16945606694561,0.0,0.0,0.0,aucun,aucun,0.0,0.49521192862606883,0.9300768542743214,0.19372384937238496,truck,nominal,0,0,0,0,0,0,0,0,0,0
82,2032,10,14.677824267782428,67.0,55.542012935810746,4.75,14.677824267782428,0.0,0.0,0.0,aucun,aucun,0.0,0.490168028028783,0.9427266178208432,0.19489539748953977,truck,nominal,0,0,0,0,0,0,0,0,0,0
83,2032,11,8.186192468619245,72.0,69.0732030285057,5.152627944162883,8.186192468619245,0.0,0.0,0.0,aucun,aucun,0.0,0.4963638222275684,0.9565184035653483,0.19606694560669458,truck,nominal,0,0,0,0,0,0,0,0,0,0
84,2032,12,3.4362304202583673,75.66025403784438,83.3886260061224,5.300000000000001,3.4362304202583673,0.0,0.0,0.0,aucun,aucun,0.0,0.5122836393225552,0.9670632390882412,0.19723849372384938,truck,nominal,0,0,0,0,0,0,0,0,0,0
85,2033,1,1.702928870292887,77.0,94.65247584249853,5.152627944162883,1.702928870292887,0.0,0.0,0.0,aucun,aucun,0.0,0.5346006906195332,0.9717672248451108,0.1984100418410042,truck,nominal,0,0,0,0,0,0,0,0,0,0
86,2033,2,3.4529668219320038,75.66025403784438,99.84661307031165,4.75,3.4529668219320038,0.0,0.0,0.0,aucun,aucun,0.0,0.5553185813318434,0.9695281915661708,0.199581589958159,truck,nominal,0,0,0,0,0,0,0,0,0,0
87,2033,3,8.219665271966527,72.0,97.57927281399283,4.2,8.219665271966527,0.0,0.0,0.0,aucun,aucun,0.0,0.5712044118068683,0.9620244024784382,0.2007531380753138,truck,nominal,0,0,0,0,0,0,0,0,0,0
88,2033,4,14.728033472803347,67.0,88.45798706418924,3.6500000000000004,14.728033472803347,0.0,0.0,0.0,aucun,aucun,0.0,0.5773645424216383,0.9511773797355851,0.20192468619246862,truck,nominal,0,0,0,0,0,0,0,0,0,0
89,2033,5,21.236401673640167,62.0,74.9267969714943,3.2473720558371175,21.236401673640167,0.0,0.0,0.0,aucun,aucun,0.0,0.5723057319051061,0.9394431930062654,0.20309623430962345,truck,nominal,0,0,0,0,0,0,0,0,0,0
90,2033,6,26.00310012367469,58.33974596215561,60.61137399387759,3.1,27.07027980064714,0.0,0.0,0.0,aucun,aucun,0.0,0.5589681360010781,0.9325899648567052,0.20426778242677823,truck,nominal,0,0,0,0,0,0,0,0,0,0
91,2033,7,27.753138075313807,57.0,49.347524157501475,3.2473720558371175,28.713138075313807,0.0,0.0,0.0,aucun,aucun,0.0,0.5393716738069734,0.9288263176089896,0.20543933054393307,truck,nominal,0,0,0,0,0,0,0,0,0,0
92,2033,8,26.01983652534833,58.33974596215561,44.15338692968835,3.6499999999999995,27.08701620232078,0.0,0.0,0.0,aucun,aucun,0.0,0.5182688660053867,0.9275981885858349,0.20661087866108788,truck,nominal,0,0,0,0,0,0,0,0,0,0
93,2033,9,21.26987447698745,61.99999999999999,46.42072718600717,4.2,21.26987447698745,0.0,0.0,0.0,aucun,aucun,0.0,0.5021013207318415,0.9313957006180982,0.2077824267782427,truck,nominal,0,0,0,0,0,0,0,0,0,0
94,2033,10,14.77824267782427,67.0,55.542012935810746,4.75,14.77824267782427,0.0,0.0,0.0,aucun,aucun,0.0,0.4970744647195271,0.9437131994615514,0.20895397489539752,truck,nominal,0,0,0,0,0,0,0,0,0,0
95,2033,11,8.286610878661087,72.0,69.0732030285057,5.152627944162883,8.286610878661087,0.0,0.0,0.0,aucun,aucun,0.0,0.503244446073595,0.9572076562274329,0.21012552301255233,truck,nominal,0,0,0,0,0,0,0,0,0,0
96,2033,12,3.536648830300208,75.66025403784438,83.3886260061224,5.300000000000001,3.536648830300208,0.0,0.0,0.0,aucun,aucun,0.0,0.5191014097507671,0.9675854408116539,0.21129707112970714,truck,nominal,0,0,0,0,0,0,0,0,0,0
97,2034,1,1.803347280334728,77.0,94.65247584249853,5.152627944162883,1.803347280334728,0.0,0.0,0.0,aucun,aucun,0.0,0.5412701379673337,0.9721877131474513,0.21246861924686195,truck,nominal,0,0,0,0,0,0,0,0,0,0
98,2034,2,3.553385231973845,75.66025403784438,99.84661307031165,4.75,3.553385231973845,0.0,0.0,0.0,aucun,aucun,0.0,0.5619681278512917,0.9699897173224804,0.21364016736401675,truck,nominal,0,0,0,0,0,0,0,0,0,0
99,2034,3,8.320083682008368,72.0,97.57927281399283,4.2,8.320083682008368,0.0,0.0,0.0,aucun,aucun,0.0,0.5777913674421917,0.962583706610095,0.21481171548117156,truck,nominal,0,0,0,0,0,0,0,0,0,0
100,2034,4,14.828451882845188,67.0,88.45798706418924,3.6500000000000004,14.828451882845188,0.0,0.0,0.0,aucun,aucun,0.0,0.583925963213886,0.9518878084553877,0.21598326359832637,truck,nominal,0,0,0,0,0,0,0,0,0,0
101,2034,5,21.336820083682007,62.0,74.9267969714943,3.2473720558371175,21.336820083682007,0.0,0.0,0.0,aucun,aucun,0.0,0.5788843201713244,0.9403303799062553,0.21715481171548118,truck,nominal,0,0,0,0,0,0,0,0,0,0
102,2034,6,26.103518533716535,58.33974596215561,60.61137399387759,3.1,27.170698210688982,0.0,0.0,0.0,aucun,aucun,0.0,0.5656418779497485,0.9336883969464308,0.21832635983263599,truck,nominal,0,0,0,0,0,0,0,0,0,0
103,2034,7,27.85355648535565,57.0,49.347524157501475,3.2473720558371175,28.81355648535565,0.0,0.0,0.0,aucun,aucun,0.0,0.5461178149472581,0.9300144136503709,0.2194979079497908,truck,nominal,0,0,0,0,0,0,0,0,0,0
104,2034,8,26.120254935390175,58.33974596215561,44.15338692968835,3.6499999999999995,27.187434612362622,0.0,0.0,0.0,aucun,aucun,0.0,0.5250930864069806,0.9288549754573763,0.22066945606694563,truck,nominal,0,0,0,0,0,0,0,0,0,0
105,2034,9,21.370292887029294,61.99999999999999,46.42072718600717,4.2,21.370292887029294,0.0,0.0,0.0,aucun,aucun,0.0,0.5089383533606483,0.9325279651294432,0.22184100418410044,truck,nominal,0,0,0,0,0,0,0,0,0,0
106,2034,10,13.919062761506277,76.59598326359833,124.31322632493207,11.333116683400423,13.919062761506277,0.0,0.0,0.36662333668008457,tempete / inondation,desorganisation logistique,6.197759999999999,0.6307468641379503,0.9488082163756338,0.28900475290367045,truck,tendu,0,0,1,0,0,0,0,0,0,0
107,2034,11,7.424920502092048,81.62108786610878,138.02433273561866,12.844767031631623,7.424920502092048,0.0,0.0,0.6689534063263245,tempete / inondation,desorganisation logistique + maintenance corrective + capacite d'appoint + recalage qualite,8.258598193262365,0.9955738967969979,0.9769171732940789,0.34459571355714846,truck,crise,0,0,1,1,0,0,1,1,0,0
108,2034,12,3.6370672403420494,75.66025403784438,83.3886260061224,5.300000000000001,3.6370672403420494,0.0,0.0,0.0,aucun,maintenance corrective + capacite d'appoint + recalage qualite,0.0,0.9674715415865024,0.981748596950742,0.22535564853556486,truck,tendu,0,0,0,1,0,0,1,1,0,0
109,2035,1,1.9037656903765692,77.0,94.65247584249853,5.152627944162883,1.9037656903765692,0.0,0.0,0.0,aucun,aucun,0.0,0.6203452916043768,0.9726226508517397,0.2265271966527197,truck,nominal,0,0,0,0,0,0,0,0,0,0
