month_index,material,inbound_transport,energy,storage,outbound_transport,backlog_penalty,adaptation_capex,total,policy_label
1,827.8197333333333,45.005919999999996,14.695233755555556,27.734204625555552,109.8036,0.0,59.4,1084.4586917144445,Baseline degradee
2,865.216719518682,46.985850584871045,15.645097346421066,20.98826676506583,114.6022052785729,0.0,59.4,1122.838139493613,Baseline degradee
3,894.485798297347,48.52046252619022,15.913736479013496,14.084964848171959,118.31228135604559,0.0,59.4,1150.7172435067685,Baseline degradee
4,798.2103441208067,43.24930118518771,13.876633769078083,7.717934357016825,119.80236050209206,0.0,59.4,1042.2565739341815,Baseline degradee
5,899.8428255493033,48.701196027803654,15.613380489485001,12.317668590297433,118.68689260739013,0.0,59.4,1154.5619632642797,Baseline degradee
6,1027.7559559705496,64.98919709885271,16.086347180633847,13.100484311165348,115.56979101575315,0.0,59.4,1296.9017755769546,Baseline degradee
7,841.6343890949958,45.44873235412733,16.095879179518338,13.864622025860339,111.07010714931464,0.0,59.4,1087.5137298038164,Baseline degradee
8,807.0708594618608,43.53354867302987,14.758271834128097,13.543779814980676,106.21571065423953,0.0,59.4,1044.5221704382388,Baseline degradee
9,782.0994345911356,42.139505002442256,13.458392981694308,13.740834326999437,102.58169158448148,0.0,59.4,1013.419858486753,Baseline degradee
10,774.6471163179916,41.69148552301255,13.37479217110756,9.488237357739072,101.46290460251046,0.0,59.4,1000.0645359723612,Baseline degradee
11,787.1092049960831,42.31510301547318,13.716941097875095,8.825838641336745,102.95202326200724,0.0,59.4,1014.3191110127754,Baseline degradee
12,817.0824606238666,43.87773412134025,14.348531311783562,8.000262711350775,106.72429790484951,0.0,59.4,1049.4332866731907,Baseline degradee
13,795.9997141972274,42.698247376092255,14.21825720219884,7.213968312631468,112.02466182174683,0.0,59.4,1031.5548489098967,Baseline degradee
14,918.5220284803557,50.53364935725527,15.770393677704831,10.804898441787808,116.83186009495667,0.0,59.4,1171.8628300520604,Baseline degradee
15,1060.501875419307,64.90598099125418,16.13563677755754,10.583777113414213,120.56290116536802,0.0,59.4,1332.090171466901,Baseline degradee
16,939.6388552301256,50.23659715481172,16.189804841488286,10.831173047087175,122.05583096234311,0.0,59.4,1198.352261235856,Baseline degradee
17,932.3203704836352,49.79055690359307,15.88607424928632,10.88595912306282,120.93869333721463,0.0,59.4,1189.221654096792,Baseline degradee
18,907.7125698664961,48.4232181282248,16.397760423759035,11.085048987563281,117.82732285903116,0.0,59.4,1160.8459202650745,Baseline degradee
19,872.9886187334403,46.51984847213279,16.3092273160002,8.291724543076127,113.32010382500305,0.0,59.4,1116.8295228896525,Baseline degradee
20,837.8110359516282,44.59653493404678,14.993758906035971,8.721300509383342,108.45755939953251,0.0,59.4,1073.9801897006269,Baseline degradee
21,812.3976151798163,43.196635842134015,13.659374671412325,8.94966321959457,104.8066339508913,0.0,59.4,1042.4099228638486,Baseline degradee
22,804.809810209205,42.746612686192464,13.658237504811478,8.797964974486039,103.68617723849371,0.0,59.4,1033.0988026131888,Baseline degradee
23,817.503208848362,43.37365095976744,14.002853893033153,8.216795899709199,105.17814654891912,0.0,59.4,1047.674656149791,Baseline degradee
24,847.9175930466729,44.938558523573924,14.61928988293003,7.390578078904255,108.94294585510701,0.0,59.4,1083.208965387188,Baseline degradee
25,815.7348448479427,43.186139857042924,14.29946383992383,6.5999184220576925,114.25275975560652,0.0,59.4,1053.4731267225739,Baseline degradee
26,951.3479109770183,51.630943682406695,16.040655173377665,10.158530620918224,119.06855102345334,0.0,59.4,1207.6465914771745,Baseline degradee
27,1094.6257537524052,65.8589943473975,16.4246468891105,9.931022855066333,122.820606497703,0.0,59.4,1369.061024341683,Baseline degradee
28,972.8268264435146,51.33646433472803,16.478724858814253,10.172675334763117,124.3163869456067,0.0,59.4,1234.531077917427,Baseline degradee
29,965.3728549995571,50.88842040699756,16.17277533755877,10.151095615986872,123.1975795900517,0.0,59.4,1225.182725950152,Baseline degradee
30,940.2887547263283,49.51302852748736,16.741656393218303,10.344109473584918,120.09197787172143,0.0,59.4,1196.3795269923403,Baseline degradee
31,904.9135369145093,47.599301874095985,16.66076641456747,7.605922994628081,115.5772236701038,0.0,59.4,1151.7567518679048,Baseline degradee
32,869.1227948771322,45.667871698567446,15.332132041289956,8.013398912416502,110.70653131423784,0.0,59.4,1108.2427288436438,Baseline degradee
33,843.2707353500866,44.26226930944084,13.942471689665403,8.248170399181078,107.03866184031362,0.0,59.4,1076.1623085886874,Baseline degradee
34,835.5474436820085,43.81024247698745,13.941581459585368,8.101080077715645,105.91653539748955,0.0,59.4,1066.7168830937867,Baseline degradee
35,848.4721522822309,44.44070153167677,14.287103700498934,7.52335748806496,107.41135535884356,0.0,59.4,1081.5346703613152,Baseline degradee
