day,M-1430 | item:038005,M-1430 | item:042342,M-1430 | item:333362,M-1430 | item:344135,M-1430 | item:708073,M-1430 | item:730384,M-1430 | item:734545,M-1430 | item:773474,M-1810 | item:001757,M-1810 | item:001848,M-1810 | item:001893,M-1810 | item:002612,M-1810 | item:016332,M-1810 | item:029313,M-1810 | item:039668,M-1810 | item:049371,M-1810 | item:055703,M-1810 | item:099439,M-1810 | item:338928,M-1810 | item:338929,M-1810 | item:426331,M-1810 | item:693055,M-1810 | item:693710
0,7.087166,24438.51,405.0,405.0,3.21165,85.86,3.24,3910.16079,0.651224,0.488418,3.093314,0.81403,0.195367,0.016281,0.016281,0.602382,0.032561,0.81403,401.0,401.0,4.411,162.806,622.048
1,6.709184,23135.1228,383.4,383.4,3.040362,81.2808,3.0672,3701.618881,0.614846,0.461135,2.92052,0.768558,0.184454,0.015371,0.015371,0.568733,0.030742,0.768558,378.6,378.6,4.1646,153.7116,627.2448
2,6.3732,21976.5564,364.2,364.2,2.888106,77.2104,2.9136,3516.248296,0.588862,0.441647,2.797096,0.736078,0.176659,0.014722,0.014722,0.544698,0.029443,0.736078,362.6,362.6,3.9886,147.2156,575.2768
3,5.94202,20489.72952,339.56,339.56,2.692711,76.22672,2.71648,3278.356044,0.555083,0.416312,2.636645,0.693854,0.166525,0.013877,0.013877,0.513452,0.027754,0.693854,341.8,341.8,3.7598,138.7708,507.7184
4,5.550039,19138.06872,317.16,317.16,2.515079,71.47792,2.53728,3062.090361,0.523902,0.392927,2.673672,0.654878,0.157171,0.013098,0.013098,0.48461,0.029313,0.654878,346.6,346.6,3.5486,130.9756,570.08
5,5.112559,17629.51872,292.16,292.16,2.475429,66.17792,2.33728,3000.722411,0.483887,0.362915,2.483599,0.604859,0.145166,0.012097,0.012097,0.50528,0.027312,0.604859,321.96,321.96,3.27756,120.97176,490.04928
6,4.708398,16415.859888,316.104,269.064,2.292278,61.281568,2.152512,2777.737044,0.447509,0.335632,2.310806,0.559387,0.134253,0.012747,0.011188,0.471631,0.025494,0.608107,299.56,337.96,3.03116,111.87736,547.21408
7,4.984885,14907.309888,291.104,244.064,2.094028,55.981568,2.278912,2549.463454,0.406909,0.334414,2.117956,0.508637,0.122073,0.011732,0.011147,0.434076,0.023464,0.557357,274.56,312.96,2.75616,111.47136,618.8
8,4.647434,13743.684415,271.82016,244.78016,2.264651,60.542994,2.500961,2363.283417,0.369402,0.353054,1.939793,0.461752,0.11082,0.010794,0.010209,0.459469,0.021588,0.510472,329.864,289.864,2.502104,102.094384,543.784192
9,4.271958,12448.94012,250.363392,223.323392,2.094498,55.994159,2.329307,2156.124373,0.328802,0.322604,1.746943,0.411002,0.117349,0.012377,0.009194,0.492577,0.019558,0.459722,335.424,264.864,2.227104,108.184384,618.8
