month_index,classical_weekly_total,td_total,sdd_total,classical_cumulative,td_cumulative,sdd_cumulative
86,503.4310242069635,588.4941702182688,680.1896251045131,39372.849163483515,43668.41837747413,46662.35799576914
87,514.637191407836,598.9481829879564,600.0744611958968,39887.48635489135,44267.36656046209,47262.432456965034
88,490.8756122615539,573.9732758387404,575.0526920718396,40378.3619671529,44841.33983630083,47837.485149036875
89,511.8324083119881,595.1933029714662,596.3340940552134,40890.19437546489,45436.533139272295,48433.81924309209
90,502.0880187760187,586.1312842728073,690.3716086862094,41392.28239424091,46022.6644235451,49124.1908517783
91,485.444029639787,570.361753543681,573.7008326085952,41877.7264238807,46593.02617708878,49697.891684386894
92,465.8420319839482,551.6590521525928,554.2511784175157,42343.568455864646,47144.685229241375,50252.14286280441
93,449.8591297249732,536.8998834532723,537.9460243060635,42793.42758558962,47681.58511269465,50790.08888711047
94,445.5348124464403,534.0129130981431,535.061293977673,43238.96239803606,48215.598025792795,51325.150181088145
95,455.2713283189524,546.3401046024509,547.4261416102187,43694.233726355014,48761.93813039525,51872.57632269836
96,472.96486056032,566.32669530224,567.4685997107708,44167.198586915336,49328.264825697486,52440.044922409135
97,493.2603566860941,587.8608334088455,683.8870904330645,44660.45894360143,49916.12565910633,53123.9320128422
98,511.3632492093702,606.1150468850867,607.3762176409762,45171.822192810796,50522.24070599142,53731.30823048317
99,471.90301422657626,566.101685465176,567.2656143311498,45643.72520703737,51088.342391456594,54298.57384481432
100,524.118694949446,616.8459732878559,618.1581345582497,46167.84390198682,51705.18836474445,54916.73197937257
101,519.8448567061718,612.8999779277764,717.7666227660695,46687.68875869299,52318.08834267222,55634.498602138636
102,510.08502818725253,603.7796837492808,606.7404388728887,47197.77378688024,52921.8680264215,56241.239041011526
103,492.9547767460575,587.390855277364,590.9236577875124,47690.728563626304,53509.258881698865,56832.16269879904
104,473.7513887092867,569.3563442594107,572.1283482972826,48164.47995233559,54078.615225958274,57404.29104709632
105,457.81804388401395,554.7955590693671,555.9955212369681,48622.297996219604,54633.41078502764,57960.286568333286
106,446.2093024484969,568.7053636682011,569.9659033436676,49068.507298668104,55202.116148695844,58530.252471676955
107,560.5782366661649,695.1850096143352,765.3348799917063,49629.08553533427,55897.301158310176,59295.58735166866
108,645.2115431807287,748.4063464630516,896.6031107467885,50274.297078514996,56645.70750477323,60192.19046241545
109,501.91706839431515,606.4244319497823,725.5453235066584,50776.21414690931,57252.13193672301,60917.73578592211
110,412.706792485704,518.023587351548,618.4173162094105,51188.920939395015,57770.15552407456,61536.15310213152
111,530.8957335606666,634.5410597048487,652.7850950153784,51719.81667295568,58404.696583779405,62188.9381971469
112,532.4462828289884,634.8877273315674,730.1815057565422,52252.262955784674,59039.58431111097,62919.11970290344
113,528.1813535817572,630.9878137988088,632.4758832122276,52780.44430936643,59670.57212490978,63551.59558611566
114,517.9482531847615,621.1582108045745,624.3123615960297,53298.39256255119,60291.730335714354,64175.90794771169
115,510.1874307482913,629.7516691347105,648.2264569485299,53808.579993299485,60921.482004849066,64824.13440466022
116,524.8121030841821,646.7321393006404,669.4815243974484,54333.392096383664,61568.21414414971,65493.61592905767
117,493.4382392325801,599.8997595872477,605.1479624251381,54826.83033561624,62168.11390373696,66098.76389148281
118,462.0215914234915,570.523954281937,571.8817787833783,55288.85192703974,62738.6378580189,66670.6456702662
119,471.93693159657704,582.9438151694266,683.8052950143493,55760.78885863631,63321.581673188324,67354.45096528054
120,489.2567927493114,602.2261577616638,603.6955620973087,56250.045651385626,63923.80783094999,67958.14652737784
121,481.5373889550027,618.0873132332559,619.6295269856508,56731.58304034063,64541.89514418325,68577.7760543635
122,576.5846936544435,719.9583182338018,823.2572014197235,57308.16773399507,65261.85346241705,69401.03325578322
123,667.5780341875472,778.6805322716781,899.5833925401521,57975.74576818262,66040.53399468873,70300.61664832337
124,540.7310352866651,652.7568662594509,758.8725928025289,58516.47680346928,66693.29086094818,71059.48924112589
125,500.1043034724306,643.628438012678,770.1231212411247,59016.58110694171,67336.91929896086,71829.61236236701
126,560.9529279599553,707.5733870702185,736.7739479396421,59577.53403490166,68044.49268603108,72566.38631030665
127,547.7475886649976,694.6385154739487,807.4043978488119,60125.28162356666,68739.13120150504,73373.79070815547
128,532.6778405525918,647.2999891400528,728.9844118365406,60657.95946411925,69386.43119064509,74102.77511999202
129,475.1748472882185,592.3372626938437,654.5884153623145,61133.13431140747,69978.76845333894,74757.36353535434
130,470.53340692592764,588.990632109877,691.879708721004,61603.667718333396,70567.75908544882,75449.24324407533
131,480.3418025192993,601.1692626509272,698.4333381725871,62084.0095208527,71168.92834809975,76147.67658224792
132,497.3225793842842,619.9310212380457,621.5697043840105,62581.332100236985,71788.8593693378,76769.24628663193
133,510.3641765077881,658.5829370296998,678.9329006131715,63091.69627674477,72447.4423063675,77448.1791872451
134,579.612742324287,732.9832891002989,864.4039328709957,63671.30901906906,73180.42559546781,78312.58312011609
135,671.8881247909347,791.3320146785609,956.3293390084579,64343.197143859994,73971.75761014636,79268.91245912455
136,549.2989739951852,670.9011407066637,773.1630195373658,64892.49611785518,74642.65875085302,80042.07547866192
137,539.2866903129004,695.3995084624826,826.21152818762,65431.782808168085,75338.0582593155,80868.28700684954
138,570.0472019907342,727.6129215882003,756.7233877478769,66001.83001015882,76065.6711809037,81625.01039459741
139,556.8804107173975,714.6661755284712,823.4066187207467,66558.71042087622,76780.33735643217,82448.41701331816
140,541.8332561339471,665.8687072798461,769.5385562593372,67100.54367701017,77446.20606371202,83217.9555695775
141,483.608261354854,610.5617486496285,676.6846784498199,67584.15193836502,78056.76781236165,83894.64024802732
142,478.96921953951073,607.2262596557272,704.9586395999247,68063.12115790452,78663.99407201738,84599.59888762725
143,488.9325050745062,619.5087619196103,696.9317405354743,68552.05366297903,79283.50283393699,85296.53062816273
144,506.02526281817336,638.3129542901925,640.1245690707084,69058.0789257972,79921.81578822718,85936.65519723344
145,526.8908514368508,660.1446326546306,683.1851028865506,69584.96977723406,80581.9604208818,86619.84030011999
146,544.925489037896,678.0045901193529,755.5986853697608,70129.89526627195,81259.96501100116,87375.43898548975
147,555.9830426117632,688.0785764692766,690.1061326148172,70685.87830888372,81948.04358747043,88065.54511810456
148,503.47720929283867,635.6828719968172,637.5114633262108,71189.35551817656,82583.72645946725,88703.05658143078
149,552.9584379123798,684.2725770655713,686.3085182527526,71742.31395608894,83267.99903653281,89389.36509968353
150,543.4021439304978,675.1405018080212,778.9535685565459,72285.71610001943,83943.13953834084,90168.31866824008
151,539.2820690406597,688.4518009614377,709.0574558281526,72824.9981690601,84631.59133930228,90877.37612406824
152,535.5677639630854,686.0137800413762,729.7115700035511,73360.56593302319,85317.60511934366,91607.08769407179
153,519.7208553358201,655.063286785138,660.9969345401926,73880.28678835901,85972.6684061288,92268.08462861198
154,479.1876410677687,646.4121309252314,648.3667282813675,74359.47442942677,86619.08053705403,92916.45135689335
155,568.6060079043269,743.4256392239506,894.8572615949631,74928.0804373311,87362.50617627798,93811.30861848831
156,672.4180897696772,808.4328880931425,971.0659795770525,75600.49852710078,88170.93906437112,94782.37459806536
157,535.7963626076147,678.5055179002153,774.7573580426734,76136.29488970838,88849.44458227133,95557.13195610803
158,522.4150618922746,665.4985868776529,791.0233915450932,76658.70995160066,89514.94316914899,96348.15534765313
159,564.2727736753143,705.6171821967741,749.8769905620123,77222.98272527597,90220.56035134576,97098.03233821514
160,565.8631762137461,706.0730108319331,764.7265438016269,77788.84590148972,90926.6333621777,97862.75888201677
161,561.9175914031646,702.7085908286207,798.6114831733846,78350.76349289289,91629.34195300633,98661.37036519016
162,552.5678044114121,693.6872604823371,709.8726224208203,78903.3312973043,92323.02921348867,99371.24298761098
163,550.9205687960084,709.9455928248325,812.7912036540058,79454.25186610031,93032.9748063135,100184.03419126499
164,549.0942443257458,709.5371842394771,848.0897067481027,80003.34611042606,93742.51199055299,101032.12389801309
165,529.3920946628339,674.3023461824233,774.3188394883647,80532.7382050889,94416.8143367354,101806.44273750145
166,487.48246963064577,665.7010021288553,761.7443511676777,81020.22067471955,95082.51533886426,102568.18708866913
167,570.1185206418548,754.6798145607519,820.469147834118,81590.3391953614,95837.19515342501,103388.65623650324
168,675.6939571624586,819.6158012362301,970.6827166924191,82266.03315252386,96656.81095466124,104359.33895319566
169,543.8684791187525,695.7853591338155,833.1674662525589,82809.90163164261,97352.59631379506,105192.50641944823
170,561.6058198978244,713.158848932844,869.0392575918947,83371.50745154044,98065.7551627279,106061.54567704012
171,573.013070755539,723.5607201292921,747.4702543832352,83944.52052229598,98789.31588285719,106809.01593142336
172,574.5372759419106,723.9742552572958,820.6982663273669,84519.05779823789,99513.29013811449,107629.71419775073
173,570.3250295769008,720.3019461201768,778.8914139182107,85089.38282781478,100233.59208423467,108408.60561166894
174,586.1334285820009,755.3416251169488,842.1255813274614,85675.51625639679,100988.93370935162,109250.7311929964
175,564.137037209025,734.9017553554924,899.9904878772603,86239.65329360582,101723.83546470711,110150.72168087367
176,532.648467010209,704.0079803272581,862.1071878144309,86772.30176061603,102427.84344503436,111012.8288686881
177,537.9142527119228,692.0089054643221,787.5217062311538,87310.21601332795,103119.85235049868,111800.35057491926
178,495.26289858212397,684.2032070946024,686.5311755111156,87805.47891191008,103804.05555759328,112486.88175043037
179,571.8878560255841,766.2406791880691,836.6991768297507,88377.36676793566,104570.29623678135,113323.58092726012
180,679.3288086617757,831.1358067924524,976.8077123803516,89056.69557659743,105401.4320435738,114300.38863964047
181,533.4775469715813,723.7271758738678,883.4488347579658,89590.17312356901,106125.15921944767,115183.83747439843
182,587.9162312927547,779.2589805819441,1007.1751601205074,90178.08935486176,106904.41820002961,116191.01263451893
183,686.211507476241,837.4318816745389,952.5290707239634,90864.300862338,107741.85008170415,117143.5417052429
184,582.2432221170785,740.5938261177101,854.2811116118423,91446.54408445508,108482.44390782186,117997.82281685474
185,572.2928294593247,771.8748638638963,916.3522373683588,92018.8369139144,109254.31877168575,118914.17505422309
186,546.3667692836777,761.8492736571174,871.5987067279334,92565.20368319808,110016.16804534287,119785.77376095102
187,434.3362671406736,642.8989147966813,826.5481032452004,92999.53995033876,110659.06696013955,120612.32186419622
188,493.57524177368197,673.6303222408244,744.8641443136737,93493.11519211244,111332.69728238038,121357.18600850989
189,550.1299055558615,713.2964947464831,831.6293270952613,94043.2450976683,112045.99377712686,122188.81533560515
190,503.682229135073,703.5187896660257,819.4672307967703,94546.92732680337,112749.51256679288,123008.28256640192
191,573.6354112655285,777.7421978045877,943.8158122113417,95120.5627380689,113527.25476459747,123952.09837861326
192,682.250114640624,841.8506281147419,1003.29832020162,95802.81285270953,114369.10539271221,124955.39669881487
193,540.6644128686643,740.8275172740813,894.7188854445076,96343.47726557819,115109.9329099863,125850.11558425939
194,589.13045615145,789.6960261506983,1020.1198240876537,96932.60772172964,115899.628936137,126870.23540834704
195,689.1240041212023,848.0825692577085,964.4927044342726,97621.73172585084,116747.7115053947,127834.72811278132
196,592.6002522632567,803.6136642764147,928.1615847242614,98214.3319781141,117551.32516967112,128762.88969750558
197,610.683800150964,822.3786955772132,1013.2595065308429,98825.01577826506,118373.70386524833,129776.14920403642
198,525.528943104721,751.1623337966108,851.9849900681738,99350.54472136979,119124.86619904495,130628.1341941046
199,430.81438694342404,650.3393554633894,829.7789277907857,99781.35910831322,119775.20555450834,131457.91312189537
200,492.03952264873413,680.4181750219877,808.7553378610057,100273.39863096195,120455.62372953033,132266.6684597564
201,557.9572601028067,730.0964401686479,844.4405693639503,100831.35589106476,121185.72016969898,133111.10902912033
202,511.3978427177092,721.8347230304774,809.9556651925246,101342.75373378246,121907.55489272946,133921.06469431287
203,574.9992776733786,788.7408557573496,969.8496524383517,101917.75301145585,122696.29574848681,134890.9143467512
204,685.476239923085,852.8475185418521,1035.4133446167316,102603.22925137893,123549.14326702866,135926.32769136794
205,548.0421695610335,758.1227128359184,908.6244622503795,103151.27142093996,124307.26597986458,136834.95215361833
206,590.4616634398601,800.2821282713714,1017.6982288980328,103741.73308437981,125107.54810813595,137852.65038251635
207,691.9790819612322,858.6561592130624,1003.6778371581976,104433.71216634105,125966.204267349,138856.32821967456
208,600.297436241775,821.2356964316547,958.6341895468084,105034.00960258282,126787.43996378066,139814.96240922136
209,618.6517169861507,840.2147972411558,1038.5010300791903,105652.66131956897,127627.65476102183,140853.46343930054
210,524.8501118767298,759.412508439658,868.261671982151,106177.5114314457,128387.06726946148,141721.7251112827
211,429.6316262907878,658.4352553615048,834.4632789782895,106607.1430577365,129045.50252482298,142556.18839026097
212,491.28630463292546,688.195341922152,819.9669706957977,107098.42936236942,129733.69786674513,143376.15536095676
213,565.8762626874449,746.9623072177276,864.817409625174,107664.30562505686,130480.66017396287,144240.97277058192
214,518.7465011357999,739.6539801956401,829.9607560485427,108183.05212619266,131220.31415415852,145070.93352663046
215,575.6898176197413,798.9383791942035,979.5370063854645,108758.7419438124,132019.25253335273,146050.47053301593
216,687.907434159118,863.0387480400962,1041.4876857983793,109446.64937797152,132882.29128139283,147091.9582188143
217,554.7174290734231,774.5882575509767,925.7741221138082,110001.36680704495,133656.87953894382,148017.7323409281
218,569.8152720896117,788.7977747849843,996.7808893873622,110571.18207913457,134445.6773137288,149014.51323031547
219,694.4896619045484,868.8817725464307,1011.8754910184364,111265.67174103911,135314.55908627523,150026.3887213339
220,607.7785373889152,838.5866989209288,979.9389606186246,111873.45027842803,136153.14578519616,151006.32768195253
221,626.4157622137858,857.7930794897374,1059.8613027087927,112499.86604064182,137010.9388646859,152066.18898466133
222,523.4721817570464,766.9831945237511,876.6910365738877,113023.33822239887,137777.92205920964,152942.8800212352
223,427.6312324414541,665.7762504381668,841.8590117517919,113450.96945484033,138443.6983096478,153784.739032987
224,489.7453033910154,695.2702715274631,829.0998009973039,113940.71475823135,139138.96858117526,154613.8388339843
225,678.9251051161332,856.1356411152941,1088.8327178022473,114619.63986334747,139995.10422229054,155702.67155178657
226,576.4231911334267,805.0966343126952,974.6817106940935,115196.0630544809,140800.20085660325,156677.35326248067
227,514.8784204117233,747.1028432496361,894.6778616524227,115710.94147489262,141547.30369985287,157572.0311241331
228,689.8698098519636,872.8137220171826,1032.783671827003,116400.81128474459,142420.11742187006,158604.8147959601
229,582.0384204950478,810.0445093628049,990.2982860213742,116982.84970523964,143230.16193123287,159595.11308198146
230,528.9635690319482,757.3672214860851,960.7736532925189,117511.81327427158,143987.52915271895,160555.88673527396
231,696.7447624719322,878.880620370121,1001.4118128425058,118208.55803674352,144866.40977308908,161557.29854811647
232,667.7965632741137,904.1075998144397,1141.9495926065301,118876.35460001763,145770.51737290353,162699.248140723
233,570.4469956446628,809.9833218959266,982.1499441478576,119446.80159566228,146580.50069479947,163681.39808487086
234,521.2636742753837,773.8060601206931,858.8748120377791,119968.06526993767,147354.30675492017,164540.27289690863
235,419.79276024405095,668.1474477875742,851.4193535001516,120387.85803018171,148022.45420270774,165391.69225040879
236,485.40371375699493,701.0030390822327,849.6072427695758,120873.26174393871,148723.45724178996,166241.29949317835
237,713.7625697036796,896.1965944353094,1111.785713908075,121587.0243136424,149619.65383622528,167353.08520708643
238,601.1075700403287,839.865091682764,1015.4630170380051,122188.13188368273,150459.51892790804,168368.54822412445
239,523.0456778589695,765.2632922860967,933.0405367823469,122711.1775615417,151224.78222019415,169301.5887609068
240,688.680086717357,880.0067761511139,1043.926246985654,123399.85764825906,152104.78899634525,170345.51500789245
