policy_name,policy_label,service_pct,same_period_service_pct,final_backlog,peak_backlog,battery_soh_final,avg_main_supply_availability_pct,avg_primary_supply_availability_pct,biosourced_output_share_pct,backup_output_share_pct,grid_energy_total_kwh,solar_energy_total_kwh,biomass_energy_total_kwh,avg_energy_mix_ef,td_energy_impact_kgCO2e,biomass_resource_stress_peak,biomass_resource_stock_final_kwh,biomass_resource_overuse_total_kwh,biosourced_local_stress_peak,biosourced_local_draw_total_units,biosourced_water_overuse_total_units,classical_total_kgCO2e,time_dependent_dlca_total_kgCO2e,sdd_total_kgCO2e,hidden_carbon_vs_td_dlca,hidden_carbon_vs_classical,total_cost
baseline_degraded,Baseline degradee,100.0,96.2,0.0,10.58,0.992,74.35,74.35,0.0,26.15,34618.95,1540.19,0.0,0.3802,13591.25,0.0,0.0,0.0,0.0,0.0,0.0,121598.35,121143.82,136229.56,15085.74,14631.21,396239.7
