month_index,year,month,climate_event,operational_feedback_event,backlog_end,capacity_utilization,grid_share,scarcity,outbound_mode,regime_environnemental,evt_canicule,evt_secheresse,evt_tempete_inondation,evt_maintenance_corrective,evt_congestion_logistique,evt_overtime_energetique,evt_capacite_appoint,evt_recalage_qualite,evt_stress_biomasse_locale,evt_stress_hydrique_matiere_locale
177,2040,9,aucun,capacite d'appoint,0.0,0.7532741290462525,0.9462631519439731,0.30619246861924687,truck,nominal,0,0,0,0,0,0,1,0,0,0
178,2040,10,tempete / inondation,desorganisation logistique,6.876247832635983,0.7219319390833537,0.95881675164081,0.5086778242677824,truck,tendu,0,0,1,0,0,0,0,0,0,0
179,2040,11,tempete / inondation,desorganisation logistique + maintenance corrective + capacite d'appoint + recalage qualite,9.202923984503649,1.0,0.9791826639441679,0.5103765690376569,truck,crise,0,0,1,1,0,0,1,1,0,0
180,2040,12,aucun,maintenance corrective + capacite d'appoint + recalage qualite,0.0,1.0,0.9838565101491895,0.3097071129707113,truck,crise,0,0,0,1,0,0,1,1,0,0
181,2041,1,tempete / inondation,desorganisation logistique,7.512760055788005,0.8756784237465642,0.9822551176685289,0.46643933054393305,truck,tendu,0,0,1,0,0,0,0,0,0,0
182,2041,2,tempete / inondation,desorganisation logistique + maintenance corrective + capacite d'appoint + recalage qualite,10.16898732499596,1.0,0.9840534472463748,0.4680251046025105,truck,crise,0,0,1,1,0,0,1,1,0,0
183,2041,3,aucun,maintenance corrective + capacite d'appoint + recalage qualite,0.0,1.0,0.9792376613517427,0.3132217573221757,truck,crise,0,0,0,1,0,0,1,1,0,0
184,2041,4,aucun,aucun,0.0,0.7147091998463474,0.9594051766110947,0.3143933054393306,truck,nominal,0,0,0,0,0,0,0,0,0,0
185,2041,5,secheresse,stress matiere / eau,1.9739231177931948,0.7198074470799807,0.9515286122068533,0.8721234309623431,truck,tendu,0,1,0,0,0,0,0,0,0,0
186,2041,6,canicule + secheresse,site en surchauffe + stress matiere / eau + maintenance corrective + capacite d'appoint + recalage qualite,3.5956791843765004,1.0,0.9694012319976528,0.8746757322175732,truck,crise,1,1,0,1,0,0,1,1,0,0
187,2041,7,canicule + secheresse,site en surchauffe + stress matiere / eau + maintenance corrective + capacite d'appoint + recalage qualite,3.714936593370659,1.0,0.96105243181147,0.8772280334728033,truck,crise,1,1,0,1,0,0,1,1,0,0
188,2041,8,canicule,site en surchauffe + maintenance corrective + capacite d'appoint + recalage qualite,1.6076999040744688,1.0,0.9651978301101312,0.3190794979079498,truck,crise,1,0,0,1,0,0,1,1,0,0
189,2041,9,aucun,capacite d'appoint,0.0,0.7662118564232789,0.947936352919828,0.3202510460251047,truck,nominal,0,0,0,0,0,0,1,0,0,0
190,2041,10,tempete / inondation,desorganisation logistique,6.986030058577404,0.7324213353807958,0.9596781803224897,0.5290627615062762,truck,tendu,0,0,1,0,0,0,0,0,0,0
191,2041,11,tempete / inondation,desorganisation logistique + maintenance corrective + capacite d'appoint + recalage qualite,9.347836522746327,1.0,0.9794066171350654,0.5307615062761506,truck,crise,0,0,1,1,0,0,1,1,0,0
192,2041,12,aucun,maintenance corrective + capacite d'appoint + recalage qualite,0.0,1.0,0.9840349268182649,0.3237656903765691,truck,crise,0,0,0,1,0,0,1,1,0,0
193,2042,1,tempete / inondation,desorganisation logistique,7.622542281729427,0.8867582299822608,0.9827673738483478,0.485468619246862,truck,tendu,0,0,1,0,0,0,0,0,0,0
194,2042,2,tempete / inondation,desorganisation logistique + maintenance corrective + capacite d'appoint + recalage qualite,10.313899863238639,1.0,0.984295024737861,0.4870543933054394,truck,crise,0,0,1,1,0,0,1,1,0,0
195,2042,3,aucun,maintenance corrective + capacite d'appoint + recalage qualite,0.0,1.0,0.9794299333418367,0.32728033472803353,truck,crise,0,0,0,1,0,0,1,1,0,0
196,2042,4,secheresse,stress matiere / eau,2.016230292887027,0.8325145680772223,0.9658106647589629,0.942887029288703,truck,tendu,0,1,0,0,0,0,0,0,0,0
197,2042,5,secheresse,stress matiere / eau + capacite d'appoint + recalage qualite,2.1626670977095124,0.8510570417975116,0.9590133737709801,0.9450941422594143,truck,tendu,0,1,0,0,0,0,1,1,0,0
198,2042,6,canicule + secheresse,site en surchauffe + stress matiere / eau + maintenance corrective + capacite d'appoint + recalage qualite,3.668834835900519,1.0,0.9685191796439144,0.9473012552301255,truck,crise,1,1,0,1,0,0,1,1,0,0
199,2042,7,canicule + secheresse,site en surchauffe + stress matiere / eau + maintenance corrective + capacite d'appoint + recalage qualite,3.7724647028960376,1.0,0.9603773679205266,0.949508368200837,truck,crise,1,1,0,1,0,0,1,1,0,0
200,2042,8,canicule,site en surchauffe + maintenance corrective + capacite d'appoint + recalage qualite,1.6322924776752785,1.0,0.9649360367021208,0.33313807531380757,truck,crise,1,0,0,1,0,0,1,1,0,0
201,2042,9,aucun,maintenance corrective + capacite d'appoint + recalage qualite,0.0,0.9993944411370278,0.9671305656995749,0.3343096234309624,truck,crise,0,0,0,1,0,0,1,1,0,0
202,2042,10,tempete / inondation,desorganisation logistique + maintenance corrective + recalage qualite,7.095812284518827,0.9571878621226872,0.9715324281422778,0.5494476987447698,truck,crise,0,0,1,1,0,0,0,1,0,0
203,2042,11,tempete / inondation,desorganisation logistique + maintenance corrective + capacite d'appoint + recalage qualite,9.492749060989006,1.0,0.9770468010911367,0.5511464435146444,truck,crise,0,0,1,1,0,0,1,1,0,0
204,2042,12,aucun,maintenance corrective + capacite d'appoint + recalage qualite,0.0,1.0,0.9841638005908653,0.3378242677824268,truck,crise,0,0,0,1,0,0,1,1,0,0
205,2043,1,tempete / inondation,desorganisation logistique,7.73232450767085,0.8977953126769651,0.9831300031569207,0.5044979079497908,truck,tendu,0,0,1,0,0,0,0,0,0,0
206,2043,2,tempete / inondation,desorganisation logistique + maintenance corrective + capacite d'appoint + recalage qualite,10.458812401481318,1.0,0.9844308394165021,0.5060836820083683,truck,crise,0,0,1,1,0,0,1,1,0,0
207,2043,3,aucun,maintenance corrective + capacite d'appoint + recalage qualite,0.0,1.0,0.9795664278370566,0.3413389121338912,truck,crise,0,0,0,1,0,0,1,1,0,0
208,2043,4,secheresse,stress matiere / eau,2.0436758493723843,0.8412669558803723,0.966350116729818,0.9693723849372387,truck,tendu,0,1,0,0,0,0,0,0,0,0
209,2043,5,secheresse,stress matiere / eau + capacite d'appoint + recalage qualite,2.1923082987136944,0.860021273900787,0.9596416925575431,0.9715794979079498,truck,tendu,0,1,0,0,0,0,1,1,0,0
210,2043,6,canicule + secheresse,site en surchauffe + stress matiere / eau + maintenance corrective + capacite d'appoint + recalage qualite,3.720479791715615,1.0,0.9686425428979308,0.973786610878661,truck,crise,1,1,0,1,0,0,1,1,0,0
211,2043,7,canicule + secheresse,site en surchauffe + stress matiere / eau + maintenance corrective + capacite d'appoint + recalage qualite,3.8270845663615702,1.0,0.9603811405318755,0.9759937238493724,truck,crise,1,1,0,1,0,0,1,1,0,0
212,2043,8,canicule,site en surchauffe + maintenance corrective + capacite d'appoint + recalage qualite,8.40702881914818,1.0,0.9653606001343377,0.3471966527196653,truck,crise,1,0,0,1,0,0,1,1,0,0
213,2043,9,aucun,maintenance corrective + capacite d'appoint + recalage qualite,2.459235417511753,1.0,0.9680764893997388,0.3483682008368201,truck,crise,0,0,0,1,0,0,1,1,0,0
214,2043,10,tempete / inondation,desorganisation logistique + maintenance corrective + capacite d'appoint + recalage qualite,7.992549844064012,1.0,0.9731000602114797,0.5698326359832636,truck,crise,0,0,1,1,0,0,1,1,0,0
215,2043,11,tempete / inondation,desorganisation logistique + maintenance corrective + capacite d'appoint + recalage qualite,9.889487305984886,1.0,0.9772241665335971,0.571531380753138,truck,crise,0,0,1,1,0,0,1,1,0,0
216,2043,12,aucun,maintenance corrective + capacite d'appoint + recalage qualite,0.0,1.0,0.984208434290158,0.3518828451882845,truck,crise,0,0,0,1,0,0,1,1,0,0
217,2044,1,tempete / inondation,desorganisation logistique + maintenance corrective + recalage qualite,7.8421067336122725,1.0,0.9864764476412199,0.5235271966527197,truck,crise,0,0,1,1,0,0,0,1,0,0
218,2044,2,tempete / inondation,desorganisation logistique + maintenance corrective + capacite d'appoint + recalage qualite,10.603724939723993,1.0,0.9825541538234522,0.525112970711297,truck,crise,0,0,1,1,0,0,1,1,0,0
219,2044,3,aucun,maintenance corrective + capacite d'appoint + recalage qualite,0.3074845666252699,1.0,0.9795822365734066,0.35539748953974903,truck,crise,0,0,0,1,0,0,1,1,0,0
220,2044,4,secheresse,stress matiere / eau + maintenance corrective + capacite d'appoint + recalage qualite,2.095720171187761,1.0,0.9739989953335618,0.9958577405857743,truck,crise,0,1,0,1,0,0,1,1,0,0
221,2044,5,secheresse,stress matiere / eau + maintenance corrective + capacite d'appoint + recalage qualite,2.2239174009442806,1.0,0.9652326663529912,0.9980648535564854,truck,crise,0,1,0,1,0,0,1,1,0,0
222,2044,6,canicule + secheresse,site en surchauffe + stress matiere / eau + maintenance corrective + capacite d'appoint + recalage qualite,6.5699946512558824,1.0,0.9658656608778997,1.0002719665271966,truck,crise,1,1,0,1,0,0,1,1,0,0
223,2044,7,canicule + secheresse,site en surchauffe + stress matiere / eau + maintenance corrective + congestion logistique + capacite d'appoint + recalage qualite,15.412134326073694,1.0,0.9612550092943286,1.002479079497908,air,crise,1,1,0,1,1,0,1,1,0,0
224,2044,8,canicule,site en surchauffe + maintenance corrective + congestion logistique + overtime energetique + recalage qualite,19.878481341114117,1.0,0.9675227411634344,0.3612552301255231,air,crise,1,0,0,1,1,1,0,1,0,0
225,2044,9,aucun,maintenance corrective + congestion logistique + capacite d'appoint + recalage qualite,14.44142610330378,1.0,0.968095670060166,0.3624267782426779,air,crise,0,0,0,1,1,0,1,1,0,0
226,2044,10,tempete / inondation,desorganisation logistique + maintenance corrective + congestion logistique + capacite d'appoint + recalage qualite,11.93663308945888,1.0,0.9744889868187031,0.5902175732217574,air,crise,0,0,1,1,1,0,1,1,0,0
227,2044,11,tempete / inondation,desorganisation logistique + maintenance corrective + congestion logistique + capacite d'appoint + recalage qualite,13.711032979114243,1.0,0.9777493215353559,0.5919163179916318,air,crise,0,0,1,1,1,0,1,1,0,0
228,2044,12,aucun,maintenance corrective + capacite d'appoint + recalage qualite,9.408835671226367,1.0,0.9845853430061514,0.3659414225941423,truck,crise,0,0,0,1,0,0,1,1,0,0
229,2045,1,tempete / inondation,desorganisation logistique + maintenance corrective + capacite d'appoint + recalage qualite,10.96271637434613,1.0,0.9870681525081928,0.5425564853556486,truck,crise,0,0,1,1,0,0,1,1,0,0
230,2045,2,tempete / inondation,desorganisation logistique + maintenance corrective + capacite d'appoint + recalage qualite,12.682562877607133,1.0,0.9828923174805732,0.544142259414226,truck,crise,0,0,1,1,0,0,1,1,0,0
231,2045,3,aucun,maintenance corrective + capacite d'appoint + recalage qualite,10.621515466597405,1.0,0.9799395548023404,0.36945606694560673,truck,crise,0,0,0,1,0,0,1,1,0,0
232,2045,4,secheresse,stress matiere / eau + maintenance corrective + capacite d'appoint + recalage qualite,8.34925936838368,1.0,0.9751276781704903,1.0223430962343096,truck,crise,0,1,0,1,0,0,1,1,0,0
233,2045,5,secheresse,stress matiere / eau + maintenance corrective + capacite d'appoint + recalage qualite,8.480799739455904,1.0,0.9663164523239881,1.024550209205021,truck,crise,0,1,0,1,0,0,1,1,0,0
234,2045,6,canicule + secheresse,site en surchauffe + stress matiere / eau + maintenance corrective + congestion logistique + capacite d'appoint + recalage qualite,15.56484429959179,1.0,0.967434365862632,1.0267573221757322,air,crise,1,1,0,1,1,0,1,1,0,0
235,2045,7,canicule + secheresse,site en surchauffe + stress matiere / eau + maintenance corrective + congestion logistique + overtime energetique + recalage qualite,23.928326121354605,1.0,0.9638951675655257,1.0289644351464435,air,crise,1,1,0,1,1,1,0,1,0,0
236,2045,8,canicule,site en surchauffe + maintenance corrective + congestion logistique + overtime energetique + recalage qualite,28.847880990907175,1.0,0.968192536734856,0.37531380753138077,air,crise,1,0,0,1,1,1,0,1,0,0
237,2045,9,aucun,maintenance corrective + congestion logistique + overtime energetique + recalage qualite,22.779294656260987,1.0,0.9694044271680221,0.3764853556485356,air,crise,0,0,0,1,1,1,0,1,0,0
238,2045,10,tempete / inondation,desorganisation logistique + maintenance corrective + congestion logistique + overtime energetique + recalage qualite,20.858283464308197,1.0,0.9744780112085913,0.610602510460251,air,crise,0,0,1,1,1,1,0,1,0,0
239,2045,11,tempete / inondation,desorganisation logistique + maintenance corrective + congestion logistique + overtime energetique + recalage qualite,23.177980850469314,1.0,0.9780667431316648,0.6123012552301255,air,crise,0,0,1,1,1,1,0,1,0,0
240,2045,12,aucun,maintenance corrective + congestion logistique + overtime energetique + recalage qualite,19.53482731264644,1.0,0.984617164330456,0.38,air,crise,0,0,0,1,1,1,0,1,0,0
