policy_label,material,inbound_transport,energy,storage,outbound_transport,backlog_penalty,adaptation_capex,total
Baseline degradee,311037.66635366715,16882.81932460844,5378.361230732966,5770.637501542051,33367.939462762755,9546.2778843239,14255.999999999996,396239.70175763726
