policy_label,material_main,material_biosourced,material_backup,inbound_main,inbound_biosourced,inbound_backup,production_energy,outbound_transport,storage,scrap,total
Baseline degradee,70020.51478649901,0.0,32823.63618218257,2994.8886686767673,0.0,4899.288366536736,14360.786770127728,10191.157350076366,789.453782533526,5638.533656024425,141718.25956265713
