day,M-1430 | item:038005,M-1430 | item:042342,M-1430 | item:333362,M-1430 | item:344135,M-1430 | item:708073,M-1430 | item:730384,M-1430 | item:734545,M-1430 | item:773474,M-1810 | item:001757,M-1810 | item:001848,M-1810 | item:001893,M-1810 | item:002612,M-1810 | item:007923,M-1810 | item:016332,M-1810 | item:029313,M-1810 | item:039668,M-1810 | item:049371,M-1810 | item:055703,M-1810 | item:099439,M-1810 | item:338928,M-1810 | item:338929,M-1810 | item:426331,M-1810 | item:693055,SDC-1450 | item:021081
0,123.456687,59135.16,2755.0,1605.0,10.34865,546.96,7.84,4634.26464,5.00192,2.50908,15.89084,2.5984,635.04,0.87696,0.083636,0.051968,8.081836,0.125048,2.5984,2560.0,1540.0,11.44,1039.36,983400.0
1,123.054206,57747.294,2732.0,1582.0,10.16626,542.084,7.656,4412.206126,4.96944,2.48472,15.73656,2.5578,635.04,0.867216,0.082824,0.051156,8.051792,0.123424,2.5578,2540.0,1520.0,11.22,1031.24,983399.67816
2,122.616726,56238.744,2707.0,1557.0,9.96801,536.784,7.456,4170.838176,4.93696,2.46036,15.58228,2.5172,570.08,0.857472,0.082012,0.050344,8.021748,0.1218,2.5172,2520.0,1500.0,11.0,1023.12,983399.291952
3,122.179247,54730.194,2682.0,1532.0,9.76976,531.484,7.256,3929.470226,4.90448,2.436,15.428,2.4766,635.04,0.847728,0.0812,0.049532,7.991704,0.120176,2.4766,2500.0,1480.0,10.78,1015.0,983398.89287
4,121.741767,53221.644,2657.0,1507.0,9.57151,526.184,7.056,3688.102276,4.872,2.41164,15.27372,2.436,635.04,0.837984,0.080388,0.04872,7.96166,0.118552,2.436,2480.0,1460.0,10.56,1006.88,983398.491214
5,121.304288,51713.094,2632.0,1482.0,9.37326,520.884,6.856,3446.734326,4.83952,2.38728,15.11944,2.3954,635.04,0.82824,0.079576,0.047908,7.931616,0.116928,2.3954,2460.0,1440.0,10.34,998.76,983398.089043
6,120.89983,50318.411768,2608.88704,1458.88704,9.189974,515.984052,6.671096,3223.585215,4.80704,2.36292,14.96516,2.3548,635.04,0.818496,0.078764,0.047096,7.901572,0.115304,2.3548,2440.0,1420.0,10.12,990.64,983397.686769
7,120.538952,49074.003321,2588.264448,1438.264448,9.026437,511.612063,6.506116,3204.479905,4.77456,2.33856,14.81088,2.3142,570.08,0.808752,0.077952,0.046284,7.871528,0.115304,2.3142,2420.0,1400.0,9.9,982.52,983397.284474
8,120.134292,47678.623632,2565.13993,1415.13993,8.84306,506.709665,6.321119,2981.219201,4.74208,2.3142,14.6566,2.2736,570.08,0.799008,0.07714,0.045472,7.841484,0.11368,2.2736,2400.0,1380.0,9.68,974.4,983396.882175
9,119.696812,46170.073632,2540.13993,1390.13993,8.64481,501.409665,6.121119,2739.851251,4.7096,2.28984,14.50232,2.233,570.08,0.789264,0.076328,0.04466,7.81144,0.112056,2.233,2380.0,1360.0,9.46,966.28,983396.479875
10,119.259333,44661.523632,2515.13993,1365.13993,8.44656,496.109665,6.121119,2498.483301,4.67712,2.26548,14.34804,2.1924,570.08,0.77952,0.075516,0.043848,7.781396,0.110432,2.1924,2360.0,1340.0,9.24,958.16,983396.077575
11,118.821854,43152.973632,2490.13993,1340.13993,8.24831,490.809665,5.921119,2302.112471,4.64464,2.24112,14.19376,2.1518,570.08,0.769776,0.074704,0.043036,7.751352,0.108808,2.1518,2340.0,1320.0,9.02,950.04,983395.675275
12,118.384374,41644.423632,2465.13993,1315.13993,8.05006,485.509665,5.721119,2105.384521,4.61216,2.21676,14.19376,2.1112,570.08,0.760032,0.073892,0.042224,7.721308,0.107184,2.1112,2340.0,1300.0,8.8,941.92,983395.272975
13,117.979916,41276.578995,2442.02693,1292.02693,7.866774,480.609709,5.536215,1882.235025,4.57968,2.1924,14.03948,2.0706,570.08,0.750288,0.07308,0.041412,7.691264,0.107184,2.0706,2320.0,1280.0,8.58,933.8,983394.870675
14,117.619037,40032.170068,2421.40433,1296.40433,7.703236,476.237718,5.555235,1764.129062,4.5472,2.16804,13.8852,2.03,570.08,0.740544,0.072268,0.041412,7.66122,0.10556,2.03,2300.0,1260.0,8.36,925.68,983394.468375
15,117.214377,41824.42065,2398.27981,1273.27981,7.519859,475.57532,5.370238,1585.868227,4.51472,2.16804,13.73092,1.9894,635.04,0.7308,0.071456,0.0406,7.631176,0.10556,1.9894,2280.0,1240.0,8.36,917.56,983394.066075
16,116.776898,40315.87065,2373.27981,1248.27981,7.321609,470.27532,5.170238,1389.500254,4.48224,2.14368,13.57664,1.9488,635.04,0.721056,0.070644,0.0406,7.601132,0.10556,1.9894,2260.0,1220.0,8.14,909.44,983393.663775
17,116.339418,38807.32065,2348.27981,1223.27981,7.123359,464.97532,4.970238,1148.132304,4.44976,2.16804,13.57664,1.9082,635.04,0.711312,0.069832,0.039788,7.571088,0.103936,1.9894,2240.0,1200.0,7.92,901.32,983393.261475
18,115.901939,37298.77065,2323.27981,1198.27981,7.247246,459.67532,4.770238,949.964354,4.41728,2.14368,13.42236,1.8676,570.08,0.701568,0.06902,0.038976,7.541044,0.103936,1.9488,2220.0,1180.0,7.7,893.2,983392.859175
